GEO_ID,B25003G_001E,B25003G_001M,B25003G_002E,B25003G_002M,B25003G_003E,B25003G_003M,NAME,B25003G_001EA,B25003G_001MA,B25003G_002MA,B25003G_002EA,B25003G_003EA,B25003G_003MA,state
0400000US06,376302,9010,172556,5259,203746,7018,California,null,null,null,null,null,null,06
0400000US08,42680,2939,23135,2180,19545,2226,Colorado,null,null,null,null,null,null,08
0400000US09,20589,2194,9905,1530,10684,1608,Connecticut,null,null,null,null,null,null,09
0400000US10,4632,987,2316,737,2316,668,Delaware,null,null,null,null,null,null,10
0400000US11,5081,979,1782,541,3299,842,District of Columbia,null,null,null,null,null,null,11
0400000US12,110716,4747,60576,3770,50140,3006,Florida,null,null,null,null,null,null,12
0400000US13,42977,3389,22297,2151,20680,2461,Georgia,null,null,null,null,null,null,13
0400000US15,69845,3643,36273,2519,33572,2453,Hawaii,null,null,null,null,null,null,15
0400000US16,8925,1246,5896,1123,3029,847,Idaho,null,null,null,null,null,null,16
0400000US17,59305,3826,29855,2495,29450,2930,Illinois,null,null,null,null,null,null,17
0400000US18,25488,2010,12703,1575,12785,1581,Indiana,null,null,null,null,null,null,18
0400000US19,11496,1765,5885,1232,5611,1202,Iowa,null,null,null,null,null,null,19
0400000US20,20653,2174,10005,1118,10648,1802,Kansas,null,null,null,null,null,null,20
0400000US21,19367,1813,10089,1486,9278,1257,Kentucky,null,null,null,null,null,null,21
0400000US22,20000,2288,11323,1651,8677,1434,Louisiana,null,null,null,null,null,null,22
0400000US23,6635,1225,3328,801,3307,973,Maine,null,null,null,null,null,null,23
0400000US24,38550,2788,23372,1879,15178,1779,Maryland,null,null,null,null,null,null,24
0400000US25,44348,3214,15011,1584,29337,2661,Massachusetts,null,null,null,null,null,null,25
0400000US26,53412,2618,28509,1949,24903,1942,Michigan,null,null,null,null,null,null,26
0400000US27,25063,2399,12060,1609,13003,1640,Minnesota,null,null,null,null,null,null,27
0400000US28,6950,1349,4249,1080,2701,847,Mississippi,null,null,null,null,null,null,28
0400000US29,29849,2976,16447,1920,13402,2020,Missouri,null,null,null,null,null,null,29
0400000US30,6939,1051,3521,747,3418,861,Montana,null,null,null,null,null,null,30
0400000US31,8708,1316,3563,857,5145,1147,Nebraska,null,null,null,null,null,null,31
0400000US32,24767,2685,10616,1471,14151,2041,Nevada,null,null,null,null,null,null,32
0400000US33,5750,1037,2718,807,3032,884,New Hampshire,null,null,null,null,null,null,33
0400000US34,49976,2928,23401,2046,26575,2227,New Jersey,null,null,null,null,null,null,34
0400000US35,16399,1721,9684,1221,6715,1280,New Mexico,null,null,null,null,null,null,35
0400000US36,131429,4749,44937,3082,86492,4365,New York,null,null,null,null,null,null,36
0400000US37,47062,3179,23858,2269,23204,2169,North Carolina,null,null,null,null,null,null,37
0400000US38,2330,645,991,365,1339,543,North Dakota,null,null,null,null,null,null,38
0400000US39,57381,4214,26886,2731,30495,2977,Ohio,null,null,null,null,null,null,39
0400000US40,79575,2774,45549,1933,34026,2285,Oklahoma,null,null,null,null,null,null,40
0400000US41,37939,3326,18587,2415,19352,2114,Oregon,null,null,null,null,null,null,41
0400000US42,53349,3330,24940,2273,28409,2677,Pennsylvania,null,null,null,null,null,null,42
0400000US44,6119,1111,2424,524,3695,1023,Rhode Island,null,null,null,null,null,null,44
0400000US45,18184,2478,10468,1533,7716,1749,South Carolina,null,null,null,null,null,null,45
0400000US46,2822,717,1117,381,1705,633,South Dakota,null,null,null,null,null,null,46
0400000US47,28579,3319,12945,1790,15634,2251,Tennessee,null,null,null,null,null,null,47
0400000US48,149313,5423,77981,3905,71332,3894,Texas,null,null,null,null,null,null,48
0400000US49,11864,1656,5898,1225,5966,1085,Utah,null,null,null,null,null,null,49
0400000US50,3022,619,1516,407,1506,550,Vermont,null,null,null,null,null,null,50
0400000US51,54564,3836,28347,2586,26217,3126,Virginia,null,null,null,null,null,null,51
0400000US53,79126,3650,38549,2360,40577,3187,Washington,null,null,null,null,null,null,53
0400000US54,8873,1283,5150,1103,3723,807,West Virginia,null,null,null,null,null,null,54
0400000US55,22900,2158,9237,1365,13663,1664,Wisconsin,null,null,null,null,null,null,55
0400000US56,3893,1021,2295,822,1598,576,Wyoming,null,null,null,null,null,null,56
0400000US72,148275,4880,89273,4495,59002,3927,Puerto Rico,null,null,null,null,null,null,72
0400000US01,19284,1835,11593,1388,7691,1538,Alabama,null,null,null,null,null,null,01
0400000US02,13359,1766,6925,1184,6434,1244,Alaska,null,null,null,null,null,null,02
0400000US04,42589,2739,21245,2091,21344,2068,Arizona,null,null,null,null,null,null,04
0400000US05,15887,1732,10440,1349,5447,1252,Arkansas,null,null,null,null,null,null,05
