GEO_ID,B12504_001E,B12504_001M,B12504_002E,B12504_002M,B12504_003E,B12504_003M,B12504_004E,B12504_004M,B12504_005E,B12504_005M,B12504_006E,B12504_006M,B12504_007E,B12504_007M,B12504_008E,B12504_008M,B12504_009E,B12504_009M,NAME,B12504_001MA,B12504_001EA,B12504_002MA,B12504_002EA,B12504_003MA,B12504_003EA,B12504_004EA,B12504_004MA,B12504_005EA,B12504_005MA,B12504_006EA,B12504_006MA,B12504_007MA,B12504_007EA,B12504_008MA,B12504_008EA,B12504_009EA,B12504_009MA,state
0400000US06,18.2,0.2,18.1,0.2,18.7,0.1,12.0,0.4,16.7,0.9,18.3,0.2,18.8,0.2,12.5,0.5,17.5,0.5,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,17.5,0.3,17.5,0.3,17.9,0.3,11.8,1.2,13.0,1.7,17.5,0.3,18.0,0.3,10.7,1.5,14.1,1.2,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,20.8,0.3,20.6,0.4,21.0,0.4,12.7,4.1,15.6,1.9,21.0,0.4,21.4,0.4,14.1,2.9,16.4,2.9,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,21.3,0.8,21.2,0.9,22.1,0.9,13.6,2.3,11.3,4.4,21.3,0.8,22.0,0.8,8.5,2.6,15.1,3.2,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,12.3,0.9,12.3,1.2,12.3,1.1,7.5,2.8,18.7,1.5,12.3,0.9,11.8,1.0,10.6,3.9,21.5,5.4,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19.9,0.2,20.0,0.2,20.9,0.3,12.8,0.6,13.9,0.7,19.9,0.2,20.9,0.3,12.8,0.9,14.6,0.8,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,17.3,0.2,17.2,0.3,17.9,0.3,10.0,0.9,13.1,0.8,17.4,0.3,17.9,0.3,11.2,1.3,15.3,0.9,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,19.1,0.5,18.7,0.7,19.4,0.6,11.7,2.9,16.9,4.7,19.5,0.5,19.9,0.6,12.3,2.6,21.2,1.6,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,18.0,0.5,18.1,0.6,18.6,0.6,9.2,2.9,11.9,2.2,18.0,0.5,18.4,0.5,8.4,3.7,14.3,3.3,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,20.0,0.2,20.0,0.2,20.4,0.2,13.3,1.1,15.5,1.6,20.0,0.2,20.4,0.2,15.7,1.9,16.0,0.7,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,19.7,0.3,19.7,0.3,20.2,0.3,12.2,1.0,14.5,1.0,19.7,0.3,20.3,0.3,11.9,1.5,13.9,1.1,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,21.5,0.4,21.7,0.4,22.1,0.4,16.8,3.2,11.8,1.6,21.4,0.4,22.1,0.4,11.5,2.8,12.1,1.7,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,19.6,0.3,19.5,0.4,19.9,0.4,12.1,2.2,14.8,1.9,19.7,0.4,20.3,0.5,14.2,1.8,12.5,1.5,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,19.6,0.3,19.5,0.3,20.3,0.4,11.6,1.8,12.4,0.9,19.7,0.4,20.5,0.4,12.2,2.6,12.8,0.8,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,19.1,0.4,19.2,0.5,20.2,0.5,10.0,1.3,13.1,1.1,19.0,0.4,20.1,0.5,11.9,1.3,12.9,1.0,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,21.9,0.5,21.8,0.5,22.0,0.5,23.2,7.9,12.9,4.1,21.9,0.5,22.4,0.5,11.6,8.2,13.4,3.4,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,18.7,0.3,18.7,0.3,19.3,0.4,12.0,1.3,16.4,1.2,18.8,0.2,19.3,0.3,15.1,1.8,16.1,1.1,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,20.3,0.3,20.3,0.3,20.7,0.3,13.0,2.3,18.1,1.4,20.3,0.3,20.9,0.3,12.2,1.4,16.4,0.7,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,21.3,0.2,21.4,0.2,21.9,0.3,13.2,1.1,15.3,0.8,21.2,0.2,21.7,0.2,14.1,1.0,15.6,0.6,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,21.1,0.2,21.1,0.3,21.4,0.3,15.0,1.4,14.9,1.1,21.1,0.3,21.5,0.3,16.7,1.9,15.1,1.6,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,19.1,0.5,19.0,0.5,20.0,0.6,10.8,1.8,15.4,1.5,19.2,0.5,20.3,0.6,9.8,2.2,15.0,2.1,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20.0,0.3,20.0,0.3,20.7,0.3,12.4,1.6,13.6,1.9,20.0,0.3,20.6,0.3,13.5,1.6,14.9,0.9,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21.2,0.7,21.4,0.8,21.8,0.8,16.4,4.0,13.4,6.5,21.0,0.6,21.8,0.7,14.8,1.5,13.7,2.8,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20.8,0.3,20.7,0.4,21.2,0.4,14.2,1.9,12.5,1.1,20.9,0.4,21.3,0.4,15.7,5.7,12.6,1.9,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,16.3,0.4,16.4,0.4,16.9,0.4,11.7,1.6,12.3,1.9,16.2,0.4,16.7,0.5,11.8,2.1,13.2,1.1,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21.8,0.5,21.9,0.5,22.1,0.4,19.3,6.4,17.3,3.8,21.6,0.6,22.1,0.5,10.9,1.7,17.8,1.6,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,20.1,0.2,20.0,0.2,20.5,0.2,12.5,1.4,17.3,1.2,20.2,0.2,20.7,0.3,13.2,1.1,17.1,0.9,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
