GEO_ID,C01001D_001E,C01001D_001M,C01001D_002E,C01001D_002M,C01001D_003E,C01001D_003M,C01001D_004E,C01001D_004M,C01001D_005E,C01001D_005M,C01001D_006E,C01001D_006M,C01001D_007E,C01001D_007M,C01001D_008E,C01001D_008M,C01001D_009E,C01001D_009M,NAME,C01001D_001EA,C01001D_001MA,C01001D_002EA,C01001D_002MA,C01001D_003EA,C01001D_003MA,C01001D_004MA,C01001D_004EA,C01001D_005MA,C01001D_005EA,C01001D_006MA,C01001D_006EA,C01001D_007EA,C01001D_007MA,C01001D_008EA,C01001D_008MA,C01001D_009EA,C01001D_009MA,state
0400000US25,381262,3962,180954,2236,40947,1433,127405,1755,12602,723,200308,2479,43553,1520,141154,1864,15601,685,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,248093,4128,118263,2628,29795,1576,79848,1899,8620,584,129830,2208,30327,1664,89572,1535,9931,696,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,226902,3537,110525,2234,32884,1724,72826,1248,4815,478,116377,2414,32945,1522,76624,1806,6808,599,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,23923,2452,10336,1346,2390,665,7587,1056,359,315,13587,1659,2495,857,9831,1340,1261,652,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,102180,3291,48107,2089,12131,1659,33312,1430,2664,318,54073,2027,11029,1041,38817,1680,4227,488,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6442,1141,2288,727,453,220,1374,597,461,258,4154,968,557,316,3149,793,448,273,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36670,1809,17563,1093,4323,557,12056,842,1184,324,19107,1138,4659,708,13354,744,1094,301,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,207736,5128,92507,3064,19871,1995,62488,1909,10148,522,115229,2675,20203,1293,80159,1922,14867,814,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,29743,1915,12618,1347,3048,698,8721,930,849,574,17125,1404,3914,835,11898,1041,1313,602,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,775176,5882,375821,4035,90631,2301,254210,2731,30980,595,399355,3274,90265,1885,271948,2295,37142,619,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,27714,1774,11228,1315,2210,674,8095,913,923,218,16486,1087,3072,806,11989,855,1425,261,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1498346,8087,716174,5216,151990,2776,498196,3763,65988,1045,782172,4972,143886,3245,556709,3018,81577,1038,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,227727,4278,108875,3183,28341,1973,74391,2068,6143,868,118852,2433,28511,1512,82480,1862,7861,901,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6737,846,4078,615,654,331,3044,690,380,245,2659,709,592,381,1573,594,494,285,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,200878,4341,95923,2518,20735,1827,67008,1827,8180,923,104955,3270,23497,2270,73011,2106,8447,902,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,70527,2386,33822,1705,8237,1002,23823,1313,1762,259,36705,1422,8166,754,25167,1020,3372,402,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,149455,4172,67643,2777,14170,1540,47915,1826,5558,478,81812,2420,16709,1508,57266,1611,7837,632,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,368996,5227,176856,3457,41351,2420,122754,2260,12751,834,192140,2777,43000,1793,133997,1913,15143,918,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,33814,1441,16212,1011,4598,745,10810,641,804,195,17602,1295,3523,740,12878,738,1201,270,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,59956,2302,27550,1713,7027,918,18929,1428,1594,581,32406,1875,6577,1184,23161,1324,2668,671,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9537,1227,4754,836,1246,481,3253,620,255,190,4783,897,1247,459,3432,656,104,93,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,96086,3063,44687,1964,10772,1231,30736,1182,3179,484,51399,2092,12156,1265,34777,1491,4466,694,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1052002,8660,511808,5330,128085,3628,347463,3021,36260,1341,540194,5913,124365,3884,373213,3552,42616,1408,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,62575,2843,29872,1794,7540,1162,20116,1119,2216,307,32703,1804,7341,1148,22374,1126,2988,360,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8234,770,3392,433,958,287,2409,388,25,37,4842,608,1107,317,3326,474,409,231,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,469669,6255,220801,4017,55171,2295,149367,2541,16263,579,248868,3920,53434,2313,172575,2591,22859,1152,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,509565,6656,234393,3676,52015,2679,160997,2639,21381,843,275172,4237,51156,2677,192035,2791,31981,785,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,12173,1232,5127,915,1320,590,3450,739,357,227,7046,1033,1105,414,5336,959,605,340,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,135815,3419,63396,2106,19020,1468,42238,1224,2138,490,72419,2391,21631,1525,46612,1385,4176,700,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5637,1103,2072,636,492,297,1175,404,405,389,3565,753,1285,562,2190,547,90,93,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,13723,2991,3860,1270,692,497,2833,1037,335,258,9863,2432,2296,1059,6624,1652,943,551,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,58679,2991,25142,1933,6471,1244,16841,1325,1830,607,33537,2125,7988,1163,23019,1312,2530,749,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,42790,2209,20179,1024,5422,719,13512,674,1245,192,22611,1707,5647,1349,14619,744,2345,337,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,190390,4062,88012,2433,20949,1356,60268,1675,6795,675,102378,2504,20226,1784,71286,1772,10866,669,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,39448,1924,19125,1325,5511,935,12708,1033,906,499,20323,1398,4352,780,14683,1202,1288,462,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
