GEO_ID,B09001_001E,B09001_001M,B09001_002E,B09001_002M,B09001_003E,B09001_003M,B09001_004E,B09001_004M,B09001_005E,B09001_005M,B09001_006E,B09001_006M,B09001_007E,B09001_007M,B09001_008E,B09001_008M,B09001_009E,B09001_009M,B09001_010E,B09001_010M,NAME,B09001_001MA,B09001_001EA,B09001_002MA,B09001_002EA,B09001_003EA,B09001_003MA,B09001_004EA,B09001_004MA,B09001_005EA,B09001_005MA,B09001_006MA,B09001_006EA,B09001_007MA,B09001_007EA,B09001_008EA,B09001_008MA,B09001_009EA,B09001_009MA,B09001_010EA,B09001_010MA,state
0400000US06,9239306,2103,9210932,3150,1463857,13694,1069965,12899,516219,10879,1521495,14680,1508861,13615,1534487,15748,1596048,2711,28374,2188,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1231307,1495,1228115,1578,197592,4419,139289,4254,70305,4500,219368,6199,205741,5874,201776,5950,194044,1617,3192,475,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,792766,1053,789621,1244,110055,3758,82372,3620,43642,3132,130739,4113,134330,4419,142314,4835,146169,1128,3145,833,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,204920,394,204351,440,34556,1884,21629,1876,10126,1445,33924,2513,34324,2163,35688,2771,34104,613,569,190,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,109452,267,108948,429,23826,1574,15123,1503,7275,1126,17263,1748,14631,1625,15046,1646,15784,234,504,305,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4000973,2689,3986392,2964,627191,8497,441057,8652,223806,8910,676026,12222,655509,12618,672880,15373,689923,3129,14581,1076,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2495747,3742,2489545,3758,379354,7214,291751,6526,146498,6538,418277,9308,421588,8520,431676,10681,400401,3571,6202,902,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,302881,586,301685,956,52052,2178,36873,2192,19469,2106,49141,2674,48547,2762,48088,2749,47515,668,1196,762,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,424752,1198,423632,1199,66417,2426,47319,2324,23469,2513,71765,3654,71888,3310,75103,3697,67671,1327,1120,247,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3063051,2339,3058222,2458,471226,7331,342744,6720,168015,5542,504409,8174,515643,8157,527192,9531,528993,2243,4829,582,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
