GEO_ID,B25125_001E,B25125_001M,B25125_002E,B25125_002M,B25125_003E,B25125_003M,B25125_004E,B25125_004M,B25125_005E,B25125_005M,B25125_006E,B25125_006M,B25125_007E,B25125_007M,B25125_008E,B25125_008M,B25125_009E,B25125_009M,B25125_010E,B25125_010M,B25125_011E,B25125_011M,B25125_012E,B25125_012M,B25125_013E,B25125_013M,B25125_014E,B25125_014M,B25125_015E,B25125_015M,B25125_016E,B25125_016M,B25125_017E,B25125_017M,B25125_018E,B25125_018M,B25125_019E,B25125_019M,B25125_020E,B25125_020M,B25125_021E,B25125_021M,B25125_022E,B25125_022M,B25125_023E,B25125_023M,B25125_024E,B25125_024M,B25125_025E,B25125_025M,B25125_026E,B25125_026M,B25125_027E,B25125_027M,B25125_028E,B25125_028M,B25125_029E,B25125_029M,B25125_030E,B25125_030M,B25125_031E,B25125_031M,B25125_032E,B25125_032M,B25125_033E,B25125_033M,B25125_034E,B25125_034M,B25125_035E,B25125_035M,B25125_036E,B25125_036M,B25125_037E,B25125_037M,B25125_038E,B25125_038M,B25125_039E,B25125_039M,B25125_040E,B25125_040M,B25125_041E,B25125_041M,B25125_042E,B25125_042M,B25125_043E,B25125_043M,B25125_044E,B25125_044M,B25125_045E,B25125_045M,NAME,B25125_001MA,B25125_001EA,B25125_002EA,B25125_002MA,B25125_003EA,B25125_003MA,B25125_004EA,B25125_004MA,B25125_005MA,B25125_005EA,B25125_006MA,B25125_006EA,B25125_007EA,B25125_007MA,B25125_008EA,B25125_008MA,B25125_009EA,B25125_009MA,B25125_010EA,B25125_010MA,B25125_011MA,B25125_011EA,B25125_012MA,B25125_012EA,B25125_013MA,B25125_013EA,B25125_014EA,B25125_014MA,B25125_015EA,B25125_015MA,B25125_016MA,B25125_016EA,B25125_017MA,B25125_017EA,B25125_018MA,B25125_018EA,B25125_019EA,B25125_019MA,B25125_020EA,B25125_020MA,B25125_021EA,B25125_021MA,B25125_022MA,B25125_022EA,B25125_023MA,B25125_023EA,B25125_024EA,B25125_024MA,B25125_025EA,B25125_025MA,B25125_026EA,B25125_026MA,B25125_027MA,B25125_027EA,B25125_028MA,B25125_028EA,B25125_029EA,B25125_029MA,B25125_030EA,B25125_030MA,B25125_031EA,B25125_031MA,B25125_032EA,B25125_032MA,B25125_033MA,B25125_033EA,B25125_034MA,B25125_034EA,B25125_035EA,B25125_035MA,B25125_036EA,B25125_036MA,B25125_037EA,B25125_037MA,B25125_038MA,B25125_038EA,B25125_039MA,B25125_039EA,B25125_040EA,B25125_040MA,B25125_041EA,B25125_041MA,B25125_042EA,B25125_042MA,B25125_043EA,B25125_043MA,B25125_044MA,B25125_044EA,B25125_045MA,B25125_045EA,state
0400000US18,2480077,10833,1720780,14241,200740,5830,187863,5694,1091,446,671,347,136,146,65,105,10914,1751,1057887,9776,999671,9695,5737,1152,3349,979,330,233,318,206,48482,3247,462153,5326,426681,5297,6478,1187,2040,600,897,356,856,331,25201,1912,759297,12471,301102,7793,115481,4418,54820,3395,91525,5601,17365,2464,9803,1350,12108,1787,363274,8663,177572,7184,59745,3418,77652,4931,16330,1993,14352,1669,17623,2222,94921,3977,29206,2329,15260,1652,18300,1806,9322,1305,20432,1739,2401,717,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1227048,6132,882584,7833,118395,3981,109419,3803,1185,586,1561,718,226,231,71,116,5933,1069,521417,5465,495586,5738,2622,560,3484,1000,541,257,302,218,18882,1804,242772,3346,224811,3407,3706,752,2062,567,1594,538,1192,446,9407,1050,344464,7798,150392,5111,58196,3680,24453,2651,42949,3066,17226,1887,3790,931,3778,926,141733,5241,68962,3420,25541,2184,26492,2367,11880,1504,4632,1138,4226,1067,52339,2629,12788,1146,9261,1084,9700,1301,10428,1348,9562,1117,600,261,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1113911,5555,739191,7686,92010,3878,85008,3577,367,329,1002,666,0,165,202,171,5431,1135,449016,5992,424893,5615,1483,529,667,291,0,165,62,80,21911,1757,198165,3093,187052,3238,1504,510,1071,404,391,178,250,124,7897,1044,374720,6600,157010,4168,70684,3239,23566,2462,40310,3122,10728,1980,5044,937,6678,1287,166495,5523,88992,4439,25025,2317,31666,2779,7662,1392,6082,875,7068,1391,51215,2529,15256,1628,8007,1069,8621,1347,7038,998,11077,1269,1216,383,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1707004,8109,1144309,10967,130202,4719,107038,4460,1056,554,1679,554,330,243,68,110,20031,2057,695097,7987,596704,8719,4252,869,3715,822,413,217,590,373,89423,4381,319010,4302,281512,4483,3465,822,3007,841,633,325,545,304,29848,2166,562695,7784,203307,5157,67422,4142,43394,3606,55453,3781,11155,2031,4962,1076,20921,2136,286280,7128,129961,6010,53018,3407,54727,3240,7729,1339,9007,1396,31838,3127,73108,2948,25107,2036,12901,1392,13833,1633,6327,1009,9706,1176,5234,1119,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1719473,9205,1130134,10390,133021,5701,100389,4773,1342,630,1094,682,167,149,452,258,29577,2904,683254,8866,571807,9519,5573,1168,2229,793,642,429,523,255,102480,5469,313859,4946,278383,4949,3190,745,1109,364,930,416,926,311,29321,2251,589339,11722,229220,8419,84491,5080,49922,4129,47269,3965,13467,2126,12220,1713,21851,2873,296719,7691,141683,6278,55583,4149,39481,3579,11621,1761,15271,2017,33080,3140,63400,3285,26038,2110,12437,1462,6171,1141,4030,934,9978,1408,4746,1066,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,554543,4451,396014,5199,34434,2033,27604,1842,1509,564,245,204,375,274,0,155,4701,747,248327,3714,213377,3747,7583,1423,406,226,98,96,34,55,26829,2283,113253,2551,99202,2615,3146,745,494,236,269,250,127,93,10015,995,158529,4335,52931,3440,12078,1526,22817,2295,11292,1680,1332,633,850,434,4562,1028,76951,3416,26142,2276,24703,2490,15488,1943,2758,721,2191,785,5669,1041,28647,1911,6716,932,6639,1199,5903,775,3090,722,5503,1059,796,290,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2157717,7667,1433937,10091,134076,4969,121135,4458,1318,555,6129,1164,1207,456,2731,829,1556,618,932364,8808,886026,8406,4225,855,19508,1963,3119,730,5766,953,13720,1631,367497,4149,326630,3905,2814,692,13111,1326,6450,1060,11693,1366,6799,1048,723780,9709,250352,6761,85121,4929,25689,2421,93722,5015,11587,1363,30938,2793,3295,966,372816,8223,156640,6510,36166,3210,122804,5008,15463,2192,37256,3240,4487,1042,100612,3617,24161,2089,8296,1165,18999,2048,6174,998,42062,2749,920,403,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2522394,9088,1570055,10932,120831,4800,87435,4249,17333,2070,7860,1493,3621,904,3360,759,1222,838,1027240,8003,876864,7794,94772,4485,23772,2648,12806,1376,11809,1497,7217,1292,421984,5853,343055,5850,41602,2757,11692,1439,6921,1051,10204,1289,8510,1092,952339,10308,304774,7530,40223,3232,129587,5282,74058,4151,29104,2587,31147,2493,655,567,476779,8795,90213,4282,200951,6665,99736,4958,37992,3330,45257,3153,2630,899,170786,5406,20998,2005,42599,3144,31625,3098,22491,2095,52585,3290,488,260,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3819068,10789,2713964,15597,267446,7094,240491,6452,1828,580,2538,799,209,172,648,343,21732,1970,1677854,12487,1563719,12115,13719,1739,11088,1454,1362,533,1346,506,86620,3892,768664,6333,698889,6479,11990,1307,10087,1060,1631,475,2778,676,43289,2481,1105104,13859,399016,9137,149539,5728,59492,3460,130421,5482,29599,2826,16525,1751,13440,1592,545625,9729,260581,7435,76182,3980,121147,5645,31235,2746,33937,2502,22543,1806,160463,5067,36940,2387,15873,1611,31712,2372,19224,1879,52742,2907,3972,866,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2111943,6274,1508810,9302,197814,5033,182564,5119,1777,584,1544,610,1407,472,2562,871,7960,1297,946717,7186,890149,6988,9179,1321,6137,1064,3791,910,6087,1094,31374,2013,364279,3532,329339,3671,5472,819,3404,633,4221,652,9937,1244,11906,1159,603133,9212,249923,6169,70996,3992,37364,2848,51295,3330,43491,3037,43361,3068,3416,736,256665,6938,94358,4718,33013,2263,44597,3017,34338,2758,45060,2932,5299,1049,96545,3671,16098,1425,5403,922,14268,1274,20542,1668,39270,2401,964,321,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1090521,7826,743611,9469,74753,4563,57665,3360,158,183,423,376,0,198,0,198,16507,2650,449793,7613,371305,7537,687,368,295,219,0,198,0,198,77506,4063,219065,4068,194569,4007,851,403,169,164,35,56,246,177,23195,2441,346910,8433,128455,6267,52002,3275,19641,2537,36470,3629,3523,893,2313,805,14506,2170,178387,6647,89493,4243,27793,2660,30307,2904,4192,1081,3697,872,22905,2726,40068,2457,17016,1851,7336,1082,6212,1216,1543,479,3598,769,4363,887,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2359135,11280,1591686,12609,188094,4913,169571,4481,2021,902,2430,745,404,214,1106,418,12562,1797,953097,9677,869345,9400,9747,1604,5438,1069,1456,551,1421,461,65690,3821,450495,5088,408302,5004,6883,975,3949,863,1350,434,1565,523,28446,2007,767449,11382,296736,6749,116137,5211,66878,4075,65731,3823,18650,2096,15556,1929,13784,1910,360755,9222,170700,6881,75597,3967,64011,4004,12852,1921,16335,1822,21260,2282,109958,4205,34532,2287,24709,2103,13795,1619,10366,1392,22330,2175,4226,924,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,408938,3977,274196,4635,26855,2116,21595,1907,542,297,501,392,309,366,0,157,3908,872,168502,3633,146699,3328,1369,569,439,257,73,125,30,51,19892,2002,78839,2169,67874,2305,1503,519,252,206,195,186,34,55,8981,1119,134742,4135,53844,2626,21940,1985,15985,2183,8277,1548,2164,684,806,421,4672,1110,60606,3654,29880,2718,12647,1758,6873,1189,3061,967,1319,519,6826,1226,20292,1623,7449,1073,2606,584,2901,852,2274,742,3348,639,1714,533,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,733570,4667,486642,6333,63732,2801,59806,2780,183,170,70,88,92,91,174,144,3407,942,293798,4610,284104,4592,1110,389,339,280,273,191,491,306,7481,911,129112,2284,121992,2378,1508,616,108,91,373,249,565,241,4566,836,246928,5425,106441,3446,41490,2797,12724,1801,33278,2666,11053,1616,5171,963,2725,886,105704,4235,52965,3317,11203,1453,24866,2485,7586,1293,5660,980,3424,820,34783,1856,9036,1014,4781,972,6237,982,5783,1039,8601,1208,345,162,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1006605,7913,552324,7892,59103,3214,53024,3057,1026,461,1083,471,398,479,327,224,3245,1042,333051,7183,299915,7450,4585,803,6272,1040,410,252,1888,527,19981,2076,160170,3070,134913,3254,3409,861,3208,691,662,267,979,374,16999,1474,454281,8114,150232,5429,57316,3725,23002,2545,47116,3348,9876,2022,9104,1496,3818,1194,250877,6969,113890,5448,33290,3060,62596,3873,12275,1522,18836,1711,9990,1746,53172,3055,14339,1666,6571,1043,12972,1716,4460,784,12207,1468,2623,635,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
