GEO_ID,C16003_001E,C16003_001M,C16003_002E,C16003_002M,C16003_003E,C16003_003M,C16003_004E,C16003_004M,C16003_005E,C16003_005M,C16003_006E,C16003_006M,C16003_007E,C16003_007M,C16003_008E,C16003_008M,NAME,C16003_001MA,C16003_001EA,C16003_002MA,C16003_002EA,C16003_003EA,C16003_003MA,C16003_004EA,C16003_004MA,C16003_005MA,C16003_005EA,C16003_006MA,C16003_006EA,C16003_007MA,C16003_007EA,C16003_008EA,C16003_008MA,state
0400000US06,3355921,50933,711214,20126,39199,4278,539941,18062,132074,6439,2644707,36263,1606183,26505,1038524,21552,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,154308,10974,38182,4267,2626,982,28907,3946,6649,1892,116126,8284,82308,7546,33818,3827,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,166188,10154,29845,3792,4068,1375,16933,2549,8844,2340,136343,7927,77700,6545,58643,5145,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22243,4044,5060,1443,678,536,3635,1264,747,538,17183,3008,12145,2869,5038,1367,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20068,3799,3265,975,336,313,2609,890,320,211,16803,3367,9723,2371,7080,2322,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1184497,25453,186976,9304,13552,2364,139864,7934,33560,3635,997521,20359,771347,18535,226174,12064,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,313810,18790,73778,7635,5668,1734,51395,5970,16715,3085,240032,13641,155388,10725,84644,8202,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,73470,7328,11211,2391,2740,1039,469,443,8002,1801,62259,5803,2359,1272,59900,5701,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,30465,4662,8321,2121,256,288,7808,2052,257,286,22144,3254,19133,2970,3011,1262,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,595441,20881,121856,7188,7778,1638,88707,5919,25371,3955,473585,16114,264818,12521,208767,10305,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,110288,8276,24277,3533,1308,625,16543,2803,6426,1711,86011,6332,53350,4986,32661,3335,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,43836,3366,11265,1439,1206,685,6331,1229,3728,864,32571,2580,17943,2397,14628,2016,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,66802,6094,17020,2681,908,538,13362,2224,2750,955,49782,4387,32429,3661,17353,2400,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,46917,5199,11140,2400,882,447,6579,1856,3679,1506,35777,3743,23578,3155,12199,1946,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,62878,6349,7813,1586,1143,620,4483,1173,2187,857,55065,5386,31056,4609,24009,2757,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11558,3146,2524,1636,221,259,116,141,2187,1548,9034,1878,359,242,8675,1869,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,178060,10092,32772,2974,3786,1606,17616,2456,11370,1456,145288,8402,75352,7049,69936,5370,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,325138,12390,56842,4765,5881,1614,25739,3005,25222,3142,268296,9956,103088,6652,165208,8503,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,155464,9551,32165,3211,2293,725,12845,1881,17027,2534,123299,7723,36868,4084,86431,5882,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,117962,8478,29724,3040,2234,896,14797,2022,12693,2284,88238,6363,36708,3923,51530,4941,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18323,3687,3810,1435,500,332,2779,1187,531,356,14513,2775,8693,2167,5820,1536,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,65027,6043,15399,2593,995,580,7294,2005,7110,2074,49628,4351,20479,3506,29149,3237,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,4748,1096,945,457,38,53,288,330,619,302,3803,872,1380,575,2423,677,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,54489,5467,15148,2409,987,608,10928,2089,3233,939,39341,3938,25683,3093,13658,2128,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,161844,9786,37709,3793,3030,1109,30321,3681,4358,1474,124135,7702,90348,6934,33787,4100,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,15813,3706,3108,1320,549,400,892,520,1667,1097,12705,2793,3545,1385,9160,2193,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
