GEO_ID,C25073_001E,C25073_001M,C25073_002E,C25073_002M,C25073_003E,C25073_003M,C25073_004E,C25073_004M,C25073_005E,C25073_005M,C25073_006E,C25073_006M,C25073_007E,C25073_007M,C25073_008E,C25073_008M,C25073_009E,C25073_009M,C25073_010E,C25073_010M,C25073_011E,C25073_011M,C25073_012E,C25073_012M,C25073_013E,C25073_013M,C25073_014E,C25073_014M,C25073_015E,C25073_015M,C25073_016E,C25073_016M,C25073_017E,C25073_017M,C25073_018E,C25073_018M,C25073_019E,C25073_019M,C25073_020E,C25073_020M,C25073_021E,C25073_021M,NAME,C25073_001EA,C25073_001MA,C25073_002MA,C25073_002EA,C25073_003EA,C25073_003MA,C25073_004EA,C25073_004MA,C25073_005MA,C25073_005EA,C25073_006EA,C25073_006MA,C25073_007MA,C25073_007EA,C25073_008MA,C25073_008EA,C25073_009EA,C25073_009MA,C25073_010MA,C25073_010EA,C25073_011EA,C25073_011MA,C25073_012EA,C25073_012MA,C25073_013MA,C25073_013EA,C25073_014EA,C25073_014MA,C25073_015EA,C25073_015MA,C25073_016MA,C25073_016EA,C25073_017EA,C25073_017MA,C25073_018MA,C25073_018EA,C25073_019EA,C25073_019MA,C25073_020EA,C25073_020MA,C25073_021MA,C25073_021EA,state
0400000US06,5770841,24980,2132490,19206,847852,14747,1122064,14512,162574,6402,882415,15726,357344,8918,500116,12417,24955,2318,1306492,18901,541263,12629,728077,13533,37152,3346,1318770,17008,528292,11611,736349,12563,54129,4080,130674,5128,48028,3655,66608,3850,16038,1808,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,717930,9538,272425,7793,123881,6542,127309,5693,21235,2162,78968,4338,36491,3430,40722,3076,1755,546,175044,7148,85117,5264,85335,5424,4592,1146,168521,5629,80055,4410,83865,3994,4601,1093,22972,2268,9573,1458,11575,1917,1824,496,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,449360,8680,91445,4521,38771,3039,40205,2870,12469,1761,167781,5682,71670,4320,87610,4289,8501,1369,94374,4841,44528,3432,46522,3155,3324,887,93857,4644,42459,2848,47450,3999,3948,1009,1903,758,226,207,1143,618,534,530,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,99258,4117,38787,2788,18358,2269,17049,2219,3380,824,12025,1744,5768,1357,5924,1331,333,220,29839,2546,15403,2206,13803,2098,633,399,11673,1428,5369,927,5590,1057,714,342,6934,1434,2999,914,2930,988,1005,554,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,155981,4855,23107,2223,11210,1745,9533,1461,2364,717,24452,2073,12062,1648,11216,1582,1174,522,40899,2655,17796,2278,21076,2119,2027,799,67435,3462,35834,2848,29548,2623,2053,792,88,106,35,58,0,197,53,86,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2473515,22250,917873,14548,356260,9410,460236,12074,101377,5926,323246,7381,121093,5559,187443,6844,14710,1690,554730,12909,215696,8047,314745,9973,24289,2902,527021,11620,198988,7376,301896,8042,26137,3015,150645,6796,53508,3869,76610,4976,20527,2480,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1284206,16668,517865,12512,212556,8436,233203,7892,72106,4793,167223,6194,64749,4306,91059,4674,11415,1679,310569,9498,133763,6404,162006,7578,14800,2045,166138,6834,83431,4910,74911,4979,7796,1477,122411,5014,47755,3570,52019,4034,22637,2169,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,192978,4122,86616,3886,33425,2784,41651,2879,11540,1588,25657,2541,8053,1219,15955,1997,1649,664,31047,2611,14267,1705,14989,1912,1791,651,49639,3145,22652,2022,24395,2261,2592,940,19,33,0,177,19,33,0,177,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,184435,6150,89702,4897,43594,3364,36038,3346,10070,1262,35215,3064,16643,2248,17888,2090,684,337,28820,3046,11792,2006,15882,2120,1146,731,15835,1996,6236,1549,8984,1567,615,485,14863,2104,6590,1502,5734,1164,2539,1142,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1593090,15616,425464,8444,184226,6290,187391,6380,53847,3052,416682,8783,192128,5581,200899,7654,23655,2291,377079,9529,183173,6976,176710,7149,17196,2129,343549,7371,154192,5656,169806,7269,19551,2533,30316,2601,12590,1675,13534,1777,4192,918,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,759297,12471,322259,9091,149202,6830,136089,5642,36968,2871,129825,4919,62198,4077,61719,3416,5908,1351,187477,7011,89803,4781,88448,5133,9226,1726,87604,3891,38641,2504,45870,3169,3093,803,32132,2951,15492,2114,12265,1829,4375,1053,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,344464,7798,139946,4715,74218,3647,46774,2636,18954,1711,59255,3826,32124,2620,25404,2461,1727,631,79141,3871,39237,2912,37717,3188,2187,660,57518,3332,25844,2200,29699,2377,1975,575,8604,1426,3862,894,3256,1073,1486,635,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,374720,6600,174932,5606,86638,4330,66226,3726,22068,1908,56598,3092,28892,2484,25604,2087,2102,731,80597,4298,45600,3365,31993,2635,3004,1029,47631,2680,22629,2143,23413,2143,1589,611,14962,1939,7409,1529,6132,1225,1421,389,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,562695,7784,222490,6727,99511,4786,86148,4390,36831,2771,109313,4823,52976,3596,51103,3651,5234,1086,124013,4789,63276,3787,53842,4072,6895,1500,48886,3059,21931,2162,24605,2187,2350,658,57993,3814,19471,2370,24361,2242,14161,1946,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,589339,11722,252212,8872,93999,4973,108283,6201,49930,3545,117942,6180,50618,3755,60788,4247,6536,1261,92921,5444,41868,3587,47774,4102,3279,958,66587,3802,32191,2653,30947,2931,3449,903,59677,4409,24413,2875,21486,2604,13778,1796,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,158529,4335,44936,2869,18523,2350,16874,1823,9539,1488,54159,3591,23086,2540,29504,2646,1569,671,32683,2696,15400,1779,16379,1942,904,466,15724,1951,7541,1262,7427,1440,756,420,11027,1622,5055,1016,4659,1066,1313,371,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,723780,9709,265922,9385,123066,6271,119944,5850,22912,2443,70151,3888,30326,2808,36640,3244,3185,890,235525,6372,117269,5158,112149,4947,6107,1419,143480,5483,65385,4352,73624,4029,4471,960,8702,1252,3066,912,4820,1142,816,469,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,952339,10308,151434,5940,71264,4420,59364,3765,20806,2404,373137,8898,183729,7076,174415,6795,14993,2354,205419,5401,98745,4977,100735,4572,5939,1234,218576,6549,100979,5286,108986,5136,8611,1397,3773,1115,1315,698,2035,798,423,230,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1105104,13859,447060,9826,173387,6404,211888,6806,61785,3289,151547,5265,64279,3581,80200,3655,7068,1244,283280,7921,133005,5536,139152,5728,11123,1865,183262,5735,76487,3930,100451,4618,6324,1174,39955,2461,16092,1874,18147,1968,5716,1061,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
