GEO_ID,B19201_001E,B19201_001M,B19201_002E,B19201_002M,B19201_003E,B19201_003M,B19201_004E,B19201_004M,B19201_005E,B19201_005M,B19201_006E,B19201_006M,B19201_007E,B19201_007M,B19201_008E,B19201_008M,B19201_009E,B19201_009M,B19201_010E,B19201_010M,B19201_011E,B19201_011M,B19201_012E,B19201_012M,B19201_013E,B19201_013M,B19201_014E,B19201_014M,B19201_015E,B19201_015M,B19201_016E,B19201_016M,B19201_017E,B19201_017M,NAME,B19201_001MA,B19201_001EA,B19201_002EA,B19201_002MA,B19201_003EA,B19201_003MA,B19201_004EA,B19201_004MA,B19201_005MA,B19201_005EA,B19201_006EA,B19201_006MA,B19201_007EA,B19201_007MA,B19201_008EA,B19201_008MA,B19201_009EA,B19201_009MA,B19201_010EA,B19201_010MA,B19201_011EA,B19201_011MA,B19201_012MA,B19201_012EA,B19201_013MA,B19201_013EA,B19201_014EA,B19201_014MA,B19201_015MA,B19201_015EA,B19201_016MA,B19201_016EA,B19201_017EA,B19201_017MA,state
0400000US06,3966871,28375,453308,11462,401189,8839,269649,8141,271526,7031,207625,7571,211216,7826,183136,6239,184034,7123,153740,5535,291922,8218,349533,9393,370833,8883,237954,6856,121047,5609,129718,4550,130441,6346,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,717824,10542,86881,4782,62438,3195,54107,3208,55345,3534,43614,2980,48838,3734,40379,2820,40431,2891,34264,2726,58762,3102,60643,3668,60068,3184,29489,2483,16225,1895,13419,1776,12921,1574,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,455443,8946,51890,3890,41792,2917,33315,2595,33850,2703,29087,2451,23858,2192,23987,2135,25091,2519,16704,1942,38700,3377,40341,3018,41118,2960,24030,2429,10535,1494,10743,1722,10402,1261,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,114715,4318,12041,1654,9848,1393,9899,1705,8835,1323,7819,1199,7369,1195,5797,953,7836,1319,5170,1082,9434,1449,10659,1582,9854,1731,4704,1027,2208,807,1942,907,1300,499,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,154169,4139,19618,2431,8223,1172,5923,1006,6584,1195,6476,1477,6207,1283,4780,1205,6363,1367,6263,1371,9858,1711,12706,1872,15794,1739,16940,2102,7716,923,10051,1588,10667,1438,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2599721,22841,373556,9197,282307,8018,254614,7899,229110,7385,188726,6240,172817,7086,146132,7090,137765,5633,105552,4797,176699,6614,187736,7154,156868,5778,89024,5337,33391,2908,30901,2482,34523,2832,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1126682,15922,187408,6321,124878,5453,92066,4658,89298,4731,75939,4818,71447,4386,62903,4670,57152,3851,47724,4299,80882,5152,85581,4866,72431,4183,34171,2970,14159,1971,15794,2458,14849,1723,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,138583,4966,18238,1988,9451,1327,9116,1830,7944,1376,7720,1468,8276,1330,6837,1168,7803,1420,7474,1343,11914,1652,14151,1872,13562,1497,8073,1645,3342,721,3022,822,1660,550,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,177198,5450,24278,2625,22317,2450,19103,2148,15948,2019,14736,1916,14464,2107,9051,1485,9571,1606,7309,1447,13722,2040,10495,1697,8942,1414,3351,838,1740,626,950,433,1221,488,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1649174,15000,232873,7594,151182,5212,143568,6029,126576,4831,103631,4930,102403,4660,88147,3507,83472,4659,66821,3900,124811,5369,138539,5209,132500,5998,68845,4260,28007,2675,30290,3025,27509,2399,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,831905,12481,116458,4667,94122,5095,87638,4297,77866,4263,67074,3650,58858,3544,51942,3556,48140,3526,34396,2931,56255,3581,58015,3496,45088,4035,17004,2127,7245,1246,6055,1280,5749,1221,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,430304,6084,56219,3081,48668,2853,40460,2701,41088,2651,35156,2526,32061,2484,26030,2160,24716,1988,17313,1678,31782,2172,32890,2379,23702,2243,11179,1392,3217,713,2722,663,3101,835,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,386740,6760,51621,2666,41447,2932,36259,2861,33831,2121,31040,2152,29253,2143,24461,2144,21350,2056,18752,1896,30191,2495,26854,2217,19768,1976,10548,1706,3892,880,3009,634,4464,852,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,566233,9813,114878,5581,75583,4019,57148,3920,52042,2721,41388,3337,39962,2891,29801,2611,24997,2277,19911,2062,30541,2426,31008,2554,26238,1950,11994,1595,4244,919,2550,595,3948,800,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,593814,8002,112197,4514,79556,4054,59742,3986,50182,3990,37673,3235,36378,2618,27556,2453,26913,2516,23014,2250,34533,2986,39470,2961,30832,2725,16130,2143,7241,1283,6038,1225,6359,1528,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,207593,4390,29661,2424,26588,2283,20946,1856,15807,1840,15329,1840,16347,1650,12805,1672,10353,1454,8991,1160,14535,2043,14473,1582,11758,1663,5146,852,1973,634,1445,417,1436,468,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,720604,9545,75909,3567,51700,3361,44325,2949,48389,3245,38088,2653,35597,2632,35749,2365,37320,3042,30687,2617,58497,3823,72797,3860,79073,4283,47630,3385,26436,2486,22287,2123,16120,2044,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,923527,10656,122265,5018,89281,3643,71902,4442,59200,3094,44167,3112,46740,3247,45227,2999,40202,2924,36798,2613,67133,3644,86155,4608,83880,3516,51914,3429,27245,2471,26065,2773,25353,2668,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1336456,14066,210880,6220,143766,4956,136236,4833,117845,4471,100438,4544,96169,4121,81558,4114,69482,3581,51891,2999,91289,4093,93659,4215,72461,3825,34572,2593,14394,1613,11085,1417,10731,1548,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,737507,8630,85315,3977,68173,2808,63436,3393,56521,3154,48217,2916,50538,3299,44799,2779,45524,3232,35368,2275,57832,2826,66786,3220,56807,2984,29453,2241,10632,1415,9657,1518,8449,1165,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,342901,7547,75399,3747,54137,3523,37346,2488,30169,2869,21220,2205,21703,2418,16918,1870,15020,2081,10034,1670,19524,2414,17416,2148,12170,1595,5051,1090,2088,711,2179,620,2527,767,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,841904,9954,130665,4959,103119,4296,83955,4500,75522,3574,64558,3907,61242,3230,46287,3713,47176,3052,32318,2864,54827,3812,54665,3924,46359,3161,19854,1967,8398,1582,6027,1105,6932,1182,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,149288,4320,22885,1998,17130,1562,15829,1599,15954,1579,12023,1585,10692,1433,9372,1140,7972,1364,6166,1129,8791,1528,9180,1349,7077,1067,2900,849,1489,546,1155,446,673,294,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,259006,5467,30544,2086,28644,2125,25149,2452,23311,2045,19809,1855,19077,2029,16985,1771,17576,1852,10894,1342,19524,1846,18632,1720,15713,1778,6809,1269,2194,548,2290,597,1855,539,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
