GEO_ID,C27005_001E,C27005_001M,C27005_002E,C27005_002M,C27005_003E,C27005_003M,C27005_004E,C27005_004M,C27005_005E,C27005_005M,C27005_006E,C27005_006M,C27005_007E,C27005_007M,C27005_008E,C27005_008M,C27005_009E,C27005_009M,C27005_010E,C27005_010M,C27005_011E,C27005_011M,C27005_012E,C27005_012M,C27005_013E,C27005_013M,C27005_014E,C27005_014M,C27005_015E,C27005_015M,C27005_016E,C27005_016M,C27005_017E,C27005_017M,C27005_018E,C27005_018M,C27005_019E,C27005_019M,C27005_020E,C27005_020M,C27005_021E,C27005_021M,NAME,C27005_001MA,C27005_001EA,C27005_002EA,C27005_002MA,C27005_003EA,C27005_003MA,C27005_004EA,C27005_004MA,C27005_005EA,C27005_005MA,C27005_006EA,C27005_006MA,C27005_007MA,C27005_007EA,C27005_008MA,C27005_008EA,C27005_009MA,C27005_009EA,C27005_010MA,C27005_010EA,C27005_011EA,C27005_011MA,C27005_012MA,C27005_012EA,C27005_013MA,C27005_013EA,C27005_014MA,C27005_014EA,C27005_015MA,C27005_015EA,C27005_016EA,C27005_016MA,C27005_017EA,C27005_017MA,C27005_018MA,C27005_018EA,C27005_019EA,C27005_019MA,C27005_020MA,C27005_020EA,C27005_021EA,C27005_021MA,state
0400000US06,37524274,5678,18510580,6787,4711947,3872,375575,12942,4336372,13494,11816597,6723,1156465,19835,10660132,21079,1982036,3012,449808,7832,1532228,7880,19013694,5371,4511541,3767,361877,12098,4149664,12258,11981784,4242,1245419,14186,10736365,14529,2520369,2794,629903,9284,1890466,9687,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,2528913,4620,626825,2688,50878,3768,575947,4545,1633437,3669,188629,7150,1444808,8553,268651,1391,84544,3496,184107,3300,2565853,3561,602183,2712,46349,3624,555834,4603,1636726,2764,199445,7041,1437281,7278,326944,1422,118959,3204,207985,3448,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,1715299,2409,405052,1503,27529,2912,377523,3179,1091233,2202,101352,4557,989881,4559,219014,1191,68732,2614,150282,2722,1819320,2365,386773,1500,23690,2877,363083,3203,1141926,1728,105427,4968,1036499,5391,290621,1391,103555,3687,187066,3516,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,434398,1313,104302,816,4909,981,99393,1259,268894,960,22461,2398,246433,2562,61202,569,17339,1463,43863,1389,468517,1018,100192,812,5284,1192,94908,1316,292323,787,21825,2166,270498,2164,76002,683,23982,1822,52020,1962,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,290874,931,54766,360,3866,1041,50900,1085,207898,794,29016,2900,178882,2893,28210,316,6016,908,22194,995,330506,735,54416,271,5122,1282,49294,1252,234492,636,31750,2939,202742,3055,41598,482,10548,1366,31050,1437,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,9208249,7257,2032111,5212,157004,8097,1875107,9589,5633240,5919,538643,11621,5094597,13032,1542898,3018,439035,9028,1103863,9279,9802821,7129,1959032,5430,154638,7474,1804394,9372,5945373,4955,622527,10812,5322846,11817,1898416,3412,566852,11005,1331564,11572,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,4691533,8342,1273249,6100,78417,5545,1194832,8069,2939296,6247,259607,8625,2679689,9368,478988,2652,134067,3730,344921,4466,5027878,8176,1218912,6320,79638,5731,1139274,8082,3177981,6012,281732,9268,2896249,11414,630985,2925,184446,4798,446539,6088,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,659117,2704,155075,898,12736,1949,142339,2170,412707,2804,45788,3539,366919,4428,91335,939,23153,1574,68182,1807,682591,1728,147490,907,12251,2074,135239,2241,420903,1332,49923,3501,370980,3860,114198,669,31722,2114,82476,2146,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,784512,3345,216859,2382,24177,2780,192682,3354,470784,2062,67056,3853,403728,3992,96869,875,40622,2390,56247,2475,791170,3288,207067,2312,21857,2464,185210,3295,474175,2041,67246,3303,406929,3769,109928,1077,49910,2464,60018,2537,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,6204342,5323,1560473,3036,97406,5605,1463067,6294,3940161,4352,366514,8401,3573647,8775,703708,1879,240221,4527,463487,4745,6494029,5389,1498582,3071,87731,5487,1410851,6037,4066344,4048,383416,9359,3682928,10624,929103,2947,353864,6033,575239,6504,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
