GEO_ID,B17023_001E,B17023_001M,B17023_002E,B17023_002M,B17023_003E,B17023_003M,B17023_004E,B17023_004M,B17023_005E,B17023_005M,B17023_006E,B17023_006M,B17023_007E,B17023_007M,B17023_008E,B17023_008M,B17023_009E,B17023_009M,B17023_010E,B17023_010M,B17023_011E,B17023_011M,B17023_012E,B17023_012M,B17023_013E,B17023_013M,B17023_014E,B17023_014M,B17023_015E,B17023_015M,B17023_016E,B17023_016M,B17023_017E,B17023_017M,B17023_018E,B17023_018M,B17023_019E,B17023_019M,B17023_020E,B17023_020M,B17023_021E,B17023_021M,B17023_022E,B17023_022M,B17023_023E,B17023_023M,B17023_024E,B17023_024M,B17023_025E,B17023_025M,B17023_026E,B17023_026M,B17023_027E,B17023_027M,B17023_028E,B17023_028M,B17023_029E,B17023_029M,B17023_030E,B17023_030M,B17023_031E,B17023_031M,B17023_032E,B17023_032M,B17023_033E,B17023_033M,B17023_034E,B17023_034M,B17023_035E,B17023_035M,NAME,B17023_001MA,B17023_001EA,B17023_002MA,B17023_002EA,B17023_003MA,B17023_003EA,B17023_004EA,B17023_004MA,B17023_005EA,B17023_005MA,B17023_006EA,B17023_006MA,B17023_007MA,B17023_007EA,B17023_008MA,B17023_008EA,B17023_009EA,B17023_009MA,B17023_010EA,B17023_010MA,B17023_011EA,B17023_011MA,B17023_012MA,B17023_012EA,B17023_013MA,B17023_013EA,B17023_014MA,B17023_014EA,B17023_015EA,B17023_015MA,B17023_016EA,B17023_016MA,B17023_017EA,B17023_017MA,B17023_018MA,B17023_018EA,B17023_019MA,B17023_019EA,B17023_020EA,B17023_020MA,B17023_021EA,B17023_021MA,B17023_022EA,B17023_022MA,B17023_023MA,B17023_023EA,B17023_024MA,B17023_024EA,B17023_025EA,B17023_025MA,B17023_026EA,B17023_026MA,B17023_027EA,B17023_027MA,B17023_028EA,B17023_028MA,B17023_029MA,B17023_029EA,B17023_030EA,B17023_030MA,B17023_031EA,B17023_031MA,B17023_032EA,B17023_032MA,B17023_033EA,B17023_033MA,B17023_034MA,B17023_034EA,B17023_035MA,B17023_035EA,state
0400000US06,8585787,27380,1111400,15617,471618,9445,153646,5892,178213,6028,122487,5958,17272,2075,639782,12282,136835,5712,46983,3451,62837,3689,24897,2516,2118,785,502947,10630,119174,5459,266402,7480,105002,4535,12369,1651,7474387,28093,5632481,27118,3162510,21512,2001811,17705,446373,10263,21787,2481,1841906,20764,622453,12792,362548,8867,224725,7428,33101,3332,2079,890,1219453,15928,694161,11978,463377,11683,59408,4219,2507,806,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278264,10500,118607,5656,47192,3409,14778,1909,16853,1970,13198,2286,2363,815,71415,4599,14582,2108,4454,1304,7425,1691,2420,878,283,241,56833,4188,11057,1596,31883,2898,11872,1934,2021,842,1159657,11072,927878,11729,548354,9379,303423,8074,72089,4579,4012,980,231779,6532,77714,4051,39044,3413,36922,3229,1726,554,22,36,154065,5615,71556,4263,71193,3972,10333,1774,983,616,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,902369,9154,70924,4265,20201,2445,8088,1424,8620,1666,3321,900,172,132,50723,3321,6295,1400,1612,657,3642,1049,1041,507,0,193,44428,3185,10024,1369,24202,2625,9283,1576,919,419,831445,8840,640675,8470,380163,6812,214453,5666,43830,3135,2229,687,190770,6524,56922,3897,33409,3019,20758,2619,2519,841,236,281,133848,5347,67757,3588,59141,3433,6386,1159,564,524,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,225593,4537,18399,2121,5984,1260,2212,656,1461,581,2061,958,250,276,12415,1677,2028,630,524,253,1196,516,308,261,0,182,10387,1632,3286,725,5170,1207,1750,737,181,203,207194,4348,157476,4530,101439,3939,45064,2467,10519,1374,454,328,49718,3535,14233,2110,7172,1147,6247,1385,814,454,0,182,35485,2747,18100,2139,15435,1856,1950,679,0,182,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112493,3951,15690,1571,2274,745,802,377,890,476,582,588,0,197,13416,1415,1422,584,749,460,451,298,222,185,0,197,11994,1395,4000,770,6092,1019,1487,575,415,273,96803,3781,59875,3094,38160,2474,18538,1824,3136,792,41,70,36928,2435,7956,1249,5299,907,2509,774,148,240,0,197,28972,2078,16915,1580,10768,1409,1170,522,119,120,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4598222,24279,580789,12915,226660,7825,111797,5164,75943,5010,34278,3807,4642,1215,354129,9725,64598,4050,21475,2263,34656,2900,7865,1288,602,455,289531,9091,74789,4722,155608,6783,53778,4076,5356,1135,4017433,24594,3092960,22883,2086476,17351,842093,15536,156468,6612,7923,1718,924473,14572,259303,9265,152679,6306,95134,5265,11217,1903,273,251,665170,10080,369237,7366,268803,8685,26479,3074,651,375,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2406226,16700,361820,10541,120443,6072,48193,4081,41483,4003,27263,3334,3504,1100,241377,8503,35701,2570,13096,1896,16974,2319,5143,1243,488,417,205676,8198,55177,3963,103066,5994,40313,3828,7120,1888,2044406,15943,1572943,17075,929927,12182,518070,11358,119409,6320,5537,1330,471463,11691,130717,5897,76069,3807,47695,3839,6187,1597,766,915,340746,10111,180486,6857,141417,7276,18516,2734,327,325,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309165,5759,26514,2112,11141,1234,5220,1119,3022,742,2484,795,415,291,15373,1789,2744,832,998,441,1341,671,325,261,80,94,12629,1647,1979,653,7321,1531,2657,867,672,428,282651,5838,217886,6168,133943,4097,69880,3674,12862,1330,1201,452,64765,3503,20825,1895,14860,1607,5055,1029,910,508,0,177,43940,2948,30194,2335,11929,1839,1632,648,185,158,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,405908,6386,47558,3550,22630,2412,8354,1703,8110,1353,5225,1122,941,584,24928,2647,3868,953,1063,465,2214,847,481,358,110,167,21060,2486,2722,740,12519,2057,5311,1646,508,405,358350,6909,299595,6422,180694,4427,82520,4393,31070,3204,5311,1306,58755,4228,20466,2715,8397,1689,10750,1962,1287,603,32,54,38289,3132,20530,2199,15692,2149,1857,674,210,211,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3121020,16046,339595,8078,111903,5129,42736,2990,38326,3126,27396,2644,3445,771,227692,6957,36832,3216,12637,1642,17366,2161,6097,1223,732,527,190860,6302,46377,2778,103164,4966,35453,3061,5866,1175,2781425,15435,2177526,18209,1287832,11634,700570,10653,178798,6180,10326,1537,603899,11431,183297,6670,106381,4576,68033,4346,8347,1330,536,387,420602,9957,226685,6757,170725,6287,21950,2373,1242,501,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
