GEO_ID,B13015_001E,B13015_001M,B13015_002E,B13015_002M,B13015_003E,B13015_003M,B13015_004E,B13015_004M,B13015_005E,B13015_005M,B13015_006E,B13015_006M,B13015_007E,B13015_007M,B13015_008E,B13015_008M,B13015_009E,B13015_009M,B13015_010E,B13015_010M,B13015_011E,B13015_011M,B13015_012E,B13015_012M,B13015_013E,B13015_013M,B13015_014E,B13015_014M,B13015_015E,B13015_015M,NAME,B13015_001MA,B13015_001EA,B13015_002MA,B13015_002EA,B13015_003MA,B13015_003EA,B13015_004EA,B13015_004MA,B13015_005EA,B13015_005MA,B13015_006MA,B13015_006EA,B13015_007MA,B13015_007EA,B13015_008MA,B13015_008EA,B13015_009EA,B13015_009MA,B13015_010EA,B13015_010MA,B13015_011EA,B13015_011MA,B13015_012MA,B13015_012EA,B13015_013MA,B13015_013EA,B13015_014EA,B13015_014MA,B13015_015EA,B13015_015MA,state
0400000US18,1559984,4116,89436,4735,53004,3439,866,369,52138,3491,36432,3022,3269,974,33163,3000,1470548,6366,657612,8811,7505,1129,650107,8785,812936,10398,15970,1739,796966,10372,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,705777,3188,40484,2467,26415,2194,869,377,25546,2179,14069,1411,2538,764,11531,1265,665293,3792,316244,5372,3829,643,312415,5332,349049,5868,12742,1927,336307,5911,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,670688,3131,44946,3280,30779,2863,753,335,30026,2813,14167,2082,1206,495,12961,1981,625742,4948,298162,5401,3639,852,294523,5390,327580,6637,7278,1141,320302,6487,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1041455,3146,58231,3647,37923,3016,1085,560,36838,2809,20308,2437,2292,765,18016,2339,983224,4778,463925,7210,7778,1436,456147,7152,519299,7954,17608,2272,501691,7925,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1121744,3376,57981,4707,28858,2865,291,262,28567,2889,29123,3290,1278,651,27845,3122,1063763,5393,430259,8680,3493,790,426766,8808,633504,9121,10867,1696,622637,9228,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,299334,2171,13845,1738,8677,1231,774,523,7903,1126,5168,1085,1112,601,4056,898,285489,2646,127123,4276,3770,1030,123353,4192,158366,4512,9988,1734,148378,4183,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1476743,3684,77612,4412,48805,3463,1149,559,47656,3374,28807,2725,3195,1010,25612,2614,1399131,5451,582836,9516,7001,1445,575835,9684,816295,9776,25065,3074,791230,10317,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1667892,4223,72166,4068,50548,3435,1010,510,49538,3337,21618,2242,4053,1034,17565,2027,1595726,5682,640640,8792,7200,1327,633440,8930,955086,10005,32916,2866,922170,9834,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2324778,3855,114104,4449,68496,3395,2318,737,66178,3540,45608,2980,7549,1254,38059,2908,2210674,5942,937142,10015,18291,2053,918851,10262,1273532,10728,56953,3964,1216579,11013,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1276539,3057,71893,3374,53555,3179,1882,616,51673,3126,18338,1861,4269,871,14069,1817,1204646,4498,554209,7035,9339,1279,544870,6995,650437,7540,29122,2401,621315,7332,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,727586,3675,40594,3345,20377,2482,578,355,19799,2453,20217,2590,2187,939,18030,2389,686992,4854,280483,7203,4598,1105,275885,7261,406509,8288,16268,2040,390241,7928,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1425470,4822,80558,4313,47801,3149,1635,580,46166,3186,32757,3593,4231,1283,28526,3233,1344912,6576,598498,10246,9780,1428,588718,10237,746414,11253,21992,2120,724422,11289,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,222047,1738,11359,1486,7032,1104,131,114,6901,1105,4327,961,918,507,3409,791,210688,2248,101634,2713,1424,546,100210,2617,109054,3183,3529,959,105525,3029,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,431222,1861,26172,2235,18528,2010,410,290,18118,2005,7644,1266,757,354,6887,1280,405050,3027,193518,4575,2091,619,191427,4479,211532,4503,5264,1094,206268,4442,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,667070,2473,37096,3056,23150,2475,576,289,22574,2444,13946,2040,1421,772,12525,1879,629974,3607,272482,7254,4053,948,268429,7165,357492,7472,11593,1934,345899,7316,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,311200,1937,12822,1894,8862,1500,107,140,8755,1479,3960,968,693,411,3267,865,298378,2114,136506,4310,1956,714,134550,4410,161872,4252,4231,1134,157641,4155,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2150607,4772,110951,5420,75931,4336,2933,1023,72998,4321,35020,3137,4156,1119,30864,2921,2039656,6945,913149,9312,14554,2047,898595,9019,1126507,10420,36812,3187,1089695,10216,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,481018,2574,27244,2194,14894,2057,259,187,14635,2030,12350,1642,1339,582,11011,1553,453774,3319,184014,5459,3040,897,180974,5333,269760,5658,9604,1955,260156,5717,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4921388,6035,236344,7104,153049,5661,4442,1030,148607,5456,83295,4134,9911,1510,73384,4092,4685044,9392,1866420,15340,31964,2788,1834456,14875,2818624,13365,91459,5019,2727165,14855,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2385018,5852,135270,6849,85321,4547,2253,858,83068,4465,49949,4441,2836,948,47113,4167,2249748,9496,1038043,11665,10375,1567,1027668,11559,1211705,12788,24767,2397,1186938,12805,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,160042,1576,11465,1561,7843,1256,0,141,7843,1256,3622,873,427,392,3195,779,148577,2251,68546,2884,290,157,68256,2853,80031,3248,1950,573,78081,3206,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2701115,4989,151327,6210,87045,5201,4178,1119,82867,5168,64282,4295,11043,1681,53239,3771,2549788,7920,1096538,11460,20476,2001,1076062,11034,1453250,13389,49601,3768,1403649,13455,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,895347,3214,53664,2795,34778,2541,1048,409,33730,2419,18886,1786,2151,658,16735,1764,841683,3959,396604,5406,7238,1012,389366,5578,445079,6319,12371,1471,432708,5930,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,918114,3533,45389,3593,30422,2827,1546,599,28876,2802,14967,2126,2881,961,12086,1947,872725,4949,384808,6557,10956,1974,373852,6722,487917,7658,23245,2847,464672,7252,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2990114,5017,148217,5960,89884,4892,2266,843,87618,4659,58333,3708,11243,1577,47090,3470,2841897,8010,1213697,9683,19264,2166,1194433,10048,1628200,11205,71026,4372,1557174,11169,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,257485,1717,11002,1562,6558,1200,59,100,6499,1202,4444,1148,923,536,3521,952,246483,2547,93862,3596,923,505,92939,3675,152621,3798,4594,940,148027,3843,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1135674,3711,60734,3675,30681,2754,560,360,30121,2741,30053,2805,1409,553,28644,2770,1074940,5111,465100,7916,4209,947,460891,7892,609840,8280,10881,2139,598959,8717,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,187230,1978,14187,1927,8737,1392,445,388,8292,1325,5450,1134,630,480,4820,1080,173043,2332,78585,3118,1196,441,77389,3179,94458,3175,3110,706,91348,3187,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1565928,4201,83431,5064,51169,3686,2566,973,48603,3431,32262,3457,7439,1735,24823,2923,1482497,6792,671730,9990,13997,1908,657733,10088,810767,10696,31571,3216,779196,10395,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6528380,8911,405286,11458,263766,8763,5517,1354,258249,8651,141520,6565,6666,1502,134854,6552,6123094,14198,2892116,22454,32125,3071,2859991,22345,3230978,22027,57227,4391,3173751,21903,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,712927,2289,54990,3144,45448,2799,746,431,44702,2837,9542,1756,1370,684,8172,1612,657937,3754,335662,5515,4296,820,331366,5592,322275,5914,6659,1380,315616,6276,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,143854,997,5996,1044,3647,601,36,65,3611,594,2349,792,949,466,1400,564,137858,1469,58077,2114,1337,511,56740,2100,79781,2111,3572,837,76209,2195,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2048640,4951,108748,5594,75883,4423,1322,653,74561,4324,32865,3483,3143,803,29722,3348,1939892,7446,899891,10433,11866,1683,888025,10555,1040001,10901,22288,2367,1017713,11206,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1658331,4757,90561,4956,64969,3436,2642,833,62327,3454,25592,2933,5431,1202,20161,2538,1567770,7284,723336,9693,15536,2163,707800,9932,844434,10544,35224,3766,809210,11180,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,417183,2561,18779,2257,10819,1589,188,196,10631,1566,7960,1480,803,472,7157,1391,398404,3415,183555,5166,2614,814,180941,5158,214849,5867,5959,1152,208890,5770,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1336183,3559,71079,3660,48067,2893,861,394,47206,2887,23012,2143,2587,787,20425,1969,1265104,4832,562545,7688,5202,895,557343,7578,702559,7779,17349,1653,685210,7653,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,131853,1809,7937,1533,5649,1147,62,93,5587,1161,2288,810,223,197,2065,791,123916,2207,59177,2397,742,499,58435,2449,64739,2973,1062,488,63677,2916,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,907717,2973,35897,3425,15947,2466,746,549,15201,2290,19950,2426,1287,626,18663,2435,871820,4010,292519,7328,6954,1397,285565,7282,579301,7649,23079,2396,556222,7898,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1162380,4356,63447,4376,35969,3390,779,487,35190,3348,27478,2791,2706,943,24772,2581,1098933,6381,496335,8148,4267,987,492068,8086,602598,9100,16001,2092,586597,9000,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,177526,2032,10721,1462,6521,1125,79,53,6442,1126,4200,1023,638,287,3562,977,166805,2363,80781,2996,2199,722,78582,3059,86024,3166,4385,987,81639,2914,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1535916,3815,89672,4921,54813,3747,1351,600,53462,3650,34859,2980,2880,800,31979,2792,1446244,6206,604851,10673,7844,1216,597007,10716,841393,11958,20733,2235,820660,11745,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,694605,3464,39421,2581,25670,2226,661,382,25009,2208,13751,1680,861,535,12890,1638,655184,4198,312541,6286,4936,1178,307605,6433,342643,6406,12188,1929,330455,6234,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
