GEO_ID,B07010_001E,B07010_001M,B07010_002E,B07010_002M,B07010_003E,B07010_003M,B07010_004E,B07010_004M,B07010_005E,B07010_005M,B07010_006E,B07010_006M,B07010_007E,B07010_007M,B07010_008E,B07010_008M,B07010_009E,B07010_009M,B07010_010E,B07010_010M,B07010_011E,B07010_011M,B07010_012E,B07010_012M,B07010_013E,B07010_013M,B07010_014E,B07010_014M,B07010_015E,B07010_015M,B07010_016E,B07010_016M,B07010_017E,B07010_017M,B07010_018E,B07010_018M,B07010_019E,B07010_019M,B07010_020E,B07010_020M,B07010_021E,B07010_021M,B07010_022E,B07010_022M,B07010_023E,B07010_023M,B07010_024E,B07010_024M,B07010_025E,B07010_025M,B07010_026E,B07010_026M,B07010_027E,B07010_027M,B07010_028E,B07010_028M,B07010_029E,B07010_029M,B07010_030E,B07010_030M,B07010_031E,B07010_031M,B07010_032E,B07010_032M,B07010_033E,B07010_033M,B07010_034E,B07010_034M,B07010_035E,B07010_035M,B07010_036E,B07010_036M,B07010_037E,B07010_037M,B07010_038E,B07010_038M,B07010_039E,B07010_039M,B07010_040E,B07010_040M,B07010_041E,B07010_041M,B07010_042E,B07010_042M,B07010_043E,B07010_043M,B07010_044E,B07010_044M,B07010_045E,B07010_045M,B07010_046E,B07010_046M,B07010_047E,B07010_047M,B07010_048E,B07010_048M,B07010_049E,B07010_049M,B07010_050E,B07010_050M,B07010_051E,B07010_051M,B07010_052E,B07010_052M,B07010_053E,B07010_053M,B07010_054E,B07010_054M,B07010_055E,B07010_055M,B07010_056E,B07010_056M,B07010_057E,B07010_057M,B07010_058E,B07010_058M,B07010_059E,B07010_059M,B07010_060E,B07010_060M,B07010_061E,B07010_061M,B07010_062E,B07010_062M,B07010_063E,B07010_063M,B07010_064E,B07010_064M,B07010_065E,B07010_065M,B07010_066E,B07010_066M,NAME,B07010_001EA,B07010_001MA,B07010_002EA,B07010_002MA,B07010_003MA,B07010_003EA,B07010_004MA,B07010_004EA,B07010_005MA,B07010_005EA,B07010_006EA,B07010_006MA,B07010_007EA,B07010_007MA,B07010_008MA,B07010_008EA,B07010_009MA,B07010_009EA,B07010_010MA,B07010_010EA,B07010_011MA,B07010_011EA,B07010_012EA,B07010_012MA,B07010_013EA,B07010_013MA,B07010_014MA,B07010_014EA,B07010_015EA,B07010_015MA,B07010_016MA,B07010_016EA,B07010_017EA,B07010_017MA,B07010_018EA,B07010_018MA,B07010_019MA,B07010_019EA,B07010_020MA,B07010_020EA,B07010_021MA,B07010_021EA,B07010_022EA,B07010_022MA,B07010_023EA,B07010_023MA,B07010_024EA,B07010_024MA,B07010_025MA,B07010_025EA,B07010_026EA,B07010_026MA,B07010_027EA,B07010_027MA,B07010_028EA,B07010_028MA,B07010_029EA,B07010_029MA,B07010_030MA,B07010_030EA,B07010_031MA,B07010_031EA,B07010_032EA,B07010_032MA,B07010_033EA,B07010_033MA,B07010_034EA,B07010_034MA,B07010_035EA,B07010_035MA,B07010_036MA,B07010_036EA,B07010_037EA,B07010_037MA,B07010_038EA,B07010_038MA,B07010_039EA,B07010_039MA,B07010_040MA,B07010_040EA,B07010_041MA,B07010_041EA,B07010_042MA,B07010_042EA,B07010_043EA,B07010_043MA,B07010_044EA,B07010_044MA,B07010_045MA,B07010_045EA,B07010_046EA,B07010_046MA,B07010_047MA,B07010_047EA,B07010_048EA,B07010_048MA,B07010_049EA,B07010_049MA,B07010_050MA,B07010_050EA,B07010_051MA,B07010_051EA,B07010_052MA,B07010_052EA,B07010_053MA,B07010_053EA,B07010_054MA,B07010_054EA,B07010_055MA,B07010_055EA,B07010_056MA,B07010_056EA,B07010_057EA,B07010_057MA,B07010_058MA,B07010_058EA,B07010_059EA,B07010_059MA,B07010_060MA,B07010_060EA,B07010_061MA,B07010_061EA,B07010_062MA,B07010_062EA,B07010_063MA,B07010_063EA,B07010_064MA,B07010_064EA,B07010_065MA,B07010_065EA,B07010_066MA,B07010_066EA,state
0400000US06,30416010,2937,5511472,36122,24904538,35827,5119539,29492,2895765,28119,4092447,32941,2776446,26383,2977434,26941,2145840,21619,984796,14769,3912271,27045,25767221,49029,4637583,35362,21129638,45044,4170591,30156,2441930,25811,3451934,32603,2351242,23545,2548485,25186,1846246,18987,853086,13311,3466124,25442,3099476,40372,528845,15167,2570631,34866,602831,13140,319747,10364,462384,12898,305189,10949,306591,8788,203201,8974,85870,4887,284818,9783,909954,20979,197161,8429,712793,17600,213573,7986,81674,5981,101994,5444,76069,5918,73500,5325,54573,4392,26235,3009,85175,4372,421316,16127,61775,5142,359541,13816,88092,4952,40528,3867,59261,4540,33129,3448,36551,2989,31301,3151,14973,2573,55706,4658,218043,10980,86108,6256,131935,7809,44452,4593,11886,1793,16874,2168,10817,1579,12307,2281,10519,2026,4632,1350,20448,2550,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4152392,2040,473529,11372,3678863,11241,734056,13653,340285,9024,565412,11048,461251,8930,534129,11877,362144,9329,154896,6065,526690,9423,3346119,15594,381832,10002,2964287,17441,545974,11077,263694,7913,433489,9286,369403,8315,439782,11072,310618,7847,133647,5275,467680,9210,388154,11866,42057,4084,346097,10242,82926,5408,39737,3475,71717,4580,47013,3552,47471,4204,24792,2709,8652,1656,23789,2455,218140,8672,23961,2986,194179,8167,58329,4694,18715,2245,32414,3644,22558,2726,25913,2851,13622,2279,6621,1436,16007,2431,169807,8043,19086,2262,150721,7604,41209,3600,15575,2346,24473,3055,19394,2360,17659,2010,11434,2373,5270,1320,15707,2043,30172,3444,6593,1618,23579,2765,5618,1388,2564,733,3319,871,2883,969,3304,1082,1678,689,706,359,3507,864,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2945674,1273,353703,8604,2591971,8675,466152,9830,233879,7374,369198,7380,298591,7331,338486,9204,280787,7715,120966,5010,483912,8483,2590091,12429,300339,8526,2289752,13023,391357,9201,201001,6775,318965,6603,261636,6963,301410,8648,256374,7520,109450,5050,449559,7915,211206,9322,27387,2667,183819,8435,37925,3071,22491,2799,35175,3151,23538,3214,23422,2870,15161,2258,7012,1600,19095,2666,56617,4818,9512,1842,47105,3849,16259,1807,3289,866,6286,1399,5404,1442,6114,1411,3562,1150,1873,860,4318,1045,68380,5113,9835,1685,58545,4391,16385,1838,5750,1277,7419,1527,6396,1407,6286,1317,5105,1358,2026,687,9178,1586,19380,3095,6630,1383,12750,2253,4226,1120,1348,597,1353,615,1617,781,1254,434,585,308,605,515,1762,619,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,746748,660,87159,4262,659589,4131,127232,4231,64760,4188,103837,4739,84401,5189,98333,4736,69283,4126,31223,2613,80520,3645,645448,6911,72093,4350,573355,6771,101878,3794,56945,3947,89255,4308,72704,4789,87494,4573,62522,3740,29068,2425,73489,3456,61700,5817,8532,1770,53168,5421,15122,2265,5624,1173,9464,1890,8355,2015,6718,1422,3905,942,1387,544,2593,819,6513,1597,1020,436,5493,1446,2069,938,527,441,633,538,450,398,547,283,520,359,126,190,621,414,30049,3737,4655,1385,25394,3275,7911,1568,1495,588,4051,1022,2777,1147,2906,909,2223,980,489,328,3542,1321,3038,871,859,418,2179,731,252,242,169,218,434,259,115,128,668,424,113,131,153,197,275,193,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,539055,396,65823,4149,473232,4071,94491,4032,34464,2934,48987,3041,45249,3578,58048,4059,48647,3634,21605,2127,121741,4012,427184,4788,50428,3685,376756,5479,68274,3676,27328,2685,42004,2729,35470,3345,44325,3271,38388,3340,17124,1941,103843,3763,53286,4602,7103,1613,46183,4029,12141,1793,3195,884,3871,1215,4605,1546,7262,1439,5119,1382,1696,581,8294,1356,0,197,0,197,0,197,0,197,0,197,0,197,0,197,0,197,0,197,0,197,0,197,50371,4523,6200,1653,44171,3783,12684,2458,2917,913,2699,685,4807,1278,6054,1215,4843,1160,2536,865,7631,1455,8214,1821,2092,958,6122,1424,1392,624,1024,639,413,324,367,253,407,260,297,199,249,195,1973,873,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16016557,3446,2518013,24918,13498544,24866,2861733,32413,1658362,21869,2532342,25399,1814040,23700,1824913,23175,1069672,16007,408762,10385,1328720,18542,13508469,37145,2046423,25940,11462046,32218,2329821,27914,1389763,17564,2127509,22897,1545734,20948,1580846,22308,944438,15243,362836,10232,1181099,16999,1432141,30009,233495,12187,1198646,24617,297433,10338,159153,8639,253551,11282,173394,6980,147920,7148,71090,3978,23358,2463,72747,5372,487834,16323,117620,6428,370214,14560,112200,7059,49727,4387,67659,5193,44081,4372,41681,3968,20650,2517,8356,1561,25860,3048,452151,14109,69010,5970,383141,11857,93783,5764,48124,3980,71066,4611,42705,3985,46790,4250,27371,2598,12876,2154,40426,3619,135962,8390,51465,5615,84497,6100,28496,3690,11595,2057,12557,2370,8126,1420,7676,1551,6123,1389,1336,491,8588,1893,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7830116,4910,1392003,20516,6438113,20003,1416712,19340,730671,13645,1098699,16190,833868,15964,853060,17956,561502,11262,229650,8557,713951,13156,6600020,23252,1155373,18671,5444647,25535,1127311,18458,607269,11214,908955,15329,705607,15702,740869,15718,498241,10729,206361,8075,650034,13246,590633,21758,105019,7100,485614,18247,136591,8413,65705,5640,102155,6953,62397,5314,55146,5305,28900,2531,9787,1757,24933,2827,377830,13444,80110,5440,297720,10296,92844,5276,32133,3354,52247,4839,40064,3910,36214,4005,19424,2261,6899,1456,17895,2389,220054,9643,37734,3937,182320,7815,52084,4283,21691,2463,30851,3431,23013,3260,18643,2219,12846,2237,5500,1570,17692,2174,41579,5597,13767,2933,27812,4042,7882,1756,3873,1432,4491,1528,2787,869,2188,674,2091,787,1103,530,3397,1009,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1137619,763,150771,4653,986848,4617,176422,6018,90304,4854,161794,5632,134513,5708,157632,5136,103843,3959,42030,2972,120310,4192,966521,7582,126916,4792,839605,7568,146050,5295,76545,4499,135156,4963,114401,5265,135140,4764,90510,3645,35888,2788,105915,3867,103843,6841,13643,2443,90200,5421,16973,2679,8511,1589,17746,2153,13129,2093,13971,2020,8201,1628,3794,1066,7875,1422,5465,1648,1208,758,4257,1299,1602,704,613,455,402,316,596,348,295,196,393,417,88,145,268,201,44177,4676,5079,1137,39098,4170,8745,1662,3917,934,5950,1352,4645,1654,5591,1437,3479,908,1932,765,4839,1123,17613,2063,3925,974,13688,2029,3052,924,718,383,2540,664,1742,681,2635,806,1260,734,328,272,1413,742,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1239521,1574,148638,5385,1090883,5525,264734,7837,121005,5634,208353,8053,149623,6557,140196,5590,90365,5047,29954,2667,86653,4551,1022251,9500,121849,5562,900402,10438,203217,7948,97176,5123,165936,7049,124904,5809,121695,4980,81016,4923,27236,2663,79222,4255,117117,7087,12412,2020,104705,6376,30734,3079,14806,2248,25442,2859,12904,2052,10577,1684,5270,1288,1712,821,3260,1125,45749,4396,7355,1351,38394,3965,14329,2267,4291,1222,7518,1952,5078,1478,4054,1427,1767,1038,336,295,1021,551,48087,4306,5843,1316,42244,3850,14325,2122,4153,1013,8470,1614,6013,1446,3666,966,2059,644,670,520,2888,1020,6317,1568,1179,599,5138,1435,2129,1061,579,486,987,675,724,428,204,247,253,239,0,187,262,254,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10344646,2497,1508937,14698,8835709,14442,1766366,17767,871790,14020,1454364,15713,1086504,14978,1186164,15272,863143,11425,373362,9354,1234016,14457,8956954,23066,1279987,14238,7676967,22523,1441008,16571,745261,11408,1257254,13757,947140,12971,1044197,14444,770912,9767,334020,8912,1137175,13763,876883,18563,132510,6955,744373,16958,196051,8558,85797,5244,133555,6647,93348,5399,93992,5222,57008,3964,25104,2619,59518,4129,277975,10135,52684,3932,225291,8505,73228,3646,23059,2376,33949,3207,28511,3041,26966,3190,17929,2524,5745,1360,15904,2129,176767,8100,25236,2699,151531,7835,43789,3675,13709,2254,24613,3010,14342,2387,17203,2459,13603,2206,6691,1647,17581,2490,56067,4523,18520,2314,37547,3540,12290,2236,3964,1065,4993,1242,3163,903,3806,1143,3691,1193,1802,691,3838,1213,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
