GEO_ID,B22005G_001E,B22005G_001M,B22005G_002E,B22005G_002M,B22005G_003E,B22005G_003M,NAME,B22005G_001MA,B22005G_001EA,B22005G_002EA,B22005G_002MA,B22005G_003EA,B22005G_003MA,state
0400000US06,376302,9010,46837,3186,329465,8733,California,null,null,null,null,null,null,06
0400000US08,42680,2939,6811,1139,35869,2698,Colorado,null,null,null,null,null,null,08
0400000US09,20589,2194,5228,1287,15361,1851,Connecticut,null,null,null,null,null,null,09
0400000US10,4632,987,1510,661,3122,829,Delaware,null,null,null,null,null,null,10
0400000US11,5081,979,565,339,4516,914,District of Columbia,null,null,null,null,null,null,11
0400000US12,110716,4747,22377,2534,88339,4713,Florida,null,null,null,null,null,null,12
0400000US13,42977,3389,10349,1646,32628,2999,Georgia,null,null,null,null,null,null,13
0400000US15,69845,3643,13787,1444,56058,3627,Hawaii,null,null,null,null,null,null,15
0400000US16,8925,1246,2282,673,6643,1191,Idaho,null,null,null,null,null,null,16
0400000US17,59305,3826,12780,1680,46525,3323,Illinois,null,null,null,null,null,null,17
0400000US18,25488,2010,6741,1256,18747,1903,Indiana,null,null,null,null,null,null,18
0400000US19,11496,1765,3870,798,7626,1404,Iowa,null,null,null,null,null,null,19
0400000US20,20653,2174,3830,786,16823,1915,Kansas,null,null,null,null,null,null,20
0400000US21,19367,1813,6382,1052,12985,1608,Kentucky,null,null,null,null,null,null,21
0400000US22,20000,2288,5197,1294,14803,1895,Louisiana,null,null,null,null,null,null,22
0400000US23,6635,1225,2408,712,4227,977,Maine,null,null,null,null,null,null,23
0400000US24,38550,2788,5309,1062,33241,2719,Maryland,null,null,null,null,null,null,24
0400000US25,44348,3214,11895,1716,32453,2821,Massachusetts,null,null,null,null,null,null,25
0400000US26,53412,2618,17795,1640,35617,2209,Michigan,null,null,null,null,null,null,26
0400000US27,25063,2399,5618,981,19445,2022,Minnesota,null,null,null,null,null,null,27
0400000US28,6950,1349,2669,750,4281,1075,Mississippi,null,null,null,null,null,null,28
0400000US29,29849,2976,9289,1485,20560,2512,Missouri,null,null,null,null,null,null,29
0400000US30,6939,1051,1920,598,5019,869,Montana,null,null,null,null,null,null,30
0400000US31,8708,1316,2025,573,6683,1229,Nebraska,null,null,null,null,null,null,31
0400000US32,24767,2685,3624,901,21143,2567,Nevada,null,null,null,null,null,null,32
0400000US33,5750,1037,1087,482,4663,1013,New Hampshire,null,null,null,null,null,null,33
0400000US34,49976,2928,9447,1266,40529,2856,New Jersey,null,null,null,null,null,null,34
0400000US35,16399,1721,3202,673,13197,1625,New Mexico,null,null,null,null,null,null,35
0400000US36,131429,4749,36478,2552,94951,4094,New York,null,null,null,null,null,null,36
0400000US37,47062,3179,10505,1325,36557,3064,North Carolina,null,null,null,null,null,null,37
0400000US38,2330,645,341,176,1989,603,North Dakota,null,null,null,null,null,null,38
0400000US39,57381,4214,18540,2177,38841,3591,Ohio,null,null,null,null,null,null,39
0400000US40,79575,2774,17294,1536,62281,2491,Oklahoma,null,null,null,null,null,null,40
0400000US41,37939,3326,12582,1771,25357,2976,Oregon,null,null,null,null,null,null,41
0400000US42,53349,3330,15562,2001,37787,2899,Pennsylvania,null,null,null,null,null,null,42
0400000US44,6119,1111,2008,777,4111,769,Rhode Island,null,null,null,null,null,null,44
0400000US45,18184,2478,4038,1138,14146,2047,South Carolina,null,null,null,null,null,null,45
0400000US46,2822,717,914,432,1908,588,South Dakota,null,null,null,null,null,null,46
0400000US47,28579,3319,8898,1495,19681,2534,Tennessee,null,null,null,null,null,null,47
0400000US48,149313,5423,27707,2226,121606,5155,Texas,null,null,null,null,null,null,48
0400000US49,11864,1656,2836,768,9028,1599,Utah,null,null,null,null,null,null,49
0400000US50,3022,619,1017,400,2005,502,Vermont,null,null,null,null,null,null,50
0400000US51,54564,3836,7006,1286,47558,3397,Virginia,null,null,null,null,null,null,51
0400000US53,79126,3650,19437,2039,59689,3058,Washington,null,null,null,null,null,null,53
0400000US54,8873,1283,2573,621,6300,1091,West Virginia,null,null,null,null,null,null,54
0400000US55,22900,2158,6814,1225,16086,1796,Wisconsin,null,null,null,null,null,null,55
0400000US56,3893,1021,480,282,3413,1018,Wyoming,null,null,null,null,null,null,56
0400000US72,148275,4880,64449,3219,83826,4437,Puerto Rico,null,null,null,null,null,null,72
0400000US01,19284,1835,4753,936,14531,1521,Alabama,null,null,null,null,null,null,01
0400000US02,13359,1766,2897,834,10462,1615,Alaska,null,null,null,null,null,null,02
0400000US04,42589,2739,8824,1397,33765,2536,Arizona,null,null,null,null,null,null,04
0400000US05,15887,1732,2675,723,13212,1552,Arkansas,null,null,null,null,null,null,05
