GEO_ID,C08524_001E,C08524_001M,C08524_002E,C08524_002M,C08524_003E,C08524_003M,C08524_004E,C08524_004M,C08524_005E,C08524_005M,C08524_006E,C08524_006M,C08524_007E,C08524_007M,C08524_008E,C08524_008M,C08524_009E,C08524_009M,C08524_010E,C08524_010M,C08524_011E,C08524_011M,C08524_012E,C08524_012M,C08524_013E,C08524_013M,C08524_014E,C08524_014M,C08524_015E,C08524_015M,C08524_016E,C08524_016M,C08524_017E,C08524_017M,C08524_018E,C08524_018M,C08524_019E,C08524_019M,C08524_020E,C08524_020M,C08524_021E,C08524_021M,C08524_022E,C08524_022M,C08524_023E,C08524_023M,C08524_024E,C08524_024M,C08524_025E,C08524_025M,C08524_026E,C08524_026M,C08524_027E,C08524_027M,C08524_028E,C08524_028M,C08524_029E,C08524_029M,C08524_030E,C08524_030M,C08524_031E,C08524_031M,C08524_032E,C08524_032M,C08524_033E,C08524_033M,C08524_034E,C08524_034M,C08524_035E,C08524_035M,C08524_036E,C08524_036M,C08524_037E,C08524_037M,C08524_038E,C08524_038M,C08524_039E,C08524_039M,C08524_040E,C08524_040M,C08524_041E,C08524_041M,C08524_042E,C08524_042M,NAME,C08524_001MA,C08524_001EA,C08524_002MA,C08524_002EA,C08524_003EA,C08524_003MA,C08524_004MA,C08524_004EA,C08524_005EA,C08524_005MA,C08524_006MA,C08524_006EA,C08524_007MA,C08524_007EA,C08524_008EA,C08524_008MA,C08524_009MA,C08524_009EA,C08524_010EA,C08524_010MA,C08524_011EA,C08524_011MA,C08524_012MA,C08524_012EA,C08524_013MA,C08524_013EA,C08524_014EA,C08524_014MA,C08524_015EA,C08524_015MA,C08524_016EA,C08524_016MA,C08524_017MA,C08524_017EA,C08524_018MA,C08524_018EA,C08524_019EA,C08524_019MA,C08524_020EA,C08524_020MA,C08524_021EA,C08524_021MA,C08524_022EA,C08524_022MA,C08524_023MA,C08524_023EA,C08524_024MA,C08524_024EA,C08524_025MA,C08524_025EA,C08524_026MA,C08524_026EA,C08524_027MA,C08524_027EA,C08524_028MA,C08524_028EA,C08524_029EA,C08524_029MA,C08524_030MA,C08524_030EA,C08524_031MA,C08524_031EA,C08524_032MA,C08524_032EA,C08524_033EA,C08524_033MA,C08524_034EA,C08524_034MA,C08524_035MA,C08524_035EA,C08524_036MA,C08524_036EA,C08524_037MA,C08524_037EA,C08524_038EA,C08524_038MA,C08524_039MA,C08524_039EA,C08524_040MA,C08524_040EA,C08524_041MA,C08524_041EA,C08524_042MA,C08524_042EA,state
0400000US06,16425103,41731,6008181,34224,3099064,29784,3937967,33996,1492110,20597,1809444,22891,78337,5100,12057326,50144,4510754,30869,2123158,27230,2982547,29587,1053704,17190,1347298,20231,39865,3426,1821086,24389,538250,14405,359459,10873,386955,11094,279097,9597,249283,9810,8042,1791,849623,15671,278485,8097,228577,8781,205736,7667,42333,3481,93526,5314,966,674,831906,18001,265305,8673,213143,9382,175984,6688,74524,6041,88103,4849,14847,2583,865162,15704,415387,10974,174727,7378,186745,6659,42452,3328,31234,3092,14617,2940,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2520151,15777,996558,14757,440331,11493,606968,11967,236357,8138,217972,8187,21965,2296,1879015,18048,751062,13198,311107,8911,461276,11196,173134,6529,169843,7534,12593,2090,244255,9043,74006,4711,49094,4484,52181,4096,41270,3266,25822,2763,1882,847,81480,5060,26080,2488,23785,2744,21688,2750,3245,905,6633,1565,49,81,147187,6639,53327,4190,36095,3589,31072,2594,8914,1454,10373,1628,7406,1028,168214,6844,92083,4706,20250,2606,40751,2720,9794,1729,5301,1024,35,49,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1708374,12362,695858,11587,313771,9869,409453,8539,119082,5680,165420,6376,4790,1013,1358053,13192,571477,10629,231580,8078,329161,8495,93618,4841,130608,5787,1609,641,143636,6482,43663,3630,36475,3313,28811,2549,15899,2501,18659,2347,129,178,61659,5000,17005,2053,19029,2733,17018,2340,2324,868,6283,1205,0,184,73486,5254,22825,2018,19597,2625,17007,2242,4219,1188,7732,2007,2106,630,71540,4258,40888,3101,7090,1140,17456,1892,3022,950,2138,821,946,552,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420429,6747,160772,5880,77677,5046,106372,4813,34375,2895,40357,3051,876,388,344021,7290,133286,5363,60986,4517,86903,4448,28224,2740,33909,2817,713,337,34569,3293,12012,1775,7444,1510,8428,1439,3263,1078,3259,899,163,183,8981,1573,2704,799,2816,892,2478,915,320,301,663,344,0,184,14291,1861,2972,768,3945,880,3784,980,1465,612,2125,889,0,184,18567,2031,9798,1508,2486,706,4779,1009,1103,625,401,261,0,184,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,796394,12419,478011,9188,117973,6292,128675,5027,37081,3666,29213,2558,5441,1165,342010,9070,196661,6829,56182,4106,50360,3344,19898,2418,16619,1908,2290,823,79122,5632,42733,3505,10084,1833,13769,1939,8563,1885,3384,946,589,383,292860,8277,183881,6766,41697,3748,52139,3571,7090,1661,7374,1592,679,289,67273,4721,44321,3414,8016,1627,10409,1729,1438,825,1617,680,1472,890,15129,1890,10415,1465,1994,744,1998,682,92,151,219,199,411,671,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8114069,32638,2720784,32004,1655636,24272,2270214,30378,725515,16844,716774,18376,25146,3040,6441875,36791,2216811,28478,1254345,20936,1843242,27855,535225,13730,578045,15468,14207,2143,794170,17311,214481,8800,194551,7645,198058,8231,112309,8551,72355,5137,2416,783,175465,9686,28286,2814,65675,5881,47291,3890,16902,3478,16978,2578,333,279,298272,10108,68024,4991,92116,6582,67726,4419,34691,4182,33645,3424,2070,1302,404287,11109,193182,7878,48949,3857,113897,6263,26388,3326,15751,2391,6120,1744,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4210086,26544,1489547,17267,713942,13624,1050760,17260,376036,11841,546958,13775,32843,2626,3357492,23171,1221299,17378,539666,12188,864366,15922,270698,8874,441032,12679,20431,2236,436045,13191,111564,6405,88997,6425,90350,5597,76436,6397,66837,4806,1861,762,82719,4978,21904,2291,27051,3268,20312,2739,5038,1671,7870,1636,544,289,132360,6552,32436,2864,35708,3828,25616,2910,13456,2179,22435,2912,2709,622,201470,6626,102344,5391,22520,2649,50116,4099,10408,1773,8784,1467,7298,1479,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,671731,7518,215885,6246,150032,6523,159231,5364,67398,3402,56140,3836,23045,1974,438016,8683,142960,5128,92423,5279,102169,4565,48601,3113,38436,3372,13427,1676,103097,5109,35895,2905,20964,2036,25245,2608,10409,1433,7958,1500,2626,759,44827,3451,7993,1207,17368,2149,13432,2000,2264,745,3770,936,0,184,56315,3909,16510,2133,14262,1918,11965,1877,4374,1120,3949,1031,5255,1221,29476,2735,12527,1659,5015,956,6420,1382,1750,638,2027,796,1737,908,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,675348,8131,223678,7727,124930,5699,164285,5988,79275,4196,82629,4191,551,333,525800,9840,175845,7161,93460,4831,132083,5871,59637,3732,64428,4117,347,229,66935,5360,18474,2263,13446,2354,14196,2243,11293,1931,9338,1624,188,274,5580,1048,1573,410,978,566,1124,516,657,314,1248,541,0,184,36016,3008,10311,1648,9288,1813,6981,1308,4194,1087,5226,1266,16,31,41017,3189,17475,2190,7758,1484,9901,1830,3494,1013,2389,738,0,184,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5922060,24000,2139429,17663,1037910,16242,1472008,16170,431222,10018,830971,15341,10520,1374,4357006,21740,1556218,12745,715858,12874,1098624,15383,343399,8646,639933,13275,2974,851,520892,11398,138328,5653,111653,5529,111913,6214,50880,3449,107765,6118,353,308,509177,11777,227050,7755,98235,5182,137508,5316,10621,1727,35678,3255,85,103,290943,9430,101341,5482,72769,4733,62140,4030,13898,2043,35976,3115,4819,1213,244042,7533,116492,5806,39395,3450,61823,3979,12424,1877,11619,1702,2289,918,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2907469,17025,898453,15991,504071,9185,697670,12560,262120,8335,543481,11487,1674,653,2397799,17187,759382,14250,395127,10017,587266,10989,212221,7720,442642,10091,1161,551,274405,7337,63385,4499,54264,3953,56719,4841,33608,2839,66368,3924,61,104,27069,2808,5385,1201,8258,1738,5349,996,1571,725,6506,1374,0,184,109882,4732,27347,2464,30422,2882,21831,2258,8555,1275,21579,2173,148,132,98314,4293,42954,3151,16000,1638,26505,2545,6165,1325,6386,1330,304,301,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1534377,10263,516532,8699,251164,6817,362770,8395,148721,5026,254592,7657,598,297,1223155,11619,413951,7843,188900,5930,297455,7662,117695,4559,204654,6405,500,278,140062,6031,39821,2863,23582,2433,28221,2398,19586,2084,28796,2414,56,72,17102,2064,5841,1182,3325,871,3567,956,440,276,3929,1166,0,184,82129,4304,23196,2339,20579,2553,18805,2515,7169,1034,12380,1400,0,184,71929,3466,33723,2767,14778,1435,14722,1624,3831,748,4833,1061,42,67,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1397474,10444,483662,8831,240138,7455,334507,8642,138938,4740,190968,7225,9261,1368,1149903,10223,404624,8012,186134,6538,285122,8473,110642,4486,156933,6618,6448,1248,135016,5632,37497,2712,27807,2811,26758,2932,19358,2140,23375,2725,221,218,6765,1520,1038,551,2307,784,1451,716,456,364,1414,578,99,107,49464,3504,14675,1807,13481,1867,8433,1265,4323,1100,7600,1150,952,553,56326,3561,25828,2038,10409,1527,12743,1582,4159,782,1646,447,1541,546,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1865900,14728,599213,11250,306251,8539,455470,9561,178587,6204,309869,8853,16510,1945,1545906,13107,509183,9887,242959,7631,385254,8304,140195,4970,257040,7626,11275,1728,183206,7027,45956,3237,34050,3031,37743,2879,26847,2952,36616,3151,1994,877,18085,2177,3102,983,6109,1219,3923,894,1250,758,3656,885,45,76,62106,3894,15204,1841,15184,1914,14343,2224,4987,1145,9237,1394,3151,612,56597,3857,25768,2268,7949,1431,14207,1618,5308,1195,3320,904,45,79,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1977429,13074,632492,12121,384835,10281,461101,10988,248891,9195,243441,8749,6669,1085,1632616,12546,543044,11406,300125,9122,391837,10497,192089,7716,200029,7200,5492,898,196013,8232,47886,3607,44910,3952,36753,3230,40528,3723,25631,2861,305,207,24732,2457,3989,913,10464,1558,4566,864,1849,762,3702,1092,162,206,77123,4166,19050,2029,21531,2302,14681,2039,10593,2329,10728,1695,540,303,46945,3586,18523,2210,7805,1558,13264,1554,3832,1176,3351,1029,170,200,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,618200,7454,209921,6529,116104,5384,152791,5178,68732,2886,70037,3883,615,328,474273,7239,164824,5314,83182,4526,121532,4818,49875,2394,54399,3058,461,315,69132,3273,17452,1938,14267,1890,15384,2114,12675,1682,9332,1403,22,38,3088,909,654,325,755,550,1205,692,367,239,107,108,0,184,38479,2900,10787,1440,12132,1860,7781,1299,3485,754,4199,1103,95,112,33228,2512,16204,2012,5768,1090,6889,949,2330,636,2000,436,37,53,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2652650,15529,1134350,15691,442170,12027,629639,11265,215623,7654,217415,7622,13453,1788,2010865,15664,896561,13910,299352,8488,484817,10102,155764,6299,165486,6569,8885,1485,263591,8727,90216,4845,52419,4827,53105,4157,40985,3801,25878,2568,988,634,152033,6852,46235,3921,44163,3451,41033,3935,7877,1531,12305,2074,420,296,104279,5599,34150,2750,27705,2870,24584,2628,5655,1083,10000,1532,2185,1323,121882,4809,67188,3482,18531,2211,26100,2504,5342,1329,3746,923,975,315,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3340024,19655,1446167,16637,573606,11320,778628,16060,245085,7314,295073,7941,1465,499,2407529,20214,1043050,15666,386006,9696,566065,12496,189838,6680,221379,6736,1191,481,261894,8597,83511,4425,55335,4466,56890,3591,30427,3486,35553,3094,178,145,313219,8296,154117,6729,59189,4080,72783,4863,10945,2506,16145,1615,40,64,220335,8032,90091,5139,52752,3764,52427,3906,8486,1819,16523,2114,56,60,137047,5918,75398,3690,20324,2793,30463,2531,5389,1124,5473,1111,0,184,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4146063,17757,1418120,16505,786121,11939,1009019,13589,315131,6343,616408,11646,1264,440,3424034,17286,1203771,14668,609417,11086,853617,13288,252878,6109,503359,10493,992,380,371627,9884,97198,4323,83856,3946,76938,3999,40233,2712,73174,4346,228,210,53586,3095,11317,1498,17573,2155,13624,1800,2215,803,8857,1377,0,184,142879,5600,39198,2886,43852,3325,27898,2625,8848,1351,23048,2066,35,71,153937,5004,66636,3592,31423,2393,36942,3144,10957,1628,7970,1234,9,23,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
