GEO_ID,B12001_001E,B12001_001M,B12001_002E,B12001_002M,B12001_003E,B12001_003M,B12001_004E,B12001_004M,B12001_005E,B12001_005M,B12001_006E,B12001_006M,B12001_007E,B12001_007M,B12001_008E,B12001_008M,B12001_009E,B12001_009M,B12001_010E,B12001_010M,B12001_011E,B12001_011M,B12001_012E,B12001_012M,B12001_013E,B12001_013M,B12001_014E,B12001_014M,B12001_015E,B12001_015M,B12001_016E,B12001_016M,B12001_017E,B12001_017M,B12001_018E,B12001_018M,B12001_019E,B12001_019M,NAME,B12001_001MA,B12001_001EA,B12001_002EA,B12001_002MA,B12001_003EA,B12001_003MA,B12001_004EA,B12001_004MA,B12001_005EA,B12001_005MA,B12001_006MA,B12001_006EA,B12001_007EA,B12001_007MA,B12001_008EA,B12001_008MA,B12001_009EA,B12001_009MA,B12001_010EA,B12001_010MA,B12001_011EA,B12001_011MA,B12001_012EA,B12001_012MA,B12001_013EA,B12001_013MA,B12001_014MA,B12001_014EA,B12001_015EA,B12001_015MA,B12001_016EA,B12001_016MA,B12001_017MA,B12001_017EA,B12001_018MA,B12001_018EA,B12001_019MA,B12001_019EA,state
0400000US06,30416010,2937,15018551,4117,6049704,26391,7418149,31420,6528759,31732,889390,16457,291941,9850,597449,12237,310054,6598,1240644,20014,15397459,3902,5092645,27301,7339038,30029,6375339,30141,963699,15929,434504,11550,529195,11549,1233281,12976,1732495,18584,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4152392,2040,2073202,2540,718460,8299,1093933,10981,1007986,12040,85947,5327,30041,2878,55906,4580,39033,3180,221776,7393,2079190,2871,566395,8436,1075951,12149,982520,12441,93431,4853,40319,3484,53112,3935,144779,4219,292065,8655,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2945674,1273,1419508,1881,525179,7616,730342,9013,679389,9240,50953,4071,17900,2316,33053,3346,36455,2694,127532,5631,1526166,1626,470937,8199,729446,9305,674355,8973,55091,4069,22938,2643,32153,2886,140170,4380,185613,5445,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,746748,660,357658,785,125252,3931,184804,4537,168555,4352,16249,2042,6522,1435,9727,1810,11198,1391,36404,2942,389090,804,118858,3027,183560,5014,167260,5639,16300,2266,8231,1603,8069,1585,34880,2329,51792,3394,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,539055,396,251998,318,148943,3430,77666,3373,63570,3473,14096,1744,5209,1217,8887,1464,4477,903,20912,2292,287057,371,160809,3829,77669,3935,62850,3305,14819,2063,6046,1304,8773,1548,19974,1609,28605,2342,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16016557,3446,7757505,5119,2694915,21432,3913684,27761,3492272,27925,421412,11896,166289,6959,255123,10100,239489,7316,909417,16665,8259052,4590,2290565,18059,3855652,24427,3373887,25111,481765,13931,239047,9504,242718,10393,901016,12231,1211819,16836,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7830116,4910,3783669,5257,1376918,13599,1944557,19000,1753781,17912,190776,8222,82459,5109,108317,6769,93865,5524,368329,10938,4046447,5172,1226048,14779,1946536,19158,1724959,20634,221577,9662,121470,6550,100107,6702,348572,7811,525291,11455,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1137619,763,570172,1040,215002,5618,292084,6262,257339,6612,34745,3232,8671,1742,26074,2656,12209,1472,50877,3746,567447,914,164861,3626,287185,5629,251980,5806,35205,2880,7867,1298,27338,2528,58036,2945,57365,3171,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1239521,1574,614964,2172,178204,4918,352121,6480,333092,6896,19029,2238,5973,1227,13056,1897,15187,1943,69452,3696,624557,2191,144329,4886,345393,6907,325168,6768,20225,2258,9781,1794,10444,1655,49821,3122,85014,4186,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10344646,2497,5026063,3881,1898189,14318,2571969,17682,2375029,19203,196940,8105,76501,4975,120439,5745,121191,4687,434714,9572,5318583,3541,1682675,13730,2543043,18411,2325810,19394,217233,7440,109997,5727,107236,5167,492634,9262,600231,11141,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
