GEO_ID,C17024_001E,C17024_001M,C17024_002E,C17024_002M,C17024_003E,C17024_003M,C17024_004E,C17024_004M,C17024_005E,C17024_005M,C17024_006E,C17024_006M,C17024_007E,C17024_007M,C17024_008E,C17024_008M,C17024_009E,C17024_009M,C17024_010E,C17024_010M,C17024_011E,C17024_011M,C17024_012E,C17024_012M,C17024_013E,C17024_013M,C17024_014E,C17024_014M,C17024_015E,C17024_015M,C17024_016E,C17024_016M,C17024_017E,C17024_017M,C17024_018E,C17024_018M,C17024_019E,C17024_019M,C17024_020E,C17024_020M,C17024_021E,C17024_021M,C17024_022E,C17024_022M,C17024_023E,C17024_023M,C17024_024E,C17024_024M,C17024_025E,C17024_025M,C17024_026E,C17024_026M,C17024_027E,C17024_027M,C17024_028E,C17024_028M,NAME,C17024_001MA,C17024_001EA,C17024_002MA,C17024_002EA,C17024_003EA,C17024_003MA,C17024_004EA,C17024_004MA,C17024_005EA,C17024_005MA,C17024_006MA,C17024_006EA,C17024_007MA,C17024_007EA,C17024_008MA,C17024_008EA,C17024_009EA,C17024_009MA,C17024_010EA,C17024_010MA,C17024_011MA,C17024_011EA,C17024_012MA,C17024_012EA,C17024_013MA,C17024_013EA,C17024_014EA,C17024_014MA,C17024_015EA,C17024_015MA,C17024_016EA,C17024_016MA,C17024_017EA,C17024_017MA,C17024_018MA,C17024_018EA,C17024_019MA,C17024_019EA,C17024_020EA,C17024_020MA,C17024_021MA,C17024_021EA,C17024_022EA,C17024_022MA,C17024_023MA,C17024_023EA,C17024_024MA,C17024_024EA,C17024_025EA,C17024_025MA,C17024_026MA,C17024_026EA,C17024_027EA,C17024_027MA,C17024_028EA,C17024_028MA,state
0400000US06,37303266,7131,9104190,7852,924730,25283,1242642,28492,611461,20425,1552929,29809,1429962,25786,953777,20815,678496,21324,1710193,22035,23696723,4118,1714288,24794,1975764,32074,1147952,25552,3321638,42842,3710909,49696,2827842,40274,2132529,35119,6865801,44918,4502353,3400,127350,6248,340545,9118,240798,9888,675439,13812,760106,15222,578558,12790,438381,10910,1341176,16858,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5069071,2557,1212834,3048,99390,8088,124580,9228,62252,6732,192105,9104,207028,10366,167926,7558,117233,7237,242320,8282,3260642,2218,197920,8226,226354,8610,119677,7724,375841,13002,507947,13952,457817,12502,357552,12746,1017534,17669,595595,1720,12619,1732,33979,2680,23906,2079,84671,4563,104974,4617,87879,4250,66911,3766,180656,6279,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3484178,1411,784780,1523,54254,5578,62282,6277,31577,5142,88541,6703,107547,6463,104683,6569,79804,5180,256092,9007,2189763,1971,105860,6874,115008,7189,58865,5376,190575,9470,272848,11485,284386,12379,250105,9926,912116,17199,509635,1466,12109,1741,22877,2340,21017,1975,65682,3763,90095,5318,67644,4042,54060,3395,176151,5327,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,890738,1221,200844,1356,15814,2880,19061,3466,8453,2194,37817,4888,33218,4218,27925,3408,21371,3356,37185,3768,552690,819,33307,3740,29036,2907,16895,2589,65458,5086,85749,6200,83061,6741,70522,5900,168662,7431,137204,760,2908,641,7181,1198,5694,1060,18948,2226,26548,2300,20218,2132,13592,1672,42115,2708,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,598151,630,107877,705,17078,3000,11545,2265,6385,2207,15089,2610,13016,2507,5405,1632,6222,1640,33137,2982,420466,621,42242,4386,29566,3333,14894,2471,37848,3910,47783,4022,38720,4586,34682,3293,174731,6049,69808,467,2720,803,5581,1072,3641,818,8796,1326,8104,1283,6911,1448,5122,1107,28933,1734,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18912479,5600,3941640,6752,438861,21481,561875,20407,266843,13253,734365,22637,665358,19439,447581,14739,294026,12209,532731,15350,11529525,4429,876705,20347,1009105,22141,587617,18604,1788779,34612,2077087,33664,1517552,27860,1093566,22750,2579114,34973,3441314,4139,102459,6381,249576,9428,195321,8094,589556,12930,660444,12514,482306,11831,331390,9254,830262,15674,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9652596,3256,2467462,4479,315985,16073,356055,18314,162062,11984,420330,17679,386664,17014,278667,11964,189648,10460,358051,13308,6075161,4970,505115,14999,547258,18444,299806,15246,872431,21191,1011931,29183,785172,20006,606162,22286,1447286,24364,1109973,3903,30675,2898,93445,4947,64750,3863,193765,6948,207900,7165,156804,7620,105324,5832,257310,7489,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1356822,1094,299366,1243,24594,3501,26639,4558,13847,2999,43431,4077,58127,4731,47350,4053,31871,2990,53507,3959,851923,878,48895,4127,42996,3648,26018,3138,94889,6653,143578,8202,129815,7229,105989,6324,259743,8865,205533,814,5194,944,8925,1529,7287,1220,21109,1957,32756,3314,29009,2500,25449,2414,75804,3648,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1565511,1631,418917,2282,31827,5354,54705,6526,28165,3984,93223,6371,86469,7014,56591,5272,28008,3594,39929,5449,939797,1617,58600,4293,83308,5839,48255,4122,156350,7338,177802,7756,140474,6990,100440,6967,174568,8170,206797,1353,5582,2016,14472,1836,9352,1372,41481,3034,43994,3481,29257,3005,20735,2092,41924,2774,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12573676,4182,3019933,5079,266031,12212,358241,17110,169583,10909,467987,15555,471696,13445,407802,14036,276878,9995,601715,12587,7920932,3761,511359,13533,570860,16285,291764,11283,941239,19004,1197580,21945,1084456,22904,890121,17473,2433553,26957,1632811,3327,43164,3034,100907,4519,78976,4138,268272,6949,317961,6969,234464,7486,169377,6375,419690,7871,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
