GEO_ID,B17012_001E,B17012_001M,B17012_002E,B17012_002M,B17012_003E,B17012_003M,B17012_004E,B17012_004M,B17012_005E,B17012_005M,B17012_006E,B17012_006M,B17012_007E,B17012_007M,B17012_008E,B17012_008M,B17012_009E,B17012_009M,B17012_010E,B17012_010M,B17012_011E,B17012_011M,B17012_012E,B17012_012M,B17012_013E,B17012_013M,B17012_014E,B17012_014M,B17012_015E,B17012_015M,B17012_016E,B17012_016M,B17012_017E,B17012_017M,B17012_018E,B17012_018M,B17012_019E,B17012_019M,B17012_020E,B17012_020M,B17012_021E,B17012_021M,B17012_022E,B17012_022M,B17012_023E,B17012_023M,B17012_024E,B17012_024M,B17012_025E,B17012_025M,B17012_026E,B17012_026M,B17012_027E,B17012_027M,B17012_028E,B17012_028M,B17012_029E,B17012_029M,B17012_030E,B17012_030M,B17012_031E,B17012_031M,B17012_032E,B17012_032M,B17012_033E,B17012_033M,B17012_034E,B17012_034M,B17012_035E,B17012_035M,NAME,B17012_001EA,B17012_001MA,B17012_002EA,B17012_002MA,B17012_003MA,B17012_003EA,B17012_004MA,B17012_004EA,B17012_005EA,B17012_005MA,B17012_006EA,B17012_006MA,B17012_007EA,B17012_007MA,B17012_008EA,B17012_008MA,B17012_009MA,B17012_009EA,B17012_010EA,B17012_010MA,B17012_011EA,B17012_011MA,B17012_012EA,B17012_012MA,B17012_013EA,B17012_013MA,B17012_014MA,B17012_014EA,B17012_015EA,B17012_015MA,B17012_016EA,B17012_016MA,B17012_017EA,B17012_017MA,B17012_018EA,B17012_018MA,B17012_019EA,B17012_019MA,B17012_020MA,B17012_020EA,B17012_021MA,B17012_021EA,B17012_022MA,B17012_022EA,B17012_023EA,B17012_023MA,B17012_024MA,B17012_024EA,B17012_025MA,B17012_025EA,B17012_026MA,B17012_026EA,B17012_027MA,B17012_027EA,B17012_028EA,B17012_028MA,B17012_029EA,B17012_029MA,B17012_030EA,B17012_030MA,B17012_031MA,B17012_031EA,B17012_032MA,B17012_032EA,B17012_033EA,B17012_033MA,B17012_034EA,B17012_034MA,B17012_035EA,B17012_035MA,state
0400000US06,8585787,27380,1111400,15617,471618,9445,133796,5532,183855,5851,133028,5983,20939,2369,639782,12282,136835,5712,33630,2771,70975,4182,29168,2750,3062,871,502947,10630,75020,4390,288188,8434,121877,4863,17862,2012,7474387,28093,5632481,27118,2977768,22288,2125060,17662,496372,10393,33281,2930,1841906,20764,622453,12792,302414,8404,270657,8695,45393,3616,3989,1248,1219453,15928,562308,10670,564897,11324,85289,4837,6959,1450,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278264,10500,118607,5656,47192,3409,13426,1866,16878,1905,14050,2392,2838,899,71415,4599,14582,2108,2842,1035,8783,1804,2236,825,721,564,56833,4188,7958,1491,33315,2993,12912,1943,2648,890,1159657,11072,927878,11729,529463,9174,316480,8415,77527,4443,4408,1022,231779,6532,77714,4051,33469,3224,40922,3234,3263,872,60,71,154065,5615,58572,3868,81697,4341,12399,1815,1397,577,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,902369,9154,70924,4265,20201,2445,7449,1334,8597,1570,3983,1063,172,132,50723,3321,6295,1400,1485,655,3632,1050,1178,578,0,193,44428,3185,7246,1164,25896,2840,10186,1701,1100,419,831445,8840,640675,8470,368443,6683,224095,5733,45577,3186,2560,791,190770,6524,56922,3897,29788,2855,24038,2514,2745,853,351,306,133848,5347,55811,3161,69049,3917,8424,1337,564,524,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,225593,4537,18399,2121,5984,1260,2022,622,1599,603,2113,963,250,276,12415,1677,2028,630,343,209,1296,517,389,266,0,182,10387,1632,1616,498,6250,1222,2291,851,230,226,207194,4348,157476,4530,95096,3796,50378,2820,11411,1464,591,367,49718,3535,14233,2110,5269,993,8106,1657,858,464,0,182,35485,2747,13732,1947,19352,2107,2401,745,0,182,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112493,3951,15690,1571,2274,745,802,377,890,476,483,517,99,160,13416,1415,1422,584,638,402,504,324,280,211,0,197,11994,1395,2945,735,6579,1066,1966,640,504,319,96803,3781,59875,3094,36764,2279,19497,1762,3543,810,71,86,36928,2435,7956,1249,4474,811,3147,927,335,313,0,197,28972,2078,13272,1460,13630,1583,1804,610,266,265,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4598222,24279,580789,12915,226660,7825,101187,4966,81825,5253,38277,4044,5371,1151,354129,9725,64598,4050,15580,1568,39605,3390,8298,1318,1115,681,289531,9091,47024,3512,172901,7288,61121,4403,8485,1458,4017433,24594,3092960,22883,2010429,17426,904115,16498,168631,6952,9785,1815,924473,14572,259303,9265,132884,5909,112526,5789,13529,2022,364,270,665170,10080,301301,7060,324357,9645,37620,3433,1892,791,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2406226,16700,361820,10541,120443,6072,42352,3565,44418,4153,29412,3279,4261,1106,241377,8503,35701,2570,9123,1486,19186,2287,6776,1450,616,468,205676,8198,29826,3059,118180,5812,48149,4203,9521,2212,2044406,15943,1572943,17075,877866,12231,558204,12354,129439,6526,7434,1559,471463,11691,130717,5897,64631,3587,57123,4051,8060,1887,903,959,340746,10111,141903,5794,170875,7478,26911,3301,1057,594,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309165,5759,26514,2112,11141,1234,4459,1113,2923,749,3269,984,490,308,15373,1789,2744,832,534,271,1773,775,357,256,80,94,12629,1647,1409,588,7664,1448,2733,803,823,467,282651,5838,217886,6168,121966,4164,77835,3749,15774,1525,2311,671,64765,3503,20825,1895,11850,1370,7395,1403,1284,538,296,209,43940,2948,21911,1834,18331,2148,3205,774,493,267,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,405908,6386,47558,3550,22630,2412,7444,1644,8532,1435,5713,1187,941,584,24928,2647,3868,953,914,425,2357,829,487,358,110,167,21060,2486,1880,592,12963,2006,5674,1639,543,409,358350,6909,299595,6422,174293,4443,87361,4648,32556,3289,5385,1317,58755,4228,20466,2715,7616,1668,11524,2002,1294,603,32,54,38289,3132,17170,2208,18542,2063,2282,664,295,244,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3121020,16046,339595,8078,111903,5129,37530,2612,41033,3198,29080,2655,4260,910,227692,6957,36832,3216,9959,1642,19072,2222,6722,1330,1079,578,190860,6302,27531,2135,113905,5269,40820,3457,8604,1433,2781425,15435,2177526,18209,1238480,11674,736433,10901,189674,6163,12939,1694,603899,11431,183297,6670,92298,3994,79371,4526,10681,1565,947,482,420602,9957,187629,6211,202076,7094,28556,2602,2341,672,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
