GEO_ID,B25126_001E,B25126_001M,B25126_002E,B25126_002M,B25126_003E,B25126_003M,B25126_004E,B25126_004M,B25126_005E,B25126_005M,B25126_006E,B25126_006M,B25126_007E,B25126_007M,B25126_008E,B25126_008M,B25126_009E,B25126_009M,B25126_010E,B25126_010M,B25126_011E,B25126_011M,B25126_012E,B25126_012M,B25126_013E,B25126_013M,B25126_014E,B25126_014M,B25126_015E,B25126_015M,B25126_016E,B25126_016M,B25126_017E,B25126_017M,B25126_018E,B25126_018M,B25126_019E,B25126_019M,B25126_020E,B25126_020M,B25126_021E,B25126_021M,B25126_022E,B25126_022M,B25126_023E,B25126_023M,B25126_024E,B25126_024M,B25126_025E,B25126_025M,B25126_026E,B25126_026M,B25126_027E,B25126_027M,B25126_028E,B25126_028M,B25126_029E,B25126_029M,B25126_030E,B25126_030M,B25126_031E,B25126_031M,B25126_032E,B25126_032M,B25126_033E,B25126_033M,B25126_034E,B25126_034M,B25126_035E,B25126_035M,B25126_036E,B25126_036M,B25126_037E,B25126_037M,B25126_038E,B25126_038M,B25126_039E,B25126_039M,B25126_040E,B25126_040M,B25126_041E,B25126_041M,B25126_042E,B25126_042M,B25126_043E,B25126_043M,B25126_044E,B25126_044M,B25126_045E,B25126_045M,B25126_046E,B25126_046M,B25126_047E,B25126_047M,B25126_048E,B25126_048M,B25126_049E,B25126_049M,B25126_050E,B25126_050M,B25126_051E,B25126_051M,B25126_052E,B25126_052M,B25126_053E,B25126_053M,B25126_054E,B25126_054M,B25126_055E,B25126_055M,B25126_056E,B25126_056M,B25126_057E,B25126_057M,B25126_058E,B25126_058M,B25126_059E,B25126_059M,B25126_060E,B25126_060M,B25126_061E,B25126_061M,B25126_062E,B25126_062M,B25126_063E,B25126_063M,NAME,B25126_001EA,B25126_001MA,B25126_002EA,B25126_002MA,B25126_003EA,B25126_003MA,B25126_004MA,B25126_004EA,B25126_005MA,B25126_005EA,B25126_006EA,B25126_006MA,B25126_007EA,B25126_007MA,B25126_008EA,B25126_008MA,B25126_009EA,B25126_009MA,B25126_010MA,B25126_010EA,B25126_011MA,B25126_011EA,B25126_012EA,B25126_012MA,B25126_013EA,B25126_013MA,B25126_014EA,B25126_014MA,B25126_015MA,B25126_015EA,B25126_016MA,B25126_016EA,B25126_017MA,B25126_017EA,B25126_018MA,B25126_018EA,B25126_019EA,B25126_019MA,B25126_020EA,B25126_020MA,B25126_021MA,B25126_021EA,B25126_022MA,B25126_022EA,B25126_023MA,B25126_023EA,B25126_024EA,B25126_024MA,B25126_025EA,B25126_025MA,B25126_026MA,B25126_026EA,B25126_027MA,B25126_027EA,B25126_028MA,B25126_028EA,B25126_029EA,B25126_029MA,B25126_030EA,B25126_030MA,B25126_031EA,B25126_031MA,B25126_032MA,B25126_032EA,B25126_033MA,B25126_033EA,B25126_034EA,B25126_034MA,B25126_035EA,B25126_035MA,B25126_036EA,B25126_036MA,B25126_037MA,B25126_037EA,B25126_038MA,B25126_038EA,B25126_039EA,B25126_039MA,B25126_040EA,B25126_040MA,B25126_041EA,B25126_041MA,B25126_042EA,B25126_042MA,B25126_043MA,B25126_043EA,B25126_044MA,B25126_044EA,B25126_045EA,B25126_045MA,B25126_046EA,B25126_046MA,B25126_047EA,B25126_047MA,B25126_048MA,B25126_048EA,B25126_049MA,B25126_049EA,B25126_050EA,B25126_050MA,B25126_051EA,B25126_051MA,B25126_052EA,B25126_052MA,B25126_053EA,B25126_053MA,B25126_054MA,B25126_054EA,B25126_055MA,B25126_055EA,B25126_056EA,B25126_056MA,B25126_057EA,B25126_057MA,B25126_058EA,B25126_058MA,B25126_059MA,B25126_059EA,B25126_060MA,B25126_060EA,B25126_061EA,B25126_061MA,B25126_062EA,B25126_062MA,B25126_063EA,B25126_063MA,state
0400000US06,12552658,18433,6781817,25470,537858,10415,10411,1796,127705,6563,65593,3998,77009,3893,77963,4485,52175,3329,67691,3950,25870,2177,33441,2831,4314109,23017,24619,2584,624782,11608,551647,9363,677192,9618,667867,9239,500878,9565,647315,9996,272973,6630,346836,8038,1929850,12500,4919,1207,143221,5719,169939,5211,270251,6392,386800,6704,321103,6101,329773,6409,135001,4444,168843,4944,5770841,24980,1866721,16806,19884,2272,213228,8200,203324,6289,298057,9033,383437,10313,253621,9234,204721,6863,93197,4702,197252,6319,3207419,21261,16223,2322,305397,9977,283347,8298,473387,10438,622200,13691,473490,9618,441186,10573,222560,7197,369629,8401,696701,11384,5308,1000,77335,4391,74606,3873,104665,4916,130985,4909,101667,4694,85189,3796,39687,2250,77259,3935,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1996088,8553,1278158,11129,144264,5106,4313,1084,40631,2930,20326,2161,19560,2040,21187,2312,11168,1907,11020,1684,4778,1131,11281,1679,827571,8943,7867,1270,184265,5308,171684,5063,123031,4104,143586,4696,58607,3343,60460,3149,19993,2170,58078,2696,306323,4891,1443,462,42820,2546,45317,2200,38483,2284,66362,3416,39301,2620,35294,2063,9451,1051,27852,1830,717930,9538,301608,6167,4193,1168,52696,3614,44206,3276,49527,3415,65399,4103,28548,2412,22181,2424,8986,1476,25872,2676,341259,8017,1969,687,52603,3778,42785,3456,55801,4098,70145,4033,37337,2983,33963,3083,12411,1704,34245,2848,75063,3778,668,447,12578,1468,9315,1262,13409,1724,14249,1504,10071,1390,6893,1033,2700,780,5180,898,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1357812,6453,908452,7756,67889,3853,646,361,4684,814,4778,1152,11106,1493,7825,1201,9784,1651,12316,1508,5282,1118,11468,1635,591407,6021,2339,662,48615,2828,59341,3331,86274,3982,77227,3299,73931,3709,98093,4177,39321,3285,106266,4295,249156,3855,561,212,11934,1460,13102,1412,27119,2247,37080,2524,46731,2917,50193,2382,17953,1661,44483,2575,449360,8680,141767,5085,2297,920,6852,1192,9582,1658,16273,2099,19943,2609,15259,1988,18398,2468,9606,1837,43557,3521,230024,7662,1726,611,12300,1772,12515,1848,23134,2457,33765,2758,27863,2495,29607,2465,19638,2472,69476,4324,77569,3251,477,251,6682,1193,7094,1032,10503,1251,12568,1691,10820,1368,8229,1275,4616,995,16580,1784,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,340308,3122,241050,3609,23536,1938,657,407,6477,1363,3288,756,2671,799,1975,704,1740,556,3048,736,1252,527,2428,796,145264,3410,2103,751,30898,2701,26767,2287,19709,2280,14727,1888,14708,1939,17751,1912,7017,1363,11584,1300,72250,1960,646,361,13828,1193,10181,1326,8303,1155,9537,1347,10084,1312,9972,1101,3722,685,5977,1027,99258,4117,34248,2139,227,220,6485,1094,5232,1136,4193,1083,4601,1042,4581,1130,2912,864,1538,775,4479,1001,51087,3562,921,474,7564,1417,6364,1476,7038,1465,6409,1415,6969,1527,6395,1336,3373,886,6054,1196,13923,1408,113,152,1403,441,1075,400,2363,712,2316,607,2766,777,1856,547,362,208,1669,475,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,266662,3138,110681,3549,12642,1392,110,108,2011,547,112,181,464,300,601,413,717,407,949,339,1816,877,5862,916,66882,2930,234,204,5982,1262,1362,439,2406,739,2233,690,4619,1129,7635,1372,7570,1200,34841,2206,31157,1605,0,197,777,325,349,185,1219,511,1366,486,4150,797,3991,840,5539,877,13766,1429,155981,4855,62727,3108,878,369,7022,1085,1625,672,4457,1035,6587,1139,8385,1419,7299,1395,6102,1400,20372,2047,74694,3671,680,434,4584,1032,2098,656,3384,833,11320,1605,13387,1685,12065,1476,8888,1583,18288,2123,18560,1558,35,58,1236,388,898,350,1066,370,2681,882,2872,715,3609,989,2315,670,3848,685,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7197943,25102,4724428,21345,343969,9527,8747,1589,113588,6460,52408,3963,61660,3745,45248,3735,25175,2521,26226,2508,5840,1364,5077,1212,2645020,18504,23739,2306,595465,13363,507673,9204,554089,10274,407233,9758,235670,7046,217964,5917,51488,3733,51699,3767,1735439,12316,9777,1413,274469,6802,322910,8020,407335,7238,338866,6769,178976,4428,136437,4417,34046,2316,32623,2507,2473515,22250,807867,14158,7786,1655,182539,8019,139423,7332,167713,7265,142096,6648,72508,4713,55047,4078,20117,2263,20638,2520,1306163,17420,9824,1691,246891,8693,194398,8035,256913,8729,255752,8621,149842,7210,108522,5241,41929,3438,42092,3139,359485,8801,2991,767,55665,3268,57499,4082,74448,3799,73875,4341,40372,3376,31082,2393,11868,1506,11685,1689,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3532908,15691,2248702,19411,231071,8126,6723,1153,93190,5664,42583,3350,29800,2910,22331,2694,12419,1997,10362,1801,4540,1008,9123,1438,1453870,14928,13758,1909,388116,9034,382736,9844,256834,8228,173699,6386,93983,4677,66490,4115,28976,2709,49278,3305,563761,6249,2424,564,80156,3533,91894,3964,90028,3847,104088,3522,81968,4152,55613,3191,25708,1929,31882,2362,1284206,16668,491974,10582,5201,1237,104167,6365,104898,6717,95656,5082,74934,4557,40353,3473,30693,3022,14440,2032,21632,2149,660944,13046,5625,1268,135694,6718,132136,6674,120671,6658,106674,5434,60668,4152,46482,3399,21670,2247,31324,2863,131288,4720,1452,589,24792,2510,23730,2310,23270,2487,17895,1809,15551,1483,10396,1399,6235,1009,7967,1320,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,447748,4282,254770,4107,18026,1921,920,470,4876,1181,2535,959,2783,890,3687,839,1825,552,883,376,137,105,380,299,148661,3641,872,274,25283,1964,28392,2190,25836,1936,32138,2191,16446,1485,10764,1262,4377,830,4553,830,88083,2387,416,255,5997,1014,10324,1517,9721,1188,22711,1632,18930,1787,11620,1275,4687,846,3677,703,192978,4122,64779,2732,857,551,12618,1639,10026,1286,8781,1572,15846,2043,7574,1208,5131,1086,2386,711,1560,612,102750,3092,1012,494,12086,1637,13828,1737,14711,1830,26120,2403,14865,1513,10415,1590,5581,1355,4132,787,25449,1947,129,149,2793,722,3107,805,3059,693,5760,978,4179,839,3546,831,1335,381,1541,546,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,583106,5317,398671,5979,49757,3653,1789,725,18154,2490,7060,1592,2856,822,7567,1383,2715,837,3330,738,2382,677,3904,928,237823,4765,3262,1082,59348,3729,50492,3109,23742,2047,46147,2929,13661,1585,12883,1530,8856,1301,19432,1500,111091,2661,737,303,19136,2041,19947,1821,11998,1836,21223,1716,10137,1223,11216,1339,5859,978,10838,1366,184435,6150,82585,4746,1509,796,19202,2467,12938,2070,9935,2058,17153,1761,6123,1378,5234,1310,3582,1158,6909,1583,77886,4037,647,510,12716,2465,13225,2138,9734,1560,16551,2069,6353,1141,5890,1059,4917,1075,7853,1322,23964,2330,260,239,5237,1171,5318,1390,2564,813,4257,852,1560,522,1814,580,1508,632,1446,428,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4770194,13140,3177104,16645,338216,6835,2980,764,63818,4511,36164,2842,28203,2608,46366,3161,34114,2556,45884,2712,16721,1810,63966,3472,1993372,13382,8699,1262,278220,8502,282207,7373,188075,5473,273688,7485,216283,6193,269703,5887,111179,4510,365318,8645,845516,6923,1776,471,63873,3283,85191,3874,70439,3903,123972,4376,131586,4735,145828,4636,57204,2156,165647,5065,1593090,15616,596259,9013,4264,1317,57177,4692,53471,4204,63027,3987,92718,4596,66896,4209,59082,3805,31149,2250,168475,5601,779546,11554,3343,932,62317,3763,51965,3378,60896,3620,113389,5030,104662,6066,92869,4577,55852,4076,234253,6649,217285,6514,1871,735,31494,2577,23431,2170,23331,2032,32810,2530,27405,2322,19537,1989,14082,1687,43324,2739,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
