GEO_ID,B27001_001E,B27001_001M,B27001_002E,B27001_002M,B27001_003E,B27001_003M,B27001_004E,B27001_004M,B27001_005E,B27001_005M,B27001_006E,B27001_006M,B27001_007E,B27001_007M,B27001_008E,B27001_008M,B27001_009E,B27001_009M,B27001_010E,B27001_010M,B27001_011E,B27001_011M,B27001_012E,B27001_012M,B27001_013E,B27001_013M,B27001_014E,B27001_014M,B27001_015E,B27001_015M,B27001_016E,B27001_016M,B27001_017E,B27001_017M,B27001_018E,B27001_018M,B27001_019E,B27001_019M,B27001_020E,B27001_020M,B27001_021E,B27001_021M,B27001_022E,B27001_022M,B27001_023E,B27001_023M,B27001_024E,B27001_024M,B27001_025E,B27001_025M,B27001_026E,B27001_026M,B27001_027E,B27001_027M,B27001_028E,B27001_028M,B27001_029E,B27001_029M,B27001_030E,B27001_030M,B27001_031E,B27001_031M,B27001_032E,B27001_032M,B27001_033E,B27001_033M,B27001_034E,B27001_034M,B27001_035E,B27001_035M,B27001_036E,B27001_036M,B27001_037E,B27001_037M,B27001_038E,B27001_038M,B27001_039E,B27001_039M,B27001_040E,B27001_040M,B27001_041E,B27001_041M,B27001_042E,B27001_042M,B27001_043E,B27001_043M,B27001_044E,B27001_044M,B27001_045E,B27001_045M,B27001_046E,B27001_046M,B27001_047E,B27001_047M,B27001_048E,B27001_048M,B27001_049E,B27001_049M,B27001_050E,B27001_050M,B27001_051E,B27001_051M,B27001_052E,B27001_052M,B27001_053E,B27001_053M,B27001_054E,B27001_054M,B27001_055E,B27001_055M,B27001_056E,B27001_056M,B27001_057E,B27001_057M,NAME,B27001_001MA,B27001_001EA,B27001_002MA,B27001_002EA,B27001_003EA,B27001_003MA,B27001_004EA,B27001_004MA,B27001_005EA,B27001_005MA,B27001_006MA,B27001_006EA,B27001_007MA,B27001_007EA,B27001_008EA,B27001_008MA,B27001_009EA,B27001_009MA,B27001_010EA,B27001_010MA,B27001_011MA,B27001_011EA,B27001_012MA,B27001_012EA,B27001_013EA,B27001_013MA,B27001_014EA,B27001_014MA,B27001_015EA,B27001_015MA,B27001_016EA,B27001_016MA,B27001_017MA,B27001_017EA,B27001_018MA,B27001_018EA,B27001_019EA,B27001_019MA,B27001_020EA,B27001_020MA,B27001_021EA,B27001_021MA,B27001_022MA,B27001_022EA,B27001_023MA,B27001_023EA,B27001_024EA,B27001_024MA,B27001_025EA,B27001_025MA,B27001_026EA,B27001_026MA,B27001_027EA,B27001_027MA,B27001_028MA,B27001_028EA,B27001_029MA,B27001_029EA,B27001_030EA,B27001_030MA,B27001_031EA,B27001_031MA,B27001_032EA,B27001_032MA,B27001_033MA,B27001_033EA,B27001_034MA,B27001_034EA,B27001_035EA,B27001_035MA,B27001_036EA,B27001_036MA,B27001_037EA,B27001_037MA,B27001_038EA,B27001_038MA,B27001_039MA,B27001_039EA,B27001_040MA,B27001_040EA,B27001_041EA,B27001_041MA,B27001_042EA,B27001_042MA,B27001_043EA,B27001_043MA,B27001_044MA,B27001_044EA,B27001_045MA,B27001_045EA,B27001_046MA,B27001_046EA,B27001_047MA,B27001_047EA,B27001_048EA,B27001_048MA,B27001_049EA,B27001_049MA,B27001_050MA,B27001_050EA,B27001_051MA,B27001_051EA,B27001_052MA,B27001_052EA,B27001_053EA,B27001_053MA,B27001_054EA,B27001_054MA,B27001_055MA,B27001_055EA,B27001_056MA,B27001_056EA,B27001_057MA,B27001_057EA,state
0400000US06,37524274,5678,18510580,6787,1562760,8271,1478381,10249,84379,5613,3149187,9024,2861893,11992,287294,11129,1988264,5152,1356386,12762,631878,12537,2701952,5708,1737202,13097,964750,12047,2525778,4908,1838250,11677,687528,11072,2549460,3192,1968200,9853,581260,8904,2051143,2638,1691374,9779,359769,9113,1163816,2547,1139273,3583,24543,2672,818220,2646,811150,3148,7070,1510,19013694,5371,1491421,8827,1403748,9792,87673,5398,3020120,8369,2749374,12818,270746,10173,1928693,2947,1429664,11588,499029,11634,2646244,3681,1963849,12232,682395,12022,2568332,3108,2005173,10647,563159,10286,2620195,3499,2071993,10593,548202,10659,2218320,2196,1834421,8994,383899,8933,1347910,2438,1315400,3881,32510,3015,1172459,2953,1158957,3164,13502,1813,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,2528913,4620,210204,3535,196633,3988,13571,1906,416621,3777,373739,5652,42882,4379,250716,2922,183316,3760,67400,3990,368983,3444,257622,5658,111361,4773,349185,2671,273444,4244,75741,4081,352812,2474,288197,3966,64615,3575,311741,1629,273277,3240,38464,2859,168926,1211,167389,1291,1537,502,99725,1230,99343,1249,382,248,2565853,3561,197096,3694,184131,3835,12965,2259,405087,3752,365810,5249,39277,3890,244136,2035,193769,4190,50367,3682,359590,2532,284735,4058,74855,4185,343152,2236,282669,3726,60483,4012,362857,1835,309137,3737,53720,3484,326991,1566,284993,3220,41998,2908,185499,1542,184345,1545,1154,506,141445,1522,140973,1518,472,338,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,1715299,2409,121916,2549,118125,2949,3791,1279,283136,2634,272910,3083,10226,1964,167713,1413,136566,3053,31147,3129,208160,1795,162352,3326,45808,3602,217228,1632,183159,3221,34069,2946,273742,1617,239936,3230,33806,3088,224390,1094,206113,2162,18277,1887,128363,850,127305,1036,1058,487,90651,906,89908,1078,743,478,1819320,2365,114858,2415,110849,2528,4009,1064,271915,2626,260013,3191,11902,2521,163549,1337,142730,2428,20819,2265,215168,1383,184031,2873,31137,2721,233977,1307,210906,2874,23071,2550,288293,1258,259904,2617,28389,2732,240939,1145,220385,1987,20554,1820,149678,1028,147701,1198,1977,732,140943,1185,139754,1295,1189,660,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,434398,1313,33118,939,31860,1015,1258,596,71184,1288,67967,1441,3217,832,44961,988,37420,1806,7541,1743,53994,938,39949,1741,14045,1680,51631,1171,45040,1642,6591,1186,63593,1100,57003,1392,6590,1164,54715,482,49789,1177,4926,1129,37599,604,37276,562,323,239,23603,506,23492,469,111,156,468517,1018,33193,1225,32478,1443,715,454,66999,1394,65024,1548,1975,782,46401,614,41077,1364,5324,1217,56800,821,49402,1640,7398,1478,58447,941,52117,1455,6330,1233,68418,662,61049,1396,7369,1233,62257,592,56791,1188,5466,1096,42604,513,42213,501,391,249,33398,785,33074,781,324,299,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,290874,931,23594,1094,23156,1188,438,406,31172,1085,30517,1069,655,462,36519,657,32099,1304,4420,1199,62855,689,56651,1759,6204,1752,41896,551,38171,1005,3725,980,36842,559,33570,1203,3272,1109,29786,698,27549,900,2237,629,17199,376,17096,393,103,123,11011,369,11011,369,0,197,330506,735,22630,777,22209,805,421,322,31786,787,31430,869,356,316,44786,304,43103,565,1683,503,73890,230,68908,1389,4982,1327,42116,300,38815,857,3301,832,37648,182,34409,908,3239,945,36052,540,34558,770,1494,510,22029,324,21860,310,169,198,19569,458,19414,488,155,137,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,9208249,7257,659557,7044,606079,7087,53478,4230,1372554,8766,1206436,10293,166118,7124,882948,4529,556906,8647,326042,9225,1132390,4932,665951,11795,466439,10803,1156700,4812,778478,10251,378222,10426,1314127,4954,948081,10073,366046,9984,1147075,3652,912396,7585,234679,7444,877145,3068,863848,3878,13297,2420,665753,3224,660382,3321,5371,1459,9802821,7129,633209,7067,584005,8262,49204,4381,1325823,7564,1158457,10175,167366,8760,880260,4004,604328,9532,275932,9300,1172623,3922,817505,9674,355118,9290,1204043,3884,876833,8910,327210,8771,1390936,3225,1046852,9266,344084,8806,1297511,2428,1038497,6493,259014,6263,1006554,2839,986869,3620,19685,2907,891862,3134,883327,3367,8535,1581,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,4691533,8342,418692,6433,386865,6534,31827,3976,854557,7271,777517,9307,77040,5912,481381,5122,321541,6203,159840,6269,624427,5961,390704,8414,233723,7880,642912,4991,463839,7468,179073,7121,660638,4100,509616,6436,151022,6376,529938,2436,447438,5193,82500,4878,312163,2983,309558,3014,2605,888,166825,2708,165786,2711,1039,548,5027878,8176,398911,6024,373663,5925,25248,2937,820001,6567,734155,8742,85846,6912,492447,4372,359207,7910,133240,7319,674462,5695,460891,7267,213571,6731,713334,4346,551239,7253,162095,6565,704136,3872,557622,6204,146514,5535,593602,2529,493914,5067,99688,5079,364383,2756,360109,2787,4274,1363,266602,2430,263428,2411,3174,1310,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,659117,2704,55605,1534,53795,1681,1810,905,99470,1698,96199,2073,3271,953,61507,1630,52560,2245,8947,1776,89906,2217,77652,2255,12254,1731,81889,1220,73303,1665,8586,1452,90252,1221,82566,1871,7686,1522,89153,417,81399,1451,7754,1407,53534,634,52833,818,701,397,37801,885,37647,874,154,169,682591,1728,53105,1606,51593,1650,1512,470,94385,1525,90515,2002,3870,1139,60040,861,54346,1174,5694,942,91508,877,83641,1461,7867,1309,84996,957,78223,1702,6773,1379,92438,731,84795,1719,7643,1503,91921,535,85144,1270,6777,1187,57878,480,57209,603,669,370,56320,651,55950,724,370,427,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,784512,3345,70179,2196,64504,2286,5675,1583,146680,2474,133797,3421,12883,2241,77676,2194,58435,2477,19241,2504,103558,2381,71444,2786,32114,2626,96927,1952,71563,2573,25364,2515,97870,1437,75806,2465,22064,2275,94753,1154,81166,1595,13587,1261,59858,866,59613,843,245,245,37011,656,36998,659,13,25,791170,3288,67098,2461,63475,2695,3623,1016,139969,2746,126121,2964,13848,2320,77660,1847,57533,2861,20127,2693,101524,2030,77109,2263,24415,2581,95929,1924,71968,2456,23961,2459,102404,1744,81677,2159,20727,2157,96658,1000,80313,1965,16345,2037,62053,919,61784,909,269,262,47875,738,47633,764,242,195,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,6204342,5323,498651,4889,485393,5394,13258,2000,1061822,5209,1023006,5736,38816,3221,618415,3601,462727,7168,155688,5758,871012,3798,610030,7690,260982,7537,827048,2985,647859,5663,179189,5488,881924,2731,726204,6271,155720,6107,741762,1809,645868,4491,95894,4341,421499,2035,415744,2190,5755,1197,282209,1493,280463,1683,1746,612,6494029,5389,483391,4316,470414,4553,12977,2166,1015191,5079,978776,6534,36415,3866,610291,2786,499851,5070,110440,5011,884025,3036,719312,5473,164713,4626,850529,2982,717420,6350,133109,5180,921628,2427,786049,6072,135579,5278,799871,1788,689691,4778,110180,4551,491313,1655,482784,2016,8529,1467,437790,2809,434315,2763,3475,996,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
