GEO_ID,B99163_001E,B99163_002E,B99163_003E,B99163_004E,B99163_005E,NAME,B99163_001EA,B99163_002EA,B99163_003EA,B99163_004EA,B99163_005EA,state
0400000US06,35504620,19781507,15723113,580711,15142402,California,null,null,null,null,null,06
0400000US08,4850587,4025066,825521,48834,776687,Colorado,null,null,null,null,null,08
0400000US09,3397277,2641980,755297,35459,719838,Connecticut,null,null,null,null,null,09
0400000US10,860907,749512,111395,3635,107760,Delaware,null,null,null,null,null,10
0400000US11,593321,494887,98434,9218,89216,District of Columbia,null,null,null,null,null,11
0400000US12,18247223,13156749,5090474,204194,4886280,Florida,null,null,null,null,null,12
0400000US13,9248840,8011696,1237144,47416,1189728,Georgia,null,null,null,null,null,13
0400000US15,1303300,976716,326584,19763,306821,Hawaii,null,null,null,null,null,15
0400000US16,1481992,1327339,154653,6788,147865,Idaho,null,null,null,null,null,16
0400000US17,12061228,9332459,2728769,105341,2623428,Illinois,null,null,null,null,null,17
0400000US18,6113177,5596288,516889,27641,489248,Indiana,null,null,null,null,null,18
0400000US19,2878189,2669592,208597,13765,194832,Iowa,null,null,null,null,null,19
0400000US20,2684487,2384163,300324,10979,289345,Kansas,null,null,null,null,null,20
0400000US21,4103742,3904275,199467,10124,189343,Kentucky,null,null,null,null,null,21
0400000US22,4292613,3931207,361406,13990,347416,Louisiana,null,null,null,null,null,22
0400000US23,1263002,1173631,89371,3322,86049,Maine,null,null,null,null,null,23
0400000US24,5519938,4569988,949950,39113,910837,Maryland,null,null,null,null,null,24
0400000US25,6282285,4878961,1403324,61520,1341804,Massachusetts,null,null,null,null,null,25
0400000US26,9311715,8435447,876268,39746,836522,Michigan,null,null,null,null,null,26
0400000US27,5031558,4480827,550731,30613,520118,Minnesota,null,null,null,null,null,27
0400000US28,2782530,2681713,100817,5768,95049,Mississippi,null,null,null,null,null,28
0400000US29,5647397,5307321,340076,18405,321671,Missouri,null,null,null,null,null,29
0400000US30,946302,906009,40293,2091,38202,Montana,null,null,null,null,null,30
0400000US31,1723524,1530291,193233,7736,185497,Nebraska,null,null,null,null,null,31
0400000US32,2576019,1798403,777616,23640,753976,Nevada,null,null,null,null,null,32
0400000US33,1255212,1155669,99543,4934,94609,New Hampshire,null,null,null,null,null,33
0400000US34,8338003,5805451,2532552,115198,2417354,New Jersey,null,null,null,null,null,34
0400000US35,1942502,1255131,687371,25196,662175,New Mexico,null,null,null,null,null,35
0400000US36,18405939,12803321,5602618,321904,5280714,New York,null,null,null,null,null,36
0400000US37,9140321,8122799,1017522,36585,980937,North Carolina,null,null,null,null,null,37
0400000US38,654508,616306,38202,3537,34665,North Dakota,null,null,null,null,null,38
0400000US39,10854170,10130384,723786,34566,689220,Ohio,null,null,null,null,null,39
0400000US40,3552659,3207801,344858,10103,334755,Oklahoma,null,null,null,null,null,40
0400000US41,3667240,3128836,538404,24080,514324,Oregon,null,null,null,null,null,41
0400000US42,12045220,10767564,1277656,76620,1201036,Pennsylvania,null,null,null,null,null,42
0400000US44,994145,786467,207678,5963,201715,Rhode Island,null,null,null,null,null,44
0400000US45,4429186,4120557,308629,16165,292464,South Carolina,null,null,null,null,null,45
0400000US46,774671,725611,49060,2524,46536,South Dakota,null,null,null,null,null,46
0400000US47,6056220,5649434,406786,17432,389354,Tennessee,null,null,null,null,null,47
0400000US48,24126355,15634457,8491898,236721,8255177,Texas,null,null,null,null,null,48
0400000US49,2597358,2215204,382154,11716,370438,Utah,null,null,null,null,null,49
0400000US50,595000,562919,32081,1103,30978,Vermont,null,null,null,null,null,50
0400000US51,7678796,6491498,1187298,42841,1144457,Virginia,null,null,null,null,null,51
0400000US53,6456039,5213096,1242943,52973,1189970,Washington,null,null,null,null,null,53
0400000US54,1750150,1707835,42315,2718,39597,West Virginia,null,null,null,null,null,54
0400000US55,5375163,4902432,472731,22808,449923,Wisconsin,null,null,null,null,null,55
0400000US56,538396,497464,40932,2719,38213,Wyoming,null,null,null,null,null,56
0400000US72,3457730,184320,3273410,80113,3193297,Puerto Rico,null,null,null,null,null,72
0400000US01,4520215,4288022,232193,13071,219122,Alabama,null,null,null,null,null,01
0400000US02,677515,565366,112149,3031,109118,Alaska,null,null,null,null,null,02
0400000US04,6115483,4458950,1656533,86701,1569832,Arizona,null,null,null,null,null,04
0400000US05,2757475,2567898,189577,5471,184106,Arkansas,null,null,null,null,null,05
