GEO_ID,B10051A_001E,B10051A_001M,B10051A_002E,B10051A_002M,B10051A_003E,B10051A_003M,B10051A_004E,B10051A_004M,B10051A_005E,B10051A_005M,B10051A_006E,B10051A_006M,B10051A_007E,B10051A_007M,NAME,B10051A_001MA,B10051A_001EA,B10051A_002EA,B10051A_002MA,B10051A_003EA,B10051A_003MA,B10051A_004EA,B10051A_004MA,B10051A_005MA,B10051A_005EA,B10051A_006MA,B10051A_006EA,B10051A_007EA,B10051A_007MA,state
0400000US23,17644,2437,7473,1642,5431,1358,2042,674,10171,1613,4999,1186,5172,1111,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,62726,4494,21860,2813,12894,2487,8966,1355,40866,3740,17874,2682,22992,2596,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,83032,4930,24291,3220,14545,2839,9746,1709,58741,4225,21289,2641,37452,3430,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,129546,5793,52729,4168,34940,3718,17789,1835,76817,4628,38537,3473,38280,3052,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,45440,3372,15653,2016,10520,1625,5133,1014,29787,2603,14022,1883,15765,2086,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,43581,4171,24392,2995,15679,2409,8713,1665,19189,2626,10690,2055,8499,1570,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,90211,6056,36876,3685,23908,2886,12968,1750,53335,4163,31353,3339,21982,2342,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,10743,1714,5308,1182,3278,1027,2030,637,5435,1192,2718,909,2717,824,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,18545,2047,8753,1457,5547,1113,3206,986,9792,1417,5554,1045,4238,831,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,42413,3549,14959,2042,8518,1537,6441,1336,27454,3132,13448,2454,14006,2024,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,18569,2280,6043,1252,4009,1036,2034,626,12526,1875,6642,1318,5884,1101,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,100205,5340,27284,2936,15094,2037,12190,1980,72921,4595,25782,3133,47139,3692,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,34977,3102,18668,2815,12111,2222,6557,1499,16309,2123,6315,1238,9994,2103,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,198259,6764,58968,4036,34250,2804,24718,2747,139291,6243,45132,3964,94159,5411,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,117497,6101,60693,4246,40488,3700,20205,1938,56804,4216,27115,3022,29689,2727,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,4490,1079,2127,840,1136,383,991,812,2363,660,1410,564,953,353,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,173958,6792,84011,5770,57572,4755,26439,2572,89947,4662,44555,3355,45392,3113,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,55189,3219,29278,2413,17781,2013,11497,1453,25911,2096,14217,1783,11694,1474,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,56455,4745,22823,3242,13725,2440,9098,1846,33632,3488,15821,2350,17811,2336,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,169820,7580,61892,3559,41197,2812,20695,1958,107928,6386,46449,4818,61479,4470,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,14191,2164,4765,1200,3333,1105,1432,559,9426,1753,3715,1115,5711,1179,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,69397,4755,31980,3154,19289,2547,12691,1915,37417,3829,18428,2745,18989,2438,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5642,1167,1680,582,1152,483,528,264,3962,1142,2189,775,1773,812,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,113702,6623,60673,5014,38704,4095,21969,2546,53029,4307,25608,2620,27421,2757,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,527550,15083,227038,9684,154936,8002,72102,4031,300512,12437,153739,8935,146773,7932,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,49130,3564,17074,2306,9454,1429,7620,1728,32056,2756,16298,2002,15758,2016,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8230,1404,3547,901,2936,864,611,312,4683,1095,1961,548,2722,907,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,101235,5796,40176,3522,24309,2663,15867,2332,61059,4901,27245,3595,33814,2808,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,89217,5305,32378,3422,20125,2825,12253,1906,56839,4371,26975,3265,29864,3056,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,31752,2820,17971,2152,11565,1864,6406,1170,13781,1899,6367,1445,7414,1410,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,53714,3468,19615,2057,12735,1884,6880,1178,34099,2989,19536,2230,14563,1833,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6369,1334,3155,923,1442,496,1713,745,3214,939,1680,671,1534,615,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,72372,4837,33772,3114,19888,2380,13884,1948,38600,3474,15956,2340,22644,2291,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,73183,5515,41530,4299,26438,3489,15092,1824,31653,3043,15421,2170,16232,2175,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,6255,1478,2929,1094,2237,1037,692,302,3326,912,1401,631,1925,625,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,112146,5452,44417,3720,29145,3116,15272,1845,67729,5348,32365,3636,35364,3770,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,52542,3980,29136,3203,18818,2653,10318,1824,23406,2832,14141,2280,9265,1432,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
