GEO_ID,C20005D_001E,C20005D_001M,C20005D_002E,C20005D_002M,C20005D_003E,C20005D_003M,C20005D_004E,C20005D_004M,C20005D_005E,C20005D_005M,C20005D_006E,C20005D_006M,C20005D_007E,C20005D_007M,C20005D_008E,C20005D_008M,C20005D_009E,C20005D_009M,C20005D_010E,C20005D_010M,C20005D_011E,C20005D_011M,C20005D_012E,C20005D_012M,C20005D_013E,C20005D_013M,C20005D_014E,C20005D_014M,C20005D_015E,C20005D_015M,C20005D_016E,C20005D_016M,C20005D_017E,C20005D_017M,C20005D_018E,C20005D_018M,C20005D_019E,C20005D_019M,C20005D_020E,C20005D_020M,C20005D_021E,C20005D_021M,C20005D_022E,C20005D_022M,C20005D_023E,C20005D_023M,C20005D_024E,C20005D_024M,C20005D_025E,C20005D_025M,C20005D_026E,C20005D_026M,C20005D_027E,C20005D_027M,C20005D_028E,C20005D_028M,C20005D_029E,C20005D_029M,C20005D_030E,C20005D_030M,C20005D_031E,C20005D_031M,C20005D_032E,C20005D_032M,C20005D_033E,C20005D_033M,C20005D_034E,C20005D_034M,C20005D_035E,C20005D_035M,C20005D_036E,C20005D_036M,C20005D_037E,C20005D_037M,C20005D_038E,C20005D_038M,C20005D_039E,C20005D_039M,NAME,C20005D_001MA,C20005D_001EA,C20005D_002EA,C20005D_002MA,C20005D_003EA,C20005D_003MA,C20005D_004EA,C20005D_004MA,C20005D_005MA,C20005D_005EA,C20005D_006MA,C20005D_006EA,C20005D_007EA,C20005D_007MA,C20005D_008EA,C20005D_008MA,C20005D_009EA,C20005D_009MA,C20005D_010EA,C20005D_010MA,C20005D_011MA,C20005D_011EA,C20005D_012MA,C20005D_012EA,C20005D_013EA,C20005D_013MA,C20005D_014EA,C20005D_014MA,C20005D_015EA,C20005D_015MA,C20005D_016MA,C20005D_016EA,C20005D_017MA,C20005D_017EA,C20005D_018EA,C20005D_018MA,C20005D_019EA,C20005D_019MA,C20005D_020EA,C20005D_020MA,C20005D_021EA,C20005D_021MA,C20005D_022MA,C20005D_022EA,C20005D_023MA,C20005D_023EA,C20005D_024EA,C20005D_024MA,C20005D_025EA,C20005D_025MA,C20005D_026EA,C20005D_026MA,C20005D_027MA,C20005D_027EA,C20005D_028MA,C20005D_028EA,C20005D_029EA,C20005D_029MA,C20005D_030EA,C20005D_030MA,C20005D_031EA,C20005D_031MA,C20005D_032EA,C20005D_032MA,C20005D_033MA,C20005D_033EA,C20005D_034MA,C20005D_034EA,C20005D_035EA,C20005D_035MA,C20005D_036EA,C20005D_036MA,C20005D_037EA,C20005D_037MA,C20005D_038MA,C20005D_038EA,C20005D_039MA,C20005D_039EA,state
0400000US06,4229305,13907,1966710,8615,965679,9576,0,197,965679,9576,16081,2090,70596,4838,102974,5424,207596,7109,197927,5975,370505,9568,1001031,11253,615384,9739,385647,8263,157268,5873,88557,4530,47037,3162,41987,3055,23989,2675,26809,2278,2262595,8584,789716,11102,0,197,789716,11102,15284,1989,71838,3774,105640,5119,205303,7403,173413,6817,218238,6689,1472879,12438,939855,11643,533024,9983,221657,7323,127264,5536,62938,4430,54947,3523,36171,2912,30047,2755,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,116126,3007,52372,1741,29329,1916,0,189,29329,1916,308,366,2686,786,3956,1078,6430,1313,5232,1026,10717,1318,23043,1905,10650,1426,12393,1799,5563,1046,2684,877,1593,666,1482,656,366,208,705,388,63754,2117,23093,1712,0,189,23093,1712,415,306,4568,973,2683,764,5998,1088,4715,1097,4714,936,40661,2024,23479,1709,17182,1977,7874,1292,3814,893,2031,559,1323,710,1270,856,870,470,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,115005,2014,53706,1540,34023,1622,0,193,34023,1622,289,213,1230,528,3375,971,6088,1246,7975,1223,15066,1479,19683,1663,9801,1156,9882,1454,3949,819,2920,819,1008,467,1033,656,238,212,734,333,61299,1163,22637,1592,0,193,22637,1592,248,228,1622,587,3161,695,5533,858,4663,868,7410,1182,38662,1646,22218,1910,16444,1789,7339,1164,4207,1017,1968,530,1787,653,574,292,569,342,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,24392,1046,11373,768,6581,694,0,182,6581,694,73,128,813,439,690,368,1053,510,1179,482,2773,648,4792,829,3376,721,1416,522,601,437,83,92,229,193,129,120,186,215,188,169,13019,491,4900,794,0,182,4900,794,0,182,161,186,1403,577,1287,553,1221,572,828,361,8119,826,5724,802,2395,573,1060,386,680,366,207,170,5,9,289,198,154,184,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,19862,1312,8179,759,5103,716,0,197,5103,716,67,113,232,219,25,36,759,376,1077,504,2943,665,3076,642,1477,553,1599,549,923,465,199,177,342,275,44,56,63,104,28,50,11683,815,6007,790,0,197,6007,790,0,197,0,197,402,289,1632,700,1633,593,2340,554,5676,918,1995,497,3681,711,2070,520,711,516,274,173,154,158,209,164,263,210,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,396525,5876,179328,3847,92108,4172,0,211,92108,4172,1503,685,11032,2105,14043,1972,21346,2429,17439,2372,26745,2691,87220,4563,47997,3928,39223,3355,15558,2342,11641,1937,4097,1195,4400,1424,1906,629,1621,586,217197,3742,76647,4108,59,108,76588,4120,2303,860,13826,2211,15283,2099,18185,1870,15214,2167,11777,1725,140550,4625,91194,4338,49356,3248,20271,2577,12907,1623,7276,1778,5051,988,1766,639,2085,929,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,262151,4362,124570,2836,69264,3154,0,208,69264,3154,1632,709,8347,1481,8970,1633,13180,1787,13138,2166,23997,2161,55306,3535,28819,2422,26487,3080,11755,1935,6004,1376,3524,1047,2753,989,1153,639,1298,553,137581,2741,46028,2584,0,208,46028,2584,1132,436,8449,1605,8433,1638,11486,2007,7685,1681,8843,1630,91553,3430,62728,3507,28825,2353,13019,1867,7150,1478,3332,1038,2552,820,1834,684,938,440,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,464335,7511,211313,4139,101539,3564,0,177,101539,3564,2202,773,9254,1467,15071,1879,29795,2324,24535,2100,20682,1736,109774,3548,66763,2726,43011,2737,18486,1978,10080,1480,4791,871,5396,1050,2577,781,1681,489,253022,4649,96900,3382,0,177,96900,3382,2271,650,10094,1441,17347,1602,36126,2377,18948,1909,12114,1541,156122,4015,101149,3146,54973,3249,22061,2374,15729,1881,7268,1130,5987,1233,3158,673,770,356,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,17130,2184,7448,1391,4053,870,0,187,4053,870,0,187,388,261,680,554,1065,539,810,507,1110,469,3395,1078,1012,635,2383,802,1025,485,1054,607,93,165,56,85,110,151,45,77,9682,1262,3228,844,0,187,3228,844,106,114,502,444,523,422,1292,627,388,260,417,269,6454,1133,3332,810,3122,780,1952,761,674,347,342,269,101,125,53,94,0,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,499039,4431,237305,2968,131227,3802,0,179,131227,3802,1820,701,9266,1989,14728,1987,25721,2534,28422,2483,51270,2698,106078,4004,57318,3113,48760,3336,20130,2011,10602,1560,6929,1163,5214,1182,3092,899,2793,747,261734,2764,96531,3416,0,179,96531,3416,1587,490,9112,1692,12066,1501,23231,2543,22839,2092,27696,2586,165203,3590,103415,4191,61788,3166,27081,2459,14711,1826,7640,1306,6081,1260,3856,1008,2419,674,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
