GEO_ID,B05010_001E,B05010_001M,B05010_002E,B05010_002M,B05010_003E,B05010_003M,B05010_004E,B05010_004M,B05010_005E,B05010_005M,B05010_006E,B05010_006M,B05010_007E,B05010_007M,B05010_008E,B05010_008M,B05010_009E,B05010_009M,B05010_010E,B05010_010M,B05010_011E,B05010_011M,B05010_012E,B05010_012M,B05010_013E,B05010_013M,B05010_014E,B05010_014M,B05010_015E,B05010_015M,B05010_016E,B05010_016M,B05010_017E,B05010_017M,B05010_018E,B05010_018M,B05010_019E,B05010_019M,B05010_020E,B05010_020M,B05010_021E,B05010_021M,B05010_022E,B05010_022M,B05010_023E,B05010_023M,B05010_024E,B05010_024M,B05010_025E,B05010_025M,NAME,B05010_001MA,B05010_001EA,B05010_002MA,B05010_002EA,B05010_003MA,B05010_003EA,B05010_004MA,B05010_004EA,B05010_005MA,B05010_005EA,B05010_006EA,B05010_006MA,B05010_007EA,B05010_007MA,B05010_008MA,B05010_008EA,B05010_009EA,B05010_009MA,B05010_010MA,B05010_010EA,B05010_011EA,B05010_011MA,B05010_012EA,B05010_012MA,B05010_013MA,B05010_013EA,B05010_014EA,B05010_014MA,B05010_015MA,B05010_015EA,B05010_016MA,B05010_016EA,B05010_017EA,B05010_017MA,B05010_018EA,B05010_018MA,B05010_019MA,B05010_019EA,B05010_020MA,B05010_020EA,B05010_021MA,B05010_021EA,B05010_022EA,B05010_022MA,B05010_023EA,B05010_023MA,B05010_024MA,B05010_024EA,B05010_025MA,B05010_025EA,state
0400000US06,8811331,14490,2044767,32091,843502,23557,172907,10556,567692,21616,102903,9558,1201265,26596,649863,20795,551402,16156,2088286,33815,1245502,29556,331584,16351,717340,22689,196578,11326,842784,21214,496801,17870,345983,13077,4678278,38298,3699804,40227,2013194,32355,1040866,23339,645744,17711,978474,23919,711817,17128,266657,13168,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1176281,5427,209712,12281,82857,8079,37290,5075,36912,6256,8655,2299,126855,10018,102487,8952,24368,4597,247236,9425,149842,8650,85381,6716,45672,6471,18789,4439,97394,6550,81091,6898,16303,3583,719333,12067,587614,12017,493282,10702,42377,4292,51955,4900,131719,7979,120132,7455,11587,2564,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,764160,3553,109728,7197,25337,4106,14413,3118,8465,1967,2459,1360,84391,6392,72915,5284,11476,2956,114731,7080,54489,5866,28783,4181,19427,4127,6279,2026,60242,4885,49609,4926,10633,2042,539701,7954,433317,8455,330855,9213,60484,5049,41978,4525,106384,6225,93555,5624,12829,2330,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,191503,2296,31932,4094,10772,3140,7382,2710,1937,1285,1453,1238,21160,3122,17489,2770,3671,1937,44140,5273,19829,3748,12711,3008,6054,2137,1064,635,24311,3833,21627,3524,2684,1341,115431,5467,85972,5024,68897,4441,10494,2099,6581,1741,29459,3302,27259,3169,2200,968,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101051,1655,26138,3511,3481,1849,992,903,2175,1136,314,516,22657,3408,20871,3356,1786,848,20369,3505,4952,1384,1564,788,3103,1264,285,428,15417,2920,12623,2711,2794,1353,54544,3352,37061,2877,25036,2967,6567,1840,5458,1587,17483,2476,14600,2375,2883,925,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3795358,9968,936963,24437,289327,16212,120112,9132,123740,11087,45475,7451,647636,21387,467297,17783,180339,14140,961716,22635,522578,17994,275534,13806,183530,10706,63514,7514,439138,17148,325737,14773,113401,9001,1896679,25862,1468555,25402,1011375,20202,250861,11462,206319,9874,428124,16213,346331,14412,81793,7337,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2364265,10060,624682,21299,184118,12361,93215,8336,77644,7683,13259,4252,440564,19504,380816,17970,59748,7601,558317,21534,301416,16557,205308,13556,77807,8409,18301,3215,256901,14545,223261,12545,33640,7759,1181266,21668,953621,20641,792074,17951,99062,7836,62485,6114,227645,9152,204178,9056,23467,4013,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,285907,3074,47630,5046,15762,3040,8725,2587,5036,1405,2001,949,31868,4139,25385,3627,6483,2235,54527,4501,32326,3325,19060,2983,8019,2101,5247,1509,22201,3153,18492,3031,3709,1276,183750,5423,147960,5529,100998,4923,23194,2961,23768,2933,35790,3269,30001,2920,5789,1535,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,410264,3125,83069,7448,35775,4632,25879,3616,8248,2369,1648,934,47294,6115,39895,5256,7399,2738,119759,7410,85380,6271,67959,5399,9992,2505,7429,2840,34379,4658,31778,4687,2601,990,207436,8381,177985,7842,162776,7742,5377,1771,9832,2278,29451,4635,27721,4548,1730,933,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2943497,6908,592233,17343,181185,12018,71681,5835,88150,8774,21354,4670,411048,13767,341245,11675,69803,6994,619907,17943,349349,14822,167508,9884,148199,10666,33642,4879,270558,10687,213668,9921,56890,5766,1731357,18892,1419475,18062,1102591,16906,202747,10009,114137,8759,311882,11254,269952,10128,41930,4218,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
