GEO_ID,B24021_001E,B24021_001M,B24021_002E,B24021_002M,B24021_003E,B24021_003M,B24021_004E,B24021_004M,B24021_005E,B24021_005M,B24021_006E,B24021_006M,B24021_007E,B24021_007M,B24021_008E,B24021_008M,B24021_009E,B24021_009M,B24021_010E,B24021_010M,B24021_011E,B24021_011M,B24021_012E,B24021_012M,B24021_013E,B24021_013M,B24021_014E,B24021_014M,B24021_015E,B24021_015M,B24021_016E,B24021_016M,B24021_017E,B24021_017M,B24021_018E,B24021_018M,B24021_019E,B24021_019M,B24021_020E,B24021_020M,B24021_021E,B24021_021M,B24021_022E,B24021_022M,B24021_023E,B24021_023M,B24021_024E,B24021_024M,B24021_025E,B24021_025M,B24021_026E,B24021_026M,B24021_027E,B24021_027M,B24021_028E,B24021_028M,B24021_029E,B24021_029M,B24021_030E,B24021_030M,B24021_031E,B24021_031M,B24021_032E,B24021_032M,B24021_033E,B24021_033M,B24021_034E,B24021_034M,B24021_035E,B24021_035M,B24021_036E,B24021_036M,NAME,B24021_001EA,B24021_001MA,B24021_002EA,B24021_002MA,B24021_003EA,B24021_003MA,B24021_004MA,B24021_004EA,B24021_005MA,B24021_005EA,B24021_006EA,B24021_006MA,B24021_007EA,B24021_007MA,B24021_008EA,B24021_008MA,B24021_009MA,B24021_009EA,B24021_010MA,B24021_010EA,B24021_011MA,B24021_011EA,B24021_012MA,B24021_012EA,B24021_013MA,B24021_013EA,B24021_014MA,B24021_014EA,B24021_015MA,B24021_015EA,B24021_016MA,B24021_016EA,B24021_017MA,B24021_017EA,B24021_018EA,B24021_018MA,B24021_019EA,B24021_019MA,B24021_020MA,B24021_020EA,B24021_021MA,B24021_021EA,B24021_022MA,B24021_022EA,B24021_023MA,B24021_023EA,B24021_024EA,B24021_024MA,B24021_025MA,B24021_025EA,B24021_026MA,B24021_026EA,B24021_027MA,B24021_027EA,B24021_028MA,B24021_028EA,B24021_029EA,B24021_029MA,B24021_030EA,B24021_030MA,B24021_031MA,B24021_031EA,B24021_032MA,B24021_032EA,B24021_033MA,B24021_033EA,B24021_034EA,B24021_034MA,B24021_035EA,B24021_035MA,B24021_036EA,B24021_036MA,state
0400000US06,46435,187,71623,249,71883,404,77143,649,64649,1453,86607,970,89851,1876,90020,2780,73383,3217,60075,829,46851,774,100403,2118,58347,1558,56847,2514,75667,1320,90811,1022,46079,1159,26382,214,30041,591,66363,1576,40604,1845,81032,831,21755,244,24789,515,23736,464,40401,170,41753,340,39093,519,37872,994,21553,402,40826,520,42613,1188,31754,235,31474,316,40194,515,25542,522,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,45782,437,62126,397,65703,1103,70411,1614,58696,2738,80317,1903,80778,1265,81708,2588,68560,4350,47738,1233,42591,2146,76597,10614,45818,1354,46365,3722,61178,808,68412,3361,39950,3871,26559,484,29742,1697,50323,2380,41232,5544,55197,3457,20616,635,25166,1106,24269,1703,38741,765,42465,2313,36645,487,41102,542,25465,2028,40848,596,44033,2891,36228,870,35865,1165,40772,1179,30251,2170,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,54365,898,75780,748,83575,3054,91214,2148,76950,1641,81655,1546,82253,4901,82053,4457,77264,6119,60726,1248,51230,2690,96759,10638,60558,1598,55579,2541,72358,1913,80596,1989,53317,4354,33732,1528,34840,1622,65357,4545,49299,11178,75657,7260,26338,1296,31425,1084,33125,3491,45806,755,52168,1634,42258,575,50151,1746,21910,14927,48284,4022,51558,1746,40069,1700,40453,1393,45777,2595,27791,3142,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,45928,820,61637,1073,66360,3338,71195,2444,59411,5684,70068,6298,65672,8629,83284,11579,61674,11075,47657,2663,44539,5106,84446,25884,52764,5351,38046,5459,62361,6109,71497,2158,41455,2404,29046,1139,32204,2900,45990,5877,31677,5048,54250,7261,20809,1014,28063,2659,27952,5347,39134,1483,40617,3099,38580,1472,47694,4622,31588,3498,41896,1500,52460,4324,40241,2818,38717,4469,46180,6745,29063,2651,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,62292,1256,81021,1660,86146,3599,91341,3226,80072,5443,82807,4285,81121,4080,78736,24326,90929,8476,72734,5652,60276,8881,117190,18379,47547,5168,67286,11105,76944,14472,85679,18385,37368,15387,30866,1377,31834,4602,54141,12051,49278,11320,62266,22964,23696,3429,27045,2544,30550,5124,47832,3062,44935,7520,48766,3250,34112,2491,-666666666,-222222222,34814,2467,32952,4491,32326,3474,30545,6009,35147,5036,31963,16145,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,37270,190,52284,269,57267,1278,61156,704,51414,563,64747,2085,65815,1568,66493,2944,55389,5180,42000,348,38757,2104,61910,1844,40511,387,45280,1926,56635,1181,65990,1173,38032,1370,24861,364,26306,432,41784,640,36516,1540,47037,1296,21490,336,21424,368,22216,717,32291,226,36071,681,31284,253,32674,928,21291,947,31511,416,38009,1627,31131,417,30795,575,35211,1063,25637,1365,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,40420,210,57686,986,64843,2336,66865,1320,60476,1408,70738,1313,73062,3231,69128,4548,58449,6232,47039,709,39866,2229,76675,6636,46371,779,46602,3439,54683,1907,65504,2601,38309,2789,24416,557,25956,704,36576,855,35934,1646,36958,962,18761,1230,21939,545,21915,957,35101,587,40720,748,32124,347,35860,665,21615,1969,31287,780,41524,666,31215,424,30326,596,39589,2538,26336,879,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,41880,437,57561,2348,60669,1663,63732,3185,51741,1985,62961,2774,63197,5023,65655,6750,52391,13022,50128,2010,44962,3447,69375,10596,48732,2544,43664,9234,70844,4936,81581,7319,44420,4087,31546,625,31377,1276,46501,6951,35252,4958,62021,3800,29326,1876,31275,897,27956,4717,35909,745,35531,2510,36020,671,43913,3947,14797,11754,50012,3177,45281,4562,37914,3077,45452,7057,36494,2804,30599,8930,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,37040,548,50816,818,51654,1156,52242,2627,48029,5001,61755,3086,60689,7817,66998,9307,52663,14053,41377,1609,35789,3334,61649,14153,41526,1349,36779,8189,52393,2976,60946,2795,31711,3446,24293,1196,24556,934,46708,4379,51573,3202,45193,4753,18718,2819,23673,2661,20686,2597,31243,741,36505,2346,29041,1221,35346,1274,25766,2119,36932,2721,40429,3152,35157,1881,32341,2091,42058,1736,30149,3752,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,46031,263,64340,978,71162,691,75414,1143,64849,1988,74765,1716,76974,1735,73754,2548,61349,3622,51167,454,41600,962,90683,10852,50541,626,50768,1465,60912,692,68604,2560,41187,847,26742,291,26705,487,60985,823,42637,3853,68555,2881,21611,355,26064,655,22717,977,39563,680,46729,775,36030,337,46823,983,30660,1463,49565,2106,46779,1088,35903,449,35162,867,41864,569,30565,551,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,40288,198,53103,994,59622,2183,61936,908,51718,1299,61951,917,61671,1388,65973,1764,50732,2184,43600,1050,36689,1425,61287,3915,45811,971,41322,1061,52232,1275,60975,857,36055,1402,24526,628,25408,765,42037,1780,36664,4175,45080,4067,17643,830,25886,697,22691,1430,33967,777,40432,624,31788,291,42339,1075,30662,2721,41880,1005,44826,2255,36701,416,36914,496,42040,920,30407,885,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,40788,259,52223,490,56449,1418,60121,2608,52923,2845,64776,2214,66056,1622,66390,2414,51703,2787,44264,1339,37730,2013,61357,8995,46278,1378,42363,2335,51763,1109,57414,3315,39038,2407,25100,748,25565,845,50070,3119,41614,5965,52745,1466,20163,1079,28210,2011,21326,916,35326,421,40255,926,32666,670,40345,561,31095,1324,40744,825,41467,834,36481,501,37062,704,40982,1132,30940,939,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,40066,400,51866,470,56152,1258,58279,3486,52274,1618,66354,1782,65227,3691,75561,3281,55382,7362,42319,813,36123,949,67447,5705,42327,818,42452,4915,54858,2483,61723,1243,37542,2734,24960,705,23210,1209,41320,2134,41646,7175,41190,2073,18813,1263,24899,1486,23606,1510,34908,946,41579,1280,31632,447,37273,922,30406,1038,36525,1216,41305,1462,35229,736,35614,1079,40217,1792,29916,1983,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38322,727,50908,371,55203,1245,59480,3674,50594,1016,60581,1295,60761,1881,65757,2954,45739,5135,43682,1324,38499,1934,60717,13666,44697,1233,42700,5278,51021,935,61155,1100,33082,2053,21999,445,23320,1254,37366,1995,35739,3482,40347,4156,16824,606,22398,1849,20282,1012,31666,366,36970,1199,30474,372,41122,725,24263,1996,41711,1272,41638,1021,35260,620,36451,720,39077,2116,27230,1828,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,39906,676,51879,428,57056,1607,61564,1079,50322,1571,66992,2766,61070,3311,75155,3600,58588,8164,42706,1074,37013,1894,71771,3461,42019,645,37927,7874,55432,2125,65031,2719,35667,2228,22024,479,21265,1044,37855,3022,32354,3358,41794,2167,17400,935,21296,674,20877,867,31748,409,35209,1547,30960,467,40819,767,31202,2374,40934,1033,41768,1215,40987,920,47629,2366,40265,2113,29714,3793,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
