GEO_ID,C18101_001E,C18101_001M,C18101_002E,C18101_002M,C18101_003E,C18101_003M,C18101_004E,C18101_004M,C18101_005E,C18101_005M,C18101_006E,C18101_006M,C18101_007E,C18101_007M,C18101_008E,C18101_008M,C18101_009E,C18101_009M,C18101_010E,C18101_010M,C18101_011E,C18101_011M,C18101_012E,C18101_012M,C18101_013E,C18101_013M,C18101_014E,C18101_014M,C18101_015E,C18101_015M,C18101_016E,C18101_016M,C18101_017E,C18101_017M,C18101_018E,C18101_018M,C18101_019E,C18101_019M,C18101_020E,C18101_020M,C18101_021E,C18101_021M,NAME,C18101_001EA,C18101_001MA,C18101_002EA,C18101_002MA,C18101_003MA,C18101_003EA,C18101_004MA,C18101_004EA,C18101_005MA,C18101_005EA,C18101_006EA,C18101_006MA,C18101_007EA,C18101_007MA,C18101_008MA,C18101_008EA,C18101_009MA,C18101_009EA,C18101_010MA,C18101_010EA,C18101_011EA,C18101_011MA,C18101_012EA,C18101_012MA,C18101_013EA,C18101_013MA,C18101_014MA,C18101_014EA,C18101_015MA,C18101_015EA,C18101_016MA,C18101_016EA,C18101_017EA,C18101_017MA,C18101_018EA,C18101_018MA,C18101_019EA,C18101_019MA,C18101_020MA,C18101_020EA,C18101_021MA,C18101_021EA,state
0400000US06,37524274,5678,18510580,6787,4711947,3872,177009,5829,4534938,6974,11816597,6723,950454,15297,10866143,16115,1982036,3012,675750,8848,1306286,8850,19013694,5371,4511541,3767,105272,5840,4406269,6539,11981784,4242,940941,14860,11040843,15552,2520369,2794,972112,10149,1548257,10543,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5094766,2656,2528913,4620,626825,2688,25841,2322,600984,3347,1633437,3669,138466,6128,1494971,7143,268651,1391,86009,3165,182642,3335,2565853,3561,602183,2712,16810,2048,585373,3044,1636726,2764,138305,6046,1498421,6479,326944,1422,107107,3530,219837,3540,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3534619,1149,1715299,2409,405052,1503,19526,2173,385526,2601,1091233,2202,93978,4545,997255,4593,219014,1191,64698,2750,154316,2823,1819320,2365,386773,1500,11719,1653,375054,2272,1141926,1728,89811,4626,1052115,4953,290621,1391,96886,2871,193735,3035,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,902915,849,434398,1313,104302,816,4945,1131,99357,1441,268894,960,25169,2412,243725,2629,61202,569,18797,1413,42405,1488,468517,1018,100192,812,2866,782,97326,992,292323,787,31233,2165,261090,2183,76002,683,25137,1669,50865,1708,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,621380,727,290874,931,54766,360,3351,840,51415,916,207898,794,19532,2139,188366,2105,28210,316,8329,1293,19881,1252,330506,735,54416,271,2365,816,52051,890,234492,636,22413,2114,212079,2152,41598,482,15101,1383,26497,1394,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19011070,3625,9208249,7257,2032111,5212,96783,5515,1935328,6877,5633240,5919,581366,12814,5051874,13239,1542898,3018,501864,10454,1041034,10552,9802821,7129,1959032,5430,62541,4279,1896491,7161,5945373,4955,572408,12213,5372965,12697,1898416,3412,645376,9631,1253040,9556,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9719411,3607,4691533,8342,1273249,6100,64103,4793,1209146,7125,2939296,6247,319924,10276,2619372,10944,478988,2652,174812,5488,304176,5267,5027878,8176,1218912,6320,34104,3635,1184808,7294,3177981,6012,325808,8867,2852173,10487,630985,2925,249734,5288,381251,5626,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1341708,2427,659117,2704,155075,898,5658,1193,149417,1463,412707,2804,36633,3218,376074,4366,91335,939,31110,1645,60225,1769,682591,1728,147490,907,2973,843,144517,1220,420903,1332,30635,2911,390268,3412,114198,669,39613,2208,74585,2098,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1575682,687,784512,3345,216859,2382,13020,2252,203839,3263,470784,2062,54363,4063,416421,4185,96869,875,35771,2033,61098,1903,791170,3288,207067,2312,6267,1524,200800,2792,474175,2041,49126,4020,425049,4775,109928,1077,36747,2353,73181,2355,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12698371,1130,6204342,5323,1560473,3036,67866,3774,1492607,4127,3940161,4352,337724,8163,3602437,8668,703708,1879,231221,4153,472487,4649,6494029,5389,1498582,3071,41613,3315,1456969,4149,4066344,4048,337369,8727,3728975,8874,929103,2947,340820,6186,588283,6100,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6437142,986,3151875,3967,811985,3384,48060,3427,763925,4326,1966997,3612,223224,6745,1743773,7014,372893,1829,133899,3852,238994,4189,3285267,3952,773450,3192,28103,2645,745347,3488,2031261,3030,219703,5715,1811558,6147,480556,1774,174458,4326,306098,4471,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3028864,500,1499872,3681,369206,3079,16787,1666,352419,3486,934508,2170,89015,4200,845493,4858,196158,1233,64908,2524,131250,2673,1528992,3772,351221,2776,11589,1666,339632,3164,928245,2381,82325,3186,845920,3270,249526,1767,78047,2595,171479,2668,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
