GEO_ID,C05003B_001E,C05003B_001M,C05003B_002E,C05003B_002M,C05003B_003E,C05003B_003M,C05003B_004E,C05003B_004M,C05003B_005E,C05003B_005M,C05003B_006E,C05003B_006M,C05003B_007E,C05003B_007M,C05003B_008E,C05003B_008M,C05003B_009E,C05003B_009M,C05003B_010E,C05003B_010M,C05003B_011E,C05003B_011M,C05003B_012E,C05003B_012M,C05003B_013E,C05003B_013M,C05003B_014E,C05003B_014M,C05003B_015E,C05003B_015M,NAME,C05003B_001MA,C05003B_001EA,C05003B_002MA,C05003B_002EA,C05003B_003MA,C05003B_003EA,C05003B_004MA,C05003B_004EA,C05003B_005EA,C05003B_005MA,C05003B_006MA,C05003B_006EA,C05003B_007MA,C05003B_007EA,C05003B_008EA,C05003B_008MA,C05003B_009MA,C05003B_009EA,C05003B_010EA,C05003B_010MA,C05003B_011EA,C05003B_011MA,C05003B_012MA,C05003B_012EA,C05003B_013MA,C05003B_013EA,C05003B_014EA,C05003B_014MA,C05003B_015EA,C05003B_015MA,state
0400000US06,2263723,17267,1121222,9099,278605,5879,273820,5901,4785,1120,842617,6082,768951,7067,73666,4520,1142501,10432,258693,6563,254178,6689,4515,1284,883808,6467,812871,8205,70937,4605,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,218292,5494,116679,3577,32856,2162,30083,2203,2773,975,83823,2522,69753,2857,14070,2063,101613,3457,29072,2103,26919,2133,2153,843,72541,2096,59962,2496,12579,2182,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,366350,6418,175349,3561,49258,2058,46739,2436,2519,987,126091,2631,95217,3822,30874,3577,191001,3950,46705,2423,44600,2410,2105,639,144296,2748,110809,3533,33487,2822,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,196950,2945,93142,1558,27006,1168,26624,1156,382,289,66136,967,61086,1261,5050,994,103808,2046,25570,1510,25147,1460,423,329,78238,1257,70202,2176,8036,1854,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,313224,2333,141876,1419,34044,736,33469,816,575,399,107832,1049,97188,2191,10644,2267,171348,1281,33352,681,32824,695,528,389,137996,1034,127198,2065,10798,2055,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3105799,17159,1486894,11861,426289,7054,405857,7477,20432,2585,1060605,7740,795690,8719,264915,8969,1618905,10060,417389,6043,398273,6454,19116,2609,1201516,6308,875317,9848,326199,9132,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3063367,11970,1444033,7508,435164,5534,430350,5576,4814,1420,1008869,4834,942887,6784,65982,5339,1619334,7984,415967,6110,409989,6081,5978,1797,1203367,4674,1126610,8061,76757,7220,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,25613,1698,16314,1106,2817,511,2670,530,147,183,13497,925,12789,971,708,427,9299,937,3102,490,3010,512,92,128,6197,714,5557,724,640,490,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8759,1444,5766,996,1072,614,1072,614,0,187,4694,789,4206,613,488,407,2993,1176,1319,749,997,589,322,406,1674,745,1260,612,414,371,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1853436,9027,868109,5416,243938,3836,240393,3756,3545,970,624171,4036,596048,4998,28123,3409,985327,5696,243193,3872,239652,3960,3541,1008,742134,3829,716657,4388,25477,3032,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
