GEO_ID,B18130_001E,B18130_001M,B18130_002E,B18130_002M,B18130_003E,B18130_003M,B18130_004E,B18130_004M,B18130_005E,B18130_005M,B18130_006E,B18130_006M,B18130_007E,B18130_007M,B18130_008E,B18130_008M,B18130_009E,B18130_009M,B18130_010E,B18130_010M,B18130_011E,B18130_011M,B18130_012E,B18130_012M,B18130_013E,B18130_013M,B18130_014E,B18130_014M,B18130_015E,B18130_015M,B18130_016E,B18130_016M,B18130_017E,B18130_017M,B18130_018E,B18130_018M,B18130_019E,B18130_019M,B18130_020E,B18130_020M,B18130_021E,B18130_021M,B18130_022E,B18130_022M,B18130_023E,B18130_023M,B18130_024E,B18130_024M,B18130_025E,B18130_025M,B18130_026E,B18130_026M,B18130_027E,B18130_027M,B18130_028E,B18130_028M,B18130_029E,B18130_029M,B18130_030E,B18130_030M,B18130_031E,B18130_031M,B18130_032E,B18130_032M,B18130_033E,B18130_033M,B18130_034E,B18130_034M,B18130_035E,B18130_035M,B18130_036E,B18130_036M,B18130_037E,B18130_037M,B18130_038E,B18130_038M,B18130_039E,B18130_039M,B18130_040E,B18130_040M,B18130_041E,B18130_041M,B18130_042E,B18130_042M,B18130_043E,B18130_043M,NAME,B18130_001EA,B18130_001MA,B18130_002EA,B18130_002MA,B18130_003MA,B18130_003EA,B18130_004EA,B18130_004MA,B18130_005EA,B18130_005MA,B18130_006EA,B18130_006MA,B18130_007EA,B18130_007MA,B18130_008MA,B18130_008EA,B18130_009MA,B18130_009EA,B18130_010EA,B18130_010MA,B18130_011EA,B18130_011MA,B18130_012EA,B18130_012MA,B18130_013EA,B18130_013MA,B18130_014EA,B18130_014MA,B18130_015EA,B18130_015MA,B18130_016EA,B18130_016MA,B18130_017EA,B18130_017MA,B18130_018EA,B18130_018MA,B18130_019MA,B18130_019EA,B18130_020MA,B18130_020EA,B18130_021EA,B18130_021MA,B18130_022EA,B18130_022MA,B18130_023EA,B18130_023MA,B18130_024EA,B18130_024MA,B18130_025MA,B18130_025EA,B18130_026MA,B18130_026EA,B18130_027MA,B18130_027EA,B18130_028EA,B18130_028MA,B18130_029EA,B18130_029MA,B18130_030EA,B18130_030MA,B18130_031MA,B18130_031EA,B18130_032MA,B18130_032EA,B18130_033EA,B18130_033MA,B18130_034EA,B18130_034MA,B18130_035MA,B18130_035EA,B18130_036MA,B18130_036EA,B18130_037MA,B18130_037EA,B18130_038MA,B18130_038EA,B18130_039EA,B18130_039MA,B18130_040EA,B18130_040MA,B18130_041MA,B18130_041EA,B18130_042MA,B18130_042EA,B18130_043MA,B18130_043EA,state
0400000US06,37219610,9501,2497081,4717,17049,2576,5869,1518,11180,1980,2480032,5050,621650,13462,1858382,13257,6607109,6144,257830,7622,82751,5912,175079,6364,6349279,8937,1457102,26113,4892177,25067,9080969,7626,401925,10863,119557,6342,282368,8540,8679044,12553,1669615,22451,7009429,25162,14532098,7218,1482344,19195,404000,11351,1078344,17663,13049754,19390,1494898,22305,11554856,29573,2511674,3597,609594,10718,90318,5164,519276,10314,1902080,10926,149872,6142,1752208,12467,1990679,3486,1038268,8543,139331,5376,898937,9470,952411,8423,88374,4620,864037,8466,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5047369,3540,332800,2048,3905,1165,677,421,3228,1124,328895,2506,66300,5091,262595,5197,880034,3205,38242,2799,9997,1636,28245,2382,841792,3986,146996,8307,694796,9221,1192489,4134,56640,4149,16662,2266,39978,3335,1135849,5539,205372,7674,930477,9252,2046451,4028,218083,8137,56229,4241,161854,6716,1828368,9293,145406,6107,1682962,10466,354425,2115,78137,3409,9413,1563,68724,3397,276288,3506,15299,1710,260989,3754,241170,1866,114979,3597,12313,1329,102666,3242,126191,3547,9573,1690,116618,3358,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3479573,1863,190738,1271,1406,670,230,253,1176,608,189332,1437,32687,3426,156645,3728,594042,1490,29440,2797,7757,1521,21683,2562,564602,3090,75862,5548,488740,5792,706677,2536,37140,3517,8851,1481,28289,2970,669537,4077,91932,6180,577605,7536,1478481,2386,144402,5368,37212,3382,107190,4826,1334079,5531,82873,5302,1251206,7167,278041,1406,55219,2761,6554,1090,48665,2603,222822,3216,11098,1482,211724,3618,231594,1130,106365,2987,9291,1607,97074,3191,125229,3048,8043,1095,117186,2940,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,888425,1535,54880,749,880,727,664,735,216,230,54000,1014,11277,1849,42723,2106,145964,1035,6703,1397,975,568,5728,1274,139261,1620,21959,3153,117302,3293,191316,1139,10014,1370,1909,740,8105,1329,181302,1909,30030,3598,151272,3816,359061,1230,46069,3140,9534,1465,36535,2921,312992,3254,20870,2340,292122,3929,80203,876,16962,1415,1849,522,15113,1401,63241,1542,3714,886,59527,1561,57001,993,26972,1564,2592,574,24380,1644,30029,1614,1934,544,28095,1539,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,596222,982,38511,405,301,261,57,92,244,252,38210,472,8676,1505,29534,1580,69366,539,5352,1283,3243,1024,2109,717,64014,1358,16647,2450,47367,2777,194521,957,7676,1113,2872,843,4804,975,186845,1563,36885,3582,149960,3876,224016,1048,32399,2389,12512,1812,19887,2115,191617,2398,19525,2243,172092,3296,39228,442,10451,1336,1922,655,8529,1242,28777,1302,2760,802,26017,1253,30580,591,12979,1313,2163,620,10816,1341,17601,1350,1456,446,16145,1383,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18875285,6505,1054930,3971,6877,1598,2473,841,4404,1298,1048053,4183,296509,8866,751544,8872,2886710,6154,149227,7093,52957,4775,96270,5797,2737483,8701,648797,20293,2088686,20381,3981964,7458,217789,11086,70000,5033,147789,8969,3764175,12617,784294,17800,2979881,21713,7510367,7784,934509,17981,258847,9377,675662,15649,6575858,19452,771848,15822,5804010,25317,1883699,4661,424652,10739,62115,4345,362537,9314,1459047,10663,122133,6517,1336914,11798,1557615,4548,722588,10807,87350,5765,635238,10100,835027,10698,80437,4898,754590,11804,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9616298,5009,663740,3784,5751,1764,2004,784,3747,1674,657989,4059,203245,9381,454744,9441,1803722,5055,91025,6296,35479,3989,55546,4883,1712697,7489,431312,15500,1281385,15246,2194787,7562,132363,7185,47712,4339,84651,5680,2062424,9463,466605,12160,1595819,14140,3844076,7658,511432,11686,146360,6965,365072,10466,3332644,13535,391264,12011,2941380,18142,676546,4340,191104,5494,29055,2590,162049,5556,485442,5774,38316,3210,447126,6079,433427,3896,233442,4794,36706,2712,196736,5188,199985,4494,20043,1867,179942,4577,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1330687,2566,88423,420,131,130,0,177,131,130,88292,451,15650,2092,72642,2167,210943,1001,8474,1439,2258,796,6216,1125,202469,1762,33325,3849,169144,3967,295375,2399,12810,1901,2788,1019,10022,1827,282565,3177,36842,3369,245723,4252,530413,1604,54357,3706,12304,1856,42053,3729,476056,3809,39183,3517,436873,4578,111412,815,24240,2171,2707,747,21533,2041,87172,2271,4411,793,82761,2159,94121,725,46483,2075,3878,874,42605,2036,47638,2120,3123,887,44515,2359,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1563253,1841,112354,1890,471,439,69,64,402,425,111883,2004,27445,2776,84438,3211,306563,2367,18414,2611,6505,1527,11909,2220,288149,3535,52513,6050,235636,6275,353035,2450,22722,2723,9132,1811,13590,1956,330313,3735,71568,4908,258745,5806,584504,2515,80568,4810,18231,2185,62337,3788,503936,5184,42949,3787,460987,6279,121911,1222,29656,2312,4176,1084,25480,2211,92255,2287,6531,2180,85724,2814,84886,853,42862,2265,5455,1124,37407,2193,42024,2255,3892,1000,38132,2448,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12566464,4333,802076,2916,6073,1344,1936,615,4137,1263,796003,3358,184631,6603,611372,6872,2217857,4589,99845,5075,31832,3050,68013,3907,2118012,6821,405873,14083,1712139,16565,2891128,4408,137459,6188,40597,2944,96862,5191,2753669,7809,502430,13594,2251239,11878,5022592,5248,535214,11656,145768,6003,389446,9158,4487378,12227,393424,9049,4093954,13928,912812,2546,219026,5392,29953,2673,189073,5229,693786,5705,44529,3301,649257,5761,719999,3173,353015,6077,41079,2271,311936,5826,366984,6591,28510,2050,338474,6826,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
