GEO_ID,B24010I_001E,B24010I_001M,B24010I_002E,B24010I_002M,B24010I_003E,B24010I_003M,B24010I_004E,B24010I_004M,B24010I_005E,B24010I_005M,B24010I_006E,B24010I_006M,B24010I_007E,B24010I_007M,B24010I_008E,B24010I_008M,B24010I_009E,B24010I_009M,B24010I_010E,B24010I_010M,B24010I_011E,B24010I_011M,B24010I_012E,B24010I_012M,B24010I_013E,B24010I_013M,B24010I_014E,B24010I_014M,B24010I_015E,B24010I_015M,B24010I_016E,B24010I_016M,B24010I_017E,B24010I_017M,B24010I_018E,B24010I_018M,B24010I_019E,B24010I_019M,B24010I_020E,B24010I_020M,B24010I_021E,B24010I_021M,B24010I_022E,B24010I_022M,B24010I_023E,B24010I_023M,B24010I_024E,B24010I_024M,B24010I_025E,B24010I_025M,B24010I_026E,B24010I_026M,B24010I_027E,B24010I_027M,B24010I_028E,B24010I_028M,B24010I_029E,B24010I_029M,B24010I_030E,B24010I_030M,B24010I_031E,B24010I_031M,B24010I_032E,B24010I_032M,B24010I_033E,B24010I_033M,B24010I_034E,B24010I_034M,B24010I_035E,B24010I_035M,B24010I_036E,B24010I_036M,B24010I_037E,B24010I_037M,B24010I_038E,B24010I_038M,B24010I_039E,B24010I_039M,B24010I_040E,B24010I_040M,B24010I_041E,B24010I_041M,B24010I_042E,B24010I_042M,B24010I_043E,B24010I_043M,B24010I_044E,B24010I_044M,B24010I_045E,B24010I_045M,B24010I_046E,B24010I_046M,B24010I_047E,B24010I_047M,B24010I_048E,B24010I_048M,B24010I_049E,B24010I_049M,B24010I_050E,B24010I_050M,B24010I_051E,B24010I_051M,B24010I_052E,B24010I_052M,B24010I_053E,B24010I_053M,B24010I_054E,B24010I_054M,B24010I_055E,B24010I_055M,B24010I_056E,B24010I_056M,B24010I_057E,B24010I_057M,B24010I_058E,B24010I_058M,B24010I_059E,B24010I_059M,B24010I_060E,B24010I_060M,B24010I_061E,B24010I_061M,B24010I_062E,B24010I_062M,B24010I_063E,B24010I_063M,B24010I_064E,B24010I_064M,B24010I_065E,B24010I_065M,B24010I_066E,B24010I_066M,B24010I_067E,B24010I_067M,B24010I_068E,B24010I_068M,B24010I_069E,B24010I_069M,B24010I_070E,B24010I_070M,B24010I_071E,B24010I_071M,B24010I_072E,B24010I_072M,B24010I_073E,B24010I_073M,NAME,B24010I_001MA,B24010I_001EA,B24010I_002EA,B24010I_002MA,B24010I_003EA,B24010I_003MA,B24010I_004EA,B24010I_004MA,B24010I_005EA,B24010I_005MA,B24010I_006MA,B24010I_006EA,B24010I_007MA,B24010I_007EA,B24010I_008EA,B24010I_008MA,B24010I_009EA,B24010I_009MA,B24010I_010EA,B24010I_010MA,B24010I_011MA,B24010I_011EA,B24010I_012MA,B24010I_012EA,B24010I_013EA,B24010I_013MA,B24010I_014EA,B24010I_014MA,B24010I_015EA,B24010I_015MA,B24010I_016EA,B24010I_016MA,B24010I_017MA,B24010I_017EA,B24010I_018MA,B24010I_018EA,B24010I_019EA,B24010I_019MA,B24010I_020EA,B24010I_020MA,B24010I_021EA,B24010I_021MA,B24010I_022MA,B24010I_022EA,B24010I_023MA,B24010I_023EA,B24010I_024EA,B24010I_024MA,B24010I_025EA,B24010I_025MA,B24010I_026EA,B24010I_026MA,B24010I_027EA,B24010I_027MA,B24010I_028MA,B24010I_028EA,B24010I_029EA,B24010I_029MA,B24010I_030EA,B24010I_030MA,B24010I_031EA,B24010I_031MA,B24010I_032EA,B24010I_032MA,B24010I_033MA,B24010I_033EA,B24010I_034EA,B24010I_034MA,B24010I_035EA,B24010I_035MA,B24010I_036EA,B24010I_036MA,B24010I_037EA,B24010I_037MA,B24010I_038EA,B24010I_038MA,B24010I_039EA,B24010I_039MA,B24010I_040EA,B24010I_040MA,B24010I_041EA,B24010I_041MA,B24010I_042EA,B24010I_042MA,B24010I_043EA,B24010I_043MA,B24010I_044MA,B24010I_044EA,B24010I_045EA,B24010I_045MA,B24010I_046EA,B24010I_046MA,B24010I_047EA,B24010I_047MA,B24010I_048EA,B24010I_048MA,B24010I_049EA,B24010I_049MA,B24010I_050MA,B24010I_050EA,B24010I_051MA,B24010I_051EA,B24010I_052EA,B24010I_052MA,B24010I_053EA,B24010I_053MA,B24010I_054EA,B24010I_054MA,B24010I_055MA,B24010I_055EA,B24010I_056MA,B24010I_056EA,B24010I_057EA,B24010I_057MA,B24010I_058EA,B24010I_058MA,B24010I_059EA,B24010I_059MA,B24010I_060EA,B24010I_060MA,B24010I_061MA,B24010I_061EA,B24010I_062MA,B24010I_062EA,B24010I_063EA,B24010I_063MA,B24010I_064EA,B24010I_064MA,B24010I_065EA,B24010I_065MA,B24010I_066MA,B24010I_066EA,B24010I_067MA,B24010I_067EA,B24010I_068EA,B24010I_068MA,B24010I_069EA,B24010I_069MA,B24010I_070EA,B24010I_070MA,B24010I_071EA,B24010I_071MA,B24010I_072MA,B24010I_072EA,B24010I_073MA,B24010I_073EA,state
0400000US06,5926794,26580,3397036,17505,494713,9312,242038,7988,184931,6060,57107,4479,81958,4946,33570,2875,37124,3586,11264,2190,130338,6227,20346,2300,10671,2076,54031,3695,45290,3498,40379,3552,19648,2680,20731,2640,751287,13675,22269,3199,94913,5357,60100,4217,34813,3197,275143,9137,305899,9476,53063,3991,526167,12329,283060,9241,243107,7967,815917,14265,176021,8747,437837,10780,202059,8201,808952,16093,338945,10132,230935,9521,239072,9419,2529758,19078,576818,9872,207829,8136,125278,5969,82551,5136,30843,2639,14301,1764,6801,1210,9741,1450,247965,6892,46949,3830,17964,2164,154814,5487,28238,2475,90181,5164,49757,4117,40424,3338,785732,13695,118993,5251,22344,2504,12300,1616,10044,1762,205824,8762,226102,7287,212469,6942,833594,14289,338259,10774,495335,11163,79103,5380,65472,4573,6447,1516,7184,1288,254511,9579,156814,7489,23800,2557,73897,5708,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,452217,7067,255387,4352,40331,3598,20995,2277,17505,2294,3490,1066,8860,1591,4265,1059,3467,1034,1128,692,7703,1531,1839,742,561,476,2400,800,2903,991,2773,831,1738,624,1035,510,57304,3552,1178,630,6015,1284,3320,1087,2695,774,25026,2892,21805,2749,3280,1073,40346,3126,20761,2665,19585,2615,69698,4133,4581,1056,48514,3945,16603,2505,47708,3985,20317,2338,16152,2604,11239,2029,196830,5144,48470,3372,19243,2108,11186,1835,8057,1248,3507,889,1979,667,698,395,830,446,17432,1876,2909,773,1839,771,9881,1421,2803,883,8288,1349,4881,1094,3407,905,69034,4836,10727,1815,1483,619,929,533,554,353,25129,3385,20916,2417,10779,1854,60873,4369,20761,2520,40112,3526,3612,1036,1625,669,917,600,1070,595,14841,2008,9234,1480,2562,982,3045,932,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,214407,4966,113602,3579,20558,2309,9748,1671,7340,1532,2408,752,3120,861,1273,536,978,482,869,525,5629,1337,1386,566,717,459,2255,819,1271,677,2061,730,1472,621,589,387,34436,3446,678,431,2144,748,1634,662,510,270,13865,2440,14608,2491,3141,954,17059,2364,7724,1626,9335,1620,21172,2876,1152,834,13616,2154,6404,1601,20377,2008,10111,1580,4690,946,5576,1157,100805,3666,24177,2156,7708,1355,4750,1088,2958,872,928,350,397,218,259,235,272,178,10673,1650,3118,897,389,331,6338,1249,828,387,4868,1121,2853,847,2015,807,32776,2931,7884,1264,1132,559,983,477,149,223,8135,1526,9182,1672,6443,1638,30403,3013,12061,2066,18342,2387,926,431,320,294,334,260,272,244,12523,2150,9337,1931,1097,561,2089,816,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,34239,1690,19751,1072,2774,763,1505,578,1136,595,369,291,679,383,38,64,402,314,239,201,393,264,132,160,0,182,232,212,29,48,197,207,105,163,92,126,5155,1248,53,86,538,362,199,181,339,309,1736,900,2353,973,475,460,2431,689,1469,568,962,451,4973,1227,470,284,3748,1197,755,355,4418,893,2002,632,1276,640,1140,503,14488,1611,2578,813,904,538,562,442,342,312,156,127,71,124,0,182,85,100,959,474,200,235,316,322,418,271,25,44,559,440,369,385,190,194,5636,1267,816,455,129,173,0,182,129,173,1879,584,2041,823,771,520,4032,1268,2562,1052,1470,571,551,441,307,235,244,374,0,182,1691,586,995,489,46,73,650,504,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,33782,1830,19184,1142,6536,1292,3368,1014,2158,935,1210,513,852,410,413,241,188,189,251,199,2228,855,299,353,862,603,517,337,550,359,88,144,88,144,0,197,5619,1179,222,307,157,204,71,125,86,146,3792,1082,1316,588,132,210,1303,516,614,421,689,298,4949,1517,0,197,4330,1462,619,366,777,485,335,314,392,360,50,86,14598,1226,5634,1054,2324,663,1470,478,854,439,775,386,415,266,114,183,246,241,2161,733,265,253,306,206,1327,630,263,190,374,268,374,268,0,197,7327,1258,202,231,168,153,131,136,37,66,2147,706,3796,1135,1014,621,1481,605,463,331,1018,457,0,197,0,197,0,197,0,197,156,184,67,109,0,197,89,151,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2026677,16428,1108048,9550,240507,8704,120641,6582,91541,5982,29100,2473,40476,3489,21588,2622,15814,2325,3074,924,47376,3363,5588,1141,6667,1521,14814,2046,20307,2487,32014,3394,19559,2588,12455,2679,226426,9258,8022,1676,37078,3717,26865,3373,10213,1830,67034,5390,94773,6927,19519,2800,216802,8460,124609,6568,92193,5736,252284,9741,29356,3790,146522,7544,76406,5311,172029,8590,56225,4610,70123,5539,45681,4163,918629,13042,273316,8292,98085,6435,62310,5654,35775,3156,12926,2035,6006,1463,3295,852,3625,1029,105584,6267,12038,2091,15742,2312,64249,5202,13555,2265,56721,4831,31311,3481,25410,3711,241516,9676,42105,3917,9916,2155,6811,1812,3105,1290,57585,4262,86058,6165,45852,4345,337294,9944,139616,7804,197678,7184,14386,2243,9314,1887,2736,901,2336,989,52117,4518,31524,2919,8290,2109,12303,2301,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,365071,8205,236573,5313,32249,2889,18284,2623,15394,2596,2890,1026,5882,1333,2953,877,2259,860,670,437,5092,1370,157,192,201,182,2083,817,2651,1085,2991,1099,2005,915,986,592,54573,4787,691,449,1648,883,1160,762,488,456,22437,3712,27282,3712,2515,1397,23262,3541,13082,2412,10180,2076,78812,6016,7639,1901,61446,5582,9727,1969,47677,4869,25985,3498,7738,1900,13954,2685,128498,5584,29513,3155,11686,1820,6448,1486,5238,1179,1985,915,227,205,1015,682,743,603,11447,1820,1030,650,581,370,7408,1613,2428,859,4395,1288,2259,818,2136,981,41816,4134,2846,985,982,604,187,170,795,566,13318,2307,18069,3031,6601,1520,34213,2858,14757,2059,19456,2449,3059,1042,1304,532,1411,773,344,251,19897,2710,14745,2004,1121,639,4031,1486,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,50935,2032,26334,1738,5455,1221,2541,698,1798,563,743,421,1172,778,660,502,397,405,115,131,1516,552,44,71,98,121,676,381,698,341,226,173,136,141,90,95,7321,1310,326,312,2400,1018,1545,827,855,599,1608,615,2193,909,794,401,3624,911,1869,803,1755,515,6033,1338,180,148,3958,1033,1895,756,3901,922,724,377,2390,758,787,418,24601,1436,8463,1370,2407,747,1633,574,774,417,836,494,201,186,190,163,445,430,3554,905,703,361,37,66,2568,839,246,161,1666,648,942,467,724,419,5755,1115,1320,653,244,218,195,203,49,82,1486,663,1177,704,1528,624,9395,1279,3278,794,6117,1048,268,231,46,79,147,192,75,92,720,304,449,263,203,173,68,74,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,75547,3047,44088,1450,3770,839,1863,670,1481,597,382,330,467,303,348,266,72,111,47,88,1131,584,202,195,239,245,632,458,58,115,309,316,296,313,13,33,5822,1415,326,348,548,493,361,426,187,244,2171,769,1744,583,1033,541,5089,1146,2836,962,2253,857,16957,2291,9048,1515,6238,1807,1671,788,12450,1840,5758,1463,2405,928,4287,1175,31459,2915,5653,1252,1799,720,1028,495,771,476,797,547,391,380,90,164,316,362,2081,824,807,571,102,103,1036,504,136,190,976,552,610,464,366,284,10137,1743,1438,639,120,168,0,187,120,168,3279,1352,3838,1380,1462,641,11224,2081,4733,1718,6491,1587,1537,584,1468,562,69,142,0,187,2908,847,2067,721,191,186,650,420,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,899184,9176,523424,5928,67810,4708,32274,3036,24101,2815,8173,1522,13949,2433,6394,1387,6457,1519,1098,426,16214,2098,3129,783,1194,412,6123,1318,5768,1351,5373,1418,2436,852,2937,1082,127465,5377,1389,588,9421,1500,5752,1236,3669,984,60521,4600,48693,3958,7441,1483,79130,5010,37647,3800,41483,3689,84055,5077,2374,1139,52104,3920,29577,2965,164964,6921,93163,5692,30487,2882,41314,3648,375760,6945,80083,4324,29264,2787,18234,2318,11030,1555,4898,1168,2464,852,1467,494,967,473,30544,2760,5350,1034,2911,730,18009,2197,4274,1011,15377,2031,9845,1523,5532,1472,107600,5363,15277,2176,3345,950,2195,786,1150,547,34830,3300,31836,2999,22312,2348,116892,5023,43184,2844,73708,4032,2736,822,848,365,1145,625,743,400,68449,3990,50489,3677,2431,706,15529,1855,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
