GEO_ID,C14006_001E,C14006_001M,C14006_002E,C14006_002M,C14006_003E,C14006_003M,C14006_004E,C14006_004M,C14006_005E,C14006_005M,C14006_006E,C14006_006M,C14006_007E,C14006_007M,C14006_008E,C14006_008M,C14006_009E,C14006_009M,C14006_010E,C14006_010M,C14006_011E,C14006_011M,C14006_012E,C14006_012M,C14006_013E,C14006_013M,C14006_014E,C14006_014M,C14006_015E,C14006_015M,C14006_016E,C14006_016M,C14006_017E,C14006_017M,NAME,C14006_001EA,C14006_001MA,C14006_002EA,C14006_002MA,C14006_003EA,C14006_003MA,C14006_004MA,C14006_004EA,C14006_005MA,C14006_005EA,C14006_006EA,C14006_006MA,C14006_007EA,C14006_007MA,C14006_008EA,C14006_008MA,C14006_009MA,C14006_009EA,C14006_010MA,C14006_010EA,C14006_011EA,C14006_011MA,C14006_012EA,C14006_012MA,C14006_013EA,C14006_013MA,C14006_014EA,C14006_014MA,C14006_015MA,C14006_015EA,C14006_016MA,C14006_016EA,C14006_017EA,C14006_017MA,state
0400000US06,35858130,13838,5966132,61879,2366009,34274,248310,8371,489304,13832,461985,11808,492779,12769,673631,17236,3600123,40068,29891998,63629,7989753,38482,846138,15635,1498376,17568,1552904,17905,1724521,15121,2367814,22683,21902245,45193,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4873689,5209,653909,18627,263689,10292,27711,2394,52571,3654,46812,4085,43475,4002,93120,4850,390220,11798,4219780,19958,1076871,12690,132376,6558,223729,6613,220799,6595,223078,5402,276889,7430,3142909,14638,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3374836,3853,352715,13548,129821,8092,17218,2255,27456,2557,24987,2837,26306,2480,33854,4044,222894,8880,3022121,13920,767239,9750,91325,4429,142124,4503,164313,4427,175602,4142,193875,5756,2254882,10633,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,856765,2171,100063,7273,39630,3997,4253,1221,7041,1441,6803,1792,7388,1367,14145,2172,60433,4890,756702,7601,182571,5226,20502,2031,37001,2803,36546,2784,41015,2105,47507,3049,574131,5460,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,574576,1746,103759,7310,41592,4312,4795,1328,5790,1134,5252,1210,9018,1752,16737,2743,62167,4291,470817,7380,93085,4840,15652,1918,15594,1710,12924,1968,17580,2066,31335,2845,377732,5440,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18291772,9507,3058123,46638,1065126,27265,128256,7004,237003,11617,204990,8983,200202,8709,294675,11754,1992997,29023,15233649,46437,3481414,30349,382835,12239,641009,14388,686266,13676,723562,10633,1047742,20448,11752235,36396,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9277729,7416,1734282,35111,687185,18788,93884,6219,155877,7210,144594,7808,121296,6507,171534,7614,1047097,21837,7543447,35539,2002365,23704,243842,8183,393679,10305,426651,11279,421627,8566,516566,15277,5541082,27967,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1305155,2476,148514,9106,52591,4976,6954,1474,12425,2082,9366,1681,10160,1869,13686,2147,95923,5810,1156641,9122,271414,5859,33133,2639,49828,2915,55685,3124,55437,2672,77331,3522,885227,6732,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1499599,2757,232553,13573,95346,8255,9619,1920,18230,3116,17353,2843,16956,2423,33188,3528,137207,7357,1267046,12957,346484,8651,34082,3280,75417,4001,79382,4591,74359,3369,83244,5498,920562,9269,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12108780,8462,1742669,30926,686858,19028,86764,5272,141125,6681,134355,6308,124024,5301,200590,9322,1055811,19301,10366111,31128,2654489,20303,312371,7830,523548,10176,548288,11618,592076,8102,678206,11115,7711622,22803,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
