GEO_ID,B19001_001E,B19001_001M,B19001_002E,B19001_002M,B19001_003E,B19001_003M,B19001_004E,B19001_004M,B19001_005E,B19001_005M,B19001_006E,B19001_006M,B19001_007E,B19001_007M,B19001_008E,B19001_008M,B19001_009E,B19001_009M,B19001_010E,B19001_010M,B19001_011E,B19001_011M,B19001_012E,B19001_012M,B19001_013E,B19001_013M,B19001_014E,B19001_014M,B19001_015E,B19001_015M,B19001_016E,B19001_016M,B19001_017E,B19001_017M,NAME,B19001_001EA,B19001_001MA,B19001_002EA,B19001_002MA,B19001_003EA,B19001_003MA,B19001_004MA,B19001_004EA,B19001_005EA,B19001_005MA,B19001_006EA,B19001_006MA,B19001_007EA,B19001_007MA,B19001_008EA,B19001_008MA,B19001_009MA,B19001_009EA,B19001_010EA,B19001_010MA,B19001_011EA,B19001_011MA,B19001_012EA,B19001_012MA,B19001_013MA,B19001_013EA,B19001_014EA,B19001_014MA,B19001_015EA,B19001_015MA,B19001_016EA,B19001_016MA,B19001_017EA,B19001_017MA,state
0400000US18,2480077,10833,187372,6140,142424,5691,147322,5802,149238,6240,141307,4929,147008,4348,139359,5410,135999,4983,117260,5004,204919,5828,271261,6661,302640,6512,173424,5843,88413,5069,72932,4025,59199,3461,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1227048,6132,80314,3783,68229,3313,63089,3447,71288,3519,70727,3245,67237,3572,61255,3160,65096,3418,52030,2680,111399,4067,140509,4474,161227,4591,94784,3703,48162,2771,38277,2599,33425,2249,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1113911,5555,71947,3330,60078,3625,61159,3708,65915,3202,61077,3034,63958,3391,60566,3012,56240,3166,52996,3198,99941,3922,119237,4649,133602,4499,86155,3504,46255,2879,37271,2493,37514,2439,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1707004,8109,181165,6650,124521,4731,113537,5159,112479,4105,101225,5136,101223,4329,86161,4591,86451,3434,73895,3748,130092,4720,166789,4949,184330,6147,109881,4303,54843,3255,42542,2755,37870,2265,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1719473,9205,177674,6151,132995,5610,118013,4996,107165,4868,94902,5288,96283,3700,78205,3597,82963,4424,70262,4350,125721,5266,157040,5274,186045,6544,116697,5344,63724,3382,58402,3030,53382,2985,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,554543,4451,40809,2780,35890,2768,33313,2337,32597,2486,31678,2560,35029,2567,30362,2352,28736,2556,23575,1898,51055,3384,58989,3371,65649,3238,39139,2345,18780,1656,14117,1571,14825,1550,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2157717,7667,114504,4017,80546,4064,75553,4007,83229,3858,77235,4143,79016,4671,80018,3980,84412,4727,80014,4177,158948,5810,217932,6510,282346,6942,229894,6859,155529,5363,183005,5218,175536,4473,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2522394,9088,176729,6365,127199,5070,115556,5289,109610,4265,93388,3946,99691,4665,96375,4207,93444,4787,86782,4211,168953,6339,242464,7555,315698,7222,246926,7594,164143,5811,187216,5783,198220,5544,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3819068,10789,331613,7940,226404,6037,231535,7085,230440,6433,211822,6838,217877,5870,201478,5883,191075,5750,170225,5326,317208,6348,386583,8129,440333,8301,271425,7043,145352,4763,132751,4226,112947,3881,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2111943,6274,123088,4854,97196,3913,95855,4054,98768,4227,93368,4176,103080,4423,95583,4023,101960,4428,91598,3396,170451,4861,234529,5772,297101,5747,198164,5457,105980,4185,104922,4141,100300,3829,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1090521,7826,132911,4629,91903,4890,85545,4180,78407,4095,62452,3878,66976,3470,58907,4183,55329,3910,44986,3614,85191,3796,97962,4830,95987,4942,58247,3777,28304,2424,24910,2512,22504,2282,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2359135,11280,197814,5746,155115,5523,141223,5161,148080,5913,137110,5800,143549,5791,122760,5359,126769,4493,102077,4808,200049,6567,239031,7776,269069,7222,153110,5355,84338,3794,75288,3628,63753,3417,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,408938,3977,30978,2299,26397,2345,26074,2006,28419,2044,24803,2236,24000,2013,23284,2041,20241,2054,18027,1768,31997,2405,45319,2968,47108,2756,28804,2273,13194,1277,10750,1260,9543,1072,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,733570,4667,44164,2222,40350,2824,40458,2864,41491,2588,40214,2512,41690,2673,36878,2318,42828,2743,32472,2607,65354,3435,82898,3799,94305,3634,56596,3219,28284,2321,24795,1644,20793,1378,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1006605,7913,67781,4049,51242,3284,53374,3680,61524,3448,54710,3992,61214,4155,53047,3407,54102,4057,48449,3049,86483,4335,113691,5012,121733,5037,72357,4325,40592,3037,35315,2553,30991,2501,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,519137,4650,23280,2772,22024,2280,22077,2686,23919,2561,22534,2597,23622,2393,20871,2206,22254,2254,23324,2472,41159,3090,54164,2561,76491,3899,54264,3180,28658,2178,33954,2322,26542,2249,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3198799,8893,186306,6709,128253,4940,132292,4561,128399,5277,131146,5482,130476,5771,123717,4856,108856,4355,113563,5784,223624,6365,298768,8926,409476,9940,324749,7130,210274,5814,272810,7262,276090,6093,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,764996,5964,79256,4433,51811,3090,50648,2854,47117,3186,47516,3481,44924,3026,39105,2737,36346,2941,31043,2386,58299,4048,70170,3783,84613,3470,48642,2922,28128,2425,28152,2602,19226,1686,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7238922,16375,601351,10808,387742,9697,378760,10041,366099,9153,319731,8182,326769,7553,292332,8120,308273,9466,265732,7078,534127,11205,698386,12136,857092,12216,617675,9943,384256,7774,424622,8682,475975,9638,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3731325,14347,326378,8038,246652,7877,224673,7863,236016,7448,216816,8316,223597,7794,194945,6331,190986,6961,170069,6286,309738,8969,365734,8960,416883,8819,244521,8475,130017,4920,116831,5242,117469,5025,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,290944,2708,19119,2140,14102,1574,12133,1529,16272,1735,14474,1570,15875,1598,16250,1941,14503,1550,13063,1566,24251,2039,31200,2521,38393,2382,25261,2031,12097,1114,11222,1480,12729,1512,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4554672,11606,388382,8569,280450,7111,272820,6782,285584,7280,241654,6554,261545,7649,234330,6709,232734,7009,201340,5937,381456,7697,471233,9282,528540,10541,318137,7847,166155,5795,153679,4970,136633,4978,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1446667,5298,123562,4223,96280,3347,91119,4171,94688,3759,84940,3419,84910,3202,78344,3492,78474,2976,64874,3210,118416,4269,150887,4865,162519,5155,92122,3641,45259,2676,41474,2514,38799,2169,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1516957,7216,123176,5572,85653,4670,88596,4614,90156,4992,81250,3960,79085,3885,78973,4197,78637,3911,63355,3545,131046,5335,153200,6222,183368,6343,118508,4635,61523,3975,53738,3100,46693,2660,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4958249,11531,359101,8305,280596,6262,276652,7467,285122,7536,264215,6571,262611,6547,236012,6322,242665,6696,206240,5781,413101,8312,507832,9861,617796,10724,385256,7244,216578,5879,208306,6055,196166,4271,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,413083,3010,33633,2703,25265,2513,20946,1880,20731,2015,17850,1963,19876,2113,17109,1970,19408,2399,17264,1936,29847,2867,42232,3130,50388,3289,37023,2770,21429,1911,21281,2150,18801,1905,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1787340,9096,169436,5854,121208,5945,115997,4561,116575,5211,106339,4518,102352,4874,96464,5022,94536,4645,81102,4876,147361,5690,174961,6496,188429,5937,112921,4666,57017,3342,55132,3551,47510,3105,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,323765,3111,20738,2050,17490,1548,17114,1652,19998,1714,18474,1937,18709,1957,19654,1980,16770,1741,18337,1924,28072,2091,35529,2451,41974,2431,21796,2142,11680,1493,9223,1171,8207,1290,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2480090,11146,223831,7108,173872,6005,162032,5535,160742,6619,152504,6843,158098,6422,129034,6999,126572,5418,114153,5516,208516,6218,238847,7096,263725,8025,146125,5596,81008,4396,71100,4103,69931,3349,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8970959,21541,700287,14201,494482,10579,492561,10541,513558,10232,475842,10433,483907,11048,447749,10001,430086,10355,377316,11491,712729,14252,881651,14996,1041774,18510,703999,12463,399181,9301,413623,10964,402214,8812,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,895691,5044,48682,3449,36251,2727,40500,2822,44665,2879,40432,2685,43860,2926,43565,3011,45093,3179,43838,3117,81169,4193,112151,4702,126383,4701,77649,3813,43707,2701,37406,2536,30340,2409,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,258520,2853,14710,1578,15269,1563,14479,1322,12742,1338,12458,1261,13743,1344,12479,1479,13624,1398,11717,1263,23170,1604,28826,2047,35307,2161,20687,1561,11529,1185,8966,1163,8814,908,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3038967,13344,183865,6101,129742,5208,136705,5263,135428,5538,131372,4685,135726,4805,132453,5035,133961,4853,117141,5953,236440,7062,306408,8955,383179,8936,271763,7196,181399,6145,207476,6355,215909,5471,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2636817,10074,173193,7048,116010,5118,114520,5994,131058,5000,120472,5333,127927,5526,120689,5096,124163,5292,115752,4474,217803,5961,285527,6574,343259,7870,236813,6552,146181,4527,139083,5397,124367,4838,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,741544,5473,79484,3963,53915,3414,55324,3490,54678,3472,44563,2838,44550,3513,36442,2471,38134,2553,32142,2360,60372,3678,69990,4137,81985,3886,40462,2617,19875,1923,15807,1498,13821,1401,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2288362,8293,143819,4139,128479,5419,125155,5228,132266,3855,123235,4934,121737,4411,118529,4882,117306,4714,106559,3666,198701,5195,256608,5737,298829,6868,184765,4248,90886,4049,74611,3249,66877,3251,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,223513,2812,11545,1618,12717,1745,11815,1620,11286,1618,10908,1504,11614,1711,10524,1518,10766,1499,10013,1564,19503,1962,23561,2523,32828,2396,20047,1987,10858,1820,10098,1435,5430,1122,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1263694,9111,366044,8403,143490,5027,136008,6019,105126,4283,84211,4894,70927,4325,60513,3802,51967,3435,41790,3151,57800,4788,57860,3344,43747,3026,18450,2077,8487,1221,10535,1751,6739,1341,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1845169,11483,193613,6166,142540,5867,121204,5131,119583,4907,106493,4805,105874,5748,100780,5346,87190,3946,76605,3982,142632,5853,174751,6181,198192,6844,117371,5420,61044,3653,55020,3106,42277,2701,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,251651,2883,9859,1330,9950,1234,10022,1425,10979,1302,9378,1456,11367,1421,10863,1637,10354,1376,9018,1123,18717,2011,28812,2299,35551,2599,26651,2323,17181,1771,18160,1860,14789,1556,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2392168,11611,189387,6459,134388,5496,129401,5193,150509,6289,132144,4920,139168,6448,128799,5483,125650,5801,107705,4767,197970,6747,245447,8321,270785,8053,180006,5712,95372,4505,88728,4681,76709,3938,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1143859,7351,111217,5096,91795,4075,80988,4359,85638,4518,70181,3515,71547,4198,58892,3598,59636,3986,51421,3420,98541,4991,106429,4456,111440,4295,64507,3752,32767,2628,25554,2394,23306,2108,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
