GEO_ID,B05003_001E,B05003_001M,B05003_002E,B05003_002M,B05003_003E,B05003_003M,B05003_004E,B05003_004M,B05003_005E,B05003_005M,B05003_006E,B05003_006M,B05003_007E,B05003_007M,B05003_008E,B05003_008M,B05003_009E,B05003_009M,B05003_010E,B05003_010M,B05003_011E,B05003_011M,B05003_012E,B05003_012M,B05003_013E,B05003_013M,B05003_014E,B05003_014M,B05003_015E,B05003_015M,B05003_016E,B05003_016M,B05003_017E,B05003_017M,B05003_018E,B05003_018M,B05003_019E,B05003_019M,B05003_020E,B05003_020M,B05003_021E,B05003_021M,B05003_022E,B05003_022M,B05003_023E,B05003_023M,NAME,B05003_001MA,B05003_001EA,B05003_002EA,B05003_002MA,B05003_003EA,B05003_003MA,B05003_004MA,B05003_004EA,B05003_005MA,B05003_005EA,B05003_006MA,B05003_006EA,B05003_007MA,B05003_007EA,B05003_008EA,B05003_008MA,B05003_009EA,B05003_009MA,B05003_010EA,B05003_010MA,B05003_011MA,B05003_011EA,B05003_012MA,B05003_012EA,B05003_013EA,B05003_013MA,B05003_014MA,B05003_014EA,B05003_015MA,B05003_015EA,B05003_016MA,B05003_016EA,B05003_017MA,B05003_017EA,B05003_018MA,B05003_018EA,B05003_019EA,B05003_019MA,B05003_020EA,B05003_020MA,B05003_021MA,B05003_021EA,B05003_022MA,B05003_022EA,B05003_023MA,B05003_023EA,state
0400000US06,38041430,-555555555,18917773,4374,4725084,3750,4475984,10085,249100,9721,46026,3004,203074,8610,14192689,3079,9459099,25785,4733590,26441,2208127,21879,2525463,22951,19123657,4374,4514222,3722,4273193,9838,241029,8973,46220,3977,194809,8376,14609435,2693,9532322,27250,5077113,26796,2599309,22836,2477804,21911,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5187582,-555555555,2601370,3232,628573,2610,607717,3858,20856,2515,4738,1066,16118,2128,1972797,2292,1742480,7955,230317,7189,87450,4785,142867,6448,2586212,3232,602734,2669,581766,3386,20968,2600,5389,1203,15579,2328,1983478,2233,1749261,6806,234217,6805,103735,4522,130482,5635,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3590347,-555555555,1749806,1927,405674,1450,388526,2693,17148,2290,4269,897,12879,2185,1344132,1720,1118332,7900,225800,7976,104286,6001,121514,6143,1840541,1927,387092,1461,371219,2311,15873,1923,5257,1024,10616,1714,1453449,1351,1216849,7221,236600,7130,119992,4870,116608,5279,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,917092,-555555555,444691,881,104630,810,101211,1366,3419,1006,1262,679,2157,868,340061,629,306846,2466,33215,2487,15869,1776,17346,1834,472401,881,100290,815,97970,989,2320,836,1124,576,1196,556,372111,523,333568,2653,38543,2613,19827,1809,18716,2055,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,632323,-555555555,299036,318,54984,355,52802,684,2182,643,516,293,1666,664,244052,267,201810,2842,42242,2789,16895,2192,25347,2463,333287,318,54468,263,51926,771,2542,748,920,464,1622,682,278819,281,235462,2955,43357,2889,18017,1760,25340,2511,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19317568,-555555555,9441001,6373,2039606,5260,1934124,7350,105482,5485,23609,2495,81873,5398,7401395,3766,5740261,18346,1661134,18825,825714,15942,835420,15915,9876567,6373,1961367,5446,1860481,7919,100886,6053,23688,3138,77198,5274,7915200,3177,6035566,18381,1879634,18070,1060269,15951,819365,16540,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9919945,-555555555,4851053,6551,1276121,6089,1243543,6277,32578,3184,5501,1376,27077,2666,3574932,3460,3131340,10240,443592,10039,161348,7209,282244,9203,5068892,6551,1219626,6353,1185012,6425,34614,3827,7001,1636,27613,3437,3849266,3567,3419912,10371,429354,10217,179342,8253,250012,8863,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1392313,-555555555,701196,1123,155330,941,147101,1493,8229,1438,1718,529,6511,1315,545866,854,448340,4273,97526,4371,54271,3097,43255,3291,691117,1123,147551,943,139688,1798,7863,1496,2692,821,5171,1175,543566,650,405318,5555,138248,5337,81513,3859,56735,3698,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1595728,-555555555,798712,2934,217439,2386,213195,2826,4244,1370,834,474,3410,1332,581273,1772,536955,3625,44318,3276,15108,2181,29210,2878,797016,2934,207313,2281,204147,2322,3166,1047,835,453,2331,803,589703,1583,544863,2971,44840,3082,20443,2534,24397,2365,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12875255,-555555555,6316653,4276,1563770,3039,1513253,4837,50517,4464,13135,1579,37382,4039,4752883,3114,3904864,11929,848019,11166,388489,8858,459530,10935,6558602,4276,1499281,3090,1448317,5356,50964,4579,14821,2169,36143,3782,5059321,2704,4217491,11179,841830,11005,424135,9676,417695,10196,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
