GEO_ID,B20017I_001E,B20017I_001M,B20017I_002E,B20017I_002M,B20017I_003E,B20017I_003M,B20017I_004E,B20017I_004M,B20017I_005E,B20017I_005M,B20017I_006E,B20017I_006M,B20017I_007E,B20017I_007M,NAME,B20017I_001EA,B20017I_001MA,B20017I_002EA,B20017I_002MA,B20017I_003MA,B20017I_003EA,B20017I_004MA,B20017I_004EA,B20017I_005MA,B20017I_005EA,B20017I_006MA,B20017I_006EA,B20017I_007MA,B20017I_007EA,state
0400000US19,22046,972,25154,2042,31125,1268,9098,1717,20026,3093,26873,1253,6959,1556,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20926,571,22724,1216,30496,862,10214,901,17458,1073,23891,1067,8850,1435,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,18849,2224,21358,1449,28100,3121,10562,1289,14318,1618,25291,4401,7303,1416,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,21859,1070,24545,1657,32464,3632,11089,741,16487,1768,29609,4828,8645,1401,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17037,3163,17462,6530,30042,22215,4839,2453,16583,3967,41085,10041,9505,6559,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,24610,869,27031,674,33039,1899,13024,1387,20354,1071,30802,1734,10474,559,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,22008,521,25062,1118,34706,1843,10377,728,20015,993,32287,1049,9956,841,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,20046,815,23363,1577,32189,1622,9961,1132,16008,760,27354,1640,7249,610,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,21721,787,25077,1712,31595,1120,11027,1006,18101,1360,29434,2909,8712,1200,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,20852,707,21824,817,25971,2048,11997,1629,15331,3376,24743,5925,7168,3099,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20637,938,22070,1746,32049,2533,10400,1190,17643,1783,27468,3005,8044,1707,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,20875,2881,30580,5747,36906,5755,8479,2223,15811,2261,24132,4854,8695,2636,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,21300,623,24531,1655,30106,1921,11099,1241,16652,1772,24606,1366,6310,1088,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,22470,596,24416,1221,30872,738,12935,1188,21221,688,27487,1051,10416,796,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,26789,2619,27470,4699,36564,4954,9468,2689,26044,3497,37467,7377,12453,5693,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,24809,556,27232,520,35187,875,11792,471,21165,539,31440,671,10094,399,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,21968,376,24974,756,32987,1260,9339,883,19550,901,29598,1217,8546,941,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,22785,499,25921,451,33039,987,11323,325,20131,334,32067,547,9721,329,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,18560,637,20845,566,25514,668,12181,465,14331,792,22906,1277,8339,890,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,21474,3626,26178,3387,32497,4754,13768,5969,15738,6698,26707,10098,5137,1710,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,20767,570,21867,656,31443,994,9105,1244,17760,1632,30920,1434,8367,941,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,20286,521,22425,705,26722,782,11189,749,15747,584,21475,627,7831,849,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,18838,1103,21383,773,28691,2631,11197,952,15075,1045,25869,1384,8460,1307,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,20664,552,22795,1816,32225,1825,9124,1135,17230,855,27205,896,7380,717,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20373,1090,21730,1916,31890,3840,11671,1667,17898,2369,26980,2807,9173,2129,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18993,1171,20577,1145,26839,1354,10553,1192,14931,1793,27560,2471,7749,1111,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21669,1260,25241,3811,27923,4887,7144,3314,17954,4691,26004,6078,7174,6495,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,19190,989,21204,545,25749,1139,12056,920,14642,1235,21760,2220,6960,961,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,21440,165,24975,289,31258,256,10248,242,17146,226,25825,311,7904,188,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,19446,1139,22134,1054,30002,2604,10072,1036,15658,1141,23793,1233,8638,849,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,16297,4044,20961,5135,28750,10908,9759,12924,10418,4617,29096,10015,3982,1647,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,24291,1256,27262,1430,35461,2114,11942,915,20335,896,30611,957,7731,1040,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,21351,440,23807,979,31647,989,11626,769,16963,717,27530,1601,9936,804,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,20443,3351,33136,8200,50290,18155,8805,1371,13245,5975,25923,7539,4968,1833,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,20578,645,22213,794,27375,1521,10152,1327,16606,812,26228,1026,7843,1001,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,21165,2078,27220,6327,37504,3261,6172,1354,16533,2341,24715,2848,9779,2899,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16608,166,16469,191,22295,469,7213,288,16780,251,22015,288,7402,280,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,19934,988,21402,890,25373,1122,12035,1052,14686,1739,23813,3628,8507,1946,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,29594,4327,30896,2191,36867,5636,14313,6796,23733,5228,36146,3055,10509,3969,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,21655,370,24332,848,31505,390,10657,515,18786,688,28108,1130,8937,656,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,20574,606,21775,667,25045,1446,10725,980,16921,1118,21715,1245,8332,1558,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
