GEO_ID,B13014_001E,B13014_001M,B13014_002E,B13014_002M,B13014_003E,B13014_003M,B13014_004E,B13014_004M,B13014_005E,B13014_005M,B13014_006E,B13014_006M,B13014_007E,B13014_007M,B13014_008E,B13014_008M,B13014_009E,B13014_009M,B13014_010E,B13014_010M,B13014_011E,B13014_011M,B13014_012E,B13014_012M,B13014_013E,B13014_013M,B13014_014E,B13014_014M,B13014_015E,B13014_015M,B13014_016E,B13014_016M,B13014_017E,B13014_017M,B13014_018E,B13014_018M,B13014_019E,B13014_019M,B13014_020E,B13014_020M,B13014_021E,B13014_021M,B13014_022E,B13014_022M,B13014_023E,B13014_023M,B13014_024E,B13014_024M,B13014_025E,B13014_025M,B13014_026E,B13014_026M,B13014_027E,B13014_027M,NAME,B13014_001EA,B13014_001MA,B13014_002EA,B13014_002MA,B13014_003MA,B13014_003EA,B13014_004MA,B13014_004EA,B13014_005MA,B13014_005EA,B13014_006MA,B13014_006EA,B13014_007EA,B13014_007MA,B13014_008MA,B13014_008EA,B13014_009MA,B13014_009EA,B13014_010MA,B13014_010EA,B13014_011MA,B13014_011EA,B13014_012EA,B13014_012MA,B13014_013MA,B13014_013EA,B13014_014MA,B13014_014EA,B13014_015MA,B13014_015EA,B13014_016EA,B13014_016MA,B13014_017MA,B13014_017EA,B13014_018MA,B13014_018EA,B13014_019MA,B13014_019EA,B13014_020MA,B13014_020EA,B13014_021EA,B13014_021MA,B13014_022MA,B13014_022EA,B13014_023MA,B13014_023EA,B13014_024MA,B13014_024EA,B13014_025MA,B13014_025EA,B13014_026EA,B13014_026MA,B13014_027EA,B13014_027MA,state
0400000US06,9566715,8215,505431,12881,338236,9325,51372,3173,60160,3932,96645,5589,80929,4082,49130,3426,167195,7463,48740,3692,48319,3559,56833,4171,9891,1562,3412,1142,9061284,14353,3867266,22625,685649,11297,729497,13858,1153034,13771,838975,11778,460111,11487,5194018,23718,1328889,13921,950164,16677,1823758,21566,808622,11328,282585,7477,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1264490,3344,69995,3413,53974,3123,6631,1448,8769,1483,14751,2037,16468,2022,7355,1334,16021,2044,3697,1049,4616,1254,6086,1209,1137,487,485,339,1194495,4922,557246,8892,49102,3732,99508,5238,180249,6101,148716,5647,79671,4220,637249,9297,142786,4587,109190,5089,223839,6931,119188,5296,42246,2509,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,865205,3029,38839,3109,26500,2336,1303,486,3642,1075,6154,1237,7733,1255,7668,1008,12339,2128,2121,677,3391,899,4676,1412,1330,809,821,514,826366,4395,344783,7238,18165,2025,66289,4423,94662,4825,91739,3961,73928,3468,481583,6893,105410,3463,106201,5598,157743,4998,74850,3946,37379,2681,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,222132,1392,12961,2218,8390,1651,711,470,1635,883,2582,676,2143,808,1319,485,4571,1246,1277,590,1563,627,1174,527,541,438,16,33,209171,2708,84455,3938,7518,1462,17150,2005,26355,2191,21552,2017,11880,1757,124716,4023,26400,1607,31206,3124,42897,2962,17010,1931,7203,1259,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,192543,956,7632,1053,4407,864,622,397,84,94,768,416,1199,629,1734,546,3225,806,887,432,1215,508,648,408,408,281,67,113,184911,1399,41299,2720,3277,882,5376,1272,5385,1044,9910,1569,17351,1714,143612,3003,17940,1772,23919,2484,34794,2668,36731,2585,30228,2751,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4467985,8400,224836,8016,130563,5853,13255,2079,26453,2373,44080,3499,29668,2772,17107,2442,94273,6877,19535,2972,34597,4049,31500,4033,6485,1768,2156,764,4243149,11882,1753795,18084,155779,6442,440556,13358,594509,11725,383176,9970,179775,6450,2489354,20077,571672,9387,582124,14751,887996,15156,328764,11847,118798,6399,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2525314,7658,157038,6185,96356,5741,13114,2158,18309,2878,29485,3083,22417,2428,13031,1878,60682,4513,16639,2520,18372,2594,20862,2367,3409,1101,1400,845,2368276,10253,1037340,15139,109885,5503,229666,8295,327901,10349,238759,7001,131129,5275,1330936,15970,330946,8823,293529,10374,468134,11411,166431,6361,71896,4366,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,321458,1934,20898,2101,13664,1642,658,315,2416,702,4782,1039,3359,974,2449,753,7234,1332,1101,653,3054,911,2528,608,406,226,145,118,300560,2686,136375,3799,6600,1412,32401,2402,49753,2851,31612,2347,16009,1788,164185,4223,30957,1791,40115,2969,54757,3314,28244,2440,10112,1511,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,372138,2642,24546,2778,17643,2162,809,406,4400,1287,6665,1169,4698,1098,1071,669,6903,1585,1823,991,2166,888,2438,737,359,317,117,193,347592,3925,175885,4880,13056,1903,44266,3678,70091,4419,35176,3752,13296,1996,171707,5411,46410,2433,41383,3673,61264,4299,17499,2532,5151,1325,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3162903,5749,158016,5614,101301,4201,8560,1197,15594,2122,25636,2227,30402,2859,21109,1876,56715,3665,14100,1954,15670,1916,21290,2436,4742,1184,913,389,3004887,7477,1281083,13506,118543,5210,253529,6839,391240,8089,327523,8824,190248,6197,1723804,13544,393181,6704,344325,9523,582270,10803,289335,8467,114693,5348,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
