GEO_ID,B05009_001E,B05009_001M,B05009_002E,B05009_002M,B05009_003E,B05009_003M,B05009_004E,B05009_004M,B05009_005E,B05009_005M,B05009_006E,B05009_006M,B05009_007E,B05009_007M,B05009_008E,B05009_008M,B05009_009E,B05009_009M,B05009_010E,B05009_010M,B05009_011E,B05009_011M,B05009_012E,B05009_012M,B05009_013E,B05009_013M,B05009_014E,B05009_014M,B05009_015E,B05009_015M,B05009_016E,B05009_016M,B05009_017E,B05009_017M,B05009_018E,B05009_018M,B05009_019E,B05009_019M,B05009_020E,B05009_020M,B05009_021E,B05009_021M,B05009_022E,B05009_022M,B05009_023E,B05009_023M,B05009_024E,B05009_024M,B05009_025E,B05009_025M,B05009_026E,B05009_026M,B05009_027E,B05009_027M,B05009_028E,B05009_028M,B05009_029E,B05009_029M,B05009_030E,B05009_030M,B05009_031E,B05009_031M,B05009_032E,B05009_032M,B05009_033E,B05009_033M,B05009_034E,B05009_034M,B05009_035E,B05009_035M,B05009_036E,B05009_036M,B05009_037E,B05009_037M,NAME,B05009_001MA,B05009_001EA,B05009_002MA,B05009_002EA,B05009_003MA,B05009_003EA,B05009_004EA,B05009_004MA,B05009_005EA,B05009_005MA,B05009_006MA,B05009_006EA,B05009_007MA,B05009_007EA,B05009_008MA,B05009_008EA,B05009_009MA,B05009_009EA,B05009_010MA,B05009_010EA,B05009_011EA,B05009_011MA,B05009_012MA,B05009_012EA,B05009_013MA,B05009_013EA,B05009_014MA,B05009_014EA,B05009_015EA,B05009_015MA,B05009_016EA,B05009_016MA,B05009_017MA,B05009_017EA,B05009_018MA,B05009_018EA,B05009_019MA,B05009_019EA,B05009_020EA,B05009_020MA,B05009_021MA,B05009_021EA,B05009_022MA,B05009_022EA,B05009_023MA,B05009_023EA,B05009_024MA,B05009_024EA,B05009_025EA,B05009_025MA,B05009_026EA,B05009_026MA,B05009_027MA,B05009_027EA,B05009_028MA,B05009_028EA,B05009_029MA,B05009_029EA,B05009_030MA,B05009_030EA,B05009_031EA,B05009_031MA,B05009_032MA,B05009_032EA,B05009_033MA,B05009_033EA,B05009_034MA,B05009_034EA,B05009_035MA,B05009_035EA,B05009_036EA,B05009_036MA,B05009_037EA,B05009_037MA,state
0400000US06,8811331,14490,2942198,13276,1902042,19078,1868727,18387,33315,3117,874057,14014,674688,16186,644810,15279,29878,2955,353297,10603,350890,10716,2407,992,1040156,20168,1026325,19738,13831,2296,675623,16817,364533,12364,352377,11868,12156,2184,5869133,15956,3886766,32039,3598777,31881,287989,11018,1643628,24714,1651210,23238,1384897,21339,266313,9840,591928,16928,576477,17099,15451,2816,1982367,28236,1863047,27327,119320,6352,1182858,22050,799509,19330,685663,18562,113846,6426,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1176281,5427,395637,5490,280940,6928,276825,6967,4115,1048,211989,5554,41338,3963,38327,3825,3011,878,27613,3150,27469,3138,144,151,114697,6490,113236,6377,1461,827,97481,5578,17216,2960,16462,2892,754,512,780644,7501,539373,9766,515524,10216,23849,3385,403964,8418,83623,7162,65463,6263,18160,3140,51786,5119,49126,4970,2660,1110,241271,9574,232870,9313,8401,1938,206229,8839,35042,5048,28557,4401,6485,1680,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,764160,3553,230068,3510,151236,4661,147575,4727,3661,1190,104234,5011,29934,2892,26879,2837,3055,1135,17068,2842,16912,2810,156,187,78832,4533,78090,4495,742,496,68474,4252,10358,1848,9616,1862,742,496,534092,3910,361907,7509,341701,7081,20206,2780,269817,7265,58442,4710,42823,3658,15619,2691,33648,4166,32205,4055,1443,571,172185,6988,166397,6836,5788,1437,147605,6142,24580,3189,19642,2978,4938,1274,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,191503,2296,62709,1671,37425,2652,36187,2701,1238,591,27475,2500,6935,1468,5751,1379,1184,611,3015,1296,3015,1296,0,182,25284,2385,25284,2385,0,182,22209,2269,3075,1279,3075,1279,0,182,128794,2179,79148,3964,76752,4019,2396,784,61515,3795,11550,2084,9753,1961,1797,661,6083,1628,5997,1600,86,142,49646,4376,47852,4414,1794,765,44166,4337,5480,1639,4371,1378,1109,589,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101051,1655,43938,1437,22968,1819,21896,1891,1072,472,13951,1735,5611,1313,4994,1308,617,369,3406,1261,3093,1155,313,338,20970,1809,20591,1793,379,542,17582,1555,3388,1110,3009,964,379,542,57113,1639,22526,2406,20962,2293,1564,679,13641,2109,6234,1654,4810,1410,1424,690,2651,944,2534,922,117,141,34587,2710,33531,2717,1056,550,30512,2699,4075,972,3150,792,925,575,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3795358,9968,1244863,10315,710993,13523,698234,13474,12759,1947,436937,11177,162204,6812,151711,6640,10493,1729,111852,7222,110506,7161,1346,772,533870,14797,526769,14569,7101,1665,411097,13774,122773,7411,116811,7110,5962,1692,2550495,12373,1569467,24503,1451850,24257,117617,7192,970084,18167,395927,14208,292766,13306,103161,6937,203456,10680,194551,10508,8905,1650,981028,23406,925834,22115,55194,5558,728268,19384,252760,12393,200905,10867,51855,5381,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2364265,10060,785220,7747,467154,11083,460046,10968,7108,1453,339405,10056,92973,5824,86814,5709,6159,1159,34776,4139,34504,4136,272,259,318066,9715,315925,9542,2141,1060,278288,9659,39778,4649,38047,4592,1731,920,1579045,9801,972001,14300,931569,13912,40432,4646,751192,13858,161540,7721,126442,6540,35098,4528,59269,5940,57552,5867,1717,621,607044,15209,593288,15367,13756,2448,529967,13479,77077,8635,65259,8216,11818,2288,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,285907,3074,104508,2370,68800,3049,67008,3036,1792,675,45039,2952,12346,1985,10947,1927,1399,610,11415,1877,11275,1835,140,163,35708,2840,34910,2798,798,486,30050,2899,5658,1262,4986,1122,672,506,181399,3101,127248,4566,118981,4432,8267,1455,83744,4150,23903,2837,16662,2563,7241,1419,19601,2693,18948,2676,653,394,54151,4056,50679,3960,3472,1239,43828,3933,10323,2133,7304,1802,3019,1247,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,410264,3125,133775,3305,97327,4509,96828,4379,499,388,83888,4208,6890,1441,6696,1430,194,166,6549,1411,6549,1411,0,187,36448,4298,36334,4291,114,156,32091,4103,4357,1239,4243,1216,114,156,276489,3367,201813,5583,196773,5581,5040,1731,172726,4705,16727,2603,12493,2086,4234,1531,12360,2710,12243,2671,117,124,74676,5184,73934,5173,742,445,67303,4888,7373,2323,6834,2282,539,433,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2943497,6908,952121,6903,615790,9453,603068,9431,12722,2302,413222,8955,138493,7118,129283,6797,9210,1897,64075,5580,63145,5503,930,627,336331,8485,333965,8631,2366,925,279753,8378,56578,5147,54841,5050,1737,696,1991376,7967,1334219,15410,1271422,15747,62797,5532,928558,14355,300603,10529,248156,10635,52447,5162,105058,7955,101557,7726,3501,881,657157,14282,637348,14289,19809,3200,545112,12941,112045,6480,94314,6712,17731,3163,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
