GEO_ID,B27011_001E,B27011_001M,B27011_002E,B27011_002M,B27011_003E,B27011_003M,B27011_004E,B27011_004M,B27011_005E,B27011_005M,B27011_006E,B27011_006M,B27011_007E,B27011_007M,B27011_008E,B27011_008M,B27011_009E,B27011_009M,B27011_010E,B27011_010M,B27011_011E,B27011_011M,B27011_012E,B27011_012M,B27011_013E,B27011_013M,B27011_014E,B27011_014M,B27011_015E,B27011_015M,B27011_016E,B27011_016M,B27011_017E,B27011_017M,B27011_018E,B27011_018M,B27011_019E,B27011_019M,B27011_020E,B27011_020M,B27011_021E,B27011_021M,B27011_022E,B27011_022M,B27011_023E,B27011_023M,B27011_024E,B27011_024M,B27011_025E,B27011_025M,B27011_026E,B27011_026M,B27011_027E,B27011_027M,B27011_028E,B27011_028M,B27011_029E,B27011_029M,B27011_030E,B27011_030M,B27011_031E,B27011_031M,B27011_032E,B27011_032M,B27011_033E,B27011_033M,B27011_034E,B27011_034M,B27011_035E,B27011_035M,NAME,B27011_001EA,B27011_001MA,B27011_002EA,B27011_002MA,B27011_003EA,B27011_003MA,B27011_004MA,B27011_004EA,B27011_005MA,B27011_005EA,B27011_006EA,B27011_006MA,B27011_007EA,B27011_007MA,B27011_008EA,B27011_008MA,B27011_009EA,B27011_009MA,B27011_010MA,B27011_010EA,B27011_011MA,B27011_011EA,B27011_012EA,B27011_012MA,B27011_013EA,B27011_013MA,B27011_014EA,B27011_014MA,B27011_015MA,B27011_015EA,B27011_016MA,B27011_016EA,B27011_017MA,B27011_017EA,B27011_018MA,B27011_018EA,B27011_019EA,B27011_019MA,B27011_020EA,B27011_020MA,B27011_021MA,B27011_021EA,B27011_022MA,B27011_022EA,B27011_023MA,B27011_023EA,B27011_024EA,B27011_024MA,B27011_025EA,B27011_025MA,B27011_026MA,B27011_026EA,B27011_027MA,B27011_027EA,B27011_028MA,B27011_028EA,B27011_029EA,B27011_029MA,B27011_030EA,B27011_030MA,B27011_031EA,B27011_031MA,B27011_032MA,B27011_032EA,B27011_033MA,B27011_033EA,B27011_034EA,B27011_034MA,B27011_035EA,B27011_035MA,state
0400000US06,28300786,5990,18795047,38962,16704486,42991,15983364,40302,12515426,47171,11603898,50515,1163996,18108,3467938,32001,721122,12108,704669,11119,496309,10184,606008,10674,16453,2068,2090561,24407,2024753,24496,1091402,15143,688145,12639,442111,10409,933351,17961,65808,3593,62775,3445,28726,2500,61166,3410,3033,927,9505739,38347,5790264,37413,4289684,33147,2752495,29823,1799667,22628,1500580,25140,3715475,11887,3657336,13432,1908029,16577,3597273,13370,58139,4238,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3865758,2996,2742333,11653,2536848,13729,2419533,13695,1997759,15614,1885848,15278,157243,6881,421774,11865,117315,4001,115833,4046,82622,3649,102692,3826,1482,580,205485,7927,197127,8058,110769,5474,76299,4026,38468,3293,86358,5518,8358,1183,8345,1186,4432,989,7928,1099,13,22,1123425,11845,653503,11236,522631,10414,374852,8126,188479,7379,130872,6181,469922,4006,467872,3853,308532,5314,460060,4035,2050,769,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2742794,1530,1922800,9985,1742224,12037,1642202,10774,1461556,11530,1351182,12431,138754,6581,180646,7980,100022,3580,99031,3590,79671,3612,86240,3538,991,624,180576,7190,172807,7092,121549,5937,69007,4193,57026,4715,51258,4021,7769,1156,7690,1144,4004,860,7450,1124,79,133,819994,9877,418150,8662,362977,8529,242507,6500,139766,5985,55173,4503,401844,3801,397947,3855,260482,4908,392793,4152,3897,1316,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,698421,815,462225,5058,422877,5322,398771,5227,354328,5326,322988,5576,41198,3727,44443,3800,24106,1909,23886,1917,18471,1552,22164,1771,220,192,39348,3632,37469,3572,26414,2659,13441,1983,14441,2149,11055,2178,1879,454,1879,454,1348,445,1879,454,0,182,236196,5017,124977,4730,108895,4672,70690,3334,48876,3932,16082,2303,111219,2115,110290,2268,82087,2834,109803,2271,929,474,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,512198,740,363642,5568,326426,6490,310752,5968,290617,5946,262120,5502,38111,3311,20135,2487,15674,1642,15530,1610,12558,1436,13020,1495,144,143,37216,3676,36029,3713,29298,3168,12309,1987,18729,2427,6731,1628,1187,563,1187,563,546,437,1126,563,0,197,148556,5560,95609,4893,87918,4489,50298,4300,45189,3358,7691,1424,52947,1831,52664,1843,34807,2218,50058,1724,283,236,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15019927,4591,9274719,27945,8229806,31850,7779640,31401,5767065,33471,5425156,34096,486140,11468,2012575,28844,450166,9806,440757,9859,279972,8178,399927,9983,9409,1879,1044913,19054,996250,18946,439061,11917,266757,10694,189048,8244,557189,15236,48663,3668,47247,3488,18768,2217,46266,3309,1416,644,5745208,26903,2802723,26381,2039701,22494,1278633,18433,933021,18548,763022,17982,2942485,10550,2906422,11017,1597920,16014,2871843,10889,36063,4481,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7227250,5374,4742295,22064,4231631,23853,4066825,22326,3202464,23844,3098771,24725,182362,7398,864361,17615,164806,5198,162624,5149,120172,4736,146696,5258,2182,700,510664,11090,497968,11085,224460,8477,159384,7954,76464,4704,273508,9145,12696,1656,12672,1661,6958,1187,12356,1653,24,38,2484955,21571,1552484,20020,1129087,18488,753385,13518,469331,12862,423397,13077,932471,6576,923585,6252,544004,9500,914437,6706,8886,2239,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1039143,2521,691378,7132,643916,7408,604622,6955,561525,7083,528355,7503,49465,4340,43097,3687,39294,2060,38771,2064,33645,2070,32670,2001,523,364,47462,2915,45676,2866,31445,2077,19066,2005,12980,1276,14231,2341,1786,473,1786,473,1169,415,1713,455,0,177,347765,6690,183312,6247,160659,5964,106772,4904,63315,4639,22653,2175,164453,2213,163082,2400,115922,3687,159842,2475,1371,742,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1151756,1357,757410,7098,699911,7551,668992,7523,526844,8555,504845,8971,38636,4053,142148,6273,30919,2495,30727,2486,22439,2100,28397,2393,192,180,57499,4650,55611,4665,28891,3294,21450,2995,9067,1569,26720,2811,1888,580,1866,592,1042,389,1836,590,22,40,394346,7124,220356,7001,171279,6197,120926,5134,67792,3742,49077,3734,173990,2951,173435,2985,114552,3975,171447,2981,555,321,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9639316,2624,6620941,19318,5972041,20396,5698342,19173,4830978,18204,4528852,18248,405716,9396,867364,15411,273699,6755,270059,6758,210374,6288,239410,6337,3640,939,648900,10111,632030,10277,358010,7098,223050,6485,147410,4875,274020,8689,16870,1722,16021,1692,8832,1169,15598,1663,849,426,3018375,19247,1676133,17434,1316023,16293,895559,13296,506434,9790,360110,9843,1342242,7149,1327226,7866,859856,9192,1310015,7914,15016,2066,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
