GEO_ID,B24010A_001E,B24010A_001M,B24010A_002E,B24010A_002M,B24010A_003E,B24010A_003M,B24010A_004E,B24010A_004M,B24010A_005E,B24010A_005M,B24010A_006E,B24010A_006M,B24010A_007E,B24010A_007M,B24010A_008E,B24010A_008M,B24010A_009E,B24010A_009M,B24010A_010E,B24010A_010M,B24010A_011E,B24010A_011M,B24010A_012E,B24010A_012M,B24010A_013E,B24010A_013M,B24010A_014E,B24010A_014M,B24010A_015E,B24010A_015M,B24010A_016E,B24010A_016M,B24010A_017E,B24010A_017M,B24010A_018E,B24010A_018M,B24010A_019E,B24010A_019M,B24010A_020E,B24010A_020M,B24010A_021E,B24010A_021M,B24010A_022E,B24010A_022M,B24010A_023E,B24010A_023M,B24010A_024E,B24010A_024M,B24010A_025E,B24010A_025M,B24010A_026E,B24010A_026M,B24010A_027E,B24010A_027M,B24010A_028E,B24010A_028M,B24010A_029E,B24010A_029M,B24010A_030E,B24010A_030M,B24010A_031E,B24010A_031M,B24010A_032E,B24010A_032M,B24010A_033E,B24010A_033M,B24010A_034E,B24010A_034M,B24010A_035E,B24010A_035M,B24010A_036E,B24010A_036M,B24010A_037E,B24010A_037M,B24010A_038E,B24010A_038M,B24010A_039E,B24010A_039M,B24010A_040E,B24010A_040M,B24010A_041E,B24010A_041M,B24010A_042E,B24010A_042M,B24010A_043E,B24010A_043M,B24010A_044E,B24010A_044M,B24010A_045E,B24010A_045M,B24010A_046E,B24010A_046M,B24010A_047E,B24010A_047M,B24010A_048E,B24010A_048M,B24010A_049E,B24010A_049M,B24010A_050E,B24010A_050M,B24010A_051E,B24010A_051M,B24010A_052E,B24010A_052M,B24010A_053E,B24010A_053M,B24010A_054E,B24010A_054M,B24010A_055E,B24010A_055M,B24010A_056E,B24010A_056M,B24010A_057E,B24010A_057M,B24010A_058E,B24010A_058M,B24010A_059E,B24010A_059M,B24010A_060E,B24010A_060M,B24010A_061E,B24010A_061M,B24010A_062E,B24010A_062M,B24010A_063E,B24010A_063M,B24010A_064E,B24010A_064M,B24010A_065E,B24010A_065M,B24010A_066E,B24010A_066M,B24010A_067E,B24010A_067M,B24010A_068E,B24010A_068M,B24010A_069E,B24010A_069M,B24010A_070E,B24010A_070M,B24010A_071E,B24010A_071M,B24010A_072E,B24010A_072M,B24010A_073E,B24010A_073M,NAME,B24010A_001MA,B24010A_001EA,B24010A_002MA,B24010A_002EA,B24010A_003EA,B24010A_003MA,B24010A_004EA,B24010A_004MA,B24010A_005EA,B24010A_005MA,B24010A_006MA,B24010A_006EA,B24010A_007MA,B24010A_007EA,B24010A_008EA,B24010A_008MA,B24010A_009EA,B24010A_009MA,B24010A_010EA,B24010A_010MA,B24010A_011MA,B24010A_011EA,B24010A_012MA,B24010A_012EA,B24010A_013MA,B24010A_013EA,B24010A_014EA,B24010A_014MA,B24010A_015EA,B24010A_015MA,B24010A_016EA,B24010A_016MA,B24010A_017MA,B24010A_017EA,B24010A_018MA,B24010A_018EA,B24010A_019EA,B24010A_019MA,B24010A_020EA,B24010A_020MA,B24010A_021EA,B24010A_021MA,B24010A_022MA,B24010A_022EA,B24010A_023MA,B24010A_023EA,B24010A_024MA,B24010A_024EA,B24010A_025EA,B24010A_025MA,B24010A_026EA,B24010A_026MA,B24010A_027EA,B24010A_027MA,B24010A_028MA,B24010A_028EA,B24010A_029MA,B24010A_029EA,B24010A_030EA,B24010A_030MA,B24010A_031EA,B24010A_031MA,B24010A_032EA,B24010A_032MA,B24010A_033EA,B24010A_033MA,B24010A_034EA,B24010A_034MA,B24010A_035EA,B24010A_035MA,B24010A_036MA,B24010A_036EA,B24010A_037MA,B24010A_037EA,B24010A_038EA,B24010A_038MA,B24010A_039EA,B24010A_039MA,B24010A_040EA,B24010A_040MA,B24010A_041MA,B24010A_041EA,B24010A_042MA,B24010A_042EA,B24010A_043EA,B24010A_043MA,B24010A_044EA,B24010A_044MA,B24010A_045EA,B24010A_045MA,B24010A_046MA,B24010A_046EA,B24010A_047MA,B24010A_047EA,B24010A_048EA,B24010A_048MA,B24010A_049EA,B24010A_049MA,B24010A_050EA,B24010A_050MA,B24010A_051MA,B24010A_051EA,B24010A_052MA,B24010A_052EA,B24010A_053EA,B24010A_053MA,B24010A_054EA,B24010A_054MA,B24010A_055EA,B24010A_055MA,B24010A_056MA,B24010A_056EA,B24010A_057MA,B24010A_057EA,B24010A_058EA,B24010A_058MA,B24010A_059EA,B24010A_059MA,B24010A_060EA,B24010A_060MA,B24010A_061MA,B24010A_061EA,B24010A_062MA,B24010A_062EA,B24010A_063EA,B24010A_063MA,B24010A_064EA,B24010A_064MA,B24010A_065EA,B24010A_065MA,B24010A_066MA,B24010A_066EA,B24010A_067MA,B24010A_067EA,B24010A_068MA,B24010A_068EA,B24010A_069EA,B24010A_069MA,B24010A_070EA,B24010A_070MA,B24010A_071EA,B24010A_071MA,B24010A_072MA,B24010A_072EA,B24010A_073MA,B24010A_073EA,state
0400000US06,10625048,43932,5815501,28986,2117977,18027,969722,13713,723895,10918,245827,7154,452248,9875,202291,6595,188502,7130,61455,3623,551435,9852,58312,3713,87405,4665,198529,6310,207189,7178,144572,6600,106442,5488,38130,3299,882846,16355,31389,3738,197111,7459,110715,5601,86396,4899,276847,8763,273404,9394,104095,5599,1022520,16216,650977,13699,371543,8953,941984,15376,132123,7499,505786,10521,304075,8887,850174,15790,349527,9679,293498,9720,207149,8217,4809547,25200,1991451,18700,725480,11864,448910,8918,276570,8781,147244,5718,64969,3833,27845,2029,54430,3836,797309,13585,103694,5749,78909,4834,472284,11455,142422,5729,321418,9895,224942,7331,96476,6039,973114,16962,150392,5785,44272,2836,25024,2292,19248,2225,277949,9750,161764,6928,338737,8541,1556018,20899,587902,14722,968116,15856,69053,5137,46840,3896,12339,2080,9874,1672,219911,7541,125564,5537,36017,3331,58330,4276,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2213649,11791,1186700,7833,467651,9026,224177,7144,166864,6554,57313,3700,124018,4745,60744,3154,49065,3285,14209,1885,87173,4583,12707,1542,12518,1509,35987,2835,25961,2615,32283,2349,24518,2067,7765,1424,165235,7132,6521,1395,36716,3015,20595,2401,16121,1798,58809,5349,46337,3574,16852,1924,207794,6609,131062,5349,76732,4426,201086,7424,8228,1460,123176,6521,69682,4452,144934,6658,58151,4251,59992,3756,26791,3046,1026949,9332,455964,9072,165573,5662,98561,4766,67012,4056,37319,2642,18016,1844,9419,1417,9884,1267,165129,6564,22963,2286,16926,1947,98528,4275,26712,2192,87943,4441,63092,3616,24851,2372,195992,6759,38827,3220,9116,1596,5285,1068,3831,1056,65415,4318,27599,2512,55035,3665,324909,8350,115525,5827,209384,6195,10006,1860,2692,847,3457,1076,3857,1086,40078,3005,18379,1901,14489,2096,7210,1278,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1420644,10139,731235,7462,302799,6656,153331,5078,108469,4277,44862,2844,59735,3250,24613,2396,27578,2093,7544,1162,65800,3687,7865,1090,12413,1539,29950,2418,15572,2011,23933,2030,18602,1674,5331,1160,103778,4618,2507,724,22343,2114,13079,1731,9264,1686,29258,3132,35302,2975,14368,1847,130957,5271,80607,3562,50350,3421,98737,5058,2183,958,60496,4542,36058,2690,94964,5059,50513,3737,30371,2716,14080,1870,689409,6559,320126,6488,103792,4269,61507,3778,42285,2788,22090,2266,9813,1355,4781,974,7496,1394,130334,4291,19194,1887,11479,1826,83340,3774,16321,1685,63910,3740,45129,3104,18781,2082,122618,5499,29055,2903,5964,1227,4375,1062,1589,582,35350,3175,17124,2192,35125,2968,211673,5722,70652,4338,141021,5463,3863,1030,780,478,980,481,2103,754,31129,2579,18627,2220,6618,1272,5884,1249,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,305529,4776,156940,3314,53994,2846,26995,2409,18740,2014,8255,1303,13417,1738,5349,1048,4961,805,3107,944,10611,1445,1753,657,1811,520,3717,810,3330,874,2971,571,2249,499,722,273,21722,2257,463,299,5103,917,2078,634,3025,734,6683,1442,6930,1464,2543,679,28698,2528,16892,1855,11806,1676,28089,2292,939,426,15917,1681,11233,1629,24437,2313,9374,1359,10723,1638,4340,1220,148589,3362,63683,3197,22994,1882,13364,1633,9630,1308,5046,874,1977,568,991,444,2078,637,22833,2058,4004,939,2072,735,14730,1707,2027,555,12810,1783,9411,1354,3399,929,28016,2480,4668,849,1471,621,1028,569,443,267,10301,1511,3933,1046,7643,1321,50263,3279,18926,2233,31337,2664,885,376,441,312,79,126,365,199,5742,1121,2882,831,1684,649,1176,506,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,171001,4182,84669,2861,65750,2637,28329,2150,17104,2035,11225,1484,12208,1710,6206,1126,2504,733,3498,915,23377,2404,979,466,11031,1605,4640,1092,6727,1215,1836,569,1795,566,41,67,7380,1492,61,101,1520,700,970,610,550,336,3849,1163,809,558,1141,566,8338,1349,3344,849,4994,1064,2014,1188,0,197,1677,1080,337,299,1187,523,674,356,421,310,92,152,86332,2553,65207,2958,24377,1957,13330,1453,11047,1564,10245,1717,4857,1185,826,414,4562,1082,27865,2459,2441,758,7614,1240,8957,2110,8853,1295,2720,1044,2720,1044,0,197,6757,1271,164,148,579,339,246,186,333,284,2203,773,1660,906,2151,695,13860,2242,4792,1245,9068,1683,155,154,0,197,119,142,36,61,353,247,113,144,240,204,0,197,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6442413,25332,3398548,18433,1109116,18432,559373,12860,418208,11501,141165,5780,197507,7991,100018,6385,79192,4692,18297,2285,239588,8572,27448,2815,45553,3626,89381,4384,77206,5428,112648,5511,78655,4287,33993,3348,577249,13323,19685,2771,140454,7046,82084,5522,58370,3856,176097,8719,178927,9229,62086,4035,705705,16177,456111,13675,249594,9181,571275,15348,36670,4273,311303,12294,223302,8089,435203,12611,155953,7464,182230,8537,97020,6411,3043865,18829,1167042,16921,418547,10507,262613,9400,155934,6413,58904,3911,30584,3350,11207,1569,17113,2019,428089,11366,47441,3238,53021,4006,271368,9081,56259,3973,261502,8605,172796,6521,88706,4540,618286,14717,108202,5915,33876,3201,18465,2772,15411,1856,205711,9911,122612,7956,147885,7876,1117995,18717,441782,13659,676213,14244,27634,2736,9609,1803,9540,1597,8485,1669,112908,7055,60042,4543,28803,3515,24063,2949,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2708964,18653,1476117,13169,522954,10684,275697,7860,207422,6769,68275,5015,102686,5278,51118,3602,39936,3324,11632,1772,106301,5203,14849,2075,19344,2055,44655,3418,27453,2476,38270,3086,27036,2643,11234,1492,182181,7979,4391,1249,45343,4061,22145,2692,23198,2975,52761,4798,63083,4788,16603,2131,264620,8038,180921,7021,83699,4424,264729,9317,12881,2426,142448,8322,109400,5067,241633,7049,113986,5214,82067,4523,45580,4009,1232847,11555,537435,10929,183753,6153,115275,5421,68478,3676,30263,3017,15186,2088,6112,1230,8965,1432,214191,6397,22078,2271,18856,1865,145116,5252,28141,2663,109228,5374,73671,4046,35557,3359,210318,8113,33272,3616,10138,1771,6303,1469,3835,1097,77288,6177,34712,3335,54908,3662,402770,9450,142705,5636,260065,8471,12110,2134,2797,850,5135,1661,4178,984,70214,5321,42092,3900,19234,2819,8888,1965,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,164683,4673,93627,3268,40802,3139,17518,1980,13920,1777,3598,952,7845,1542,3674,1068,2773,828,1398,549,11026,1425,1510,643,952,407,5041,1125,3523,914,4413,1196,4175,1151,238,208,16291,2100,500,291,4299,1217,3076,1082,1223,584,5801,1509,3652,949,2039,714,12945,1626,7950,1323,4995,1078,15768,1935,814,475,9969,1625,4985,1205,7821,1455,2841,1022,3064,931,1916,654,71056,2734,34354,2106,11111,1363,8004,1206,3107,802,3026,963,847,461,617,513,1562,608,14234,1625,2404,830,1009,449,8537,1284,2284,721,5983,1058,4990,1003,993,420,13868,1796,1759,734,745,396,647,382,98,131,4343,994,2855,827,4166,1168,20208,1973,9022,1545,11186,1430,739,476,291,362,289,227,159,174,1887,734,1008,584,838,502,41,50,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,651614,8610,349893,5583,106606,5296,51377,3396,41489,3071,9888,1803,24194,2560,9735,1951,10310,1537,4149,998,22125,2227,4273,906,2984,734,10262,1445,4606,904,8910,1522,6177,1203,2733,1023,47661,3688,2165,725,9020,1446,4827,1083,4193,955,15510,2378,15857,1975,5109,1194,60017,4227,36212,3433,23805,2682,71910,3934,12822,1908,37242,3175,21846,2193,63699,3614,26349,2179,24190,2980,13160,1872,301721,6201,112614,4649,35454,3281,22128,2506,13326,1790,6306,1189,2515,629,1323,663,2468,764,45953,3708,6891,1298,2402,779,31164,3070,5496,1175,24901,2467,17522,2090,7379,1404,69618,4155,13875,1681,3188,866,1543,619,1645,607,22629,3101,9821,1543,20105,1780,100107,4578,31188,2557,68919,4403,3696,1053,1918,675,899,547,879,467,15686,2105,9983,1712,3199,1186,2504,858,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4634458,20657,2439253,12940,827496,10541,424136,9281,300979,7350,123157,5442,168911,6224,86819,4888,65343,4045,16749,1521,182457,5618,25496,2151,35663,2762,75374,3509,45924,2992,51992,3876,39373,3418,12619,1878,323692,8850,9480,1214,78150,4199,39703,3091,38447,3338,103827,5099,99377,4300,32858,2764,449678,9487,278422,8377,171256,6058,354024,8336,12881,1568,199257,6221,141886,5532,484363,9803,219381,5911,165996,7227,98986,4618,2195205,14297,903244,11302,314662,7759,182450,5739,132212,5339,53719,3143,26129,2440,10980,1309,16610,1704,339107,8093,42135,2701,27600,2340,225629,6611,43743,3075,195756,5934,141662,5403,54094,3439,429037,11237,77272,4042,18792,2175,12008,1714,6784,1258,138276,5619,65395,4343,129302,6342,725318,11846,244100,6418,481218,8982,12663,1787,2968,766,5326,1093,4369,954,124943,4850,78495,4564,21261,1927,25187,2244,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
