GEO_ID,B20017B_001E,B20017B_001M,B20017B_002E,B20017B_002M,B20017B_003E,B20017B_003M,B20017B_004E,B20017B_004M,B20017B_005E,B20017B_005M,B20017B_006E,B20017B_006M,B20017B_007E,B20017B_007M,NAME,B20017B_001EA,B20017B_001MA,B20017B_002EA,B20017B_002MA,B20017B_003EA,B20017B_003MA,B20017B_004EA,B20017B_004MA,B20017B_005MA,B20017B_005EA,B20017B_006MA,B20017B_006EA,B20017B_007EA,B20017B_007MA,state
0400000US06,30767,420,32077,509,48062,2175,10637,559,28551,1295,42866,1299,9877,551,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,25668,1182,28546,2460,40903,2130,10071,1539,22367,1817,34586,2211,8632,1151,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,27253,1276,29998,2322,45478,2069,9503,1736,26243,887,40142,1510,11485,1057,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,27150,1318,28544,1988,41694,2866,9354,1945,26308,1516,37115,2148,9656,1757,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,31361,887,30977,1109,45212,4595,7103,1401,31850,1653,47826,3487,11202,972,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,21939,297,22864,755,31780,426,9409,533,21266,388,30210,476,9660,350,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,25040,406,26811,512,36545,688,8554,528,22479,585,31843,459,9004,456,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,35150,4881,39688,8193,45401,8130,16674,13326,31261,2939,33772,7893,10059,23612,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,27409,24907,35602,26370,50512,16802,7877,2487,15882,16936,31829,43623,10800,2826,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,25163,559,26524,805,41272,642,8094,701,23616,1147,37968,1122,8983,550,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,21499,731,22839,2145,36907,1740,7415,843,20706,970,31842,973,9357,1253,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,20958,2173,24892,3525,36895,5388,6809,2804,17911,1994,27002,1491,7133,2004,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,24028,1928,28409,2847,35299,2591,7387,3028,20129,1593,31514,1351,7184,1026,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,20954,772,22015,1485,32286,2144,7306,971,20227,890,28555,1373,7189,1208,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,19658,634,22178,605,32409,1259,7762,703,17326,443,25736,551,8331,530,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,20888,3262,21721,6750,29864,5323,8806,4968,19755,6685,23883,2587,11599,6814,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,35893,684,37184,990,49762,1237,9362,802,34867,1388,46258,750,10281,548,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,27092,1131,28560,2199,38284,2939,10083,1346,25777,1673,37798,1770,11000,721,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,20620,551,21606,868,36702,1247,7290,541,19715,982,33065,1063,7507,454,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,21713,1057,22902,1937,33221,3497,10026,1096,20221,1923,31958,1832,8141,1458,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,19417,683,20968,497,29023,1685,7362,718,17643,747,25074,886,7971,555,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,21722,574,22159,777,32182,1678,7809,1001,21337,921,30425,736,9298,641,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,27952,19633,29538,20028,41309,8773,6429,11709,6990,38722,49571,20467,5670,3109,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20663,1270,22189,2731,33404,3504,4940,1390,18857,2513,27136,3189,6794,1645,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,26411,1400,29414,2015,40670,3793,9914,1484,23442,2859,31973,1345,8671,1717,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25056,8000,26637,7116,36723,12248,4488,3123,17297,11049,34099,6640,5994,4570,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,31191,418,32036,731,44213,2297,10093,807,30539,580,42579,1781,10189,606,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25416,4546,26693,5589,33805,2414,7368,4716,23645,6826,32479,7036,13224,2970,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,30740,290,31211,433,41604,438,10429,515,30377,386,40353,461,10475,307,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,22101,376,24581,986,33433,1425,7349,442,20966,446,30146,427,8195,496,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,16427,4121,21106,4373,27492,5382,4874,13174,6231,1745,25884,5707,5637,1509,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,21278,342,21167,472,34903,1358,6898,504,21382,567,32090,701,7854,542,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,21891,650,23812,1782,32414,1415,7767,1124,20726,913,29631,1778,7754,1231,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,19447,4025,23046,4383,37349,8520,7496,2591,16253,2644,35396,5400,5478,1363,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,24153,824,24554,1234,36559,996,7255,505,23826,1024,34242,1231,9505,732,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,21684,2957,25471,3765,37686,3564,9096,1871,19844,2867,31730,3130,10666,1088,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,21426,452,24488,1293,32139,621,8185,825,19712,667,27102,538,8783,659,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,22090,7167,25318,11902,31390,1813,8566,1586,21439,7299,34069,13836,9882,20592,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21998,454,24468,1631,34989,1711,8317,682,21072,515,29949,1042,9106,687,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25767,372,28119,1282,40123,721,8286,625,23799,734,33099,1035,8385,438,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,20455,1553,21480,1876,32160,8036,8579,2214,17393,9756,36495,8399,7124,2438,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,14326,10656,20564,10954,24965,12085,6192,1918,5117,5722,18073,60305,4403,2035,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,26701,399,30269,712,41101,597,8758,793,25101,597,35040,925,9220,590,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,28483,1946,29606,2236,38770,2606,8576,2529,27097,1996,36018,1459,9753,1855,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,15007,3019,13099,3582,26375,9205,6353,2025,18403,5526,26883,4950,5754,1369,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,20593,751,21843,1498,35596,2034,7466,877,19375,1372,32390,1775,8452,1113,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,14629,10713,11863,9840,27743,20642,10944,1374,21829,13453,30796,4647,8750,15109,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16229,430,16191,514,20478,1153,7176,806,16284,774,21980,796,7487,896,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,20828,425,22430,1343,33243,2625,7557,549,19651,672,27159,554,8085,483,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30439,3720,30312,7096,41974,8706,15345,10180,30534,4813,32114,6615,6473,4087,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,27691,1722,28791,2815,39305,3676,10300,1032,27089,1657,34234,2834,7420,1481,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,21505,619,22764,1894,31935,1292,6917,902,20720,727,28217,1510,8066,757,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
