GEO_ID,B15002_001E,B15002_001M,B15002_002E,B15002_002M,B15002_003E,B15002_003M,B15002_004E,B15002_004M,B15002_005E,B15002_005M,B15002_006E,B15002_006M,B15002_007E,B15002_007M,B15002_008E,B15002_008M,B15002_009E,B15002_009M,B15002_010E,B15002_010M,B15002_011E,B15002_011M,B15002_012E,B15002_012M,B15002_013E,B15002_013M,B15002_014E,B15002_014M,B15002_015E,B15002_015M,B15002_016E,B15002_016M,B15002_017E,B15002_017M,B15002_018E,B15002_018M,B15002_019E,B15002_019M,B15002_020E,B15002_020M,B15002_021E,B15002_021M,B15002_022E,B15002_022M,B15002_023E,B15002_023M,B15002_024E,B15002_024M,B15002_025E,B15002_025M,B15002_026E,B15002_026M,B15002_027E,B15002_027M,B15002_028E,B15002_028M,B15002_029E,B15002_029M,B15002_030E,B15002_030M,B15002_031E,B15002_031M,B15002_032E,B15002_032M,B15002_033E,B15002_033M,B15002_034E,B15002_034M,B15002_035E,B15002_035M,NAME,B15002_001MA,B15002_001EA,B15002_002MA,B15002_002EA,B15002_003EA,B15002_003MA,B15002_004EA,B15002_004MA,B15002_005EA,B15002_005MA,B15002_006MA,B15002_006EA,B15002_007MA,B15002_007EA,B15002_008MA,B15002_008EA,B15002_009EA,B15002_009MA,B15002_010EA,B15002_010MA,B15002_011MA,B15002_011EA,B15002_012MA,B15002_012EA,B15002_013MA,B15002_013EA,B15002_014EA,B15002_014MA,B15002_015EA,B15002_015MA,B15002_016MA,B15002_016EA,B15002_017MA,B15002_017EA,B15002_018MA,B15002_018EA,B15002_019MA,B15002_019EA,B15002_020EA,B15002_020MA,B15002_021MA,B15002_021EA,B15002_022MA,B15002_022EA,B15002_023MA,B15002_023EA,B15002_024MA,B15002_024EA,B15002_025EA,B15002_025MA,B15002_026MA,B15002_026EA,B15002_027MA,B15002_027EA,B15002_028MA,B15002_028EA,B15002_029EA,B15002_029MA,B15002_030MA,B15002_030EA,B15002_031MA,B15002_031EA,B15002_032MA,B15002_032EA,B15002_033MA,B15002_033EA,B15002_034EA,B15002_034MA,B15002_035MA,B15002_035EA,state
0400000US06,24779784,3987,12109629,4284,272401,7929,214264,8765,477103,10558,226764,8479,268065,9562,190708,7745,281661,8298,343911,10101,2547935,22694,655722,12736,1986156,18921,866912,13927,2342615,23639,887801,12548,320370,8621,227241,5756,12670155,3498,337310,9113,233593,6493,511499,12029,236549,7910,265868,8093,180063,5971,247046,7882,299928,7805,2560032,20966,755355,12626,2068225,18760,1092185,14367,2522588,17393,973311,16100,249112,7553,137491,5619,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3444654,3718,1707505,3214,14739,1644,10765,1557,26071,3339,22658,2682,21258,1948,21088,2391,29455,3078,25665,2609,383347,8614,95685,4982,284778,7462,127852,5276,404453,8765,162143,5592,43867,2985,33681,2988,1737149,2351,15054,1741,7948,1260,20048,2477,20027,1994,20734,2211,18993,2501,27720,2759,21712,2163,368853,8235,113558,4374,295239,7507,160401,5199,414016,8908,180633,5773,32683,2766,19530,1962,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2457978,1904,1168880,1898,10514,1621,7460,1572,12510,1909,17430,2038,15252,1910,20965,2291,20605,2027,19338,2038,334519,6998,59864,3884,142968,4381,69231,4030,244051,6562,128422,5268,41542,2292,24209,1949,1289098,1407,11911,1661,8242,1483,13161,1879,20917,1879,14168,1805,19640,2105,20248,2586,16825,1846,347688,7198,70682,3545,159505,4969,113198,3513,259389,6067,165733,5066,31752,2628,16039,2037,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,618612,1103,293017,1069,3618,925,2058,677,3504,1287,5876,1382,3470,755,6192,1037,7126,1284,5462,1128,95699,3440,17953,1722,37532,3239,19345,1875,51580,3295,22341,2002,5626,902,5635,907,325595,780,1830,497,1301,625,2990,731,4314,979,4517,1223,6548,1225,8215,1518,4280,880,99205,3536,20587,1859,49315,2961,24986,2212,60341,3315,29660,2764,4238,914,3268,672,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,439531,534,205675,571,2500,668,1542,665,2003,817,3442,1028,3737,968,2595,833,5329,1012,3170,802,36037,3058,6001,1134,20340,1899,6944,1662,47768,2981,34456,2686,21379,2055,8432,1332,233856,226,2555,664,2374,826,1308,506,3487,963,2145,616,2976,776,6352,1220,4624,1108,45044,2838,9781,1515,25315,1967,7139,951,53136,3014,43032,2725,16746,1936,7842,1213,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13503747,6413,6474383,5097,82606,5752,50696,5222,110051,6909,115861,7205,117662,6968,158238,7670,149487,7717,147541,7403,1910175,20225,384431,8984,921919,17917,532172,16123,1132304,15123,400001,10555,171645,6721,89594,4332,7029364,4453,90382,5343,50307,4216,112538,5960,106846,5087,95252,4849,134987,7444,150352,8281,148652,6785,2110020,22845,478761,10783,1017114,20084,704628,13444,1197632,17761,474522,10202,100615,4752,56756,3622,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6403838,8246,3051122,5678,36295,3062,28453,3252,49529,4395,66109,4303,68781,3934,88338,5250,97243,5811,57423,4737,886395,12270,163524,6895,468422,12861,189655,7901,545094,12649,199185,7120,66422,4084,40254,3120,3352716,5266,38851,3408,24906,2975,42536,3408,70673,4836,61044,3964,89231,4322,89324,5244,51289,4646,924471,13554,201841,6795,538846,12630,263384,8227,595663,11748,269414,7414,56751,3709,34492,2921,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,952281,1173,470390,1174,4841,1028,1866,573,4984,1044,4490,1026,3861,935,6471,1394,7702,1321,7444,1165,140730,5263,23435,1924,84343,4536,47546,2938,85537,3787,27012,2187,13843,1571,6285,880,481891,580,5816,957,2067,574,8967,1418,7961,1121,4915,1215,4973,1068,6890,1537,8238,1439,128574,4534,26195,2028,75616,3363,48140,3475,101049,3611,39554,2671,8640,1295,4296,918,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1012786,2996,501187,2396,4960,1018,3428,993,6861,1394,7565,1371,5717,1161,10590,1858,9931,1709,6662,1368,137378,4837,40561,3138,90775,4405,43151,3312,86116,4578,30138,2916,9567,1217,7787,1399,511599,2139,3882,1016,3137,1104,5546,1304,6059,1157,4962,1083,8293,1453,9249,1485,6515,1415,143084,5470,47548,3254,100895,4783,48144,3620,88904,5278,26773,2604,5360,1326,3248,887,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8558895,4172,4112674,3429,48563,3185,29298,3109,77277,4462,83348,4553,59150,4012,73536,4113,83755,5192,80489,4008,1131128,13404,260629,6655,610898,12533,281598,8131,800653,11784,329071,7284,104520,4311,58761,3805,4446221,3212,46990,3475,29693,2657,75479,4005,89683,4893,57537,3716,71810,3669,83183,4643,71340,4056,1182074,17217,305342,7242,653301,10144,365441,8855,883695,12202,422336,9117,70593,3514,37724,2638,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
