GEO_ID,B25093_001E,B25093_001M,B25093_002E,B25093_002M,B25093_003E,B25093_003M,B25093_004E,B25093_004M,B25093_005E,B25093_005M,B25093_006E,B25093_006M,B25093_007E,B25093_007M,B25093_008E,B25093_008M,B25093_009E,B25093_009M,B25093_010E,B25093_010M,B25093_011E,B25093_011M,B25093_012E,B25093_012M,B25093_013E,B25093_013M,B25093_014E,B25093_014M,B25093_015E,B25093_015M,B25093_016E,B25093_016M,B25093_017E,B25093_017M,B25093_018E,B25093_018M,B25093_019E,B25093_019M,B25093_020E,B25093_020M,B25093_021E,B25093_021M,B25093_022E,B25093_022M,B25093_023E,B25093_023M,B25093_024E,B25093_024M,B25093_025E,B25093_025M,B25093_026E,B25093_026M,B25093_027E,B25093_027M,B25093_028E,B25093_028M,B25093_029E,B25093_029M,NAME,B25093_001MA,B25093_001EA,B25093_002EA,B25093_002MA,B25093_003EA,B25093_003MA,B25093_004EA,B25093_004MA,B25093_005MA,B25093_005EA,B25093_006MA,B25093_006EA,B25093_007MA,B25093_007EA,B25093_008EA,B25093_008MA,B25093_009EA,B25093_009MA,B25093_010EA,B25093_010MA,B25093_011MA,B25093_011EA,B25093_012MA,B25093_012EA,B25093_013EA,B25093_013MA,B25093_014EA,B25093_014MA,B25093_015EA,B25093_015MA,B25093_016MA,B25093_016EA,B25093_017MA,B25093_017EA,B25093_018MA,B25093_018EA,B25093_019EA,B25093_019MA,B25093_020EA,B25093_020MA,B25093_021EA,B25093_021MA,B25093_022MA,B25093_022EA,B25093_023MA,B25093_023EA,B25093_024EA,B25093_024MA,B25093_025EA,B25093_025MA,B25093_026EA,B25093_026MA,B25093_027EA,B25093_027MA,B25093_028MA,B25093_028EA,B25093_029MA,B25093_029EA,state
0400000US06,6781817,25470,38607,3086,10060,1567,3821,875,3737,785,3872,1108,15414,1776,1703,709,499251,9768,132433,5915,81239,4572,71027,4243,53036,3709,157267,6646,4249,1275,4314109,23017,1498227,17052,588886,9773,499339,10965,391502,9234,1295219,14276,40936,3091,1929850,12500,957860,9632,179880,5594,143946,4476,110690,4426,523303,8145,14171,2042,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278158,11129,11459,1730,4052,1070,1072,563,1675,770,1165,618,3430,963,65,57,132805,4519,52996,2974,26018,2409,17917,1752,10730,1610,24845,2397,299,249,827571,8943,387322,7544,124490,4713,88248,4815,55693,3408,165154,5787,6664,1169,306323,4891,167853,4038,31832,2164,24212,1902,16980,2018,63910,3378,1536,558,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,908452,7756,3649,1136,737,436,409,252,623,341,788,557,1092,618,0,193,64240,3600,17575,2004,14493,1503,10209,1322,6394,1297,15066,2016,503,397,591407,6021,241119,5324,91690,4087,64285,3392,48416,3503,142421,6109,3476,990,249156,3855,98037,3536,30005,2205,22363,1922,17456,1626,79992,3833,1303,357,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,241050,3609,778,398,285,235,171,170,60,76,0,182,262,241,0,182,22758,1860,8164,1308,3804,967,3844,994,1447,521,5313,1056,186,163,145264,3410,67429,2902,20742,2076,16361,2003,8781,1444,30909,2744,1042,427,72250,1960,41705,1851,7225,1185,4138,756,3626,764,15160,1375,396,221,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110681,3549,355,288,30,49,0,197,0,197,0,197,325,288,0,197,12287,1348,4702,781,2227,546,1841,524,682,370,2790,959,45,75,66882,2930,30460,2012,10156,1729,7985,1544,4516,1028,13207,1792,558,347,31157,1605,16752,1219,2371,622,1848,499,1592,495,8264,1043,330,216,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4724428,21345,30058,3354,9239,1656,3162,861,4158,1289,1419,582,10849,1896,1231,437,313911,9063,114924,6677,52202,4118,40117,3526,25317,2578,78435,4845,2916,867,2645020,18504,1115600,15671,328866,9188,254115,8059,194550,7935,712073,12822,39816,3143,1735439,12316,888229,10345,171327,5889,131308,4985,99174,4851,428081,9660,17320,2082,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2248702,19411,18565,2361,6486,1347,2023,709,1794,714,978,586,6860,1547,424,373,212506,7090,95866,5394,35868,3152,21903,2471,15293,2333,40706,3570,2870,1053,1453870,14928,709459,12157,205081,8118,138503,6516,92312,5356,288942,8722,19573,3122,563761,6249,311620,6156,57398,2992,40123,2654,30929,2344,119859,4734,3832,951,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,254770,4107,1174,463,145,110,125,197,37,62,126,115,741,352,0,177,16852,1940,3273,748,2226,726,2399,787,2510,685,6343,1687,101,106,148661,3641,51220,2575,19960,1602,17224,1714,13425,1677,44828,2689,2004,749,88083,2387,48592,2334,7328,1054,6229,998,4498,773,21080,2097,356,195,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,398671,5979,5577,1361,2256,813,455,246,702,505,622,446,1542,805,0,187,44180,3271,16908,2205,8230,1616,6533,1333,3651,968,8663,1800,195,164,237823,4765,120918,3983,32022,2570,22789,2346,16412,2106,43987,2850,1695,554,111091,2661,65785,2768,10708,1491,7756,1256,4782,839,21363,2402,697,472,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3177104,16645,23046,2173,8156,1310,3563,900,2760,702,2684,930,5043,1032,840,461,315170,6914,120761,5430,56799,3682,37624,2943,29448,3142,69355,4462,1183,435,1993372,13382,923899,10995,279209,7041,208903,6786,139528,5905,427976,10264,13857,1636,845516,6923,429478,6486,93628,3820,68746,3300,50583,2693,198163,5212,4918,878,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1720780,14241,17127,2185,7537,1416,2711,769,1599,495,1310,558,3829,886,141,135,183613,5395,101121,4752,30365,2263,16912,1966,10751,1630,23775,2459,689,410,1057887,9776,624469,9846,141157,4699,85986,4267,52699,3786,147115,5892,6461,1161,462153,5326,283055,4882,45431,2533,34511,2267,23334,2179,73345,3524,2477,594,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,882584,7833,12696,1713,5660,1071,2450,716,1236,443,617,321,2572,721,161,151,105699,3471,55298,2877,18020,1824,11894,1563,6811,1326,13438,1703,238,195,521417,5465,315892,5689,72449,3610,42747,2987,25518,2260,62159,3258,2652,750,242772,3346,152940,3369,25113,1537,16328,1509,11944,1185,35085,1997,1362,388,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,739191,7686,9860,1725,3904,952,1562,725,1449,733,417,272,2423,823,105,163,82150,3324,42810,2743,12826,1493,9629,1462,6294,1258,10364,1653,227,279,449016,5992,261830,5353,60257,3166,38796,2464,22801,2175,63060,3570,2272,563,198165,3093,121502,2994,21047,1661,13594,1596,11314,1323,29929,1922,779,320,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1144309,10967,11868,1920,5986,1290,1644,689,1527,674,654,389,2007,605,50,63,118334,4589,66389,4215,18483,1887,11431,1972,6889,1129,14613,1834,529,327,695097,7987,402542,7015,89478,3995,58201,3560,35231,3266,104248,4104,5397,1108,319010,4302,192514,3969,34342,2285,22816,1988,15429,1214,51555,3310,2354,561,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130134,10390,14777,2048,8022,1661,1249,660,825,453,1109,718,3414,1067,158,152,118244,5475,62161,4266,17480,2156,10046,1647,7770,1467,19935,2390,852,496,683254,8866,417817,7616,72864,4168,45591,3228,31660,2635,107432,5175,7890,1353,313859,4946,206992,4547,26368,2164,19600,2091,13316,1418,45281,2980,2302,642,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,396014,5199,2713,572,1002,360,92,91,417,286,372,319,830,404,0,155,31721,2068,11770,1530,5916,1092,4868,969,2737,820,6296,1103,134,124,248327,3714,122887,3924,34045,2603,23190,2012,14664,1747,51700,2656,1841,502,113253,2551,56567,2372,12606,1284,9603,1192,7779,1058,26129,1705,569,259,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1433937,10091,7725,1206,2179,616,1410,514,751,515,658,278,2595,786,132,140,126351,5046,42000,3306,25162,2433,18221,1784,14357,1772,26171,2276,440,313,932364,8808,420505,7968,139519,4734,106191,4721,65242,3951,195655,6105,5252,954,367497,4149,188712,4055,38794,2186,28840,2267,22230,1856,86694,3485,2227,615,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1570055,10932,4007,743,708,243,574,303,360,235,533,359,1715,687,117,117,116824,4817,40975,2785,22718,2343,15552,1909,9943,1536,26808,2950,828,540,1027240,8003,445997,7112,159426,5519,116595,4640,77260,4148,222416,6804,5546,1147,421984,5853,185035,5022,46174,2603,35776,2485,31104,2321,121700,4572,2195,602,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2713964,15597,26463,2227,9773,1461,4226,1092,2295,686,1778,465,7639,1180,752,411,240983,6388,115082,4836,36430,2646,27282,2345,15021,1618,45125,2928,2043,760,1677854,12487,870649,11041,234741,6106,151559,4942,99537,3643,306744,5958,14624,1760,768664,6333,407995,5944,88524,3306,61231,2790,45462,2446,161066,4807,4386,795,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1508810,9302,14183,1468,6779,971,1965,573,1380,583,1142,437,2791,666,126,142,183631,4817,80832,3903,37969,2552,24854,1988,13529,1769,25650,2247,797,391,946717,7186,501251,6627,142318,4718,96712,4116,58772,2928,143663,4801,4001,784,364279,3532,204486,3319,36297,2102,26994,1898,21147,1652,73577,2668,1778,419,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,743611,9469,7587,1539,2819,884,1375,650,388,293,202,190,2455,907,348,245,67166,4093,33179,2928,11434,1958,6196,1302,4290,1279,11532,1691,535,320,449793,7613,252600,6410,50577,3820,35662,3035,24811,2561,81224,3884,4919,1155,219065,4068,135757,4122,18519,1936,15023,1570,9708,1392,38444,2445,1614,690,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1591686,12609,16884,2002,7095,1265,2031,637,2258,728,1442,563,3960,1008,98,111,171210,4489,83308,3853,29971,2518,18121,1907,11478,1472,27396,2530,936,373,953097,9677,527812,8962,130409,5320,81780,3675,56376,3739,149539,5854,7181,1359,450495,5088,266534,4745,46033,2278,33430,2338,23349,2095,78973,3615,2176,545,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,274196,4635,2599,798,1022,455,573,436,287,268,190,170,465,279,62,86,24256,1848,10254,1393,4454,1015,3393,897,1716,615,4382,800,57,70,168502,3633,91340,3215,19946,1920,14857,1707,9766,1518,31436,2617,1157,351,78839,2169,48464,2054,7725,1120,6111,922,3427,599,12792,1200,320,169,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,486642,6333,5706,1062,2188,567,519,279,628,305,484,310,1814,718,73,84,58026,2347,28191,1871,11339,1275,6585,818,3692,907,8071,1312,148,155,293798,4610,172980,3920,41501,2286,24645,1744,14316,1608,38957,2337,1399,384,129112,2284,78744,2059,13736,1275,8362,990,6581,948,20673,1719,1016,327,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,552324,7892,6206,1164,2456,904,680,417,626,395,553,421,1850,538,41,68,52897,3155,21161,2235,9445,1549,6092,1241,5145,1405,10740,1732,314,240,333051,7183,142478,4874,44091,3023,35979,2897,23464,2384,83500,4355,3539,931,160170,3070,83924,2651,15071,1802,11721,1241,9039,1089,39702,2413,713,317,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,367863,5474,1852,688,430,275,146,165,179,165,364,405,733,463,0,181,29022,2203,7075,1182,7052,1425,4290,876,3351,1016,7008,1468,246,266,245122,4340,102214,3336,36024,2349,30518,2317,18888,1961,56475,3664,1003,420,91867,2607,35669,2143,11995,1337,9668,1188,6569,970,27529,2236,437,227,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2081481,13198,6471,1230,1322,729,916,525,955,447,423,262,2758,785,97,136,147705,5139,37440,3165,26599,2423,23673,2219,16168,1722,43362,2855,463,274,1349111,10951,481816,9565,197642,6437,161803,5297,120524,5093,380692,8948,6634,1311,578194,5153,204812,5251,68961,3551,51612,3153,42704,2589,205686,5254,4419,785,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,518106,7759,4591,947,2067,714,484,387,511,400,200,184,1200,571,129,139,50190,3460,20548,2075,7798,1358,4621,1101,3904,1228,12590,1995,729,350,307484,5988,168549,4151,35802,2858,25153,2468,17093,1990,56075,3701,4812,1018,155841,3517,95673,3071,14576,1759,9695,1408,7359,1145,27508,2373,1030,336,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3883893,16541,16098,1764,4834,923,2099,597,1446,506,1450,586,5436,1146,833,518,278771,6624,111299,4111,44436,2868,34821,2399,22243,2053,63507,4321,2465,840,2488262,14982,1095432,10715,329041,7791,240638,6178,176122,6520,629992,11320,17037,2038,1100762,7812,502103,8196,113263,3967,85705,3472,70780,3304,321731,8266,7180,1164,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2441626,15846,18078,2239,6345,1441,3380,872,827,373,1236,598,5753,1384,537,341,222348,6757,102761,5052,40188,2539,25088,2651,15502,2115,35720,3195,3089,930,1509664,12008,800599,10066,203576,5528,135111,4954,88719,4402,268231,6790,13428,1591,691536,6835,384830,6418,70172,3635,50051,3318,37231,2694,144586,5391,4666,789,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,189193,3576,3527,817,1781,639,617,387,149,116,161,147,796,436,23,41,26862,1767,15929,1633,4560,1230,2606,772,1179,621,2564,1027,24,33,111382,2442,76901,2220,13243,1473,7727,1003,3964,808,9014,1148,533,244,47422,1545,33092,1376,3845,813,2841,626,1564,405,5703,811,377,180,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
