GEO_ID,C08526_001E,C08526_001M,C08526_002E,C08526_002M,C08526_003E,C08526_003M,C08526_004E,C08526_004M,C08526_005E,C08526_005M,C08526_006E,C08526_006M,C08526_007E,C08526_007M,C08526_008E,C08526_008M,C08526_009E,C08526_009M,C08526_010E,C08526_010M,C08526_011E,C08526_011M,C08526_012E,C08526_012M,C08526_013E,C08526_013M,C08526_014E,C08526_014M,C08526_015E,C08526_015M,C08526_016E,C08526_016M,C08526_017E,C08526_017M,C08526_018E,C08526_018M,C08526_019E,C08526_019M,C08526_020E,C08526_020M,C08526_021E,C08526_021M,C08526_022E,C08526_022M,C08526_023E,C08526_023M,C08526_024E,C08526_024M,C08526_025E,C08526_025M,C08526_026E,C08526_026M,C08526_027E,C08526_027M,C08526_028E,C08526_028M,C08526_029E,C08526_029M,C08526_030E,C08526_030M,C08526_031E,C08526_031M,C08526_032E,C08526_032M,C08526_033E,C08526_033M,C08526_034E,C08526_034M,C08526_035E,C08526_035M,C08526_036E,C08526_036M,C08526_037E,C08526_037M,C08526_038E,C08526_038M,C08526_039E,C08526_039M,C08526_040E,C08526_040M,C08526_041E,C08526_041M,C08526_042E,C08526_042M,C08526_043E,C08526_043M,C08526_044E,C08526_044M,C08526_045E,C08526_045M,C08526_046E,C08526_046M,C08526_047E,C08526_047M,C08526_048E,C08526_048M,C08526_049E,C08526_049M,C08526_050E,C08526_050M,C08526_051E,C08526_051M,C08526_052E,C08526_052M,C08526_053E,C08526_053M,C08526_054E,C08526_054M,C08526_055E,C08526_055M,C08526_056E,C08526_056M,C08526_057E,C08526_057M,C08526_058E,C08526_058M,C08526_059E,C08526_059M,C08526_060E,C08526_060M,C08526_061E,C08526_061M,C08526_062E,C08526_062M,C08526_063E,C08526_063M,C08526_064E,C08526_064M,C08526_065E,C08526_065M,C08526_066E,C08526_066M,C08526_067E,C08526_067M,C08526_068E,C08526_068M,C08526_069E,C08526_069M,C08526_070E,C08526_070M,C08526_071E,C08526_071M,C08526_072E,C08526_072M,C08526_073E,C08526_073M,C08526_074E,C08526_074M,C08526_075E,C08526_075M,C08526_076E,C08526_076M,C08526_077E,C08526_077M,C08526_078E,C08526_078M,C08526_079E,C08526_079M,C08526_080E,C08526_080M,C08526_081E,C08526_081M,C08526_082E,C08526_082M,C08526_083E,C08526_083M,C08526_084E,C08526_084M,NAME,C08526_001EA,C08526_001MA,C08526_002EA,C08526_002MA,C08526_003MA,C08526_003EA,C08526_004MA,C08526_004EA,C08526_005MA,C08526_005EA,C08526_006MA,C08526_006EA,C08526_007EA,C08526_007MA,C08526_008MA,C08526_008EA,C08526_009MA,C08526_009EA,C08526_010MA,C08526_010EA,C08526_011MA,C08526_011EA,C08526_012EA,C08526_012MA,C08526_013EA,C08526_013MA,C08526_014MA,C08526_014EA,C08526_015MA,C08526_015EA,C08526_016EA,C08526_016MA,C08526_017MA,C08526_017EA,C08526_018EA,C08526_018MA,C08526_019MA,C08526_019EA,C08526_020MA,C08526_020EA,C08526_021EA,C08526_021MA,C08526_022MA,C08526_022EA,C08526_023EA,C08526_023MA,C08526_024EA,C08526_024MA,C08526_025MA,C08526_025EA,C08526_026MA,C08526_026EA,C08526_027EA,C08526_027MA,C08526_028EA,C08526_028MA,C08526_029EA,C08526_029MA,C08526_030MA,C08526_030EA,C08526_031MA,C08526_031EA,C08526_032MA,C08526_032EA,C08526_033EA,C08526_033MA,C08526_034EA,C08526_034MA,C08526_035EA,C08526_035MA,C08526_036MA,C08526_036EA,C08526_037MA,C08526_037EA,C08526_038EA,C08526_038MA,C08526_039EA,C08526_039MA,C08526_040EA,C08526_040MA,C08526_041MA,C08526_041EA,C08526_042MA,C08526_042EA,C08526_043EA,C08526_043MA,C08526_044EA,C08526_044MA,C08526_045EA,C08526_045MA,C08526_046EA,C08526_046MA,C08526_047MA,C08526_047EA,C08526_048EA,C08526_048MA,C08526_049EA,C08526_049MA,C08526_050EA,C08526_050MA,C08526_051EA,C08526_051MA,C08526_052MA,C08526_052EA,C08526_053EA,C08526_053MA,C08526_054EA,C08526_054MA,C08526_055EA,C08526_055MA,C08526_056EA,C08526_056MA,C08526_057EA,C08526_057MA,C08526_058MA,C08526_058EA,C08526_059EA,C08526_059MA,C08526_060EA,C08526_060MA,C08526_061EA,C08526_061MA,C08526_062EA,C08526_062MA,C08526_063MA,C08526_063EA,C08526_064EA,C08526_064MA,C08526_065EA,C08526_065MA,C08526_066EA,C08526_066MA,C08526_067EA,C08526_067MA,C08526_068EA,C08526_068MA,C08526_069MA,C08526_069EA,C08526_070EA,C08526_070MA,C08526_071EA,C08526_071MA,C08526_072EA,C08526_072MA,C08526_073EA,C08526_073MA,C08526_074MA,C08526_074EA,C08526_075EA,C08526_075MA,C08526_076EA,C08526_076MA,C08526_077EA,C08526_077MA,C08526_078EA,C08526_078MA,C08526_079EA,C08526_079MA,C08526_080MA,C08526_080EA,C08526_081EA,C08526_081MA,C08526_082EA,C08526_082MA,C08526_083EA,C08526_083MA,C08526_084EA,C08526_084MA,state
0400000US06,16425103,41731,393525,10311,953150,16150,1622809,20221,491294,9676,1844993,23042,743067,14068,1494227,23309,2088321,21498,3380274,27913,1652913,24665,892881,16464,730238,13796,137411,6034,12057326,50144,238120,8900,693987,12873,1248136,17820,376800,8051,1406245,23077,597484,12229,1100147,18415,1407843,19889,2557716,26595,1151029,22395,631861,13596,569827,12049,78131,4981,1821086,24389,100306,7262,158679,7346,204126,7843,54940,3754,175989,6628,71405,4581,118046,6312,233458,8504,339633,9694,173369,7610,99088,5158,75659,4478,16388,2464,849623,15671,6605,1437,29323,2903,70659,4831,15403,1862,101216,5788,26101,2227,84525,4846,135037,5572,144902,6918,135386,6598,61442,3668,36234,2559,2790,945,831906,18001,31163,4764,28363,3180,52390,3509,14630,1805,104391,6775,26930,2341,64456,3632,98592,5217,172093,6719,142821,7197,48754,2965,23206,2413,24117,2941,865162,15704,17331,2001,42798,3590,47498,3799,29521,3209,57152,3713,21147,2873,127053,5794,213391,8058,165930,6957,50308,4038,51736,3673,25312,2788,15985,2933,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2520151,15777,62998,3609,178644,7341,177939,6589,64608,3465,271702,9461,112352,5010,242241,7172,338899,8345,508332,11856,276707,9894,128171,5894,126426,5412,31132,2458,1879015,18048,41546,2879,129781,5764,137528,6032,51232,3105,214521,7785,92258,4556,183116,6389,228915,6865,396850,9911,187767,8051,94713,4929,101869,4620,18919,2352,244255,9043,9527,1799,29863,3279,18201,2155,5758,1357,22733,2694,9336,1596,16897,2629,29378,3534,41665,3161,31195,3250,13491,2072,12589,2248,3622,1221,81480,5060,1182,432,2210,837,2942,1137,1261,536,8950,1993,3067,745,6499,1128,13840,2285,14100,2060,19722,2820,2796,901,4862,1131,49,81,147187,6639,3957,955,7058,1536,7020,1222,1395,590,14860,1899,4309,961,12288,2083,18970,2267,29699,2671,27933,2994,6365,1498,4849,1214,8484,918,168214,6844,6786,1023,9732,1819,12248,1407,4962,1131,10638,1779,3382,1227,23441,2492,47796,3464,26018,2154,10090,1595,10806,1517,2257,821,58,62,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1708374,12362,7026,1621,91585,5340,188998,5893,41749,2964,187459,7316,60759,4249,194740,6783,180853,6467,450090,10579,155475,6887,79550,5229,61672,3512,8418,1247,1358053,13192,4641,1223,71698,4444,158645,5693,35338,2599,148275,6737,50054,3927,158011,6231,128488,5093,374041,9495,110036,5869,59336,4540,55354,3543,4136,1043,143636,6482,1617,897,12540,2403,16208,2163,2760,1123,16441,1995,4216,856,10655,1642,17260,2793,29479,2779,19084,2236,8861,1996,4021,949,494,393,61659,5000,0,184,1624,828,4456,1161,514,310,8173,1524,2521,978,8148,1542,7275,1508,13451,1879,11459,2251,3315,935,723,322,0,184,73486,5254,285,313,2182,704,5591,1573,721,330,9160,1836,2497,1078,4056,1100,6775,1440,24043,2771,10888,1741,3735,1112,815,315,2738,643,71540,4258,483,335,3541,953,4098,1013,2416,644,5410,929,1471,729,13870,1727,21055,2248,9076,1312,4008,1032,4303,877,759,353,1050,677,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420429,6747,4051,897,24812,2396,39258,3131,7537,1407,51287,3464,16989,2122,54437,3563,45685,3595,98673,4468,33693,3266,18683,2107,22857,2166,2467,781,344021,7290,2657,771,19377,2227,33492,2935,6244,1301,42666,3531,14980,2017,44703,3693,34174,3187,82347,4397,25856,2856,15576,1907,19786,2014,2163,762,34569,3293,507,355,2627,786,3701,975,510,433,3576,1138,689,386,3646,909,4528,1089,8099,1321,3565,1001,1174,539,1703,628,244,207,8981,1573,0,184,103,125,318,291,55,88,1977,868,249,201,1256,530,1070,464,1708,585,1301,504,305,207,639,317,0,184,14291,1861,202,234,1022,463,548,411,0,184,1691,599,1016,610,652,299,1832,825,3968,963,2306,834,611,332,383,261,60,69,18567,2031,685,542,1683,724,1199,564,728,439,1377,478,55,60,4180,1143,4081,1062,2551,669,665,483,1017,518,346,225,0,184,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,796394,12419,983,497,35527,3746,10832,1725,3147,939,23530,2605,25145,2930,70935,4398,161318,6067,132904,6011,61631,4496,60303,4132,200906,6504,9233,1336,342010,9070,289,216,18376,2352,5050,1041,1969,711,9298,1504,13963,1937,30675,2620,62305,4241,70803,4114,22923,2526,21692,2577,80359,3810,4308,917,79122,5632,304,299,7844,1665,1052,414,375,289,2344,956,2843,793,7179,1545,12559,1858,10073,1689,5357,1721,5110,989,23135,2789,947,492,292860,8277,390,316,7441,1911,3981,1053,479,264,9110,1623,6715,1274,24267,2271,66793,3525,37679,3778,24910,2952,26484,2465,82900,4478,1711,538,67273,4721,0,184,1591,951,585,359,131,146,2182,1047,1520,666,7604,1948,13892,1932,11625,1774,7044,1589,5866,1206,13377,1711,1856,956,15129,1890,0,184,275,219,164,145,193,188,596,321,104,136,1210,429,5769,1160,2724,857,1397,531,1151,486,1135,393,411,671,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8114069,32638,88706,6610,496359,13882,427861,11168,230813,8096,1113378,20481,385458,12234,776545,14261,1016579,20515,1727003,22939,977289,20283,430232,12553,393417,11559,50429,3543,6441875,36791,49258,4205,358593,11261,345770,10084,184996,7765,906019,18559,325727,10961,633188,13027,744474,17262,1449069,20216,741164,16998,322381,11187,347519,10701,33717,3175,794170,17311,21724,3638,81636,6153,42995,3457,20491,2859,105955,6849,27811,2759,48287,4615,106027,7679,155074,6775,106402,6571,47292,4340,26662,2850,3814,1049,175465,9686,4364,1964,9029,2520,5807,1499,3855,1209,25942,2714,4292,1103,6854,1387,19383,2777,28292,2575,47226,5154,15124,2534,4758,1201,539,367,298272,10108,9041,2967,18724,3252,13522,1826,5364,1414,43517,3662,14042,1930,23114,2709,35318,3749,42649,3531,61115,5771,20235,2915,8184,1497,3447,1450,404287,11109,4319,1091,28377,3406,19767,2883,16107,2486,31945,3603,13586,2602,65102,4392,111377,6078,51919,4276,21382,2721,25200,3357,6294,1488,8912,1862,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4210086,26544,46778,3886,253353,11207,460875,11353,110121,6037,500112,12833,239160,9629,364314,10067,494300,13572,866322,13916,389989,12692,202882,7467,228426,10047,53454,3687,3357492,23171,31077,2962,173395,8977,378170,11127,89026,5735,421911,12387,202344,9375,296581,9176,358047,11278,714796,13445,295880,11634,160209,6370,200107,9133,35949,3432,436045,13191,8049,1856,58816,5464,52528,3791,11167,1790,44581,4249,18228,1990,25770,3434,49908,4792,81988,5118,42798,4216,22922,2316,15331,2058,3959,1174,82719,4978,398,321,3376,1459,4418,1362,313,194,8703,1971,5001,1342,5209,1026,11660,1569,16496,2333,18427,2657,2951,937,5223,1344,544,289,132360,6552,3453,1135,6751,1424,9782,1957,3276,1314,12700,2109,8366,1746,7581,1629,15109,2427,27045,2743,24470,3065,5800,1376,3232,968,4795,828,201470,6626,3801,919,11015,2221,15977,2658,6339,1273,12217,1583,5221,1495,29173,3103,59576,4634,25997,2389,8414,1569,11000,2266,4533,1226,8207,1446,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,671731,7518,10564,2060,44308,2883,19826,2177,13543,2039,78459,5091,37417,2518,49098,3550,71642,4136,119892,4773,103811,4739,29329,2299,56608,3820,37234,2522,438016,8683,6469,1369,30768,2417,12746,1884,9442,1614,48871,3968,29017,2386,31907,2762,41366,3006,81607,3461,62571,3708,18500,1972,42383,3014,22369,2282,103097,5109,1803,722,7741,1370,3356,763,1731,560,12682,2289,4572,915,7560,1325,10701,1608,22141,2299,14103,1727,4876,1072,7560,1457,4271,1078,44827,3451,466,423,1191,518,1445,482,899,544,7990,1605,825,313,3223,735,6742,1354,5404,1025,12128,1797,1951,642,2563,640,0,184,56315,3909,933,455,2175,761,1070,473,543,361,6908,1316,2079,725,2689,668,6117,1252,7299,1310,13334,2107,1524,679,3474,1095,8170,1396,29476,2735,893,516,2433,877,1209,661,928,310,2008,674,924,474,3719,979,6716,1283,3441,786,1675,676,2478,716,628,503,2424,1001,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,675348,8131,36231,2639,51746,3990,65967,4449,19865,2477,81992,4717,28300,2888,47144,3899,60622,4315,155936,5536,62452,4862,29826,2864,32662,2960,2605,694,525800,9840,24438,2113,39259,3782,52170,4122,16641,2177,67562,4249,21984,2481,39217,3561,41329,3461,124643,5046,47668,4187,22683,2476,26335,2834,1871,592,66935,5360,4534,1268,7221,1556,7118,1728,1167,419,6704,1432,3267,911,3178,1090,5565,1345,14835,2130,7184,2064,2555,758,3179,816,428,309,5580,1048,298,248,113,138,999,465,0,184,339,324,357,283,171,187,1219,497,827,423,618,464,47,76,592,446,0,184,36016,3008,3008,849,1850,789,3000,935,1056,513,4301,964,985,353,1515,654,3262,904,7721,1439,5147,1146,2146,856,1719,704,306,99,41017,3189,3953,1346,3303,1017,2680,790,1001,523,3086,1024,1707,861,3063,913,9247,1797,7910,1495,1835,546,2395,742,837,389,0,184,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5922060,24000,62524,3902,296793,9602,762403,14937,169516,6637,646682,12640,355485,10436,556531,11051,659199,12570,1336749,15230,532790,11929,290274,9685,235236,7703,17878,1373,4357006,21740,43511,3091,225695,7877,604615,12808,137730,5924,501901,11464,289477,8923,376131,9077,389915,8948,1026583,13696,360156,8520,207352,8038,186554,6404,7386,1269,520892,11398,4249,982,40825,3419,90209,5792,12882,1624,53288,3958,23569,2632,33575,3512,59876,4970,104229,5319,56189,4212,23281,2302,17634,2140,1086,499,509177,11777,731,426,9018,1825,26517,2897,6827,1094,45357,3410,19722,2625,87087,5055,114839,5788,95791,4968,62136,4138,20517,2372,20522,2015,113,121,290943,9430,4432,1009,7607,1400,20905,2309,3974,981,29824,2804,15828,1904,26034,3124,35727,3619,68893,3494,44212,4097,21007,2610,5992,1184,6508,1344,244042,7533,9601,1446,13648,2233,20157,2615,8103,1232,16312,2037,6889,1278,33704,2839,58842,4162,41253,3493,10097,1474,18117,2112,4534,1142,2785,1151,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
