GEO_ID,C23002A_001E,C23002A_001M,C23002A_002E,C23002A_002M,C23002A_003E,C23002A_003M,C23002A_004E,C23002A_004M,C23002A_005E,C23002A_005M,C23002A_006E,C23002A_006M,C23002A_007E,C23002A_007M,C23002A_008E,C23002A_008M,C23002A_009E,C23002A_009M,C23002A_010E,C23002A_010M,C23002A_011E,C23002A_011M,C23002A_012E,C23002A_012M,C23002A_013E,C23002A_013M,C23002A_014E,C23002A_014M,C23002A_015E,C23002A_015M,C23002A_016E,C23002A_016M,C23002A_017E,C23002A_017M,C23002A_018E,C23002A_018M,C23002A_019E,C23002A_019M,C23002A_020E,C23002A_020M,C23002A_021E,C23002A_021M,C23002A_022E,C23002A_022M,C23002A_023E,C23002A_023M,C23002A_024E,C23002A_024M,C23002A_025E,C23002A_025M,C23002A_026E,C23002A_026M,C23002A_027E,C23002A_027M,NAME,C23002A_001EA,C23002A_001MA,C23002A_002EA,C23002A_002MA,C23002A_003EA,C23002A_003MA,C23002A_004MA,C23002A_004EA,C23002A_005EA,C23002A_005MA,C23002A_006EA,C23002A_006MA,C23002A_007EA,C23002A_007MA,C23002A_008EA,C23002A_008MA,C23002A_009MA,C23002A_009EA,C23002A_010EA,C23002A_010MA,C23002A_011EA,C23002A_011MA,C23002A_012EA,C23002A_012MA,C23002A_013MA,C23002A_013EA,C23002A_014EA,C23002A_014MA,C23002A_015MA,C23002A_015EA,C23002A_016EA,C23002A_016MA,C23002A_017EA,C23002A_017MA,C23002A_018MA,C23002A_018EA,C23002A_019EA,C23002A_019MA,C23002A_020MA,C23002A_020EA,C23002A_021MA,C23002A_021EA,C23002A_022EA,C23002A_022MA,C23002A_023EA,C23002A_023MA,C23002A_024MA,C23002A_024EA,C23002A_025EA,C23002A_025MA,C23002A_026MA,C23002A_026EA,C23002A_027EA,C23002A_027MA,state
0400000US18,4407972,7204,2147854,4848,1792429,4829,1430199,8397,2755,837,1427444,8456,1312422,9651,115022,5659,362230,8246,355425,852,72529,3293,68456,3221,4073,897,282896,3397,2260118,4355,1794171,4529,1272831,9692,239,235,1272592,9674,1178472,10642,94120,5112,521340,9047,465947,1034,59269,2507,56471,2456,2798,668,406678,2690,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2259778,4858,1104384,3213,905890,3056,754646,5694,1461,398,753185,5661,709876,6408,43309,2750,151244,5081,198494,625,44656,1743,43218,1731,1438,431,153838,1875,1155394,2741,895079,2837,693825,5333,156,200,693669,5306,663167,5674,30502,2151,201254,5370,260315,874,36571,2111,35512,2070,1059,409,223744,2405,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1949156,5018,956594,2937,797030,2853,666101,4506,12902,1697,653199,4674,612974,4917,40225,2722,130929,4822,159564,554,40511,1813,38917,1766,1594,469,119053,1714,992562,3115,786609,3046,578598,5337,1467,670,577131,5310,543990,5719,33141,2540,208011,5154,205953,781,33525,1685,32754,1655,771,358,172428,1881,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3089196,5115,1502649,3324,1251945,3352,922959,7359,11816,1453,911143,7664,821989,8391,89154,4048,328986,7807,250704,455,46813,2299,44740,2323,2073,572,203891,2286,1586547,3335,1261655,3222,836037,7060,584,305,835453,7067,764947,7799,70506,4091,425618,6696,324892,718,36003,2335,34728,2324,1275,407,288889,2363,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2337723,6329,1145907,4312,950666,4112,748688,5762,9945,1319,738743,6036,692210,5988,46533,3620,201978,6296,195241,1003,44914,2836,42437,2802,2477,800,150327,3072,1191816,3685,942044,3391,625046,7546,1371,630,623675,7545,582550,7393,41125,3352,316998,7391,249772,1136,34647,1862,33229,1893,1418,498,215125,1876,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1052252,1531,508484,1274,409061,1266,325275,4286,892,409,324383,4199,297449,4173,26934,2363,83786,4394,99423,247,22142,1651,20824,1551,1318,432,77281,1744,543768,1051,420711,1054,307689,4104,36,44,307653,4104,286878,3992,20775,1971,113022,4163,123057,158,17619,1410,17086,1402,533,209,105438,1416,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2812162,9124,1370635,5294,1131342,5160,945730,7469,17427,1605,928303,7719,866230,8016,62073,3909,185612,5611,239293,758,65502,2643,62422,2670,3080,614,173791,2414,1441527,5075,1132590,4889,850416,7270,3000,830,847416,7175,796945,7658,50471,3093,282174,6615,308937,921,53569,2257,51003,2225,2566,805,255368,2405,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4420324,9274,2115146,5927,1745888,5757,1422908,9316,3092,847,1419816,9301,1294119,9937,125697,6292,322980,7418,369258,787,97076,3470,90427,3415,6649,1072,272182,3472,2305178,5458,1803623,5081,1369418,8965,180,92,1369238,8969,1279084,9808,90154,4804,434205,8614,501555,1229,81865,3178,76886,3189,4979,854,419690,3474,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6386070,7191,3119518,5143,2564033,5037,1998019,9259,2395,626,1995624,9254,1790740,10828,204884,6274,566014,9169,555485,884,94568,2904,87351,2937,7217,929,460917,2915,3266552,3950,2560462,3807,1787696,9947,532,402,1787164,9919,1636916,10980,150248,4727,772766,10073,706090,1017,78209,3241,73009,3231,5200,797,627881,3431,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3716477,5307,1825169,3464,1515994,3413,1295225,6723,2091,554,1293134,6857,1215509,7707,77625,3943,220769,6410,309175,549,67097,2563,64832,2546,2265,580,242078,2614,1891308,3181,1502014,3202,1201102,6831,618,476,1200484,6959,1141924,6891,58560,3630,300912,6717,389294,486,51885,2018,50347,2045,1538,440,337409,2148,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1428103,3675,695972,3265,565663,3217,431146,5856,7585,1105,423561,5680,392089,6130,31472,2920,134517,5703,130309,579,29253,1977,28477,1898,776,367,101056,1964,732131,2705,562935,2706,360066,4987,860,418,359206,4904,329436,5281,29770,2728,202869,5402,169196,595,19863,1974,19143,2015,720,328,149333,2154,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4019976,5267,1956264,4158,1605839,4142,1275153,6587,13006,1482,1262147,6559,1162340,7766,99807,4963,330686,6879,350425,743,70502,2751,67025,2631,3477,744,279923,2872,2063712,3636,1615029,3577,1163498,8007,2190,981,1161308,7986,1079739,8093,81569,4776,451531,7508,448683,782,60137,2850,57673,2783,2464,555,388546,2982,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,734675,1752,367940,1442,296761,1441,239595,2687,2634,710,236961,2770,220162,3437,16799,2005,57166,2805,71179,202,15960,1177,15309,1199,651,313,55219,1172,366735,1196,286545,1124,209078,3170,322,210,208756,3192,197136,3724,11620,1812,77467,3200,80190,441,12361,1021,11865,1050,496,260,67829,1177,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1294106,3940,635242,2657,527745,2615,452901,3712,3865,714,449036,3755,425426,4120,23610,2219,74844,3274,107497,457,30680,1664,29892,1606,788,266,76817,1616,658864,2190,520400,2215,407870,3918,555,305,407315,3930,388344,4127,18971,1715,112530,3766,138464,401,23086,1539,22858,1501,228,143,115378,1537,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1554532,9011,791700,4951,648977,4911,521459,6006,5759,1050,515700,6025,454598,5504,61102,3444,127518,4344,142723,988,28729,2327,24930,1980,3799,885,113994,2451,762832,5533,610074,5418,425968,6421,471,311,425497,6411,375819,5312,49678,4032,184106,6010,152758,1210,23575,1977,21159,1936,2416,703,129183,2087,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1024236,2396,500349,1647,415476,1624,345005,3843,1400,607,343605,3858,319527,4171,24078,2539,70471,3740,84873,279,21041,1402,19949,1381,1092,283,63832,1403,523887,1652,418836,1670,321950,4267,0,181,321950,4267,302970,4315,18980,2475,96886,4080,105051,458,16663,1560,15839,1517,824,447,88388,1572,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4985742,14902,2400666,9399,1967983,9354,1614905,11264,5207,868,1609698,11149,1469238,10714,140460,6202,353078,8759,432683,1378,113990,3866,103831,3821,10159,1190,318693,4288,2585076,8285,1994168,7879,1447039,11056,749,447,1446290,11148,1322525,11632,123765,5529,547129,9883,590908,2079,88917,4131,80825,4031,8092,1285,501991,4383,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1201456,8884,585872,5755,473589,5639,362470,6941,5784,1123,356686,7073,322274,7452,34412,2788,111119,4869,112283,1418,24058,1480,22450,1484,1608,627,88225,1709,615584,5209,482692,4995,324599,5346,516,317,324083,5355,294720,4992,29363,2981,158093,4643,132892,1593,18042,1464,16753,1369,1289,509,114850,2252,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10540671,24194,5098859,13706,4191584,13163,3323041,17139,17081,1518,3305960,17135,3040500,18327,265460,8178,868543,12522,907275,3036,209361,5216,194995,5280,14366,1261,697914,6260,5441812,14108,4214377,12524,3009590,17626,1743,605,3007847,17702,2793380,17955,214467,8602,1204787,17342,1227435,3018,174585,5071,161849,4794,12736,1620,1052850,6241,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5548186,11852,2699512,7837,2218383,7682,1773689,10199,60667,2826,1713022,10725,1554724,11476,158298,7239,444694,9661,481129,1319,100526,3740,95228,3771,5298,1007,380603,3744,2848674,6490,2231045,6511,1537957,13007,4648,1028,1533309,12956,1396513,12711,136796,6836,693088,12234,617629,1254,79198,3398,74743,3266,4455,827,538431,3898,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,511507,1319,259319,910,216460,912,185210,2399,3798,770,181412,2518,175596,2555,5816,1285,31250,2455,42859,139,11890,1200,11450,1152,440,228,30969,1195,252188,1055,197596,1059,156733,2245,681,341,156052,2210,151771,2409,4281,1300,40863,2050,54592,149,9492,1018,9373,1001,119,94,45100,1033,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7740593,6062,3755177,4307,3096176,4177,2464177,10097,5818,1248,2458359,10064,2251285,11871,207074,6582,631999,10378,659001,712,129983,3709,123240,3586,6743,1029,529018,3680,3985416,4427,3116203,4332,2220794,13407,819,456,2219975,13434,2059644,13829,160331,6383,895409,12951,869213,1029,109631,4215,106480,4153,3151,683,759582,4229,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2263570,5715,1108455,3880,905530,3773,714563,6550,12264,1779,702299,6349,661011,6354,41288,2781,190967,4933,202925,527,45214,1929,43395,1848,1819,587,157711,2042,1155115,3099,898073,3077,600455,6282,1685,527,598770,6439,562018,6213,36752,2672,297618,6187,257042,694,36048,2215,34764,2155,1284,438,220994,2202,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2725970,7869,1332285,5127,1085836,5079,841379,7283,1934,769,839445,7300,742446,8608,96999,4341,244457,7186,246449,759,47136,2637,44332,2645,2804,651,199313,2775,1393685,4271,1093402,4114,763566,8004,227,255,763339,8012,685869,8510,77470,4554,329836,7850,300283,985,33829,2142,31522,2205,2307,675,266454,2369,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8657587,9487,4186938,5565,3394393,5606,2728925,11290,5075,973,2723850,11247,2500110,10948,223740,6668,665468,10708,792545,1302,170488,3467,159119,3416,11369,1086,622057,3713,4470649,6196,3410074,5894,2457905,12081,757,369,2457148,12103,2287351,12362,169797,5768,952169,11918,1060575,1619,138337,3934,132466,3876,5871,1064,922238,4193,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,718689,4787,339942,3394,278216,3292,226337,4080,1907,631,224430,4075,203750,4587,20680,2193,51879,3159,61726,541,15592,1663,14470,1678,1122,430,46134,1586,378747,2340,292625,2326,217397,4277,194,173,217203,4343,199941,4644,17262,2050,75228,3845,86122,508,14087,1590,12971,1621,1116,439,72035,1585,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2593124,5846,1261352,4037,1017407,3932,792663,6831,19809,1858,772854,6969,702066,8010,70788,4819,224744,5746,243945,743,47908,2005,44965,2002,2943,713,196037,2109,1331772,3355,1030789,3365,693785,7626,2465,655,691320,7584,629004,8329,62316,4756,337004,7987,300983,608,36602,2345,34217,2287,2385,552,264381,2427,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,573322,2202,284601,1359,232865,1352,195994,2798,1457,604,194537,2741,187264,2981,7273,1084,36871,2468,51736,304,14948,1173,14744,1174,204,115,36788,1168,288721,1508,224175,1506,178738,3095,468,384,178270,3177,173396,3323,4874,905,45437,2855,64546,249,9625,933,9572,924,53,62,54921,1015,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4086409,6923,1979381,4965,1623433,4824,1258852,8545,12725,1685,1246127,8652,1142014,8912,104113,5193,364581,8070,355948,748,68332,2616,64735,2518,3597,755,287616,2581,2107028,4082,1653530,4060,1093622,9472,1001,529,1092621,9506,998517,10174,94104,5295,559908,9644,453498,1092,55183,3389,51775,3343,3408,858,398315,3670,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,15047982,35908,7427811,22321,6365363,22344,5112564,22594,60361,3589,5052203,23054,4710945,25289,341258,11572,1252799,18582,1062448,3199,260081,6142,246659,5896,13422,1508,802367,6193,7620171,18728,6291133,18298,4126552,24479,7098,1365,4119454,24438,3807364,24799,312090,10073,2164581,22464,1329038,3520,185853,5932,176293,5983,9560,1446,1143185,6865,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1830633,7261,911152,4123,793114,4010,670262,5380,3085,839,667177,5492,624677,5264,42500,3440,122852,4272,118038,573,26523,1589,25358,1591,1165,423,91515,1713,919481,4531,779910,4505,541861,6487,434,243,541427,6495,504372,6546,37055,3203,238049,6388,139571,766,19456,1546,18918,1568,538,263,120115,1590,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,495696,1151,242857,839,199122,821,160029,2059,443,291,159586,2058,148594,2582,10992,1550,39093,1940,43735,300,12607,1105,12158,1102,449,182,31128,1148,252839,880,199673,879,151986,2574,68,71,151918,2577,143240,2641,8678,1338,47687,2511,53166,125,9305,1032,9161,1036,144,92,43861,1033,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
