GEO_ID,C17004_001E,C17004_001M,C17004_002E,C17004_002M,C17004_003E,C17004_003M,C17004_004E,C17004_004M,C17004_005E,C17004_005M,C17004_006E,C17004_006M,C17004_007E,C17004_007M,C17004_008E,C17004_008M,C17004_009E,C17004_009M,NAME,C17004_001EA,C17004_001MA,C17004_002EA,C17004_002MA,C17004_003MA,C17004_003EA,C17004_004MA,C17004_004EA,C17004_005MA,C17004_005EA,C17004_006MA,C17004_006EA,C17004_007EA,C17004_007MA,C17004_008EA,C17004_008MA,C17004_009MA,C17004_009EA,state
0400000US06,29267501,9547,4393956,43915,380028,8790,1351887,21888,2662041,31795,24873545,43889,10835188,40952,6069825,38203,7968532,35733,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3983668,3537,492802,12566,50151,3908,209375,8123,233276,9228,3490866,12473,1722347,14495,878201,15348,890318,10896,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2793672,2526,268832,10252,14550,1891,82682,4853,171600,7187,2524840,10310,1175025,11008,651328,11527,698487,10126,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,711857,1468,75419,5344,5452,1164,27124,2776,42843,3904,636438,5639,296593,6110,146292,5253,193553,4696,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,500714,874,83467,5904,4761,1000,25470,2581,53236,4800,417247,5794,241580,5550,83614,4730,92053,4213,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15432569,7474,2336524,32289,196853,8912,683538,18451,1456133,23422,13096045,33817,5586210,29723,2744284,28028,4765551,26377,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7449488,6374,1233662,22996,122761,6114,363370,10240,747531,19354,6215826,24377,2971619,23304,1275234,19333,1968973,22550,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1090678,1613,110383,6387,9869,1522,32890,2860,67624,4787,980295,6299,461751,7562,225081,6303,293463,5977,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1191756,2059,169801,8291,15978,2316,73809,5134,80014,4983,1021955,8442,441583,8304,276950,8506,303422,6992,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9907864,5304,1286554,20579,109269,6548,422639,11590,754646,14814,8621310,21472,4096991,20956,2018948,20640,2505371,15957,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4955861,5200,669275,13491,61624,3761,255919,7781,351732,10691,4286586,14757,1984579,17005,1022341,12458,1279666,12458,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2341310,3434,273176,8484,27070,2418,117349,5904,128757,5831,2068134,9554,1048130,9653,496458,8307,523546,7764,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2170073,2941,268633,8165,30449,2687,114233,5567,123951,5746,1901440,8940,964410,7826,438813,8354,498217,8290,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3358871,2986,581564,15073,47990,4016,168959,7161,364615,12187,2777307,15614,1268464,12225,603424,10084,905419,9661,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3488493,3494,606684,14884,65677,4546,183038,8144,357969,10082,2881809,15315,1378144,12667,603448,13738,900217,12455,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1066847,1744,139447,6559,10030,1601,48799,3643,80618,4596,927400,6748,409546,6025,247885,5894,269969,5925,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4572185,3222,425604,14199,30821,2971,139524,6509,255259,9698,4146581,14685,2134810,15899,925879,14362,1085892,11139,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5199323,3567,574711,13803,26705,2476,182040,7258,365966,11368,4624612,14287,2190020,17524,1214873,15222,1219719,12825,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7713688,4892,1188465,21546,84333,4560,410946,10058,693186,14268,6525223,21326,2699063,19746,1620697,18878,2205463,17794,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4135603,3586,432422,11602,34515,2838,184902,7770,213005,6816,3703181,12580,1836422,13857,992402,12223,874357,8750,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2235308,3057,467392,13296,45125,3553,125442,7469,296825,8751,1767916,13761,810775,11595,351648,10022,605493,10618,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4622226,4845,664667,15297,55547,3425,235383,8797,373737,9996,3957559,15687,1879847,15003,912040,14311,1165672,12105,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,789360,1800,111991,5323,10417,1675,46870,3100,54704,3740,677369,5805,307344,6077,178650,5438,191375,4442,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1396982,2164,160499,6963,20758,2031,67699,4718,72042,4378,1236483,7718,661306,6300,290571,5514,284606,4716,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2137321,2513,304546,12317,29446,3483,98073,5576,177027,9262,1832775,12624,820443,11883,428938,10172,583394,10553,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1043665,1994,90714,7045,5452,1290,31445,2974,53817,5277,952951,7033,465194,7689,244880,6957,242877,5476,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6921335,4467,658795,14299,47368,3423,182416,7646,429011,11003,6262540,15225,2934442,18488,1450408,17871,1877690,17702,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1592137,2690,290101,9514,30696,3053,85267,5804,174138,8168,1302036,9736,585795,9844,275064,8944,441177,8364,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15370541,6367,2163314,27577,185987,6417,594902,13932,1382425,19681,13207227,28354,6232236,28804,2952506,24108,4022485,24607,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7495396,6189,1179970,23448,106680,5361,394400,12077,678890,16268,6315426,23823,2910635,23021,1402377,17224,2002414,17805,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,539262,1541,57634,3467,6933,1228,23402,1991,27299,2299,481628,3726,266326,3991,118481,4262,96821,3183,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8923680,5309,1263706,18382,93954,5150,447320,11504,722432,15688,7659974,18890,3519275,21445,1787199,16841,2353500,15874,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2876421,2735,434605,9650,46346,3081,140930,5322,247329,6526,2441816,10254,1197976,10299,495032,8068,748808,8140,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3077348,3715,482684,15582,34250,3750,195348,8147,253086,11110,2594664,15936,1068392,11928,687531,13328,838741,11403,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9992385,4694,1219627,20584,81496,5049,384435,11375,753696,15257,8772758,21803,4023347,19453,2043851,20434,2705560,18010,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,822782,1504,102007,6247,5426,1135,31796,3238,64785,4581,720775,6454,336167,7277,182665,5926,201943,5154,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3634055,4099,575774,14457,46582,3775,177031,7982,352161,10342,3058281,15380,1371980,16210,646924,10089,1039377,12315,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,627795,1302,76179,3694,7161,1129,33231,2892,35787,2515,551616,3953,297930,5361,130002,4592,123684,3975,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4994359,4947,785415,17511,67636,4606,244677,8920,473102,12664,4208944,18176,1938153,16017,907069,12762,1363722,14854,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19296717,11341,2945452,37413,376558,10416,950714,19814,1618180,26637,16351265,39275,8228820,36111,3417033,28573,4705412,27932,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2018394,2287,241226,11619,26738,2780,106443,5237,108045,7044,1777168,11851,826923,11208,485906,9484,464339,7641,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,495931,1217,54293,3053,4502,970,22439,1910,27352,2300,441638,3421,207703,3829,124806,3978,109129,3422,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6316131,5191,682139,17041,60436,4083,234782,10179,386921,10645,5633992,17252,2849375,19380,1218979,17718,1565638,14235,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5379101,3603,656283,20022,44037,3494,242831,10681,369415,13101,4722818,20713,2137097,16522,1177030,14455,1408691,14608,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1468340,2029,237099,9277,15447,1629,65021,4661,156631,7188,1231241,9598,518970,9225,234523,7319,477748,7211,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4434292,3481,522775,12072,45060,3082,217737,6799,259978,7806,3911517,12434,1869914,13748,996093,12727,1045510,9314,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,442423,1414,50436,3940,5930,1355,25363,3138,19143,2324,391987,4100,198525,5809,97889,4775,95573,3608,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2897490,3100,1214600,21095,83148,4207,194507,7685,936945,18433,1682890,20784,670249,12115,242613,8477,770028,13684,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,3721494,3696,612679,16516,55774,4706,177026,7803,379879,11220,3108815,16461,1385870,17071,613447,14194,1109498,13713,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,550761,1512,49034,3396,2894,604,23046,2073,23094,2322,501727,3771,232012,6207,159929,6181,109786,3770,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4984208,4370,805913,15897,79435,4439,245846,9274,480632,12764,4178295,16418,1839246,15700,901862,13421,1437187,14018,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2239566,3986,385187,11266,42256,3276,109005,5193,233926,8981,1854379,11637,868938,10446,365680,10077,619761,11124,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
