GEO_ID,C05009_001E,C05009_001M,C05009_002E,C05009_002M,C05009_003E,C05009_003M,C05009_004E,C05009_004M,C05009_005E,C05009_005M,C05009_006E,C05009_006M,C05009_007E,C05009_007M,C05009_008E,C05009_008M,C05009_009E,C05009_009M,C05009_010E,C05009_010M,C05009_011E,C05009_011M,C05009_012E,C05009_012M,C05009_013E,C05009_013M,C05009_014E,C05009_014M,C05009_015E,C05009_015M,NAME,C05009_001EA,C05009_001MA,C05009_002EA,C05009_002MA,C05009_003EA,C05009_003MA,C05009_004EA,C05009_004MA,C05009_005EA,C05009_005MA,C05009_006MA,C05009_006EA,C05009_007EA,C05009_007MA,C05009_008EA,C05009_008MA,C05009_009EA,C05009_009MA,C05009_010EA,C05009_010MA,C05009_011MA,C05009_011EA,C05009_012EA,C05009_012MA,C05009_013EA,C05009_013MA,C05009_014EA,C05009_014MA,C05009_015EA,C05009_015MA,state
0400000US06,8811331,14490,2942198,13276,2895052,12940,47146,3620,1549680,16890,1392518,17164,1348077,16598,44441,3572,5869133,15956,5461824,19522,407309,12694,2826486,28710,3042647,26714,2647037,24070,395610,12642,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1176281,5427,395637,5490,390061,5639,5576,1427,309470,5843,86167,4906,82258,4898,3909,1048,780644,7501,748394,8309,32250,3559,610193,9649,170451,7693,143146,7088,27305,3564,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,764160,3553,230068,3510,225665,3793,4403,1253,172708,4853,57360,3521,53407,3701,3953,1230,534092,3910,508098,5242,25994,3246,417422,6382,116670,6431,94670,6095,22000,3162,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,191503,2296,62709,1671,61471,1692,1238,591,49684,2470,13025,1821,11841,1825,1184,611,128794,2179,124604,2542,4190,1144,105681,3293,23113,2663,20121,2408,2992,968,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101051,1655,43938,1437,42487,1574,1451,701,31533,1802,12405,2026,11096,1937,1309,740,57113,1639,54493,1802,2620,862,44153,2256,12960,1944,10494,1758,2466,869,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3795358,9968,1244863,10315,1225003,10038,19860,2315,848034,12391,396829,9802,379028,9570,17801,2310,2550495,12373,2377684,14146,172811,8516,1698352,15981,852143,15339,688222,15601,163921,8311,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2364265,10060,785220,7747,775971,7598,9249,1972,617693,10201,167527,7352,159365,7427,8162,1662,1579045,9801,1524857,10732,54188,5191,1281159,12742,297886,10435,249253,10567,48633,4967,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,285907,3074,104508,2370,101918,2482,2590,854,75089,2919,29419,2718,27208,2619,2211,827,181399,3101,169660,3518,11739,1967,127572,4059,53827,3626,42914,3628,10913,1979,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,410264,3125,133775,3305,133162,3241,613,448,115979,2903,17796,2082,17488,2023,308,291,276489,3367,270707,3922,5782,1713,240029,4167,36460,3560,31570,3561,4890,1502,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2943497,6908,952121,6903,937033,6910,15088,2454,692975,9629,259146,8317,247269,8031,11877,2192,1991376,7967,1908770,10566,82606,6720,1473670,12577,517706,11266,444027,12300,73679,6438,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1511563,6061,495233,5655,491820,5734,3413,1076,444454,6355,50779,4178,48229,3847,2550,1003,1016330,6891,993681,6810,22649,2596,926545,8042,89785,5430,72102,5085,17683,2391,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,693174,4566,229559,3493,227386,3521,2173,783,205871,3726,23688,2118,21780,1993,1908,761,463615,3931,453257,4067,10358,1699,424664,4207,38951,2703,30996,2642,7955,1524,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,689263,3903,235904,3279,233653,3547,2251,815,199265,3832,36639,2305,34867,2073,1772,753,453359,4097,442300,4480,11059,1657,388063,5017,65296,4160,55812,3983,9484,1503,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,942987,4771,315985,4581,313147,4556,2838,858,288243,4854,27742,3204,25717,2858,2025,855,627002,5315,612422,5678,14580,2171,588423,5893,38579,3660,27367,2871,11212,2145,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1046269,5757,357776,4863,356873,4868,903,441,334390,5089,23386,2627,22753,2632,633,331,688493,6555,679964,6548,8529,1568,650708,6889,37785,2965,30626,2969,7159,1420,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,251996,2552,78111,2037,77645,2031,466,294,73684,2255,4427,1105,4192,1109,235,203,173885,2928,169867,2946,4018,1025,161443,3097,12442,2219,9533,1920,2909,988,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1281406,5323,431149,4744,423122,5056,8027,1668,305836,6010,125313,5500,118043,5465,7270,1624,850257,5939,804883,7500,45374,4198,648470,8456,201787,6847,161288,6945,40499,4040,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1352489,4407,428070,5044,419713,5208,8357,1601,300387,6937,127683,5799,120552,6035,7131,1460,924419,5581,873910,6488,50509,3813,693091,7928,231328,6639,186738,6166,44590,3667,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2163729,5889,664684,6464,656840,6664,7844,1180,576629,7640,88055,4967,81726,4983,6329,1135,1499045,7563,1455195,8160,43850,3489,1320771,8550,178274,7402,143616,7277,34658,3057,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1235902,3637,414355,3962,408451,4174,5904,1163,333875,4472,80480,3704,75646,3735,4834,1061,821547,5041,788556,5266,32991,3003,703316,6832,118231,5279,93199,4413,25032,2851,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,694285,5103,231540,4593,231176,4590,364,275,222983,4506,8557,1397,8221,1392,336,258,462745,5324,458469,5422,4276,1530,447084,5458,15661,2593,12417,1873,3244,1275,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1325990,5620,434117,5375,431457,5339,2660,708,396912,5571,37205,3384,35133,3273,2072,631,891873,5597,874223,6074,17650,2342,830919,6492,60954,4521,46930,4262,14024,2213,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,205930,2091,69532,1936,69497,1942,35,44,66921,2002,2611,899,2611,899,0,157,136398,2269,135158,2327,1240,474,130497,2783,5901,1506,5327,1453,574,298,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,442956,2936,154605,2471,153366,2390,1239,574,130433,2882,24172,2500,23150,2438,1022,538,288351,3455,277412,3868,10939,1496,244529,4398,43822,3460,34181,3119,9641,1519,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,634076,4821,216495,3908,214606,3905,1889,656,134632,4685,81863,4367,80170,4294,1693,667,417581,4547,394231,4620,23350,2475,253251,6158,164330,6197,141559,5747,22771,2531,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,263652,2691,77491,2308,76484,2323,1007,562,68083,2481,9408,1274,8602,1257,806,532,186161,2822,180514,2867,5647,1432,165819,3745,20342,2999,16228,2472,4114,1400,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
