GEO_ID,C05009_001E,C05009_001M,C05009_002E,C05009_002M,C05009_003E,C05009_003M,C05009_004E,C05009_004M,C05009_005E,C05009_005M,C05009_006E,C05009_006M,C05009_007E,C05009_007M,C05009_008E,C05009_008M,C05009_009E,C05009_009M,C05009_010E,C05009_010M,C05009_011E,C05009_011M,C05009_012E,C05009_012M,C05009_013E,C05009_013M,C05009_014E,C05009_014M,C05009_015E,C05009_015M,NAME,C05009_001EA,C05009_001MA,C05009_002EA,C05009_002MA,C05009_003EA,C05009_003MA,C05009_004EA,C05009_004MA,C05009_005EA,C05009_005MA,C05009_006MA,C05009_006EA,C05009_007EA,C05009_007MA,C05009_008EA,C05009_008MA,C05009_009EA,C05009_009MA,C05009_010EA,C05009_010MA,C05009_011MA,C05009_011EA,C05009_012EA,C05009_012MA,C05009_013EA,C05009_013MA,C05009_014EA,C05009_014MA,C05009_015EA,C05009_015MA,state
0400000US34,1960687,6130,620856,5243,605715,5662,15141,2675,380588,6261,240268,6190,225875,6125,14393,2690,1339831,7275,1250416,8278,89415,4956,873072,9870,466759,9563,386224,9659,80535,4428,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,488544,3599,166590,3095,165008,3140,1582,948,135814,4724,30776,3561,29445,3452,1331,925,321954,3415,309524,3908,12430,2071,259635,5635,62319,5239,51277,4400,11042,2052,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4082490,6051,1344060,7224,1317245,8006,26815,2999,861356,10251,482704,9819,457574,10407,25130,2946,2738430,8180,2557057,10085,181373,7392,1769904,14970,968526,13924,801475,14882,167051,7207,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2168092,8525,719530,6877,711414,6849,8116,1778,583552,7109,135978,5002,129535,5334,6443,1686,1448562,9994,1395386,10524,53176,4520,1206697,11029,241865,8175,195973,8003,45892,3858,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,147988,1420,53735,1368,53259,1364,476,328,51419,1461,2316,634,1840,542,476,328,94253,1805,92526,1757,1727,646,90145,1738,4108,1142,2670,1011,1438,579,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2520666,7969,813090,8277,807002,8448,6088,1378,746334,9077,66756,4799,61893,4481,4863,1295,1707576,9069,1678892,8803,28684,3664,1596239,9048,111337,6604,90248,6022,21089,3331,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,878570,3320,299184,3485,296680,3604,2504,885,258010,3697,41174,2466,39302,2390,1872,757,579386,3853,564933,4445,14453,2000,508640,4350,70746,2816,57674,2899,13072,1882,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,819094,4691,268761,4516,265611,4476,3150,852,202898,4520,65863,4121,63229,4036,2634,869,550333,5372,526202,6519,24131,3449,423032,7329,127301,6487,107387,6075,19914,3331,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2613007,6111,842095,6926,833199,7031,8896,1675,740555,8802,101540,6594,95145,6221,6395,1498,1770912,8154,1725525,9081,45387,4022,1587023,10024,183889,8705,148850,7914,35039,3806,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,207495,1873,65968,2055,64671,2108,1297,852,51452,2357,14516,1836,13593,1663,923,651,141527,2706,134139,3319,7388,1878,105979,4172,35548,3502,29014,3246,6534,1825,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1019411,5163,341686,4256,339904,4271,1782,1024,304292,4977,37394,3035,35666,3092,1728,1010,677725,5521,664360,5284,13365,2269,615731,5843,61994,4700,49980,4667,12014,2070,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,192726,1648,68378,1545,68056,1549,322,239,64828,1704,3550,945,3404,932,146,139,124348,1871,122334,1838,2014,722,118935,2054,5413,1047,3903,860,1510,682,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1401624,6577,466254,5344,461895,5619,4359,1278,410641,5732,55613,4078,52409,4120,3204,1382,935370,7171,912527,7079,22843,3330,844423,7788,90947,5699,71524,5286,19423,3290,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6630350,13583,2241190,12654,2213290,13085,27900,3128,1488887,16096,752303,15214,726460,15334,25843,3081,4389160,14729,4128713,18643,260447,11502,2862574,21862,1526586,19967,1278219,18302,248367,11406,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,852833,4459,305249,3372,303186,3473,2063,803,254341,4216,50908,3468,49032,3284,1876,789,547584,4232,529101,4641,18483,2812,454133,6055,93451,4554,76849,4281,16602,2750,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,117991,1354,37566,1500,37382,1504,184,138,35508,1654,2058,587,1921,578,137,115,80425,1604,78626,1662,1799,579,75107,1672,5318,1062,4189,875,1129,501,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1770830,5883,593623,5873,585065,5816,8558,1536,451100,6569,142523,4373,134732,4418,7791,1483,1177207,6963,1120861,8386,56346,3646,923514,8307,253693,7692,205205,7304,48488,3381,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1515522,5198,507994,5524,499016,5718,8978,1703,361035,6531,146959,5858,139143,5979,7816,1751,1007528,7244,955744,8807,51784,4975,733362,9595,274166,8480,227240,8051,46926,4762,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,360444,3193,121845,2983,121332,3055,513,463,118308,3053,3537,869,3173,944,364,429,238599,3345,237084,3296,1515,470,234115,3447,4484,1043,3469,981,1015,448,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1260474,4764,412791,4934,409533,4689,3258,866,365181,5395,47610,3217,45936,3152,1674,716,847683,5165,826912,5918,20771,2574,758842,6074,88841,4232,73019,4157,15822,2364,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,129604,2227,44376,2152,43985,2157,391,309,40069,2124,4307,994,4078,1011,229,210,85228,2142,83333,2062,1895,632,78308,2314,6920,1305,5198,1136,1722,619,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,812974,4419,247942,3862,247489,3821,453,324,239263,4076,8679,1760,8409,1731,270,231,565032,5350,562365,5402,2667,728,543105,6030,21927,2905,19357,2931,2570,698,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,1059458,4512,349442,5228,346651,5208,2791,912,316300,5343,33142,3056,31346,3003,1796,719,710016,6459,697271,6888,12745,2063,661916,7814,48100,4268,37670,4426,10430,1795,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,177876,1830,62172,1623,61893,1638,279,277,54328,1732,7844,1495,7565,1556,279,277,115704,1991,110031,2929,5673,2048,99975,2731,15729,1900,10322,1983,5407,2054,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1531641,6294,506765,5574,500996,5976,5769,1605,367190,7965,139575,6893,134609,6750,4966,1538,1024876,6786,978724,8322,46152,4536,721305,10410,303571,9714,259620,10202,43951,4389,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,666074,4342,219939,4457,219048,4457,891,600,194677,5019,25262,2324,24474,2365,788,571,446135,4872,436391,5487,9744,2057,397425,5518,48710,3478,39704,3315,9006,2007,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
