GEO_ID,C17010H_001E,C17010H_001M,C17010H_002E,C17010H_002M,C17010H_003E,C17010H_003M,C17010H_004E,C17010H_004M,C17010H_005E,C17010H_005M,C17010H_006E,C17010H_006M,C17010H_007E,C17010H_007M,C17010H_008E,C17010H_008M,C17010H_009E,C17010H_009M,C17010H_010E,C17010H_010M,C17010H_011E,C17010H_011M,C17010H_012E,C17010H_012M,C17010H_013E,C17010H_013M,C17010H_014E,C17010H_014M,C17010H_015E,C17010H_015M,C17010H_016E,C17010H_016M,C17010H_017E,C17010H_017M,NAME,C17010H_001MA,C17010H_001EA,C17010H_002MA,C17010H_002EA,C17010H_003EA,C17010H_003MA,C17010H_004EA,C17010H_004MA,C17010H_005EA,C17010H_005MA,C17010H_006MA,C17010H_006EA,C17010H_007MA,C17010H_007EA,C17010H_008EA,C17010H_008MA,C17010H_009EA,C17010H_009MA,C17010H_010EA,C17010H_010MA,C17010H_011MA,C17010H_011EA,C17010H_012MA,C17010H_012EA,C17010H_013MA,C17010H_013EA,C17010H_014EA,C17010H_014MA,C17010H_015EA,C17010H_015MA,C17010H_016EA,C17010H_016MA,C17010H_017MA,C17010H_017EA,state
0400000US20,596926,5369,42354,2897,14556,1925,9315,1557,27798,2275,6314,1162,5079,1066,21484,2106,19929,2042,554572,5938,464401,6152,183240,4763,90171,4500,30885,2676,19196,2146,59286,3242,36539,2479,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1009929,9786,132500,4573,52419,3609,28054,2663,80081,3891,14604,1709,10975,1632,65477,3691,54277,3207,877429,9612,716714,8957,274734,6131,160715,5542,52949,3355,26172,2692,107766,4167,58980,3509,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,721134,6502,63105,4043,24385,2401,11662,2045,38720,3086,6003,1153,4864,1075,32717,2973,28307,2991,658029,7080,538919,8433,213747,5530,119110,5094,42856,3209,24619,2571,76254,4036,42528,3338,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,332812,5129,30861,2360,12162,1402,6798,1286,18699,2259,3974,1033,3397,983,14725,1846,13411,1774,301951,5085,249034,4414,82169,3542,52917,3454,18265,1943,10539,1742,34652,2723,20057,2274,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,838162,7573,35483,3059,13973,1920,6956,1271,21510,2205,3613,909,2334,779,17897,2084,15243,1792,802679,7708,665830,8704,258648,5565,136849,5515,44922,3128,22996,2149,91927,4334,47148,3504,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1254679,9836,61749,3852,20195,2169,9779,1706,41554,3369,5467,1080,3791,846,36087,3239,29825,2834,1192930,9630,968452,9864,384922,6984,224478,6219,65954,3562,28754,2337,158524,5561,75918,4328,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1988609,12365,175948,4825,72059,3347,42793,2668,103889,4544,19005,1821,14343,1610,84884,4149,72212,3752,1812661,12935,1501893,11285,548904,7269,310768,8111,102522,4751,52402,3574,208246,6904,106973,5072,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1189564,7985,58761,3216,20725,1805,9327,1160,38036,2736,7064,1198,5215,1047,30972,2442,27244,2220,1130803,7449,956471,7859,371720,6057,174332,5417,62191,3596,34924,2659,112141,4202,68456,3678,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,465311,6537,50808,4101,22759,2330,13507,2021,28049,3196,6249,1828,3842,1511,21800,2644,17280,2350,414503,6411,340701,6867,130534,5495,73802,4268,22716,2265,11754,1725,51086,3514,28208,2863,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1277380,10991,116426,5026,48142,3181,24778,2359,68284,3483,12416,1951,9419,1583,55868,3161,49146,2894,1160954,10758,956645,10821,359018,8177,204309,6524,66511,3677,37347,3160,137798,4818,77962,4052,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,234149,4628,20092,2077,8750,1246,4534,894,11342,1481,2390,742,1995,717,8952,1386,7466,1312,214057,4943,181407,4299,63568,3054,32650,2918,13735,1884,8195,1384,18915,2053,11391,1554,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,402304,5262,24952,1935,9399,994,5494,885,15553,1700,2691,801,1937,729,12862,1437,11870,1371,377352,5482,319194,4969,123148,3793,58158,2796,19611,1761,12411,1356,38547,2199,22814,1850,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,381141,7254,28824,2823,11842,1786,6205,1556,16982,2368,3580,1198,2331,891,13402,1927,10998,1737,352317,6558,275229,5576,91272,4332,77088,4500,26504,2432,13169,1876,50584,3486,27877,2934,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,319952,5648,19933,2104,7336,1352,4091,1050,12597,1764,2086,778,1569,642,10511,1683,9802,1700,300019,5515,246756,5520,89908,3683,53263,3698,17433,1639,9795,1435,35830,3184,21079,2561,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1368151,8744,55749,3534,25842,2274,14342,1836,29907,2698,4682,1083,3283,954,25225,2603,19254,2441,1312402,8917,1090190,8812,443948,7957,222212,6076,68722,3757,25353,2494,153490,5057,66908,3466,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,231106,5371,21023,2249,9871,1491,3806,1033,11152,1686,2151,761,1529,598,9001,1399,7709,1383,210083,5060,171750,4692,52425,2813,38333,3141,13820,2096,7708,1645,24513,2446,11522,1781,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2801384,13252,184457,6372,87430,4234,52976,3308,97027,4445,16942,1864,11822,1458,80085,3857,66125,3348,2616927,14143,2131807,14566,822017,11183,485120,9130,153826,5248,67317,4357,331294,7611,159334,5767,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1712584,12509,142327,6170,63540,3955,36372,2786,78787,4897,14118,2263,9633,1737,64669,4230,54325,4091,1570257,11226,1326273,10833,492141,8310,243984,7879,81004,4320,43800,3858,162980,6450,89679,5068,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,160177,3630,8248,1137,2900,568,1232,401,5348,1018,800,408,491,274,4548,1016,4056,978,151929,3595,129282,3644,47626,2418,22647,2080,8551,1268,4978,1062,14096,1574,9308,1340,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2448700,12765,220320,6149,79533,4238,46816,3096,140787,5402,25343,2626,18593,2589,115444,4755,100796,4324,2228380,12751,1829521,13545,685517,9944,398859,10364,133657,5920,74233,4246,265202,7821,139828,6619,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,702377,6151,67735,2925,28172,2095,15021,1485,39563,2363,7194,1066,5293,901,32369,2188,27524,1859,634642,6453,518181,5702,190526,3903,116461,4011,38654,2581,21937,1956,77807,3249,42173,2897,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,798260,7677,77136,4822,29257,2791,15204,1924,47879,3865,9467,1722,6886,1430,38412,3656,32238,3266,721124,7536,593246,7372,203768,5476,127878,5706,40636,2545,22829,1994,87242,4990,46590,3781,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2652696,12537,171651,5963,67219,3361,33512,2295,104432,4763,19663,1993,15880,1761,84769,3906,71255,3614,2481045,13579,2047481,13388,737439,9000,433564,8827,139867,5643,66031,3283,293697,6792,138088,4877,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,204589,4770,10465,1498,4163,973,1758,694,6302,1158,769,363,374,274,5533,1100,4942,1093,194124,4782,150062,5288,53301,3605,44062,3484,12463,2006,5794,1374,31599,3069,15689,2068,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,824361,8883,73913,4517,29360,2435,14446,1732,44553,3914,9068,1696,5886,1530,35485,3304,30041,3003,750448,9234,625366,8373,223290,5846,125082,5898,42055,3850,20774,2738,83027,4747,46458,4069,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,183821,3682,10151,1312,4222,785,1611,518,5929,1062,991,530,510,290,4938,987,4366,981,173670,3658,145113,3345,52866,2366,28557,2330,9659,1263,5903,1068,18898,2112,12935,1724,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1297701,11194,135143,5290,60505,3714,33557,2674,74638,4429,12915,1596,8993,1445,61723,4184,51022,3901,1162558,10060,966640,11720,361061,8406,195918,7029,62288,4113,32118,2841,133630,5224,68878,3980,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3101251,16144,191788,6644,85301,4882,39817,3460,106487,5166,19103,2394,13271,2161,87384,5078,73001,4631,2909463,16186,2425231,15435,943548,13748,484232,11684,156603,6563,82157,6117,327629,8675,183419,6847,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,558675,6114,37998,3256,21305,2580,13811,2063,16693,1940,2645,787,1761,675,14048,1707,11797,1619,520677,6513,445866,6638,224105,5396,74811,3859,24503,2326,14206,1759,50308,3091,30553,2941,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,154964,3147,10784,1260,3314,693,1924,574,7470,1208,1513,519,1075,425,5957,1093,5614,1088,144180,3088,119324,2812,42624,1857,24856,1966,8053,1105,5005,1008,16803,1592,10063,1388,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1400228,10729,81349,3987,35763,2584,19076,2162,45586,3223,9048,1415,6222,1236,36538,2728,29395,2675,1318879,11560,1115891,12236,436997,8665,202988,7262,62746,4289,34200,3196,140242,5240,71808,3975,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1296748,12391,87839,5087,34462,2704,17993,2096,53377,4125,8988,1588,7320,1545,44389,3505,37535,3058,1208909,12805,1006476,11787,378449,7520,202433,7301,69631,4066,38658,3105,132802,5206,73502,3855,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,446021,7227,54951,3029,23708,2048,12871,1570,31243,2508,5483,943,3825,894,25760,2244,21934,2040,391070,7135,319853,6396,108819,3886,71217,4491,23416,2433,11139,1749,47801,3404,22609,2605,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1269828,9760,74975,3453,27862,2011,13708,1427,47113,2941,9636,1376,7892,1378,37477,2660,32359,2584,1194853,8856,1006555,8418,369984,6523,188298,5627,68153,3245,38378,2657,120145,4466,69856,4001,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,130414,3137,10021,1283,3625,872,2188,707,6396,1163,733,403,733,403,5663,1148,4981,1145,120393,3308,101183,3585,37471,2706,19210,2107,8266,1522,5361,1277,10944,1283,6456,1055,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,6112,1139,2038,774,1164,590,577,501,874,420,154,183,154,183,720,381,575,373,4074,1028,3037,879,882,446,1037,553,383,298,216,264,654,440,374,317,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,873711,8434,82337,3773,36220,2995,19223,2437,46117,2625,7775,1122,5216,945,38342,2450,31233,2350,791374,7651,668327,7547,246069,6728,123047,5474,37262,2729,17849,2098,85785,4663,42909,3399,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,117699,3469,4895,993,1674,558,682,306,3221,846,553,286,436,222,2668,835,2519,813,112804,3278,93327,3336,38619,2324,19477,1934,6860,1046,4082,863,12617,1699,8607,1663,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,989044,10685,70655,4691,32589,3165,16116,2336,38066,3312,8106,1513,6313,1400,29960,3057,24053,2593,918389,10264,748531,10232,236938,7730,169858,6277,56389,4099,30750,3319,113469,5536,60590,4567,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,591038,7202,65167,3700,28715,2435,17905,2048,36452,3277,7626,1298,5326,1156,28826,2775,23903,2620,525871,7212,439282,6408,158880,4970,86589,4022,28990,2844,15927,2035,57599,3354,29605,2383,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
