GEO_ID,B25011_001E,B25011_001M,B25011_002E,B25011_002M,B25011_003E,B25011_003M,B25011_004E,B25011_004M,B25011_005E,B25011_005M,B25011_006E,B25011_006M,B25011_007E,B25011_007M,B25011_008E,B25011_008M,B25011_009E,B25011_009M,B25011_010E,B25011_010M,B25011_011E,B25011_011M,B25011_012E,B25011_012M,B25011_013E,B25011_013M,B25011_014E,B25011_014M,B25011_015E,B25011_015M,B25011_016E,B25011_016M,B25011_017E,B25011_017M,B25011_018E,B25011_018M,B25011_019E,B25011_019M,B25011_020E,B25011_020M,B25011_021E,B25011_021M,B25011_022E,B25011_022M,B25011_023E,B25011_023M,B25011_024E,B25011_024M,B25011_025E,B25011_025M,B25011_026E,B25011_026M,B25011_027E,B25011_027M,B25011_028E,B25011_028M,B25011_029E,B25011_029M,B25011_030E,B25011_030M,B25011_031E,B25011_031M,B25011_032E,B25011_032M,B25011_033E,B25011_033M,B25011_034E,B25011_034M,B25011_035E,B25011_035M,B25011_036E,B25011_036M,B25011_037E,B25011_037M,B25011_038E,B25011_038M,B25011_039E,B25011_039M,B25011_040E,B25011_040M,B25011_041E,B25011_041M,B25011_042E,B25011_042M,B25011_043E,B25011_043M,B25011_044E,B25011_044M,B25011_045E,B25011_045M,B25011_046E,B25011_046M,B25011_047E,B25011_047M,B25011_048E,B25011_048M,B25011_049E,B25011_049M,NAME,B25011_001MA,B25011_001EA,B25011_002EA,B25011_002MA,B25011_003EA,B25011_003MA,B25011_004EA,B25011_004MA,B25011_005MA,B25011_005EA,B25011_006MA,B25011_006EA,B25011_007EA,B25011_007MA,B25011_008EA,B25011_008MA,B25011_009EA,B25011_009MA,B25011_010MA,B25011_010EA,B25011_011MA,B25011_011EA,B25011_012MA,B25011_012EA,B25011_013EA,B25011_013MA,B25011_014EA,B25011_014MA,B25011_015EA,B25011_015MA,B25011_016MA,B25011_016EA,B25011_017MA,B25011_017EA,B25011_018EA,B25011_018MA,B25011_019EA,B25011_019MA,B25011_020EA,B25011_020MA,B25011_021MA,B25011_021EA,B25011_022MA,B25011_022EA,B25011_023MA,B25011_023EA,B25011_024EA,B25011_024MA,B25011_025EA,B25011_025MA,B25011_026EA,B25011_026MA,B25011_027MA,B25011_027EA,B25011_028MA,B25011_028EA,B25011_029EA,B25011_029MA,B25011_030EA,B25011_030MA,B25011_031EA,B25011_031MA,B25011_032EA,B25011_032MA,B25011_033EA,B25011_033MA,B25011_034MA,B25011_034EA,B25011_035MA,B25011_035EA,B25011_036EA,B25011_036MA,B25011_037EA,B25011_037MA,B25011_038EA,B25011_038MA,B25011_039MA,B25011_039EA,B25011_040MA,B25011_040EA,B25011_041EA,B25011_041MA,B25011_042EA,B25011_042MA,B25011_043EA,B25011_043MA,B25011_044MA,B25011_044EA,B25011_045MA,B25011_045EA,B25011_046EA,B25011_046MA,B25011_047EA,B25011_047MA,B25011_048EA,B25011_048MA,B25011_049MA,B25011_049EA,state
0400000US06,12552658,18433,6781817,25470,5110446,24066,4125793,22278,303533,8408,2856215,19665,966045,10901,984653,13264,325601,8606,55143,3546,214043,7586,56415,3174,659052,11526,56782,3220,425484,10171,176786,4351,1671371,16687,1369504,15247,71875,4469,636751,11081,660878,10111,301867,7992,50525,3506,181616,6343,69726,3440,5770841,24980,3475341,25974,1978306,23481,579393,11858,1232312,18778,166601,5862,1497035,20619,433687,9907,172925,6073,242427,7947,18335,2028,1063348,16679,338362,9459,662632,11944,62354,3627,2295500,22820,1693310,21748,404374,11566,864616,15290,424320,10100,602190,12075,371667,9808,205432,7578,25091,2690,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1996088,8553,1278158,11129,924126,10512,777401,9701,86440,3532,528328,7935,162633,3675,146725,5160,48184,3513,8772,1626,34291,3376,5121,881,98541,4213,10271,1687,69345,3517,18925,1856,354032,7407,295025,7388,23750,2607,161395,5807,109880,4167,59007,3676,15031,1798,34212,2785,9764,1171,717930,9538,354138,9375,197669,7791,78655,4714,104838,5365,14176,1884,156469,6435,44112,3523,18559,2558,23946,2505,1607,752,112357,5617,48034,3936,59624,3896,4699,711,363792,8664,267585,7842,83661,4513,131152,5166,52772,3327,96207,5006,72699,4087,21699,2282,1809,669,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1357812,6453,908452,7756,671652,8121,553912,7328,39939,2474,389387,6549,124586,2634,117740,4699,38731,2993,4484,1224,27675,2769,6572,1182,79009,3699,5192,947,55684,3189,18133,1885,236800,6305,198521,5854,10724,1561,94874,4442,92923,3758,38279,2935,7550,1302,23787,2423,6942,950,449360,8680,230717,7244,106964,4987,33395,2981,61586,3657,11983,1264,123753,6072,24486,3011,11633,1807,11789,2126,1064,442,99267,4929,37036,2628,56569,3986,5662,1219,218643,6665,179415,6012,35129,3351,87230,4680,57056,3127,39228,3138,24574,2468,12850,1841,1804,651,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,340308,3122,241050,3609,174969,3831,140456,3960,13963,1592,88880,3156,37613,1556,34513,2505,10517,1588,1878,988,7115,1153,1524,476,23996,2255,2596,662,16719,1968,4681,841,66081,3112,55794,2931,3229,763,26541,2325,26024,1666,10287,1485,1870,642,6009,1014,2408,728,99258,4117,50624,3219,23004,2567,8225,1481,12827,2030,1952,581,27620,2660,5744,1157,2778,962,2734,740,232,237,21876,2280,6932,1366,13381,1933,1563,556,48634,3696,36402,3259,8082,1343,18426,2355,9894,1358,12232,2002,8231,1508,3719,1160,282,203,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,266662,3138,110681,3549,58566,2755,41356,2145,5176,743,25224,1738,10956,977,17210,1746,4172,953,148,176,3241,842,783,342,13038,1425,752,336,7666,1286,4620,739,52115,2881,43960,2925,4604,1096,25624,2333,13732,1429,8155,1199,1962,543,5127,972,1066,386,155981,4855,53927,3543,20793,2553,8026,1261,11389,1882,1378,451,33134,2502,5206,1081,1574,566,2941,910,691,362,27928,2431,8475,1528,16808,1694,2645,698,102054,3797,78119,3986,26769,2727,38403,2689,12947,1365,23935,2065,17883,1621,5153,1112,899,591,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7197943,25102,4724428,21345,3245019,19932,2614405,20308,180213,7875,1556698,15883,877494,10317,630614,13386,175981,7323,26027,2783,117953,6373,32001,2295,454633,10519,45348,3486,292786,7625,116499,4907,1479409,18138,1252738,15741,59518,4252,545105,11515,648115,11805,226671,7976,32863,2856,132478,6983,61330,3096,2473515,22250,1353203,17721,705215,13247,206014,7580,415796,10443,83405,4248,647988,14287,147920,7579,57494,4992,81779,5023,8647,1341,500068,12068,183147,6805,288853,10050,28068,2980,1120312,16098,876665,14501,220837,8162,427886,11200,227942,6825,243647,8835,140375,6571,91849,4858,11423,1617,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3532908,15691,2248702,19411,1674843,17247,1344355,15378,139047,6081,920107,11769,285201,5486,330488,9796,88273,5293,13135,2234,59690,4320,15448,1567,242215,7709,25782,2370,161995,6879,54438,2750,573859,11035,502318,11016,39453,4051,264770,8400,198095,5004,71541,4548,13654,1801,47308,3630,10579,1366,1284206,16668,731383,15122,349031,11547,131683,7108,194040,8498,23308,2370,382352,10641,78145,4191,31431,2921,44306,3593,2408,607,304207,10444,121817,5688,166639,8343,15751,1892,552823,10818,443384,9301,135952,5747,221457,8483,85975,3777,109439,5527,71091,4925,34502,3109,3846,984,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,447748,4282,254770,4107,191699,5037,149782,4815,8402,1194,96802,4063,44578,1941,41917,2907,13637,1493,1442,562,7861,1143,4334,763,28280,2263,2011,681,13068,1667,13201,1531,63071,3475,50876,3161,3240,966,24446,2014,23190,2021,12195,1548,2931,854,6484,1180,2780,693,192978,4122,117466,4622,79245,4449,27783,2446,44598,3208,6864,1089,38221,2835,9932,1264,4497,964,4642,963,793,298,28289,2555,9284,1418,15788,1756,3217,937,75512,3714,56595,3236,12688,1699,30313,2345,13594,1483,18917,1729,10527,1458,7409,1329,981,371,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,583106,5317,398671,5979,299335,6077,259047,5521,35047,2673,161824,4355,62176,2045,40288,3138,12642,1836,1839,747,9272,1540,1531,577,27646,2538,3804,1151,16821,1972,7021,1243,99336,4520,83646,4223,4979,1318,41399,3207,37268,2450,15690,1753,4088,1134,8507,1387,3095,695,184435,6150,106573,5557,63178,3828,28818,2749,29503,2653,4857,1268,43395,4009,11692,2303,4480,1394,6684,1527,528,340,31703,3031,15863,2277,13544,1779,2296,817,77862,3410,56404,3678,16354,2268,24122,2042,15928,2011,21458,2091,17070,1922,4033,1062,355,275,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4770194,13140,3177104,16645,2332390,14713,1920239,15131,193559,5861,1314104,12563,412576,5718,412151,9398,128555,5092,24304,2758,83843,4441,20408,1980,283596,7860,31816,2734,180228,6008,71552,3382,844714,12658,735348,11980,58236,3510,353552,7938,323560,6076,109366,3729,30301,2520,61645,2932,17420,1832,1593090,15616,788630,12308,369190,10168,132599,5402,203592,6461,32999,2653,419440,8694,91574,5433,38641,3855,48293,3378,4640,965,327866,7538,125252,5095,184852,6378,17762,1826,804460,11564,637867,10469,183628,6182,296716,8553,157523,5568,166593,6416,116139,5564,46093,4111,4361,1013,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
