GEO_ID,C27012_001E,C27012_001M,C27012_002E,C27012_002M,C27012_003E,C27012_003M,C27012_004E,C27012_004M,C27012_005E,C27012_005M,C27012_006E,C27012_006M,C27012_007E,C27012_007M,C27012_008E,C27012_008M,C27012_009E,C27012_009M,C27012_010E,C27012_010M,C27012_011E,C27012_011M,C27012_012E,C27012_012M,C27012_013E,C27012_013M,C27012_014E,C27012_014M,C27012_015E,C27012_015M,C27012_016E,C27012_016M,C27012_017E,C27012_017M,C27012_018E,C27012_018M,C27012_019E,C27012_019M,C27012_020E,C27012_020M,C27012_021E,C27012_021M,C27012_022E,C27012_022M,C27012_023E,C27012_023M,C27012_024E,C27012_024M,C27012_025E,C27012_025M,C27012_026E,C27012_026M,C27012_027E,C27012_027M,C27012_028E,C27012_028M,C27012_029E,C27012_029M,C27012_030E,C27012_030M,C27012_031E,C27012_031M,C27012_032E,C27012_032M,C27012_033E,C27012_033M,C27012_034E,C27012_034M,C27012_035E,C27012_035M,C27012_036E,C27012_036M,C27012_037E,C27012_037M,C27012_038E,C27012_038M,C27012_039E,C27012_039M,C27012_040E,C27012_040M,C27012_041E,C27012_041M,C27012_042E,C27012_042M,C27012_043E,C27012_043M,C27012_044E,C27012_044M,C27012_045E,C27012_045M,C27012_046E,C27012_046M,NAME,C27012_001EA,C27012_001MA,C27012_002MA,C27012_002EA,C27012_003MA,C27012_003EA,C27012_004MA,C27012_004EA,C27012_005EA,C27012_005MA,C27012_006EA,C27012_006MA,C27012_007EA,C27012_007MA,C27012_008MA,C27012_008EA,C27012_009MA,C27012_009EA,C27012_010EA,C27012_010MA,C27012_011EA,C27012_011MA,C27012_012EA,C27012_012MA,C27012_013MA,C27012_013EA,C27012_014MA,C27012_014EA,C27012_015EA,C27012_015MA,C27012_016EA,C27012_016MA,C27012_017EA,C27012_017MA,C27012_018MA,C27012_018EA,C27012_019MA,C27012_019EA,C27012_020EA,C27012_020MA,C27012_021EA,C27012_021MA,C27012_022EA,C27012_022MA,C27012_023MA,C27012_023EA,C27012_024MA,C27012_024EA,C27012_025EA,C27012_025MA,C27012_026EA,C27012_026MA,C27012_027EA,C27012_027MA,C27012_028EA,C27012_028MA,C27012_029EA,C27012_029MA,C27012_030MA,C27012_030EA,C27012_031MA,C27012_031EA,C27012_032MA,C27012_032EA,C27012_033EA,C27012_033MA,C27012_034EA,C27012_034MA,C27012_035MA,C27012_035EA,C27012_036MA,C27012_036EA,C27012_037MA,C27012_037EA,C27012_038MA,C27012_038EA,C27012_039EA,C27012_039MA,C27012_040EA,C27012_040MA,C27012_041MA,C27012_041EA,C27012_042MA,C27012_042EA,C27012_043MA,C27012_043EA,C27012_044EA,C27012_044MA,C27012_045EA,C27012_045MA,C27012_046MA,C27012_046EA,state
0400000US06,28300786,5990,11135482,39916,10760157,40005,8888325,39414,7800611,39077,888840,16953,38005,3688,398893,10650,1871832,25638,375325,9046,366373,8749,227979,6334,74390,3931,287195,7777,21089,2160,8952,1575,7400403,37523,6897569,35646,4677544,33435,3132994,27535,826648,15372,76297,4337,824993,15200,2220025,27786,502834,10547,492771,9891,199909,6790,137346,5162,466379,9602,44393,3466,10063,1451,9764901,40563,6140655,37821,4330643,32062,1980901,25684,686396,13330,514250,12525,1656336,19921,1810012,28390,3624246,12372,3565636,13681,1113147,13357,867975,12914,3505207,13509,830730,13229,58610,4315,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3865758,2996,1751392,14674,1694692,14487,1460455,15058,1253087,14131,167588,7439,5534,1166,52270,4050,234237,8346,56700,3107,55845,3008,33082,2528,13338,1526,44434,2337,2297,578,855,507,1072989,15408,983434,14625,716136,13286,469299,10217,142247,6481,14557,1919,100379,5662,267298,9806,89555,4080,88703,4079,32344,2361,31370,2623,85709,4092,6821,1194,852,468,1041377,13314,592037,11981,454568,10383,217388,6855,78239,4615,68377,4307,137953,6735,137469,6091,449340,4312,447502,4123,150866,4882,158795,4557,439426,4328,60067,2960,1838,751,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2742794,1530,1186018,11334,1139030,11281,1037871,10947,939030,10877,88957,4597,4126,1118,46946,4060,101159,6306,46988,2682,46423,2607,32969,2183,10063,1288,35981,2445,2031,597,565,440,744302,11274,670872,11001,553469,10173,399984,8921,71617,4023,12532,1595,100532,4969,117403,5640,73430,3274,72937,3278,35913,2369,24828,2000,70012,3216,5907,1021,493,328,812474,10782,423257,9593,354742,9353,170893,6099,46205,3712,51120,3560,131750,6643,68515,4508,389217,3812,385308,3826,149972,4818,137396,5194,380278,4137,62132,3126,3909,1311,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,698421,815,300009,5999,290011,5721,264926,5128,237572,5431,18253,2266,1268,502,15022,2076,25085,2887,9998,1152,9792,1144,7470,964,1977,510,8515,1032,794,502,206,189,174916,5166,155680,4719,126481,4615,82826,4119,17124,2101,3000,776,30204,2801,29199,3613,19236,1571,19127,1572,10014,1145,5583,938,18616,1520,1463,395,109,148,223496,4891,115526,4904,98230,4584,47318,3037,8909,1274,18934,1940,40979,3512,17296,2581,107970,2070,107136,2241,55555,2645,33761,2552,106715,2259,14062,1654,834,477,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,512198,740,245250,5310,235086,5152,223257,5019,194014,5282,25873,2862,1547,700,17497,2164,11829,1815,10164,1368,10084,1342,8222,1164,1684,483,8017,1284,778,568,80,97,122796,5231,114584,5009,101841,4796,61854,3678,21528,2595,1371,510,27289,2784,12743,1942,8212,1222,8148,1205,4241,833,2154,594,7644,1200,1213,536,64,105,144152,5914,92720,5131,82735,4516,27546,3126,13365,1855,8676,1449,49346,3506,9985,2035,51432,1764,51149,1765,26343,1826,12726,1668,48516,1656,14654,1669,283,236,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15019927,4591,5749328,29253,5524997,28678,4349651,28541,3782742,28923,481579,13003,21843,2699,153279,7462,1175346,22566,224331,7062,220064,6753,121291,5283,43711,3131,184326,6832,13337,1951,4267,1286,3395137,26253,3048606,25905,1849541,20389,1203424,19187,347777,9971,39244,3393,288609,10909,1199065,23097,346531,8481,339804,8589,109297,4434,104028,5237,331191,8616,25435,2263,6727,1704,5875462,28487,3005010,29042,2046635,25041,868780,16750,331814,10974,389247,9559,730993,17290,958375,20461,2870452,11319,2834558,12086,791628,13750,858148,14773,2798261,11999,456101,11168,35894,4504,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7227250,5374,3060195,22590,2973284,22108,2473000,23007,2241707,22167,236769,10551,11302,2006,49252,3867,500284,14073,86911,4557,86020,4454,53027,3423,18472,2003,72442,4145,5010,854,891,511,1633984,19634,1517067,18591,972924,16968,712936,13824,161681,6809,16752,2113,100903,5363,544143,13311,116917,4353,115592,4394,50061,3317,36265,2318,112065,4300,8592,993,1325,470,2533071,22858,1626926,21534,1110087,19470,551139,12385,142889,7287,210808,8061,352348,11808,516839,13530,906145,6471,897269,5948,300251,8148,263776,6851,887956,6355,171621,6115,8876,2234,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1039143,2521,446687,7474,422975,6852,403524,6551,357192,6615,44259,4001,1155,419,14594,1743,19451,2541,23712,1979,23440,1957,18053,1474,5028,1193,18135,2055,926,365,272,383,253800,6802,231604,6698,196174,6333,135287,5600,26595,2378,2428,718,33035,3297,35430,3157,22196,1791,21917,1802,14105,1579,6017,956,20680,1621,1883,485,279,226,338656,6337,179031,5875,153931,5512,64612,3935,24857,2001,15906,1674,53808,4295,25100,2575,159625,2438,158282,2537,80755,3674,43830,2746,154999,2597,23472,1776,1343,738,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1151756,1357,455325,8119,441534,8119,369877,7501,323812,7397,58159,4193,1125,586,9276,1691,71657,4497,13791,1533,13708,1515,7394,1179,4880,843,11787,1402,776,369,83,108,339266,9274,310898,9197,212065,8411,145866,7544,47518,3770,5768,1400,24178,2778,98833,4432,28368,2408,28237,2425,8301,1494,13030,1634,27746,2379,1738,478,131,147,357165,7414,192527,7312,145072,6200,67309,4354,28625,2836,31747,2826,43711,3538,47455,3357,164638,3189,164083,3224,43522,3093,72622,4265,161818,3154,20378,2168,555,321,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9639316,2624,4200644,20759,4064798,21192,3574063,21015,3233423,20016,320857,8552,15017,1905,155822,6883,490735,10835,135846,4863,133813,4851,90407,4169,32286,2097,107114,4341,5861,921,2033,646,2413214,22044,2213539,20960,1659710,18755,1195801,16469,250363,7098,29920,2693,263589,8563,553829,12675,199675,6068,197200,6103,88066,3808,75253,3607,191111,5942,13071,1690,2475,796,3025458,18803,1728168,16971,1271238,15559,640000,11751,178710,6784,191013,6443,418435,9162,456930,9649,1297290,7439,1282293,7986,451761,8049,486546,7696,1265263,8039,182807,5696,14997,2144,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
