GEO_ID,B15002A_001E,B15002A_001M,B15002A_002E,B15002A_002M,B15002A_003E,B15002A_003M,B15002A_004E,B15002A_004M,B15002A_005E,B15002A_005M,B15002A_006E,B15002A_006M,B15002A_007E,B15002A_007M,B15002A_008E,B15002A_008M,B15002A_009E,B15002A_009M,B15002A_010E,B15002A_010M,B15002A_011E,B15002A_011M,B15002A_012E,B15002A_012M,B15002A_013E,B15002A_013M,B15002A_014E,B15002A_014M,B15002A_015E,B15002A_015M,B15002A_016E,B15002A_016M,B15002A_017E,B15002A_017M,B15002A_018E,B15002A_018M,B15002A_019E,B15002A_019M,NAME,B15002A_001EA,B15002A_001MA,B15002A_002EA,B15002A_002MA,B15002A_003MA,B15002A_003EA,B15002A_004MA,B15002A_004EA,B15002A_005EA,B15002A_005MA,B15002A_006EA,B15002A_006MA,B15002A_007EA,B15002A_007MA,B15002A_008MA,B15002A_008EA,B15002A_009MA,B15002A_009EA,B15002A_010EA,B15002A_010MA,B15002A_011EA,B15002A_011MA,B15002A_012EA,B15002A_012MA,B15002A_013EA,B15002A_013MA,B15002A_014MA,B15002A_014EA,B15002A_015MA,B15002A_015EA,B15002A_016MA,B15002A_016EA,B15002A_017MA,B15002A_017EA,B15002A_018MA,B15002A_018EA,B15002A_019MA,B15002A_019EA,state
0400000US06,15989024,31004,7877008,18613,658007,11169,634883,11797,1421208,15953,219309,6873,1777706,14829,583443,11225,1586051,18253,996401,15267,8112016,17058,688116,9629,571833,13156,1533927,15856,151032,5445,1929673,19652,725067,12502,1590112,15300,922256,14430,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2987154,8671,1475380,5323,50023,3547,75231,4473,259684,6552,64999,4054,328860,7064,112540,4797,368317,8308,215726,5827,1511774,4609,41255,2549,68027,3855,274036,7311,44703,3096,356236,8178,142495,4848,375945,8121,209077,5753,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1999459,6355,951885,4356,31119,2919,53082,3200,232142,6302,34176,2832,163768,4976,59380,3611,213416,5836,164802,4746,1047574,3458,36401,3074,49929,3458,258336,6164,21641,1983,180673,5294,95369,3717,221950,5608,183275,5721,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,453976,2553,217615,1685,11304,1850,14326,1516,59758,3078,8495,1298,40906,2510,15790,1617,41024,2534,26012,2136,236361,1306,7218,1135,14726,1872,66745,3160,7024,1444,47739,2611,20263,1860,45085,2643,27561,2324,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,186873,3041,94428,1758,2337,1032,1337,824,2485,767,174,149,5056,1167,2189,793,32261,2433,48589,2392,92445,1612,2405,774,454,246,4187,1134,540,558,5270,1007,1167,464,31707,2208,46715,2490,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10787943,13361,5202642,8069,254397,10093,412940,11506,1238251,15629,259910,8113,1058464,17790,436745,14124,975697,12674,566238,12120,5585301,8422,245137,8017,374807,11393,1508610,20692,195513,6568,1194226,16797,565221,11940,985684,15595,516103,9538,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4096502,9571,1991313,6384,109234,6202,177197,7533,434999,9595,122948,6129,396095,8771,121847,4934,401293,9687,227700,6866,2105189,5450,100444,5785,165770,6771,501268,10330,100243,5157,444773,9626,155075,6772,400164,8881,237452,6910,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,265475,2097,144825,1418,2058,733,3735,818,26145,2568,5974,1324,36954,2613,13472,1818,31545,2565,24942,1930,120650,1263,1610,591,2736,757,21609,2384,2399,728,29201,2207,11978,1678,31124,2254,19993,1906,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,942667,3756,466000,2511,17258,2018,29251,3010,99979,4819,28437,2881,121896,5124,40826,3194,83071,4638,45282,3730,476667,2479,13036,2081,26271,2480,115707,4760,19203,2107,139863,5411,45681,3523,83592,4791,33314,2980,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6467463,12418,3131391,7435,142812,4999,180261,5962,733496,10793,130895,5373,670194,12636,227462,6866,653982,10514,392289,7609,3336072,6922,146748,5471,171722,5380,824735,14115,99824,4313,708551,10126,283614,7048,689397,10775,411481,8652,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3722271,5422,1797538,3623,68375,3710,143286,4937,547586,9619,106299,4568,371938,8572,131956,5225,277917,6901,150181,5730,1924733,3048,62898,3198,151877,5842,597479,9072,86019,4045,392738,8464,174492,6226,297718,7054,161512,5297,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1910689,3590,925883,2284,28284,2145,49892,2816,278314,5452,39002,2335,197781,4224,94104,3803,163323,4172,75183,3075,984806,1970,24203,1865,42442,2584,274935,5827,32206,2709,221971,4561,123459,4254,188230,4466,77360,3578,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1638537,4057,795028,2716,26094,2107,48010,3427,188942,5418,38262,2264,189741,6234,56017,3418,161258,4792,86704,4500,843509,2218,26027,2281,42764,2740,196595,5183,27419,2189,208940,5047,73984,3549,174743,4188,93037,4139,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2637142,3556,1270048,2251,97893,4125,121591,4199,364354,7767,93742,4215,248434,7395,71589,3756,168025,5120,104420,3972,1367094,2133,84223,3590,117457,4452,363445,5572,89861,3577,285321,6226,118951,5217,177268,5075,130568,4744,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1997253,5271,972832,3554,54550,4464,88776,4468,274147,7638,61805,3922,206600,6678,41089,3422,160257,6300,85608,4351,1024421,2912,44099,3155,80547,4435,297661,6154,53129,3520,216808,7080,67121,3803,176737,5458,88319,4419,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,914289,1098,438208,774,15052,1481,25745,1935,135122,3829,27021,2420,84038,3682,34449,2479,76435,3244,40346,2223,476081,761,10377,1385,22415,1680,137259,3997,20435,2233,96083,3737,49169,2817,90669,3288,49674,3191,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2428799,7258,1171805,4106,40279,3314,68052,3190,263958,7276,37573,2627,211289,6772,60781,3799,262732,6774,227141,5927,1256994,4076,37494,2983,64482,3859,293595,7099,30376,2427,231577,6492,95429,4290,274031,7292,230010,6156,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3784350,7085,1794635,4410,58507,3433,94216,4987,424248,8323,61914,3589,301290,8312,116254,5298,428139,9126,310067,7464,1989715,4048,65092,3383,87317,4485,458770,8481,44341,3323,338799,6929,186323,5193,458788,7633,350285,7375,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5435562,4959,2635661,3470,79265,3542,187820,5588,698067,8969,119982,4875,628576,9621,207429,5543,444461,7842,270061,6324,2799901,2575,76487,2868,175686,4901,797897,9571,78143,3665,644449,9077,286152,5924,469175,7458,271912,5678,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3200106,3941,1563502,2694,37611,2334,67938,3141,374684,5628,58429,2955,347314,6960,159658,4532,351754,7243,166114,4230,1636604,2084,31219,2399,52443,2969,391572,7126,35129,2405,372207,6283,189730,5866,389942,7372,174362,5169,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1212838,3756,586207,2570,29911,2806,60660,3679,134518,4732,44623,4181,129285,5735,46410,3046,88066,4455,52734,3097,626631,2423,25801,2405,53143,3744,149981,5643,40310,3385,140700,5902,65666,4295,96823,5137,54207,3259,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3432238,4278,1657551,3002,58121,3089,127706,5006,457902,8646,88326,4510,370653,7845,105299,4320,285543,7567,164001,5907,1774687,2752,64139,4214,125273,4353,488813,8728,70486,4836,399716,8412,137380,5178,314684,7506,174196,6501,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
