GEO_ID,C21001G_001E,C21001G_001M,C21001G_002E,C21001G_002M,C21001G_003E,C21001G_003M,C21001G_004E,C21001G_004M,C21001G_005E,C21001G_005M,C21001G_006E,C21001G_006M,C21001G_007E,C21001G_007M,C21001G_008E,C21001G_008M,C21001G_009E,C21001G_009M,C21001G_010E,C21001G_010M,C21001G_011E,C21001G_011M,C21001G_012E,C21001G_012M,C21001G_013E,C21001G_013M,C21001G_014E,C21001G_014M,C21001G_015E,C21001G_015M,NAME,C21001G_001MA,C21001G_001EA,C21001G_002EA,C21001G_002MA,C21001G_003EA,C21001G_003MA,C21001G_004EA,C21001G_004MA,C21001G_005MA,C21001G_005EA,C21001G_006MA,C21001G_006EA,C21001G_007EA,C21001G_007MA,C21001G_008EA,C21001G_008MA,C21001G_009EA,C21001G_009MA,C21001G_010MA,C21001G_010EA,C21001G_011MA,C21001G_011EA,C21001G_012MA,C21001G_012EA,C21001G_013EA,C21001G_013MA,C21001G_014EA,C21001G_014MA,C21001G_015MA,C21001G_015EA,state
0400000US26,123233,5914,60658,4029,55360,3808,4491,877,50869,3697,5298,923,2684,589,2614,730,62575,3797,56327,3465,792,353,55535,3427,6248,952,28,48,6220,946,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,57168,3688,27517,2658,26072,2617,2653,696,23419,2464,1445,485,602,274,843,352,29651,2271,27823,2146,475,286,27348,2119,1828,520,0,139,1828,520,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,15110,2449,7091,1891,6141,1834,403,314,5738,1837,950,375,703,349,247,176,8019,1354,6711,1182,411,287,6300,1193,1308,486,60,101,1248,474,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,70929,4062,34604,2924,30873,2894,3905,927,26968,2658,3731,921,1731,590,2000,693,36325,2663,32223,2635,615,404,31608,2655,4102,858,211,179,3891,860,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,15110,1587,7160,1001,6620,940,918,384,5702,884,540,245,402,257,138,104,7950,1340,7536,1294,332,283,7204,1356,414,213,0,157,414,213,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,17098,2063,8187,1302,7712,1328,1024,383,6688,1245,475,332,165,121,310,302,8911,1586,8462,1601,253,259,8209,1482,449,222,0,149,449,222,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,57630,4635,26507,2898,23829,2653,3616,1154,20213,2366,2678,861,1383,567,1295,618,31123,3100,27321,2745,642,417,26679,2792,3802,950,0,200,3802,950,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,11736,1482,5938,1115,5492,1056,676,398,4816,969,446,268,189,160,257,216,5798,1111,5381,1109,317,317,5064,1067,417,235,0,181,417,235,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,124247,7176,61218,5063,56115,4956,2657,762,53458,4707,5103,1062,1305,477,3798,862,63029,3910,56826,3794,351,228,56475,3771,6203,1057,52,65,6151,1054,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,36257,3005,19184,2149,17025,2039,2461,868,14564,1676,2159,691,1162,526,997,411,17073,1770,14409,1682,461,325,13948,1615,2664,711,48,65,2616,706,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,315051,10763,151140,6549,138048,6263,7652,1272,130396,6094,13092,1746,2923,1034,10169,1431,163911,6662,145461,6114,1251,510,144210,6075,18450,1918,296,267,18154,1930,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,102936,5469,47966,3515,44516,3428,6221,1189,38295,3270,3450,850,1747,615,1703,816,54970,3830,50683,3698,1735,718,48948,3689,4287,913,226,258,4061,864,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7316,1280,3367,731,3254,721,337,300,2917,684,113,112,71,76,42,75,3949,972,3671,932,289,317,3382,905,278,201,0,141,278,201,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,121732,5589,57650,3729,52847,3582,5404,1097,47443,3476,4803,907,2568,652,2235,679,64082,3979,57529,3815,1532,575,55997,3711,6553,1112,128,171,6425,1100,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,170261,5264,82460,3119,73559,2996,9236,1152,64323,2800,8901,844,5090,647,3811,602,87801,3373,76956,3229,1136,440,75820,3326,10845,852,15,26,10830,856,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,87364,4816,42204,3164,38823,3026,4393,900,34430,2826,3381,616,1705,516,1676,495,45160,3164,40939,2902,808,482,40131,2906,4221,926,188,237,4033,920,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,133178,6443,64990,4205,60741,4200,5396,1144,55345,3851,4249,964,1492,456,2757,786,68188,3945,62743,3791,1480,512,61263,3885,5445,937,96,128,5349,900,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,16614,1969,8582,1310,7747,1262,505,318,7242,1232,835,372,156,121,679,373,8032,1247,7294,1260,0,200,7294,1260,738,340,0,200,738,340,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,42586,3996,18940,2044,17656,2059,2741,957,14915,1849,1284,457,663,320,621,339,23646,3225,21005,3155,455,407,20550,3080,2641,802,130,152,2511,786,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7625,1324,3489,724,3319,733,849,470,2470,639,170,114,160,115,10,22,4136,949,3910,927,139,176,3771,915,226,151,19,39,207,145,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,59540,4975,27695,3130,24880,2982,4043,1075,20837,2827,2815,740,1358,472,1457,558,31845,2750,28225,2533,541,360,27684,2511,3620,916,48,77,3572,921,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,322010,11214,153134,6322,139458,6363,14241,2077,125217,5950,13676,1680,5935,932,7741,1342,168876,7844,151834,7322,4323,1150,147511,7135,17042,1640,155,113,16887,1628,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,31293,3346,16164,1803,15168,1727,1198,490,13970,1710,996,404,699,348,297,195,15129,2090,14094,2042,102,147,13992,2035,1035,429,70,112,965,417,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7318,938,3319,621,3154,604,379,261,2775,527,165,120,96,86,69,85,3999,663,3752,640,92,108,3660,648,247,174,0,143,247,174,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,130768,7433,61369,4067,57536,4066,6755,1244,50781,3866,3833,856,1733,599,2100,596,69399,4792,62893,4320,2538,683,60355,4403,6506,1187,92,103,6414,1197,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,180482,6676,88817,4275,82917,4061,10389,1436,72528,4070,5900,967,3036,615,2864,843,91665,4478,86218,4367,1904,799,84314,4421,5447,817,79,112,5368,829,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21515,2315,10858,1467,9431,1383,1606,514,7825,1350,1427,464,1094,449,333,210,10657,1716,9274,1662,278,285,8996,1671,1383,433,0,182,1383,433,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,52898,3628,26480,2391,25011,2374,2319,629,22692,2242,1469,324,663,251,806,264,26418,2295,24478,2199,271,278,24207,2169,1940,484,0,145,1940,484,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,9288,1697,4897,1201,4599,1177,813,541,3786,1086,298,213,176,173,122,158,4391,929,3879,885,0,185,3879,885,512,368,0,185,512,368,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,332491,12259,157522,7178,133869,6430,5095,1391,128774,6179,23653,2264,3946,915,19707,2003,174969,6920,145275,6345,429,375,144846,6330,29694,2324,110,136,29584,2296,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,38959,2749,20356,2008,17964,1956,3518,1168,14446,1810,2392,655,1711,535,681,414,18603,1745,15855,1637,487,379,15368,1635,2748,627,0,184,2748,627,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,29936,2560,14183,1814,13656,1809,1522,640,12134,1593,527,227,335,173,192,136,15753,1674,14730,1625,527,416,14203,1640,1023,397,62,97,961,391,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,95093,5325,45245,3397,41484,3237,5749,1047,35735,3183,3761,695,1765,528,1996,498,49848,3400,45305,3334,1187,637,44118,3296,4543,901,115,117,4428,885,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,30091,2450,14626,1680,12374,1606,1731,701,10643,1497,2252,654,921,391,1331,539,15465,1801,12094,1660,243,200,11851,1656,3371,849,0,184,3371,849,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
