GEO_ID,B10052_001E,B10052_001M,B10052_002E,B10052_002M,B10052_003E,B10052_003M,B10052_004E,B10052_004M,B10052_005E,B10052_005M,B10052_006E,B10052_006M,B10052_007E,B10052_007M,B10052_008E,B10052_008M,B10052_009E,B10052_009M,B10052_010E,B10052_010M,B10052_011E,B10052_011M,NAME,B10052_001EA,B10052_001MA,B10052_002MA,B10052_002EA,B10052_003MA,B10052_003EA,B10052_004EA,B10052_004MA,B10052_005MA,B10052_005EA,B10052_006EA,B10052_006MA,B10052_007MA,B10052_007EA,B10052_008MA,B10052_008EA,B10052_009EA,B10052_009MA,B10052_010EA,B10052_010MA,B10052_011EA,B10052_011MA,state
0400000US06,1111161,19881,263741,7362,55277,3135,26171,2741,29106,2124,208464,7108,847420,17886,239047,8951,155234,7121,83813,4655,608373,14149,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,88254,6235,20097,2774,6800,1527,3645,1172,3155,844,13297,2156,68157,5125,28887,3316,21546,3007,7341,1224,39270,3670,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,65405,4403,15308,2343,4661,1318,2568,1018,2093,931,10647,1837,50097,3499,15971,2233,11265,1875,4706,1178,34126,2992,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,26483,3422,8435,1509,2955,819,1357,585,1598,685,5480,1320,18048,2719,7216,1414,4608,1109,2608,720,10832,2414,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10341,1736,3466,804,899,457,672,387,227,231,2567,801,6875,1470,2063,911,1161,667,902,556,4812,1175,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,463850,13584,114768,6064,34204,2987,17509,2603,16695,2137,80564,5246,349082,12214,127731,7831,81896,6521,45835,3905,221351,8492,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,265281,12055,72250,5412,31562,3117,16780,2176,14782,2394,40688,4111,193031,10192,92827,6864,65190,5539,27637,2895,100204,6562,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,54596,3486,13726,1751,3702,1066,2107,838,1595,503,10024,1448,40870,2933,11195,1552,6488,1389,4707,952,29675,2709,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23116,2838,5029,1076,2520,765,1497,609,1023,408,2509,779,18087,2309,7358,1554,4500,1129,2858,1055,10729,1815,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,275433,9970,66261,3530,21191,2303,11139,1938,10052,1272,45070,2816,209172,8965,76667,5387,54331,5219,22336,2064,132505,7150,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,126036,7073,35031,2979,16159,2139,9518,1549,6641,1190,18872,2081,91005,5933,40421,3887,28808,3390,11613,1636,50584,4550,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,39482,3176,10556,1519,4838,1126,2365,747,2473,758,5718,1059,28926,2745,11904,1532,8208,1315,3696,793,17022,2229,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,47220,3512,11304,1587,5055,981,2272,522,2783,842,6249,1232,35916,3150,17704,2289,11734,1911,5970,1213,18212,2242,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,102902,5492,31935,2782,17358,2073,9577,1471,7781,1384,14577,2206,70967,4918,39556,3390,28346,3013,11210,1574,31411,3114,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,119416,5520,34783,2816,17869,1849,11083,1547,6786,1134,16914,1982,84633,4921,50120,3958,35692,4012,14428,2048,34513,3160,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18412,2425,4808,929,1211,453,673,343,538,278,3597,777,13604,1956,6608,1437,5011,1280,1597,528,6996,1273,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,140880,6768,36031,3113,10394,1607,6016,1321,4378,965,25637,2779,104849,5904,38115,3877,23506,3289,14609,1801,66734,5027,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,122438,6416,32825,2336,7801,1381,4197,1167,3604,931,25024,2129,89613,5872,28592,3907,18427,3638,10165,1487,61021,3958,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,184217,6874,51190,3740,20140,1838,11196,1432,8944,1343,31050,2919,133027,5942,55858,3828,39443,3399,16415,1560,77169,4411,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,62502,3606,15964,1612,4530,942,2768,642,1762,533,11434,1483,46538,3207,16203,2045,11239,1731,4964,1057,30335,2486,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
