GEO_ID,B17010A_001E,B17010A_001M,B17010A_002E,B17010A_002M,B17010A_003E,B17010A_003M,B17010A_004E,B17010A_004M,B17010A_005E,B17010A_005M,B17010A_006E,B17010A_006M,B17010A_007E,B17010A_007M,B17010A_008E,B17010A_008M,B17010A_009E,B17010A_009M,B17010A_010E,B17010A_010M,B17010A_011E,B17010A_011M,B17010A_012E,B17010A_012M,B17010A_013E,B17010A_013M,B17010A_014E,B17010A_014M,B17010A_015E,B17010A_015M,B17010A_016E,B17010A_016M,B17010A_017E,B17010A_017M,B17010A_018E,B17010A_018M,B17010A_019E,B17010A_019M,B17010A_020E,B17010A_020M,B17010A_021E,B17010A_021M,B17010A_022E,B17010A_022M,B17010A_023E,B17010A_023M,B17010A_024E,B17010A_024M,B17010A_025E,B17010A_025M,B17010A_026E,B17010A_026M,B17010A_027E,B17010A_027M,B17010A_028E,B17010A_028M,B17010A_029E,B17010A_029M,B17010A_030E,B17010A_030M,B17010A_031E,B17010A_031M,B17010A_032E,B17010A_032M,B17010A_033E,B17010A_033M,B17010A_034E,B17010A_034M,B17010A_035E,B17010A_035M,B17010A_036E,B17010A_036M,B17010A_037E,B17010A_037M,B17010A_038E,B17010A_038M,B17010A_039E,B17010A_039M,B17010A_040E,B17010A_040M,B17010A_041E,B17010A_041M,NAME,B17010A_001MA,B17010A_001EA,B17010A_002MA,B17010A_002EA,B17010A_003EA,B17010A_003MA,B17010A_004EA,B17010A_004MA,B17010A_005EA,B17010A_005MA,B17010A_006MA,B17010A_006EA,B17010A_007MA,B17010A_007EA,B17010A_008EA,B17010A_008MA,B17010A_009EA,B17010A_009MA,B17010A_010EA,B17010A_010MA,B17010A_011MA,B17010A_011EA,B17010A_012MA,B17010A_012EA,B17010A_013EA,B17010A_013MA,B17010A_014EA,B17010A_014MA,B17010A_015EA,B17010A_015MA,B17010A_016EA,B17010A_016MA,B17010A_017MA,B17010A_017EA,B17010A_018MA,B17010A_018EA,B17010A_019EA,B17010A_019MA,B17010A_020EA,B17010A_020MA,B17010A_021EA,B17010A_021MA,B17010A_022MA,B17010A_022EA,B17010A_023MA,B17010A_023EA,B17010A_024EA,B17010A_024MA,B17010A_025EA,B17010A_025MA,B17010A_026EA,B17010A_026MA,B17010A_027EA,B17010A_027MA,B17010A_028MA,B17010A_028EA,B17010A_029MA,B17010A_029EA,B17010A_030EA,B17010A_030MA,B17010A_031EA,B17010A_031MA,B17010A_032EA,B17010A_032MA,B17010A_033MA,B17010A_033EA,B17010A_034MA,B17010A_034EA,B17010A_035MA,B17010A_035EA,B17010A_036EA,B17010A_036MA,B17010A_037EA,B17010A_037MA,B17010A_038MA,B17010A_038EA,B17010A_039EA,B17010A_039MA,B17010A_040MA,B17010A_040EA,B17010A_041MA,B17010A_041EA,state
0400000US06,5580705,28256,599088,12430,271265,7622,191884,6348,21182,2267,73920,3519,96782,4787,79381,4418,327823,9925,70462,3884,52796,3371,10878,1401,15705,2176,26213,2500,17666,2065,257361,8488,218744,7971,37451,3299,63426,4143,117867,5452,38617,2931,4981617,26718,3882023,25129,1674845,19336,312816,8011,324610,8536,1037419,16431,2207178,19311,1099594,15572,373281,10479,194397,7540,39939,3453,30371,3433,124087,6415,178884,6876,726313,12008,387005,10150,53150,3749,51993,4467,281862,8398,339308,8751,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1111521,9103,86538,5322,35948,3007,24495,2400,4558,1272,9758,1609,10179,1424,11453,1724,50590,4208,10676,1887,8187,1715,2119,837,1599,724,4469,1359,2489,1049,39914,3875,33859,3742,6412,1303,8269,1697,19178,2590,6055,1214,1024983,9243,831943,9772,346995,7347,72561,4059,67827,4058,206607,5605,484948,9062,193040,5975,66712,3646,38749,2805,8990,1743,2753,873,27006,2364,27963,2772,126328,4977,77249,4129,10204,1590,9738,1621,57307,3511,49079,3301,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,732446,8150,40330,3453,13565,1934,7764,1650,1190,551,2398,855,4176,1212,5801,1178,26765,2674,4052,1216,3116,968,1124,673,514,353,1478,619,936,678,22713,2452,18421,2324,3896,1012,4267,1034,10258,1839,4292,864,692116,7850,554681,7334,223605,5094,40033,2986,32945,2251,150627,3971,331076,5860,137435,5205,45317,3660,21531,2569,5697,1318,1562,795,14272,2048,23786,2540,92118,3841,50442,3401,5992,1285,5635,1121,38815,3019,41676,2222,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,164007,3342,9560,1425,4340,1090,3064,1024,209,182,844,467,2011,863,1276,458,5220,1033,1135,494,856,447,418,369,64,103,374,230,279,191,4085,951,3356,846,1002,534,952,538,1402,521,729,377,154447,3318,125263,3483,46315,2203,9196,1177,8371,1447,28748,1694,78948,2997,29184,2405,8777,1342,5167,1150,1051,551,825,417,3291,973,3610,718,20407,1910,11486,1689,1008,536,1162,410,9316,1470,8921,1414,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,41095,2294,771,486,564,450,418,416,17,27,253,372,148,173,146,146,207,173,0,197,0,197,0,197,0,197,0,197,0,197,207,173,207,173,0,197,46,81,161,151,0,197,40324,2225,34426,2199,12376,1431,5491,905,2128,525,4757,949,22050,1749,5898,1192,2212,650,1044,479,341,289,155,200,548,332,1168,471,3686,1017,2104,781,292,283,368,318,1444,588,1582,596,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3664479,20800,373465,9484,170181,6060,87872,4557,11647,1875,27506,3056,48719,3692,82309,4299,203284,7854,40832,3170,30886,2867,9055,1721,5682,1599,16149,2090,9946,1343,162452,7473,133231,6583,27242,3475,32232,3266,73757,5072,29221,2863,3291014,19757,2642165,19301,859399,14915,161030,7008,137428,6190,560941,11608,1782766,15366,648849,12008,199844,8279,96429,5225,19918,2572,11320,2141,65191,4487,103415,5490,449005,8264,233201,6949,40105,3525,25562,2897,167534,6374,215804,6449,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1552921,12687,156527,7260,71488,4521,42018,3634,5943,1329,13935,2247,22140,2405,29470,2689,85039,5693,16999,1966,13391,1760,3464,1034,2839,956,7088,1470,3608,955,68040,5094,57454,4518,11675,2134,13725,2405,32054,2964,10586,1805,1396394,12869,1177191,13343,492801,10441,93188,4658,92532,5335,307081,8438,684390,9111,219203,7939,71310,4496,36830,3530,6157,1080,4432,1340,26241,2680,34480,2897,147893,5869,76865,4182,11308,1675,7880,1531,57677,4025,71028,3934,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,95284,3137,7086,1247,4283,992,2601,911,409,252,1072,601,1120,687,1682,726,2803,796,564,410,523,406,353,370,26,51,144,143,41,66,2239,690,2202,690,554,370,419,371,1229,490,37,61,88198,3101,75839,2979,28697,2287,8226,1178,5907,1142,14564,1766,47142,2316,12359,1483,4076,945,1239,483,239,195,23,39,977,422,2837,751,8283,1142,3880,876,930,505,507,384,2443,769,4403,779,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,380018,6377,42027,3289,20090,2314,13214,1959,2855,803,4105,962,6254,1360,6876,1552,21937,2316,3176,779,2292,658,457,387,340,279,1495,606,884,417,18761,2311,17023,2247,4475,1147,3734,1166,8814,1504,1738,559,337991,6691,285245,6154,116667,4843,20701,2436,28758,3064,67208,3599,168578,4175,52746,3810,17269,2433,11058,2099,2203,1147,1417,691,7438,1497,6211,1428,35477,3082,19182,2188,2580,802,1908,653,14694,2039,16295,2173,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2377800,13631,177099,6247,72932,4007,45335,3070,8005,1630,14704,1714,22626,2197,27597,2343,104167,4752,20965,2420,15147,2024,4544,1145,3843,1266,6760,1122,5818,1193,83202,4330,72010,3960,17354,1781,17035,1994,37621,3126,11192,1565,2200701,13308,1814542,14663,743157,10708,138040,5360,133705,5870,471412,8028,1071385,9822,386159,9222,128341,5553,61985,3972,14995,1800,8222,1514,38768,3044,66356,3432,257818,7228,136376,5505,18118,2277,16702,1852,101556,4900,121442,4823,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1441837,11649,131784,4319,48331,2908,29727,2420,5306,1047,10553,1623,13868,1601,18604,1868,83453,4176,16478,1898,13071,1704,3471,959,3057,1022,6543,1168,3407,1053,66975,3757,59548,3698,15891,1841,13867,1973,29790,2893,7427,1290,1310053,11460,1074062,11131,420851,8090,75465,4401,79578,3823,265808,5875,653211,9224,235991,6570,77808,3795,44678,2988,11405,1930,4677,1079,28596,2560,33130,2972,158183,6266,88864,4929,12918,1767,9777,1693,66169,4642,69319,4075,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
