GEO_ID,C25116_001E,C25116_001M,C25116_002E,C25116_002M,C25116_003E,C25116_003M,C25116_004E,C25116_004M,C25116_005E,C25116_005M,C25116_006E,C25116_006M,C25116_007E,C25116_007M,C25116_008E,C25116_008M,C25116_009E,C25116_009M,C25116_010E,C25116_010M,C25116_011E,C25116_011M,C25116_012E,C25116_012M,C25116_013E,C25116_013M,C25116_014E,C25116_014M,C25116_015E,C25116_015M,NAME,C25116_001EA,C25116_001MA,C25116_002EA,C25116_002MA,C25116_003MA,C25116_003EA,C25116_004MA,C25116_004EA,C25116_005MA,C25116_005EA,C25116_006MA,C25116_006EA,C25116_007EA,C25116_007MA,C25116_008MA,C25116_008EA,C25116_009MA,C25116_009EA,C25116_010EA,C25116_010MA,C25116_011MA,C25116_011EA,C25116_012EA,C25116_012MA,C25116_013EA,C25116_013MA,C25116_014MA,C25116_014EA,C25116_015EA,C25116_015MA,state
0400000US06,12552658,18433,6781817,25470,1369504,15247,708626,12053,660878,10111,5412313,23730,4143341,22028,1268972,10769,5770841,24980,1693310,21748,1268990,18238,424320,10100,4077531,25535,3805150,24188,272381,7058,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1996088,8553,1278158,11129,295025,7388,185145,6532,109880,4167,983133,10577,786690,9934,196443,3746,717930,9538,267585,7842,214813,6797,52772,3327,450345,10128,428054,9873,22291,2175,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1357812,6453,908452,7756,198521,5854,105598,4750,92923,3758,709931,8320,553698,8156,156233,3194,449360,8680,179415,6012,122359,5282,57056,3127,269945,7366,249432,6759,20513,2028,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,340308,3122,241050,3609,55794,2931,29770,2426,26024,1666,185256,3841,139030,3577,46226,1769,99258,4117,36402,3259,26508,2785,9894,1358,62856,3461,58827,3438,4029,888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,266662,3138,110681,3549,43960,2925,30228,2558,13732,1429,66721,3018,49296,2774,17425,1303,155981,4855,78119,3986,65172,3875,12947,1365,77862,4420,72249,4115,5613,1059,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7197943,25102,4724428,21345,1252738,15741,604623,11690,648115,11805,3471690,19988,2384366,16437,1087324,10547,2473515,22250,876665,14501,648723,13254,227942,6825,1596850,19621,1465307,18981,131543,5756,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3532908,15691,2248702,19411,502318,11016,304223,9933,198095,5004,1746384,17926,1380718,15732,365666,5833,1284206,16668,443384,9301,357409,9299,85975,3777,840822,15452,795509,14920,45313,3119,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,447748,4282,254770,4107,50876,3161,27686,2147,23190,2021,203894,5002,139001,4284,64893,2228,192978,4122,56595,3236,43001,2937,13594,1483,136383,4368,124528,4428,11855,1484,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,583106,5317,398671,5979,83646,4223,46378,3601,37268,2450,315025,6401,241202,6140,73823,2538,184435,6150,56404,3678,40476,3143,15928,2011,128031,6072,119995,6040,8036,1524,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4770194,13140,3177104,16645,735348,11980,411788,9475,323560,6076,2441756,14791,1919800,13959,521956,6419,1593090,15616,637867,10469,480344,9604,157523,5568,955223,13482,895461,12570,59762,3379,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
