GEO_ID,B08501_001E,B08501_001M,B08501_002E,B08501_002M,B08501_003E,B08501_003M,B08501_004E,B08501_004M,B08501_005E,B08501_005M,B08501_006E,B08501_006M,B08501_007E,B08501_007M,B08501_008E,B08501_008M,B08501_009E,B08501_009M,B08501_010E,B08501_010M,B08501_011E,B08501_011M,B08501_012E,B08501_012M,B08501_013E,B08501_013M,B08501_014E,B08501_014M,B08501_015E,B08501_015M,B08501_016E,B08501_016M,B08501_017E,B08501_017M,B08501_018E,B08501_018M,B08501_019E,B08501_019M,B08501_020E,B08501_020M,B08501_021E,B08501_021M,B08501_022E,B08501_022M,B08501_023E,B08501_023M,B08501_024E,B08501_024M,B08501_025E,B08501_025M,B08501_026E,B08501_026M,B08501_027E,B08501_027M,B08501_028E,B08501_028M,B08501_029E,B08501_029M,B08501_030E,B08501_030M,B08501_031E,B08501_031M,B08501_032E,B08501_032M,B08501_033E,B08501_033M,B08501_034E,B08501_034M,B08501_035E,B08501_035M,B08501_036E,B08501_036M,B08501_037E,B08501_037M,B08501_038E,B08501_038M,B08501_039E,B08501_039M,B08501_040E,B08501_040M,B08501_041E,B08501_041M,B08501_042E,B08501_042M,B08501_043E,B08501_043M,B08501_044E,B08501_044M,B08501_045E,B08501_045M,B08501_046E,B08501_046M,B08501_047E,B08501_047M,B08501_048E,B08501_048M,B08501_049E,B08501_049M,B08501_050E,B08501_050M,B08501_051E,B08501_051M,B08501_052E,B08501_052M,B08501_053E,B08501_053M,B08501_054E,B08501_054M,B08501_055E,B08501_055M,B08501_056E,B08501_056M,NAME,B08501_001EA,B08501_001MA,B08501_002EA,B08501_002MA,B08501_003EA,B08501_003MA,B08501_004MA,B08501_004EA,B08501_005EA,B08501_005MA,B08501_006MA,B08501_006EA,B08501_007EA,B08501_007MA,B08501_008EA,B08501_008MA,B08501_009MA,B08501_009EA,B08501_010EA,B08501_010MA,B08501_011EA,B08501_011MA,B08501_012EA,B08501_012MA,B08501_013EA,B08501_013MA,B08501_014EA,B08501_014MA,B08501_015MA,B08501_015EA,B08501_016MA,B08501_016EA,B08501_017MA,B08501_017EA,B08501_018EA,B08501_018MA,B08501_019EA,B08501_019MA,B08501_020EA,B08501_020MA,B08501_021MA,B08501_021EA,B08501_022MA,B08501_022EA,B08501_023EA,B08501_023MA,B08501_024EA,B08501_024MA,B08501_025EA,B08501_025MA,B08501_026EA,B08501_026MA,B08501_027MA,B08501_027EA,B08501_028MA,B08501_028EA,B08501_029EA,B08501_029MA,B08501_030MA,B08501_030EA,B08501_031EA,B08501_031MA,B08501_032MA,B08501_032EA,B08501_033MA,B08501_033EA,B08501_034EA,B08501_034MA,B08501_035EA,B08501_035MA,B08501_036EA,B08501_036MA,B08501_037MA,B08501_037EA,B08501_038MA,B08501_038EA,B08501_039MA,B08501_039EA,B08501_040EA,B08501_040MA,B08501_041MA,B08501_041EA,B08501_042MA,B08501_042EA,B08501_043MA,B08501_043EA,B08501_044MA,B08501_044EA,B08501_045EA,B08501_045MA,B08501_046EA,B08501_046MA,B08501_047EA,B08501_047MA,B08501_048MA,B08501_048EA,B08501_049MA,B08501_049EA,B08501_050MA,B08501_050EA,B08501_051EA,B08501_051MA,B08501_052EA,B08501_052MA,B08501_053MA,B08501_053EA,B08501_054MA,B08501_054EA,B08501_055EA,B08501_055MA,B08501_056EA,B08501_056MA,state
0400000US06,16425103,41731,404541,7986,1658502,15807,7551391,27642,3682811,17173,1474916,15781,955803,13858,697139,11488,12057326,50144,238692,7698,1145339,15444,5587759,32046,2771548,19414,1102590,13964,710098,12041,501300,9886,1821086,24389,66586,4007,210826,8971,875657,17382,390219,9635,140409,5779,80592,4343,56797,3293,849623,15671,27965,2909,110184,5997,415862,10782,155919,7047,68422,4121,43649,3121,27622,2293,439169,12710,39495,3549,90722,5672,170582,8279,68489,4323,31565,2679,21096,2563,17220,1863,392737,12472,17784,2400,61538,4667,181632,7926,75478,4522,28217,2831,17948,2302,10140,1390,865162,15704,14019,1889,39893,4201,319899,10325,221158,7170,103713,5441,82420,4729,84060,4678,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2520151,15777,85487,3565,244896,6323,1129162,10959,552909,6288,238546,5543,155779,4803,113372,3856,1879015,18048,53267,3347,168266,5508,846966,11619,424189,7515,184512,5632,118243,4011,83572,3287,244255,9043,13371,1959,27604,2883,122369,5654,47775,3476,17589,2217,8942,1355,6605,1070,81480,5060,4612,1080,12558,2208,35570,3416,15160,2157,6240,1011,4309,917,3031,891,83892,5174,8537,1257,20651,1941,30667,3346,12119,1630,4723,929,4443,995,2752,612,63295,3909,3926,1039,10233,1778,27507,2517,11729,1484,4853,1174,3162,770,1885,678,168214,6844,1774,631,5584,1420,66083,4555,41937,2858,20629,2020,16680,1861,15527,1763,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1708374,12362,62317,3410,146069,4954,667935,7941,428249,5177,182250,5121,126831,4411,94723,3375,1358053,13192,36459,2551,103344,4534,528749,8046,355342,5390,153685,5007,105789,4528,74685,3030,143636,6482,10608,1559,15238,2182,64624,5383,28545,2277,11276,1629,7624,1154,5721,938,61659,5000,3451,994,7470,1439,28173,2963,13256,1824,4490,999,3264,881,1555,655,50695,4250,8969,1494,13062,2231,15330,2293,6773,1502,2350,884,1214,426,2997,796,22791,2801,1699,706,3847,1194,10172,2069,3817,891,1620,628,860,412,776,354,71540,4258,1131,508,3108,962,20887,1969,20516,1871,8829,1373,8080,1217,8989,1272,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420429,6747,13999,1890,38193,2376,171617,4759,103941,3554,42498,2525,25807,2181,24374,1989,344021,7290,9819,1801,29694,2421,139638,5210,86991,3590,36037,2375,21619,1914,20223,1802,34569,3293,2080,548,3601,1072,15745,2293,7686,1357,2418,728,1647,557,1392,469,8981,1573,488,325,892,462,4057,1073,1880,625,653,287,594,327,417,415,9137,1659,1196,455,2696,909,2597,895,1324,479,661,341,353,214,310,184,5154,1133,102,111,796,443,2114,809,1251,536,540,480,108,128,243,194,18567,2031,314,307,514,320,7466,1694,4809,934,2189,754,1486,538,1789,509,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,796394,12419,9487,1805,53689,3335,395001,8984,179565,6395,72025,3503,53072,3477,33555,2230,342010,9070,1003,408,14447,1920,161397,7188,87727,4277,34524,2408,25584,2074,17328,1752,79122,5632,1132,568,3107,1002,37606,3917,20267,2371,9049,1281,5460,1228,2501,669,292860,8277,4113,1872,25296,2692,150784,6203,59839,3649,24080,2246,18819,2037,9929,1428,41068,3918,2544,841,7166,1588,22837,2632,4469,1016,1692,488,1001,397,1359,683,26205,3223,218,271,2548,921,15792,2613,4294,1133,1336,525,944,446,1073,511,15129,1890,477,374,1125,629,6585,1111,2969,1192,1344,510,1264,407,1365,446,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8114069,32638,209087,7249,773271,12319,3439924,19953,1928067,13934,793880,13136,542189,10397,427651,9589,6441875,36791,140323,6509,581176,12572,2745760,21311,1561571,16207,641940,11955,436594,9992,334511,8317,794170,17311,35371,3679,97140,6663,361582,12317,169453,7072,64795,4457,38400,3202,27429,2728,175465,9686,7897,1571,33138,3931,69041,6279,34670,3578,13733,1985,9675,1707,7311,1335,125162,7069,10878,1687,20193,2432,50357,5018,22746,2812,8081,1211,6020,1176,6887,1371,173110,7542,7410,1288,24831,3174,73225,5271,35649,2793,14409,1650,9304,1527,8282,1177,404287,11109,7208,1419,16793,2470,139959,7326,103978,6001,50922,3452,42196,3226,43231,3015,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4210086,26544,126261,6401,395204,10013,1941002,18226,979154,9970,373949,6987,233608,6845,160908,5316,3357492,23171,80935,5098,294811,9087,1551439,17108,799132,10207,313121,6943,191325,6023,126729,4695,436045,13191,19716,2508,52399,4162,219067,10299,89509,5965,24686,2166,17414,1896,13254,1860,82719,4978,3599,1050,10802,2224,40014,3619,15162,2145,6581,1622,3996,855,2565,749,70311,4845,11131,1703,18381,2779,21658,2756,11377,2150,3689,1030,2305,630,1770,585,62049,5215,2476,1039,8234,1647,29710,3434,12940,2028,3904,1081,2950,854,1835,619,201470,6626,8404,1586,10577,1699,79114,4695,51034,3938,21968,2274,15618,1690,14755,1623,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,671731,7518,20162,1924,69688,2196,288569,3653,143320,2994,62017,3059,49696,2707,38279,2178,438016,8683,8038,1365,40533,2850,195536,5113,96372,3652,42067,2433,33492,2698,21978,1667,103097,5109,4468,1032,9566,1648,44322,3198,24720,2223,8392,1250,5580,884,6049,1405,44827,3451,3112,995,5518,1240,16485,2059,7791,1272,4364,911,3817,638,3740,928,31752,2823,2191,699,6562,1117,12477,1663,3908,930,2192,633,2716,767,1706,507,24563,2564,1148,621,4091,1136,9902,1491,5116,1169,1977,726,1170,513,1159,577,29476,2735,1205,583,3418,1288,9847,1859,5413,1057,3025,824,2921,741,3647,737,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,675348,8131,31465,2870,73015,3727,288339,6581,146991,3977,62991,2981,43528,3170,29019,2232,525800,9840,23452,2724,56278,3994,223295,5932,117553,4160,48497,2793,34873,2646,21852,1951,66935,5360,4130,1369,7715,1677,31528,3210,13649,2265,5216,1170,2945,813,1752,593,5580,1048,42,89,264,217,2668,912,1267,477,647,392,635,334,57,74,19883,1991,1841,617,4000,1218,7881,1281,1520,535,2411,786,854,321,1376,454,16133,2382,638,375,3140,1048,6148,1310,3932,1094,923,405,914,480,438,265,41017,3189,1362,714,1618,698,16819,2229,9070,1640,5297,1054,3307,756,3544,754,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5922060,24000,187598,5908,549205,9039,2617939,13905,1360560,10121,568869,9450,372322,7797,265567,6388,4357006,21740,122623,5181,367985,8407,1894863,16081,1048452,10539,437069,8970,287886,6863,198128,6176,520892,11398,26898,2388,56983,4100,244144,7668,104834,5252,43354,3196,25090,2407,19589,2218,509177,11777,11983,1803,61355,3896,260496,7997,96490,4855,40235,2908,23775,2162,14843,1728,185430,7906,16502,2085,39946,4223,73814,5391,26506,2980,11851,1436,8988,1328,7823,1269,105513,5484,4917,953,12442,2059,49323,4134,21403,2308,9197,1442,4879,903,3352,792,244042,7533,4675,1087,10494,1747,95299,5771,62875,3603,27163,2707,21704,2281,21832,1721,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
