GEO_ID,C27008_001E,C27008_001M,C27008_002E,C27008_002M,C27008_003E,C27008_003M,C27008_004E,C27008_004M,C27008_005E,C27008_005M,C27008_006E,C27008_006M,C27008_007E,C27008_007M,C27008_008E,C27008_008M,C27008_009E,C27008_009M,C27008_010E,C27008_010M,C27008_011E,C27008_011M,C27008_012E,C27008_012M,C27008_013E,C27008_013M,C27008_014E,C27008_014M,C27008_015E,C27008_015M,C27008_016E,C27008_016M,C27008_017E,C27008_017M,C27008_018E,C27008_018M,C27008_019E,C27008_019M,C27008_020E,C27008_020M,C27008_021E,C27008_021M,NAME,C27008_001MA,C27008_001EA,C27008_002MA,C27008_002EA,C27008_003EA,C27008_003MA,C27008_004EA,C27008_004MA,C27008_005MA,C27008_005EA,C27008_006MA,C27008_006EA,C27008_007MA,C27008_007EA,C27008_008EA,C27008_008MA,C27008_009EA,C27008_009MA,C27008_010MA,C27008_010EA,C27008_011MA,C27008_011EA,C27008_012MA,C27008_012EA,C27008_013EA,C27008_013MA,C27008_014EA,C27008_014MA,C27008_015EA,C27008_015MA,C27008_016MA,C27008_016EA,C27008_017MA,C27008_017EA,C27008_018EA,C27008_018MA,C27008_019EA,C27008_019MA,C27008_020EA,C27008_020MA,C27008_021MA,C27008_021EA,state
0400000US18,6437142,986,3151875,3967,811985,3384,8336,1907,803649,3745,1966997,3612,25384,2580,1941613,4509,372893,1829,16807,1740,356086,2347,3285267,3952,773450,3192,7220,1285,766230,3441,2031261,3030,21323,2357,2009938,3811,480556,1774,15118,1655,465438,2358,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3028864,500,1499872,3681,369206,3079,6301,1528,362905,3084,934508,2170,11849,1341,922659,2527,196158,1233,9599,1091,186559,1654,1528992,3772,351221,2776,4413,1119,346808,2903,928245,2381,11299,1419,916946,2997,249526,1767,7771,976,241755,1842,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2825416,2092,1391359,3671,365907,2249,15844,2065,350063,2421,858686,3378,23760,2148,834926,4124,166766,1405,13856,1415,152910,2153,1434057,3294,354010,2408,17259,1887,336751,2873,871150,2218,31504,2713,839646,2988,208897,1411,12813,1355,196084,2053,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4292718,1736,2092010,4500,521137,3113,15990,2340,505147,3647,1312286,3160,28615,2921,1283671,3995,258587,1428,17878,1742,240709,2359,2200708,3991,494889,3001,14756,2150,480133,3527,1373449,2430,32784,2508,1340665,3608,332370,1942,18027,1470,314343,2381,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4498884,1484,2168498,4615,568608,3620,15453,2028,553155,3983,1350133,3164,29122,2529,1321011,3993,249757,1748,19108,1615,230649,2280,2330386,4247,548819,3506,13614,1833,535205,3951,1454698,2702,30780,3266,1423918,4247,326869,2005,17611,1784,309258,2974,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1315703,427,643219,2135,136829,1165,1961,705,134868,1251,407162,1759,10147,1365,397015,2246,99228,833,7951,963,91277,1114,672484,2098,128666,1260,2314,780,126352,1452,423605,1328,9434,1106,414171,1674,120213,813,8136,1133,112077,1401,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5788196,2269,2779107,3466,682492,2030,22120,2456,660372,2919,1777886,2905,51747,3284,1726139,3871,318729,1490,25211,1841,293518,2476,3009089,3422,658626,2282,25457,3286,633169,3667,1930360,2180,59779,4123,1870581,4638,420103,1837,24326,1947,395777,2633,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6566851,897,3172658,2546,713061,1704,4766,1218,708295,2091,2064653,2069,16810,1994,2047843,2678,394944,1935,17579,1738,377365,2445,3394193,2443,684911,1887,4515,901,680396,2161,2182282,1844,13523,1655,2168759,2366,527000,1981,16047,1736,510953,2509,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9772550,789,4775215,4271,1158749,2727,9661,1480,1149088,3257,2997541,3167,26805,2381,2970736,3662,618925,1602,23620,1781,595305,2169,4997335,4207,1104922,3074,8362,1516,1096560,3605,3107208,2399,25545,2029,3081663,3419,785205,2188,17355,1520,767850,2669,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5319783,751,2635101,3232,650872,2652,6456,1305,644416,3033,1672402,2683,17629,1737,1654773,2832,311827,1371,15941,1486,295886,2233,2684682,3147,624637,2559,5733,1033,618904,2777,1671682,2476,18391,1799,1653291,3028,388363,1791,13036,1275,375327,2292,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2918405,1292,1389814,4196,378144,3485,7623,1574,370521,3911,846611,2937,24597,3213,822014,4149,165059,1346,19120,1892,145939,2197,1528591,4162,367459,3611,7850,1596,359609,3906,937233,3081,24447,2377,912786,3505,223899,1441,16636,1677,207263,2372,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5908769,1421,2878473,4638,720216,3668,15833,2221,704383,3721,1784694,3323,34574,3142,1750120,4183,373563,2172,28341,2005,345222,2646,3030296,4618,679458,3551,14559,2034,664899,4256,1876763,3298,39777,2913,1836986,4179,474075,2571,25564,1729,448511,2931,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,989823,845,493958,2193,112192,1110,2185,771,110007,1289,308349,1747,7967,1235,300382,2163,73417,713,6864,981,66553,1170,495865,1890,107006,1355,2444,798,104562,1204,308447,1508,7799,1343,300648,1754,80412,884,6013,799,74399,1243,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1826832,904,905129,1778,237222,1499,8375,1605,228847,2414,559297,1512,15126,1911,544171,2404,108610,909,7845,861,100765,1352,921703,1912,224087,1365,6314,1180,217773,1695,561709,1590,16367,1547,545342,2141,135907,980,7190,950,128717,1117,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2723965,1559,1363626,2499,341274,1521,8091,1598,333183,2217,854575,1999,21469,1983,833106,2839,167777,901,17414,1768,150363,2015,1360339,2115,322207,1491,7520,1514,314687,2020,851154,1552,23217,2358,827937,2865,186978,1156,14775,1550,172203,1759,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1306026,548,639606,2048,138741,1529,1765,996,136976,2010,416032,1768,6010,1313,410022,2333,84833,996,7221,1150,77612,1429,666420,1903,135822,1398,2963,1087,132859,1700,428545,1538,6909,1517,421636,1592,102053,1042,7052,1164,95001,1559,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8756542,1146,4249042,3165,1031806,2103,7501,1595,1024305,2694,2702001,2234,19125,2476,2682876,3232,515235,1537,18463,1608,496772,1881,4507500,2870,992344,2192,7563,1626,984781,2681,2818628,1888,18885,1993,2799743,2922,696528,1639,16034,1498,680494,2149,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2051805,1427,1008424,3158,264292,2515,10569,1917,253723,2953,612080,2213,19851,2200,592229,3223,132052,978,13894,1334,118158,1585,1043381,2668,251049,2372,7896,1814,243153,3055,634804,1586,20567,2435,614237,2632,157528,796,14400,1867,143128,2039,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19316728,2028,9321215,5208,2171644,3191,20608,2457,2151036,3483,6025148,4193,39484,2786,5985664,5058,1124423,2650,29670,2393,1094753,3873,9995513,4792,2081177,3245,16150,1812,2065027,3738,6377429,3680,37243,2403,6340186,4149,1536907,2613,22373,1714,1514534,3153,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9552529,3461,4596966,6236,1164639,5109,58400,4185,1106239,6814,2864925,4952,87071,4688,2777854,7079,567402,2452,53670,3165,513732,3824,4955563,5581,1116905,5044,53853,3866,1063052,6117,3101485,3496,125781,4794,2975704,6177,737173,2261,51272,2888,685901,3515,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,684776,917,348379,1796,79452,1097,3937,810,75515,1290,226211,1456,9267,1389,216944,2002,42716,565,2916,524,39800,713,336397,1508,74253,978,4636,1084,69617,1449,209830,1345,7904,1391,201926,1826,52314,661,2101,606,50213,884,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11371766,1352,5533995,5334,1358494,3779,18312,2987,1340182,4418,3464129,4505,44498,3545,3419631,5328,711372,2471,32370,2271,679002,3137,5837771,5222,1298206,3738,14110,2209,1284096,4299,3612354,3854,41186,3410,3571168,5206,927211,2888,26706,1915,900505,3413,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3733058,1692,1829393,3576,478610,2483,15022,2094,463588,3414,1121876,2633,33482,2651,1088394,3536,228907,1640,24663,1574,204244,2144,1903665,3529,456007,2627,14223,1917,441784,3195,1159368,2321,34246,2704,1125122,2836,288290,1645,22561,1664,265729,2118,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3860452,927,1903608,3625,443674,2761,4948,1483,438726,3180,1202707,2581,15274,2124,1187433,3173,257227,1279,18926,1637,238301,2001,1956844,3619,416172,2995,4939,1362,411233,3223,1225455,1914,16854,2266,1208601,2991,315217,1434,17307,1537,297910,1909,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12559315,1121,6097029,4061,1395791,3056,11017,1603,1384774,3296,3857911,3237,41061,3050,3816850,4134,843327,2274,38738,2049,804589,3123,6462286,4014,1335198,3178,10594,1608,1324604,3608,4010001,2897,37858,2607,3972143,3855,1117087,2897,32937,2010,1084150,3337,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1034895,650,498109,1558,110627,1055,2189,784,108438,1357,323062,1232,4398,974,318664,1636,64420,546,5398,967,59022,1114,536786,1493,106048,1022,1721,691,104327,1167,343638,1102,4771,916,338867,1429,87100,829,5425,934,81675,1165,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4623171,2221,2217194,5597,549902,3978,26001,3121,523901,4612,1371194,3320,51167,3984,1320027,4821,296098,1624,39018,1950,257080,2270,2405977,4849,528120,3426,23585,2863,504535,4393,1497339,2629,58355,3752,1438984,4160,380518,1548,37821,2316,342697,2465,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,816425,682,407547,1845,103497,1511,4505,1276,98992,1852,252094,1466,8132,1610,243962,2193,51956,717,4741,627,47215,995,408878,1895,99536,1415,3019,1061,96517,1763,246970,1533,8881,1116,238089,2027,62372,638,4052,806,58320,1013,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6354629,2073,3073054,4730,760314,4227,19747,2314,740567,4939,1921123,3706,40998,3409,1880125,4541,391617,1905,34588,2241,357029,2916,3281575,4661,729935,4350,20409,2632,709526,5413,2049886,2901,52068,3135,1997818,4675,501754,2247,31816,2220,469938,2974,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25584499,3960,12573459,9930,3560266,6123,91393,5682,3468873,8800,7791211,7663,162935,7345,7628276,10367,1221982,3601,122277,4781,1099705,6363,13011040,9203,3411612,6473,93980,6744,3317632,8297,8067263,6331,205554,7668,7861709,9248,1532165,3752,114841,4708,1417324,5390,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2829001,909,1415433,2720,453163,1687,8015,1732,445148,2750,839068,1844,14592,1837,824476,2643,123202,791,10181,1048,113021,1227,1413568,2385,430849,2030,8297,1445,422552,2325,838000,1611,17245,2220,820755,2627,144719,1109,8788,1075,135931,1348,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,619928,318,306170,1095,64112,828,417,194,63695,889,198534,1002,2760,611,195774,1062,43524,528,2280,434,41244,676,313758,993,59451,666,886,393,58565,753,202541,865,2703,601,199838,1126,51766,469,1669,401,50097,621,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7973466,4199,3847508,7388,943094,5558,86730,5362,856364,7588,2452560,5736,148260,6274,2304300,8260,451854,2244,68038,3178,383816,3958,4125958,7170,908751,5626,84626,5183,824125,5964,2632901,4531,183939,6534,2448962,7595,584306,2333,70134,3222,514172,3868,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6793078,2904,3361673,3879,812616,2782,35947,3766,776669,4481,2146456,3595,66733,4222,2079723,5320,402601,1491,45243,3104,357358,3429,3431405,3078,770979,2622,35243,3460,735736,4446,2175199,2553,85672,4953,2089527,5416,485227,1728,42531,2802,442696,3295,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1826512,259,893254,3414,194336,1983,2979,985,191357,1964,563357,2189,10271,1549,553086,2607,135561,1037,10238,1442,125323,1528,933258,3383,188644,2342,4436,1213,184208,2324,577616,2375,10233,1504,567383,2735,166998,1062,7432,1146,159566,1461,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5652085,607,2792797,3791,674037,2963,5612,1018,668425,3231,1766245,2742,19726,2109,1746519,3222,352515,1225,14829,1279,337686,1878,2859288,3667,641239,2782,6889,1564,634350,3143,1776143,2362,17937,1641,1758206,2622,441906,1580,13010,1395,428896,2001,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,567082,836,286151,2014,69945,1603,2075,1186,67870,1812,181804,1371,4516,1165,177288,1777,34402,689,3333,685,31069,939,280931,2040,66187,1479,1428,620,64759,1603,176224,1332,5039,1074,171185,1629,38520,780,3498,770,35022,1034,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3641762,450,1738277,2973,436909,2724,2368,1021,434541,2787,1051021,796,6440,1431,1044581,1534,250347,548,7081,1356,243266,1494,1903485,2859,411821,2729,2091,997,409730,2893,1167194,529,6604,1565,1160590,1680,324470,740,6035,986,318435,1267,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,4741698,1677,2275730,4364,573706,3458,16997,2415,556709,3868,1409189,3506,49598,3785,1359591,4795,292835,1524,42390,2516,250445,2732,2465968,4141,549294,3173,16544,2836,532750,4406,1528146,2593,51586,3356,1476560,4188,388528,1745,38794,2328,349734,2836,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,708946,1546,362461,2242,96763,1476,12180,2179,84583,2311,236095,1783,16217,2108,219878,2936,29603,624,3344,823,26259,1043,346485,1896,90309,1470,10422,1817,79887,2280,224851,1305,19268,2098,205583,2426,31325,890,3524,721,27801,1029,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6443654,1631,3168921,3160,827535,2045,20425,2821,807110,3111,1901266,2562,41649,2906,1859617,3468,440120,1161,42319,2447,397801,2636,3274733,2925,789845,2129,17909,2660,771936,3386,1965428,2242,49235,3347,1916193,4201,519460,1302,40882,3018,478578,3027,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2896297,1039,1414591,3837,365971,2971,8089,1426,357882,3071,858849,2671,16496,1830,842353,3049,189771,1505,19755,2073,170016,2453,1481706,3739,343436,3019,6819,1328,336617,3242,902516,2423,20288,2090,882228,2871,235754,1834,19378,1919,216376,2636,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
