GEO_ID,C07408_001E,C07408_001M,C07408_002E,C07408_002M,C07408_003E,C07408_003M,C07408_004E,C07408_004M,C07408_005E,C07408_005M,C07408_006E,C07408_006M,C07408_007E,C07408_007M,C07408_008E,C07408_008M,C07408_009E,C07408_009M,C07408_010E,C07408_010M,C07408_011E,C07408_011M,C07408_012E,C07408_012M,C07408_013E,C07408_013M,C07408_014E,C07408_014M,C07408_015E,C07408_015M,C07408_016E,C07408_016M,C07408_017E,C07408_017M,C07408_018E,C07408_018M,C07408_019E,C07408_019M,C07408_020E,C07408_020M,C07408_021E,C07408_021M,C07408_022E,C07408_022M,C07408_023E,C07408_023M,C07408_024E,C07408_024M,C07408_025E,C07408_025M,NAME,C07408_001MA,C07408_001EA,C07408_002MA,C07408_002EA,C07408_003EA,C07408_003MA,C07408_004MA,C07408_004EA,C07408_005EA,C07408_005MA,C07408_006MA,C07408_006EA,C07408_007MA,C07408_007EA,C07408_008EA,C07408_008MA,C07408_009MA,C07408_009EA,C07408_010EA,C07408_010MA,C07408_011EA,C07408_011MA,C07408_012MA,C07408_012EA,C07408_013EA,C07408_013MA,C07408_014EA,C07408_014MA,C07408_015EA,C07408_015MA,C07408_016EA,C07408_016MA,C07408_017MA,C07408_017EA,C07408_018MA,C07408_018EA,C07408_019MA,C07408_019EA,C07408_020EA,C07408_020MA,C07408_021MA,C07408_021EA,C07408_022MA,C07408_022EA,C07408_023EA,C07408_023MA,C07408_024MA,C07408_024EA,C07408_025EA,C07408_025MA,state
0400000US06,30252741,25257,11064713,46121,13957592,55654,3694578,32840,1535858,13957,25767221,49029,8905727,50785,12426131,48127,3041356,29294,1394007,13789,3099476,40372,1448636,23065,1088402,26309,460412,12458,102026,5622,909954,20979,485475,11502,265063,12591,131675,6354,27741,3005,476090,14989,224875,8789,177996,9867,61135,4722,12084,1794,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4085714,12300,1252482,14762,2072332,21038,579795,13703,181105,5635,3346119,15594,892551,13917,1831466,19081,458691,11777,163411,5495,388154,11866,189181,9035,123237,7806,66056,4458,9680,1276,218140,8672,111592,6035,65890,5123,35689,3846,4969,1163,133301,7750,59158,4231,51739,4369,19359,2484,3045,975,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2936955,7731,993829,14114,1412565,16743,354000,9457,176561,5023,2590091,12429,816423,14601,1308751,15616,302275,8519,162642,4952,211206,9322,100751,6064,64789,5543,35949,3132,9717,1520,56617,4818,31840,3654,15384,2562,7577,1521,1816,666,79041,5045,44815,3665,23641,2825,8199,1767,2386,856,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,734064,5171,236739,5867,351029,8668,100730,5511,45566,2908,645448,6911,189167,6046,326311,8779,87465,5335,42505,2619,61700,5817,34518,4545,15465,2619,9786,1717,1931,779,6513,1597,3333,1088,1547,675,1369,727,264,209,20403,2903,9721,1955,7706,1918,2110,709,866,404,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,532590,7332,296449,8481,147102,6429,63656,3598,25383,1813,427184,4788,225072,6847,125451,5320,53038,3592,23623,1768,53286,4602,39125,3999,8823,1681,4669,1109,669,375,0,184,0,184,0,184,0,184,0,184,52120,5468,32252,3945,12828,2417,5949,1355,1091,634,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15790650,23069,4943935,32750,7221164,44116,2492877,27591,1132674,15348,13508469,37145,3910914,34450,6512779,42027,2056292,25018,1028484,14262,1432141,30009,627831,20205,454329,15474,286465,10220,63516,4492,487834,16323,248115,10289,128921,8589,90965,6658,19833,2745,362206,13624,157075,6574,125135,8506,59155,4279,20841,2272,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7773243,15252,2572895,23072,3668985,32713,1093308,19011,438055,9566,6600020,23252,2006400,22557,3302896,31536,889541,17344,401183,9603,590633,21758,281200,12466,182764,10524,106609,6901,20060,2630,377830,13444,195644,9309,103245,8056,67588,5107,11353,1675,204760,9891,89651,5520,80080,7094,29570,3259,5459,1145,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1124524,6709,379184,7969,550628,9221,124105,5016,70607,3390,966521,7582,309473,6857,490207,9473,101619,4744,65222,3259,103843,6841,44967,4466,38779,4259,16418,2223,3679,926,5465,1648,2809,1018,1523,945,702,433,431,401,48695,4112,21935,2300,20119,2821,5366,957,1275,734,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1232088,6851,319330,8327,678212,12934,169907,6398,64639,4016,1022251,9500,229495,8420,603340,11125,132289,6262,57127,3759,117117,7087,49459,4765,40564,4513,23037,3038,4057,933,45749,4396,21179,3188,14973,2583,7264,1279,2333,818,46971,5048,19197,2679,19335,2990,7317,1660,1122,401,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10346950,13116,3578335,23998,4929720,34723,1223565,18407,615330,10810,8956954,23066,2852779,24370,4516359,31500,1027059,16963,560757,10280,876883,18563,448579,13164,259341,9817,133212,5885,35751,2634,277975,10135,155531,6348,73371,5978,38042,3011,11031,1721,235138,9376,121446,6132,80649,5233,25252,2755,7791,1610,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
