GEO_ID,B22005I_001E,B22005I_001M,B22005I_002E,B22005I_002M,B22005I_003E,B22005I_003M,NAME,B22005I_001MA,B22005I_001EA,B22005I_002MA,B22005I_002EA,B22005I_003MA,B22005I_003EA,state
0400000US06,3504293,15006,586474,9845,2917819,16529,California,null,null,null,null,null,null,06
0400000US08,307342,5118,66353,4025,240989,5407,Colorado,null,null,null,null,null,null,08
0400000US09,150939,3407,54999,3405,95940,3758,Connecticut,null,null,null,null,null,null,09
0400000US10,19698,1375,6234,1260,13464,1646,Delaware,null,null,null,null,null,null,10
0400000US11,20748,1813,2930,909,17818,1909,District of Columbia,null,null,null,null,null,null,11
0400000US12,1328169,11752,347889,8584,980280,12192,Florida,null,null,null,null,null,null,12
0400000US13,221261,5678,54099,4271,167162,6047,Georgia,null,null,null,null,null,null,13
0400000US15,32646,2004,5546,1108,27100,1896,Hawaii,null,null,null,null,null,null,15
0400000US16,44979,2277,13720,1988,31259,2168,Idaho,null,null,null,null,null,null,16
0400000US17,526736,7799,115817,5020,410919,7280,Illinois,null,null,null,null,null,null,17
0400000US18,104739,3221,20485,2095,84254,3547,Indiana,null,null,null,null,null,null,18
0400000US19,40398,2070,11811,1696,28587,2177,Iowa,null,null,null,null,null,null,19
0400000US20,78362,2784,12692,1649,65670,2802,Kansas,null,null,null,null,null,null,20
0400000US21,35992,2037,10244,1353,25748,1927,Kentucky,null,null,null,null,null,null,21
0400000US22,61528,3188,9731,1385,51797,3088,Louisiana,null,null,null,null,null,null,22
0400000US23,5178,792,1615,611,3563,858,Maine,null,null,null,null,null,null,23
0400000US24,123041,3452,17799,2210,105242,3729,Maryland,null,null,null,null,null,null,24
0400000US25,198367,4421,83107,3492,115260,3930,Massachusetts,null,null,null,null,null,null,25
0400000US26,122621,3920,36586,2474,86035,3554,Michigan,null,null,null,null,null,null,26
0400000US27,65332,2581,13856,1600,51476,2689,Minnesota,null,null,null,null,null,null,27
0400000US28,18156,1776,3239,964,14917,1680,Mississippi,null,null,null,null,null,null,28
0400000US29,58621,2753,11314,1638,47307,2767,Missouri,null,null,null,null,null,null,29
0400000US30,9888,1036,1898,672,7990,1058,Montana,null,null,null,null,null,null,30
0400000US31,45782,2193,8261,1595,37521,2075,Nebraska,null,null,null,null,null,null,31
0400000US32,195853,4685,38588,3145,157265,4493,Nevada,null,null,null,null,null,null,32
0400000US33,10748,1282,2132,668,8616,1147,New Hampshire,null,null,null,null,null,null,33
0400000US34,471544,6441,101982,4807,369562,6262,New Jersey,null,null,null,null,null,null,34
0400000US35,310136,4705,74221,3697,235915,5050,New Mexico,null,null,null,null,null,null,35
0400000US36,1055634,8546,356332,7647,699302,9782,New York,null,null,null,null,null,null,36
0400000US37,207630,4672,45825,3490,161805,5321,North Carolina,null,null,null,null,null,null,37
0400000US38,4565,657,1140,489,3425,646,North Dakota,null,null,null,null,null,null,38
0400000US39,104091,3413,30150,2102,73941,3270,Ohio,null,null,null,null,null,null,39
0400000US40,88501,2552,18424,1838,70077,2429,Oklahoma,null,null,null,null,null,null,40
0400000US41,114726,3451,42617,3345,72109,3937,Oregon,null,null,null,null,null,null,41
0400000US42,217328,4626,78811,3912,138517,4723,Pennsylvania,null,null,null,null,null,null,42
0400000US44,38833,1853,17571,1750,21262,1983,Rhode Island,null,null,null,null,null,null,44
0400000US45,63368,2812,13783,1721,49585,2740,South Carolina,null,null,null,null,null,null,45
0400000US46,6004,1010,1441,553,4563,873,South Dakota,null,null,null,null,null,null,46
0400000US47,77593,3119,23366,2112,54227,3452,Tennessee,null,null,null,null,null,null,47
0400000US48,2695186,14612,648107,10894,2047079,15094,Texas,null,null,null,null,null,null,48
0400000US49,90798,3058,16079,2074,74719,3326,Utah,null,null,null,null,null,null,49
0400000US50,2703,497,455,234,2248,495,Vermont,null,null,null,null,null,null,50
0400000US51,175098,4996,21731,2656,153367,5201,Virginia,null,null,null,null,null,null,51
0400000US53,208017,4342,60801,4316,147216,4772,Washington,null,null,null,null,null,null,53
0400000US54,6562,936,1417,605,5145,834,West Virginia,null,null,null,null,null,null,54
0400000US55,90310,2816,30107,2393,60203,3389,Wisconsin,null,null,null,null,null,null,55
0400000US56,16292,1512,1880,641,14412,1466,Wyoming,null,null,null,null,null,null,56
0400000US72,1251027,9024,477951,8515,773076,9463,Puerto Rico,null,null,null,null,null,null,72
0400000US01,44830,2642,12334,1829,32496,2760,Alabama,null,null,null,null,null,null,01
0400000US02,12160,1205,1628,568,10532,1298,Alaska,null,null,null,null,null,null,02
0400000US04,521581,6856,138044,5063,383537,6877,Arizona,null,null,null,null,null,null,04
0400000US05,50783,2448,9713,1685,41070,2439,Arkansas,null,null,null,null,null,null,05
