GEO_ID,C17007_001E,C17007_001M,C17007_002E,C17007_002M,C17007_003E,C17007_003M,C17007_004E,C17007_004M,C17007_005E,C17007_005M,C17007_006E,C17007_006M,C17007_007E,C17007_007M,NAME,C17007_001MA,C17007_001EA,C17007_002EA,C17007_002MA,C17007_003EA,C17007_003MA,C17007_004MA,C17007_004EA,C17007_005EA,C17007_005MA,C17007_006MA,C17007_006EA,C17007_007EA,C17007_007MA,state
0400000US19,599487,9226,152491,5710,66395,3830,86096,4153,446996,9000,226486,6480,220510,5121,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,535275,10020,141322,4859,63182,3853,78140,3729,393953,8912,200338,6135,193615,5167,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,779020,12712,260907,9306,121272,6484,139635,5861,518113,10476,254944,7346,263169,6738,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,827951,11518,261058,8782,111928,5558,149130,6180,566893,10239,301152,7855,265741,5960,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,299930,5934,80255,4419,34834,2879,45421,3101,219675,4870,105735,3745,113940,3157,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1065776,17010,221045,8107,94930,5297,126115,5992,844731,14665,406334,10933,438397,7275,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1358727,17776,321225,9094,144660,6326,176565,6373,1037502,16084,498532,10713,538970,9498,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1870594,21220,556783,12284,267513,9556,289270,7425,1313811,17952,645734,11230,668077,12315,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1066155,12574,249162,6521,119780,5617,129382,4866,816993,11533,410069,8235,406924,7207,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,467917,10950,164442,6635,69653,4125,94789,4923,303475,9250,149698,5707,153777,6064,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1167644,16996,330293,9143,144997,5731,185296,6508,837351,14808,410185,9334,427166,9102,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,212788,7149,62847,3915,28134,2487,34713,2861,149941,6431,77728,4568,72213,3936,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,356746,8045,84379,4596,36802,3197,47577,3285,272367,7065,142205,4644,130162,4006,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,559146,15486,136646,7261,66033,5055,70613,4262,422500,12841,236081,8467,186419,6855,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,261504,8329,49434,3874,23575,2683,25859,2548,212070,6758,107273,5056,104797,3879,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1412115,17133,293698,8715,126701,6141,166997,6398,1118417,15170,548541,9339,569876,10891,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,377810,10657,110112,5334,52820,3653,57292,3609,267698,8586,135726,5705,131972,5221,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3894832,33056,975578,15109,428474,10880,547104,10995,2919254,31017,1445112,18181,1474142,18868,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1779942,20696,515420,14584,227652,8554,287768,10026,1264522,18842,624975,11752,639547,12130,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,157638,6342,36853,2884,15778,2105,21075,2000,120785,5061,67822,3658,52963,3118,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2246846,20435,621437,13023,279637,8336,341800,9253,1625409,17223,791901,12315,833508,11051,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,694291,11901,197975,6607,89513,4311,108462,4735,496316,9968,251165,6341,245151,6519,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,878563,14274,259281,9120,128545,6387,130736,5541,619282,11514,306329,8079,312953,7715,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2439628,21955,622679,12904,274559,7779,348120,9216,1816949,17550,882638,13843,934311,11358,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,221649,7300,58511,4390,27434,3010,31077,2892,163138,5979,79775,4405,83363,3675,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,818937,16712,243451,7529,109914,5770,133537,5681,575486,14585,287971,8832,287515,8356,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,167910,5994,42772,3003,21148,2025,21624,2306,125138,5414,67301,3491,57837,3342,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1153585,18752,338413,10655,144172,6682,194241,8431,815172,13291,405574,10193,409598,9209,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3968985,31124,1062052,22609,474076,14556,587976,14386,2906933,25245,1548565,17539,1358368,17542,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,378377,10331,105853,5668,48116,3887,57737,4240,272524,9149,145562,6159,126962,5583,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,145461,4713,35036,2513,17091,1955,17945,1777,110425,4303,54431,2695,55994,2915,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1455415,17419,336419,9507,154258,6909,182161,6638,1118996,16337,546841,10385,572155,10332,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1432496,20345,350524,11473,161776,6878,188748,8168,1081972,16960,556982,12875,524990,9159,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,365184,10142,118526,5728,53429,3633,65097,4380,246658,7344,119926,4649,126732,4622,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1158268,14090,292569,8477,132004,5224,160565,5994,865699,11461,434412,9322,431287,6867,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,115086,4975,28096,2981,13689,2156,14407,1877,86990,4434,47566,3181,39424,2677,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,528584,11480,297705,9047,130048,5833,167657,5526,230879,6969,116492,4856,114387,4439,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,799997,12206,253197,9130,109901,6383,143296,6757,546800,11280,271686,9276,275114,7222,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,142961,5561,25337,2219,13438,1573,11899,1517,117624,5006,68842,3597,48782,2995,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1260003,21408,344457,10455,161802,7314,182655,7546,915546,18181,471936,11142,443610,10115,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,513522,11704,165175,7479,72930,4872,92245,4874,348347,8857,175255,6426,173092,5005,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
