GEO_ID,B05003I_001E,B05003I_001M,B05003I_002E,B05003I_002M,B05003I_003E,B05003I_003M,B05003I_004E,B05003I_004M,B05003I_005E,B05003I_005M,B05003I_006E,B05003I_006M,B05003I_007E,B05003I_007M,B05003I_008E,B05003I_008M,B05003I_009E,B05003I_009M,B05003I_010E,B05003I_010M,B05003I_011E,B05003I_011M,B05003I_012E,B05003I_012M,B05003I_013E,B05003I_013M,B05003I_014E,B05003I_014M,B05003I_015E,B05003I_015M,B05003I_016E,B05003I_016M,B05003I_017E,B05003I_017M,B05003I_018E,B05003I_018M,B05003I_019E,B05003I_019M,B05003I_020E,B05003I_020M,B05003I_021E,B05003I_021M,B05003I_022E,B05003I_022M,B05003I_023E,B05003I_023M,NAME,B05003I_001MA,B05003I_001EA,B05003I_002MA,B05003I_002EA,B05003I_003EA,B05003I_003MA,B05003I_004MA,B05003I_004EA,B05003I_005MA,B05003I_005EA,B05003I_006MA,B05003I_006EA,B05003I_007EA,B05003I_007MA,B05003I_008EA,B05003I_008MA,B05003I_009MA,B05003I_009EA,B05003I_010MA,B05003I_010EA,B05003I_011MA,B05003I_011EA,B05003I_012MA,B05003I_012EA,B05003I_013MA,B05003I_013EA,B05003I_014EA,B05003I_014MA,B05003I_015EA,B05003I_015MA,B05003I_016EA,B05003I_016MA,B05003I_017MA,B05003I_017EA,B05003I_018MA,B05003I_018EA,B05003I_019MA,B05003I_019EA,B05003I_020EA,B05003I_020MA,B05003I_021EA,B05003I_021MA,B05003I_022EA,B05003I_022MA,B05003I_023EA,B05003I_023MA,state
0400000US19,160644,1481,83780,2196,33966,1921,31327,1952,2639,727,399,229,2240,704,49814,1211,23568,2013,26246,1671,7711,1422,18535,1815,76864,2165,32525,1832,30574,1794,1951,562,622,407,1329,425,44339,1362,22497,2018,21842,1673,6957,1410,14885,1628,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,315776,269,163324,1620,63623,1371,60040,1592,3583,968,576,443,3007,916,99701,1063,49706,2543,49995,2508,13030,1951,36965,2603,152452,1577,61731,1470,58211,1743,3520,824,525,448,2995,801,90721,931,47394,2203,43327,2084,11293,1725,32034,2116,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,134035,1860,72166,2377,25529,1735,23079,1678,2450,996,764,646,1686,828,46637,1870,19487,2138,27150,2020,5422,1041,21728,2126,61869,2086,23397,1535,20843,1711,2554,696,524,335,2030,704,38472,1488,19933,1970,18539,1691,4593,992,13946,1782,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,207636,928,113685,2519,31763,1929,29410,1940,2353,763,325,273,2028,758,81922,1841,35841,3314,46081,3092,11668,1787,34413,3732,93951,2287,28702,1666,26279,1667,2423,820,409,311,2014,763,65249,1338,32604,2224,32645,2231,11902,1579,20743,2209,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18451,699,8730,1161,3227,668,3052,649,175,180,118,146,57,101,5503,909,4711,987,792,448,161,162,631,401,9721,977,3628,742,3319,643,309,321,200,264,109,163,6093,683,5066,799,1027,487,590,394,437,332,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,510448,665,264826,1552,81651,1501,71936,1868,9715,1894,1529,790,8186,1807,183175,953,50774,3239,132401,3172,29557,2696,102844,3832,245622,1699,80473,1538,72101,2725,8372,1912,928,479,7444,1968,165149,874,50666,3640,114483,3641,35364,3090,79119,3474,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,673885,1080,332458,1104,112456,763,104356,1811,8100,1687,2047,790,6053,1452,220002,855,120044,4567,99958,4527,34290,3189,65668,4711,341427,1273,106274,977,97466,1852,8808,1740,1886,660,6922,1552,235153,782,137110,3700,98043,3649,46233,3214,51810,3555,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,454918,615,230788,1862,87975,1438,83406,1699,4569,1063,1267,616,3302,812,142813,974,90915,3471,51898,3427,13160,1790,38738,3165,224130,1777,85219,1393,80002,1693,5217,1085,1256,574,3961,969,138911,904,94453,2717,44458,2677,11487,1530,32971,2574,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,264025,630,136281,1766,52554,1564,47758,1825,4796,1063,1186,494,3610,935,83727,1330,36558,2832,47169,2572,10170,1592,36999,2486,127744,1804,54393,1559,49302,1844,5091,1094,1986,648,3105,880,73351,1242,33745,2101,39606,2046,10035,1261,29571,2087,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,80121,2453,43967,2622,12305,1355,10745,1199,1560,573,262,236,1298,505,31662,2173,15051,2069,16611,2048,2809,855,13802,1895,36154,1905,15454,1512,14634,1503,820,420,180,214,640,325,20700,1373,12231,1419,8469,1251,1513,555,6956,1246,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,221519,1600,116086,2277,42972,1609,40985,1504,1987,696,670,372,1317,596,73114,1883,43273,2482,29841,2907,7503,1258,22338,2786,105433,2170,38907,1654,35964,1898,2943,1051,624,451,2319,890,66526,1689,40157,2616,26369,2594,7849,1411,18520,2331,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,31465,373,14757,1098,4809,603,4685,628,124,157,0,157,124,157,9948,1023,8629,1169,1319,576,587,328,732,446,16708,1152,6136,819,6103,823,33,49,19,29,14,35,10572,972,9346,1115,1226,434,804,327,422,254,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,178884,494,94252,1315,38145,1157,35162,1457,2983,946,371,399,2612,838,56107,841,23622,1817,32485,1930,9207,1497,23278,1862,84632,1300,34491,1109,31773,1402,2718,917,413,316,2305,875,50141,838,22892,1962,27249,1710,7889,1352,19360,2034,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,752051,-555555555,385264,1231,136572,901,125835,1946,10737,1818,889,558,9848,1755,248692,731,99163,4855,149529,4929,43134,3192,106395,4851,366787,1230,129921,901,121996,1656,7925,1458,644,285,7281,1461,236866,730,102878,4270,133988,4114,43585,3130,90403,4357,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,40138,901,19060,1158,7111,1055,6710,1101,401,379,19,32,382,379,11949,944,7077,1442,4872,1158,1612,570,3260,1120,21078,1196,7730,925,7512,959,218,257,82,103,136,231,13348,700,8789,1162,4559,1127,2398,890,2161,968,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1641399,-555555555,827575,1109,244933,1116,222480,2853,22453,2682,4599,1424,17854,2359,582642,346,243772,7073,338870,7016,119407,5364,219463,8678,813824,1108,234711,1114,212850,2925,21861,2763,4118,1280,17743,2486,579113,347,257214,6838,321899,6827,142984,5629,178915,6424,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,979724,-555555555,485985,1118,153023,1118,147196,1720,5827,1528,626,356,5201,1553,332962,-555555555,261778,4673,71184,4672,19826,2371,51358,3701,493739,1118,149261,1123,143855,1800,5406,1404,371,288,5035,1350,344478,-555555555,280389,3913,64089,3915,20277,2259,43812,3462,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,35
0400000US36,3553686,902,1755110,2791,506621,1977,465250,4415,41371,3611,7859,1519,33512,3208,1248489,1989,588220,9264,660269,9426,234389,7841,425880,11216,1798576,2848,485426,2036,450419,3833,35007,3556,8485,1499,26522,3167,1313150,1822,634667,9275,678483,8914,306188,8074,372295,8912,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,844896,1916,447946,3934,167946,3446,150954,3540,16992,2321,1165,534,15827,2460,280000,2783,79070,4394,200930,4249,27451,2582,173479,4858,396950,4055,159179,3406,143427,3735,15752,2030,1356,632,14396,2079,237771,2260,79220,4029,158551,4078,29603,3149,128948,4447,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,16672,728,8914,594,3103,410,2981,424,122,99,77,91,45,41,5811,535,4122,642,1689,496,453,283,1236,508,7758,819,2921,572,2811,582,110,100,77,91,33,64,4837,659,3922,707,915,430,594,390,321,203,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,374276,1701,192118,2370,69514,1619,66240,2121,3274,1030,1349,698,1925,796,122604,1859,81297,2923,41307,2823,8535,1263,32772,2715,182158,2126,69461,1511,65836,1801,3625,1013,894,456,2731,1017,112697,1426,82515,2677,30182,2830,10459,1665,19723,2441,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,356299,-555555555,188535,1676,72351,1559,67408,1692,4943,788,277,201,4666,791,116184,913,52731,2488,63453,2436,11440,1428,52013,2517,167764,1674,67918,1558,62123,1708,5795,1049,275,218,5520,1034,99846,996,51641,2433,48205,2204,9926,1299,38279,2151,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,474155,-555555555,249405,2047,95578,1820,89283,2311,6295,1666,1030,759,5265,1551,153827,1110,67223,4154,86604,4124,17795,2255,68809,4527,224750,2046,88382,1663,81902,2125,6480,1638,572,360,5908,1683,136368,990,68964,3798,67404,3589,14801,2022,52603,3595,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,780862,981,399409,1793,142312,1676,133699,2512,8613,1834,3141,1079,5472,1463,257097,1386,173040,6324,84057,6212,23712,2376,60345,6206,381453,1723,133525,1498,126300,2207,7225,1494,1898,671,5327,1352,247928,1142,174008,4519,73920,4463,32148,3045,41772,3456,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,138550,-555555555,68312,675,23678,577,21720,852,1958,740,634,387,1324,674,44634,561,18696,2244,25938,2070,8511,1456,17427,2489,70238,675,23546,544,21339,1117,2207,954,459,314,1748,923,46692,471,20225,1689,26467,1745,11356,1563,15111,1810,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,249762,2255,137018,2895,46938,2250,42299,2447,4639,1247,973,570,3666,1159,90080,1844,33067,2611,57013,2671,8573,1865,48440,3053,112744,3211,41510,2204,35911,2247,5599,1762,337,276,5262,1747,71234,2040,29230,2610,42004,2688,9929,1808,32075,2934,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,24769,920,13627,976,5140,667,4938,674,202,175,87,140,115,118,8487,809,5258,961,3229,761,626,370,2603,762,11142,1197,4757,690,4660,738,97,139,34,64,63,114,6385,936,4494,971,1891,692,457,381,1434,557,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,307758,2725,165620,2783,61025,2297,53160,2457,7865,1681,568,358,7297,1691,104595,1970,37957,3358,66638,3135,9924,1719,56714,3122,142138,2783,56686,2253,50378,2468,6308,1345,613,347,5695,1336,85452,1574,35856,2723,49596,2786,10867,1710,38729,2591,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9960910,-555555555,5020545,4243,1740429,3730,1632112,7408,108317,6874,8120,1765,100197,6906,3280116,2650,1871535,19968,1408581,19829,354999,10601,1053582,20743,4940365,4248,1680597,3711,1583562,7208,97035,6599,7721,1794,89314,6125,3259768,2188,1892499,15680,1367269,15978,402052,11737,965217,16152,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,379433,-555555555,194460,1419,76110,1260,70038,1927,6072,1480,79,104,5993,1496,118350,611,54471,3240,63879,3233,16842,2342,47037,3625,184973,1418,73758,1308,67766,1943,5992,1501,738,445,5254,1427,111215,578,50427,3338,60788,3340,16176,2084,44612,3553,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9827,349,4981,616,1248,370,1112,355,136,137,47,75,89,111,3733,603,2527,554,1206,408,701,378,505,277,4846,639,1473,398,1353,364,120,128,28,63,92,121,3373,489,2469,461,904,320,570,250,334,210,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,687972,2927,354568,3669,111932,2729,102916,3075,9016,1442,1727,715,7289,1384,242636,2696,88552,4857,154084,4992,45211,4200,108873,6110,333404,3124,109381,2648,100343,3310,9038,1748,2136,815,6902,1414,224023,2195,89006,4759,135017,4374,43279,3090,91738,4807,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,807596,-555555555,421464,1972,161685,1624,149253,2570,12432,2161,851,515,11581,2096,259779,1010,118215,4812,141564,4760,33760,3324,107804,5076,386132,1972,152267,1533,140749,2100,11518,1713,1162,591,10356,1625,233865,974,120201,4595,113664,4760,32049,3337,81615,4237,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23721,1716,10752,1307,3346,732,3011,621,335,455,0,182,335,455,7406,961,5154,826,2252,613,1090,449,1162,516,12969,1527,5237,1109,4753,1150,484,302,197,207,287,251,7732,948,6006,1055,1726,500,791,360,935,407,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,354399,636,185321,2182,72739,1885,66453,2270,6286,1424,638,359,5648,1436,112582,1438,56158,2928,56424,2451,12601,1611,43823,2482,169078,2270,67571,1783,64192,1762,3379,895,449,246,2930,854,101507,1226,58123,3117,43384,2712,10516,1407,32868,2401,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,54316,642,28302,1214,9833,995,9445,1004,388,214,268,156,120,155,18469,874,14528,1214,3941,840,911,437,3030,845,26014,1171,8092,814,7602,831,490,279,469,272,21,40,17922,826,13619,1146,4303,908,1509,566,2794,737,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3631408,4007,1739586,3567,434327,2769,432542,2869,1785,702,307,277,1478,655,1305259,2071,1264366,3689,40893,2853,16622,1713,24271,2368,1891822,3809,409169,2999,408044,3105,1125,417,243,200,882,397,1482653,2255,1433877,4381,48776,3797,20229,2244,28547,2760,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,185441,3237,100396,2831,37529,2235,33509,2391,4020,1080,1157,683,2863,957,62867,2009,21733,2356,41134,2623,6520,1474,34614,2600,85045,2729,34315,2081,31344,2281,2971,975,787,533,2184,905,50730,1605,21731,2348,28999,2125,6805,1503,22194,2027,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,43686,509,22470,643,7692,450,7532,471,160,156,0,143,160,156,14778,453,10822,1069,3956,963,1934,668,2022,836,21216,555,7346,430,6941,549,405,339,338,336,67,75,13870,351,9830,1062,4040,1062,2601,900,1439,593,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1976104,-555555555,995887,986,359933,939,342518,2824,17415,2705,2032,651,15383,2654,635954,281,377012,7411,258942,7432,75816,4007,183126,6597,980217,985,345811,938,327437,2767,18374,2418,2724,1025,15650,2246,634406,282,368658,7235,265748,7217,86154,3553,179594,6391,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,197865,944,103614,1836,41216,1617,37114,1988,4102,1339,383,402,3719,1295,62398,1498,21993,2383,40405,2454,11823,2396,28582,2841,94251,1764,38613,1581,34961,1830,3652,1113,431,489,3221,1046,55638,1133,22873,1766,32765,1943,7193,1446,25572,2218,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
