GEO_ID,B07008_001E,B07008_001M,B07008_002E,B07008_002M,B07008_003E,B07008_003M,B07008_004E,B07008_004M,B07008_005E,B07008_005M,B07008_006E,B07008_006M,B07008_007E,B07008_007M,B07008_008E,B07008_008M,B07008_009E,B07008_009M,B07008_010E,B07008_010M,B07008_011E,B07008_011M,B07008_012E,B07008_012M,B07008_013E,B07008_013M,B07008_014E,B07008_014M,B07008_015E,B07008_015M,B07008_016E,B07008_016M,B07008_017E,B07008_017M,B07008_018E,B07008_018M,B07008_019E,B07008_019M,B07008_020E,B07008_020M,B07008_021E,B07008_021M,B07008_022E,B07008_022M,B07008_023E,B07008_023M,B07008_024E,B07008_024M,B07008_025E,B07008_025M,B07008_026E,B07008_026M,B07008_027E,B07008_027M,B07008_028E,B07008_028M,B07008_029E,B07008_029M,B07008_030E,B07008_030M,B07008_031E,B07008_031M,B07008_032E,B07008_032M,B07008_033E,B07008_033M,B07008_034E,B07008_034M,B07008_035E,B07008_035M,B07008_036E,B07008_036M,NAME,B07008_001MA,B07008_001EA,B07008_002EA,B07008_002MA,B07008_003MA,B07008_003EA,B07008_004MA,B07008_004EA,B07008_005MA,B07008_005EA,B07008_006MA,B07008_006EA,B07008_007MA,B07008_007EA,B07008_008MA,B07008_008EA,B07008_009MA,B07008_009EA,B07008_010MA,B07008_010EA,B07008_011EA,B07008_011MA,B07008_012MA,B07008_012EA,B07008_013EA,B07008_013MA,B07008_014MA,B07008_014EA,B07008_015MA,B07008_015EA,B07008_016MA,B07008_016EA,B07008_017MA,B07008_017EA,B07008_018MA,B07008_018EA,B07008_019MA,B07008_019EA,B07008_020MA,B07008_020EA,B07008_021MA,B07008_021EA,B07008_022EA,B07008_022MA,B07008_023MA,B07008_023EA,B07008_024EA,B07008_024MA,B07008_025MA,B07008_025EA,B07008_026EA,B07008_026MA,B07008_027EA,B07008_027MA,B07008_028EA,B07008_028MA,B07008_029MA,B07008_029EA,B07008_030EA,B07008_030MA,B07008_031MA,B07008_031EA,B07008_032EA,B07008_032MA,B07008_033EA,B07008_033MA,B07008_034MA,B07008_034EA,B07008_035EA,B07008_035MA,B07008_036MA,B07008_036EA,state
0400000US06,30416010,2937,11142349,42922,14030742,53313,2973139,32709,726445,15871,1543335,14688,25767221,49029,8905727,50785,12426131,48127,2482920,27506,558436,13791,1394007,13789,3099476,40372,1448636,23065,1088402,26309,335512,10889,124900,7075,102026,5622,909954,20979,485475,11502,265063,12591,102377,6270,29298,3113,27741,3005,421316,16127,204767,10328,152366,8961,42362,4344,9968,1603,11853,1553,218043,10980,97744,7120,98780,6366,9968,1467,3843,937,7708,1446,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4152392,2040,1284855,13686,2099524,21210,513841,12460,70360,4616,183812,5608,3346119,15594,892551,13917,1831466,19081,410926,10944,47765,3372,163411,5495,388154,11866,189181,9035,123237,7806,53459,3894,12597,2032,9680,1276,218140,8672,111592,6035,65890,5123,29883,3532,5806,1338,4969,1163,169807,8043,79261,4986,64631,5720,17530,2726,3423,891,4962,1126,30172,3444,12270,1894,14300,2338,2043,632,769,460,790,298,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2945674,1273,996116,13703,1418950,16790,313145,8965,40838,3461,176625,5196,2590091,12429,816423,14601,1308751,15616,271331,8327,30944,2834,162642,4952,211206,9322,100751,6064,64789,5543,28857,2849,7092,1578,9717,1520,56617,4818,31840,3654,15384,2562,6689,1457,888,470,1816,666,68380,5113,38995,3611,20607,2991,5514,1265,1791,788,1473,498,19380,3095,8107,1640,9419,2208,754,402,123,128,977,458,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,746748,660,244110,5705,353611,8433,88196,5133,14753,2256,46078,3024,645448,6911,189167,6046,326311,8779,75883,4848,11582,1977,42505,2619,61700,5817,34518,4545,15465,2619,7858,1553,1928,815,1931,779,6513,1597,3333,1088,1547,675,1211,723,158,195,264,209,30049,3737,15720,2377,9082,2106,2838,852,1085,660,1324,846,3038,871,1372,556,1206,510,406,275,0,182,54,92,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,539055,396,309752,6135,144080,6186,49517,3570,11255,1751,24451,1730,427184,4788,225072,6847,125451,5320,43466,3527,9572,1573,23623,1768,53286,4602,39125,3999,8823,1681,3761,902,908,458,669,375,0,197,0,197,0,197,0,197,0,197,0,197,50371,4523,39800,4330,7592,1574,2161,638,775,378,43,69,8214,1821,5755,1479,2214,959,129,113,0,197,116,141,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16016557,3446,4985480,32177,7364000,44054,2121236,26524,405336,11650,1140505,14892,13508469,37145,3910914,34450,6512779,42027,1755714,23685,300578,11168,1028484,14262,1432141,30009,627831,20205,454329,15474,216781,9644,69684,4961,63516,4492,487834,16323,248115,10289,128921,8589,71122,5719,19843,2714,19833,2745,452151,14109,155101,7843,198506,11219,64198,6014,12224,1881,22122,2781,135962,8390,43519,4052,69465,5516,13421,2181,3007,900,6550,1347,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7830116,4910,2602966,22697,3687164,34062,893620,18191,203929,8507,442437,9825,6600020,23252,2006400,22557,3302896,31536,738150,16790,151391,7969,401183,9603,590633,21758,281200,12466,182764,10524,79530,6302,27079,3138,20060,2630,377830,13444,195644,9309,103245,8056,50951,3889,16637,2592,11353,1675,220054,9643,101402,6131,78413,6426,23290,1949,8567,1507,8382,1541,41579,5597,18320,3381,19846,3034,1699,700,255,201,1459,612,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1137619,763,379863,7555,562731,9916,108242,4769,16538,1924,70245,3230,966521,7582,309473,6857,490207,9473,89534,4481,12085,1667,65222,3259,103843,6841,44967,4466,38779,4259,13475,1997,2943,1024,3679,926,5465,1648,2809,1018,1523,945,674,430,28,48,431,401,44177,4676,15916,2223,22891,3194,3625,1161,1033,671,712,437,17613,2063,6698,1320,9331,1592,934,529,449,467,201,159,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1239521,1574,322533,7805,681760,12096,154466,6320,15754,2101,65008,4071,1022251,9500,229495,8420,603340,11125,122026,5952,10263,1815,57127,3759,117117,7087,49459,4765,40564,4513,19722,2866,3315,861,4057,933,45749,4396,21179,3188,14973,2583,6423,1292,841,407,2333,818,48087,4306,18980,2670,20584,3155,5949,1410,1278,984,1296,505,6317,1568,3420,1189,2299,977,346,273,57,110,195,187,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10344646,2497,3580864,23199,4928514,34586,1034945,16579,186498,7996,613825,11021,8956954,23066,2852779,24370,4516359,31500,886946,15663,140113,6384,560757,10280,876883,18563,448579,13164,259341,9817,99195,4755,34017,3182,35751,2634,277975,10135,155531,6348,73371,5978,30190,2696,7852,1311,11031,1721,176767,8100,99447,5316,51611,4292,16785,2296,4032,952,4892,821,56067,4523,24528,2737,27832,4002,1829,615,484,305,1394,526,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
