GEO_ID,B25118_001E,B25118_001M,B25118_002E,B25118_002M,B25118_003E,B25118_003M,B25118_004E,B25118_004M,B25118_005E,B25118_005M,B25118_006E,B25118_006M,B25118_007E,B25118_007M,B25118_008E,B25118_008M,B25118_009E,B25118_009M,B25118_010E,B25118_010M,B25118_011E,B25118_011M,B25118_012E,B25118_012M,B25118_013E,B25118_013M,B25118_014E,B25118_014M,B25118_015E,B25118_015M,B25118_016E,B25118_016M,B25118_017E,B25118_017M,B25118_018E,B25118_018M,B25118_019E,B25118_019M,B25118_020E,B25118_020M,B25118_021E,B25118_021M,B25118_022E,B25118_022M,B25118_023E,B25118_023M,B25118_024E,B25118_024M,B25118_025E,B25118_025M,NAME,B25118_001EA,B25118_001MA,B25118_002EA,B25118_002MA,B25118_003EA,B25118_003MA,B25118_004MA,B25118_004EA,B25118_005MA,B25118_005EA,B25118_006MA,B25118_006EA,B25118_007MA,B25118_007EA,B25118_008MA,B25118_008EA,B25118_009EA,B25118_009MA,B25118_010EA,B25118_010MA,B25118_011MA,B25118_011EA,B25118_012MA,B25118_012EA,B25118_013MA,B25118_013EA,B25118_014EA,B25118_014MA,B25118_015EA,B25118_015MA,B25118_016MA,B25118_016EA,B25118_017MA,B25118_017EA,B25118_018MA,B25118_018EA,B25118_019EA,B25118_019MA,B25118_020EA,B25118_020MA,B25118_021MA,B25118_021EA,B25118_022MA,B25118_022EA,B25118_023MA,B25118_023EA,B25118_024EA,B25118_024MA,B25118_025EA,B25118_025MA,state
0400000US06,12552658,18433,6781817,25470,120926,6175,95817,4829,174502,5704,204700,6733,231129,6454,460579,9990,733080,12903,1166501,15065,948154,12964,1294496,17117,1351933,13873,5770841,24980,291231,9436,286857,7954,497439,9982,419961,10984,413071,9879,689729,14468,851955,13033,962571,16504,552038,11341,506903,11408,299086,8134,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1996088,8553,1278158,11129,19618,1873,20058,2157,32040,2434,36736,2606,44326,3230,96301,3980,156309,5255,247675,6050,202884,5923,232997,5940,189214,6058,717930,9538,35741,2798,52853,3509,57826,3335,55051,3418,58833,3358,96602,5479,116376,5788,123876,5474,57752,3651,44691,3644,18329,2682,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1357812,6453,908452,7756,12339,1496,7530,1221,17372,1698,21606,2228,26889,2059,52957,3495,88702,4070,154496,5343,135606,4222,194769,6391,196186,5701,449360,8680,27319,2618,32906,2892,44878,3508,33471,2924,33710,2916,55750,4008,59747,3304,74646,4679,37174,3993,31601,3046,18158,2235,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,340308,3122,241050,3609,3964,785,3450,834,7040,1185,8390,1058,9524,1299,17784,1666,31578,2410,47667,2778,38861,2869,44441,3192,28351,1897,99258,4117,6034,1232,5803,1200,7839,1426,6448,1624,8457,1579,15015,2222,13810,1744,18205,2293,8255,1496,6745,1420,2647,855,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,266662,3138,110681,3549,2198,691,1228,482,2581,660,1858,538,2000,595,5180,1060,8261,1116,14576,1800,12009,1523,22325,1927,38465,2174,155981,4855,11440,2007,12750,1552,9217,1230,8119,1295,8472,1432,14255,2058,20835,2114,21514,2296,14996,1818,19558,2193,14825,1944,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7197943,25102,4724428,21345,123530,5705,119595,6076,216169,6355,238168,6216,256998,7227,506746,10151,696448,12963,918299,15428,595384,11632,610669,12343,442422,9144,2473515,22250,162755,6932,181236,7122,225180,8674,219898,9565,206601,8947,364322,9792,397699,10378,373620,10653,167440,7469,120052,5097,54712,4437,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3532908,15691,2248702,19411,52754,4375,53691,3733,87967,4941,94603,4753,105374,5352,201919,6958,300339,9495,451423,12068,308986,8648,336040,7404,255606,7244,1284206,16668,109198,5163,113448,5014,127336,6832,108771,5679,108203,5438,183270,8202,195987,8218,184154,8120,81941,5805,48485,3773,23413,2886,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,447748,4282,254770,4107,4626,961,5111,1336,5774,986,6573,1312,6853,1163,13202,1716,25613,2228,45054,2846,40516,2450,56784,2568,44664,2281,192978,4122,8530,1498,9429,1464,10915,1637,11259,1779,10546,1669,19584,2138,29666,2335,37887,2473,26099,2645,19497,2029,9566,1623,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,583106,5317,398671,5979,6428,1570,8305,1458,15237,1730,17186,1782,20795,2122,44559,2701,62007,3586,94498,4198,53466,3186,49801,3080,26389,2452,184435,6150,9590,1790,15775,2115,18521,2618,19133,2269,17221,2033,29506,2985,30820,3210,24701,2644,11661,2010,5287,1154,2220,722,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4770194,13140,3177104,16645,49507,2996,46987,2816,91988,3677,115981,4608,122746,3487,254050,7947,394997,8899,615025,11389,487943,9762,555093,12032,442787,7150,1593090,15616,119540,5341,139645,4860,142822,6395,132758,5446,124296,6321,207810,6651,234215,7490,237587,6775,122453,5778,89191,4537,42773,3628,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
