GEO_ID,C16007_001E,C16007_001M,C16007_002E,C16007_002M,C16007_003E,C16007_003M,C16007_004E,C16007_004M,C16007_005E,C16007_005M,C16007_006E,C16007_006M,C16007_007E,C16007_007M,C16007_008E,C16007_008M,C16007_009E,C16007_009M,C16007_010E,C16007_010M,C16007_011E,C16007_011M,C16007_012E,C16007_012M,C16007_013E,C16007_013M,NAME,C16007_001MA,C16007_001EA,C16007_002MA,C16007_002EA,C16007_003EA,C16007_003MA,C16007_004EA,C16007_004MA,C16007_005EA,C16007_005MA,C16007_006EA,C16007_006MA,C16007_007MA,C16007_007EA,C16007_008MA,C16007_008EA,C16007_009EA,C16007_009MA,C16007_010EA,C16007_010MA,C16007_011EA,C16007_011MA,C16007_012MA,C16007_012EA,C16007_013MA,C16007_013EA,state
0400000US06,35504620,2553,6702496,2897,3643760,23951,2390180,20825,668556,12923,24202731,3400,13133965,38336,7183412,27769,3885354,27659,4599393,2464,3003782,13776,728249,7114,867362,10526,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4850587,1857,894312,2284,719915,8443,138188,6999,36209,3633,3345336,2070,2771187,13019,393489,8773,180660,7582,610939,1661,533964,2941,46671,2119,30304,2575,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3397277,984,599696,1056,470869,5951,76741,3721,52086,4208,2265557,1657,1723843,9715,279965,4955,261749,8636,532024,1152,447268,3370,25236,1092,59520,3357,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,860907,333,148735,513,127218,2050,15404,1755,6113,1114,571359,665,491795,4252,42520,2763,37044,2678,140813,562,130499,1356,3061,698,7253,1102,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,593321,267,70450,4,58321,1403,8303,1082,3826,907,450970,316,372560,4591,35985,2858,42425,3871,71901,147,64006,1167,2904,439,4991,1036,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18247223,3003,2930628,3674,2086057,13069,649599,9894,194972,9046,11807768,4222,8254806,22482,2620806,15829,932156,18546,3508827,3914,2815886,9695,463071,5123,229870,8538,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9248840,3638,1824642,4576,1557729,9831,188706,6859,78207,6238,6284842,4758,5385801,15071,511840,7673,387201,11628,1139356,3711,1068166,4142,25614,2491,45576,3200,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1303300,333,213868,402,174653,3847,3693,1165,35522,3231,879009,817,654077,8251,18570,2728,206362,8165,210423,784,147986,3367,1374,479,61063,3106,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1481992,1847,311016,1857,275218,3555,30325,3264,5473,1551,959944,1619,852019,5619,78084,4378,29841,3531,211032,1315,200102,1302,5112,913,5818,972,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12061228,2147,2249024,2964,1701779,9640,391670,7626,155575,7223,8116492,2685,6193175,16914,1105272,10354,818045,15170,1695712,2158,1437505,5611,87496,2416,170711,5335,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6113177,2538,1165262,3370,1048189,5873,72097,4218,44976,3456,4058489,3498,3695869,9524,197104,6780,165516,6042,889426,2326,852230,2851,13859,1549,23337,2593,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2878189,2164,526669,2684,477288,4023,31758,2326,17623,2138,1881902,2417,1735055,5123,77051,2701,69796,3937,469618,1809,457249,1998,3891,920,8478,1310,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2684487,1807,519859,2136,448298,4653,55854,3397,15707,1950,1770404,2165,1560802,6398,137341,4653,72261,3789,394224,1549,375063,1858,8349,940,10812,1461,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4103742,1986,741306,2350,697037,4536,24725,2801,19544,2959,2748810,2625,2604756,6052,74874,4162,69180,3874,613626,2097,602482,2310,3394,750,7750,1025,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4292613,2663,809844,2956,762808,3999,27302,2911,19734,2149,2885019,2857,2640601,7443,114565,5154,129853,5328,597750,2450,527798,3533,11434,1418,58518,3264,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1263002,939,199797,1356,186434,2700,3292,1520,10071,2230,837232,1405,783342,4020,8390,1853,45500,3718,225973,737,203855,2271,924,375,21194,2018,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5519938,1612,978310,1927,810747,5807,84454,3904,83109,5064,3778947,2163,3080297,14055,290615,8724,408035,10099,762681,1726,678944,3425,18911,1133,64826,3152,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6282285,988,1037396,1168,811849,8244,109679,4236,115868,6502,4283858,1884,3272607,14786,385141,6522,626110,13998,961031,1864,794505,5777,31624,1451,134902,5230,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9311715,1749,1695978,2180,1511844,6982,76848,4170,107286,6035,6173114,2668,5579175,10722,188563,6322,405376,8541,1442623,1840,1344428,3491,18873,1454,79322,3247,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5031558,1721,930219,2369,799667,5809,55222,3306,75330,4155,3371429,2145,2995254,8980,131868,4419,244307,7725,729910,1492,685906,2623,7071,1150,36933,2438,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2782530,2322,545273,2446,525513,3335,13833,2142,5927,1248,1834533,2002,1760002,5051,45552,3305,28979,3315,402724,1682,396198,1639,1604,457,4922,1099,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5647397,2449,1029115,3176,957231,5172,34183,2913,37701,3799,3733957,3284,3493224,6863,98258,4962,142475,6319,884325,2302,856866,2591,7640,1210,19819,1868,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,946302,954,161301,1274,154618,1902,2578,707,4105,1108,626416,1208,598077,2748,10343,1665,17996,1901,158585,1000,153314,1120,1438,615,3833,778,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
