GEO_ID,B17026_001E,B17026_001M,B17026_002E,B17026_002M,B17026_003E,B17026_003M,B17026_004E,B17026_004M,B17026_005E,B17026_005M,B17026_006E,B17026_006M,B17026_007E,B17026_007M,B17026_008E,B17026_008M,B17026_009E,B17026_009M,B17026_010E,B17026_010M,B17026_011E,B17026_011M,B17026_012E,B17026_012M,B17026_013E,B17026_013M,NAME,B17026_001EA,B17026_001MA,B17026_002MA,B17026_002EA,B17026_003MA,B17026_003EA,B17026_004MA,B17026_004EA,B17026_005EA,B17026_005MA,B17026_006EA,B17026_006MA,B17026_007MA,B17026_007EA,B17026_008EA,B17026_008MA,B17026_009MA,B17026_009EA,B17026_010EA,B17026_010MA,B17026_011EA,B17026_011MA,B17026_012MA,B17026_012EA,B17026_013MA,B17026_013EA,state
0400000US06,8585787,27380,445542,8841,312351,10103,353507,8629,387611,10292,400183,9433,377321,10275,142221,6317,222742,7302,1278262,17602,1032268,15539,802339,12563,2831440,18653,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1278264,10500,48758,3564,30164,2960,39685,3205,40963,3456,46532,3539,48286,2844,19373,2293,27779,2268,189395,5757,183677,4778,146916,5184,456736,9145,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,902369,9154,30318,3181,20254,2373,20352,2240,22125,2824,25285,2616,25633,2510,10348,1340,14418,1753,110941,4804,115123,5559,101327,4285,406245,7773,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,225593,4537,7789,1387,5148,1238,5462,1082,6105,1161,10088,1634,8970,1383,3750,965,3827,924,34807,2662,33907,2776,28264,2548,77476,3279,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112493,3951,7946,1234,4467,904,3277,788,4001,976,4755,982,2903,837,587,321,3446,1080,11676,1526,7958,1473,7523,1071,53954,2814,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4598222,24279,232071,9277,161644,7040,187074,7454,202315,7232,225109,7520,226536,8330,84842,4903,135190,5321,809635,15305,636762,13016,473172,9430,1223872,16212,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2406226,16700,157094,7207,96397,6088,108329,5525,107942,5554,116193,5019,114533,6082,41914,3161,66659,4312,385784,10815,324774,8300,248803,8533,637804,10528,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309165,5759,12167,1792,7028,1257,7319,1480,9430,1635,9002,1338,10981,1157,3907,879,6610,1026,46557,2977,46036,2612,39951,2671,110177,3691,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,405908,6386,17123,2617,15023,2162,15412,1855,17707,1925,22043,2425,21231,2261,9039,1471,14951,1768,77793,4467,62572,3200,47054,3459,85960,3748,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3121020,16046,136312,4895,93098,4192,110185,5911,108331,4905,115384,4643,119697,5013,51343,3955,76502,4581,466305,8460,441744,9250,360277,7693,1041842,11836,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1648172,14329,80420,4088,50269,3854,55512,3386,61627,3467,70196,4027,74219,4088,27817,1987,46070,3294,300287,6147,271907,6847,199394,5966,410454,9466,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796744,7245,26175,2616,22179,2202,21983,1974,21918,1659,29098,2269,32200,1988,13349,1589,21888,1959,143859,4978,130776,4098,99981,3663,233338,5023,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,727171,6574,24933,2175,19611,1895,23284,2133,27548,2118,29711,2248,31465,2330,13122,1838,19339,2277,125380,4643,112787,4337,88942,4520,211049,5372,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1140771,10522,67183,4009,49847,3558,52118,3703,51109,3064,54217,3146,49974,3028,22313,2299,36232,2531,194123,5874,176040,5375,129886,5007,257729,6385,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1125659,9109,69997,4368,50463,3744,54306,3414,52632,3356,53463,3600,56037,3743,19999,2351,31323,2295,176051,5929,156269,6313,117864,4983,287255,7017,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,346950,5393,13005,1684,10643,1715,10371,1531,12753,1688,13188,1424,15003,1755,6324,1291,9655,1127,61592,2750,58764,3165,42284,2772,93368,3209,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1437113,10814,45905,3571,26032,2689,32787,2837,32526,3297,39147,3430,42961,2954,18284,2261,27459,2937,183108,6384,177866,6032,156338,5435,654700,9060,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1598867,12256,54931,3443,39079,2767,41809,2994,42225,3449,47938,3225,47354,3820,20071,2469,28464,2329,198914,6043,194250,6301,188202,5942,695630,9846,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2482612,15037,134817,5003,85042,4207,92825,4528,86785,3934,100599,4675,98244,3860,40657,2752,66159,3244,429418,8362,382369,6896,290884,6592,674813,9273,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1374436,9338,42434,3111,29863,3081,31988,2250,36819,2885,41106,3013,46510,2735,19522,1597,27783,1897,201430,5084,215808,6036,181815,4795,499358,7732,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,747620,9723,60207,4138,39627,3256,43676,3512,40213,3086,41344,3183,41130,3679,16385,1848,24245,2450,130736,5820,99312,4422,70542,3807,140203,5446,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1517231,12741,73516,4112,48519,3851,55884,3971,58543,3484,65707,3468,66301,3907,28634,3085,41084,2911,277842,7151,232625,7498,178524,5285,390052,7468,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,259650,5083,9395,1348,6981,1194,10171,1628,10414,1524,11782,1519,12412,1492,3760,804,7839,1161,45847,3345,39653,2398,33286,2705,68110,2593,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,474564,6359,16000,1595,12812,1548,14494,1637,16565,1823,17956,1834,19158,1738,7690,1172,13118,1573,83738,4140,77477,3314,60312,3042,135244,3658,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,650833,9331,31357,3079,21427,2119,29021,3219,30740,3117,31787,3330,32327,2808,11576,2000,16667,1872,120476,5554,92788,4630,67189,3693,165478,4805,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,341718,5965,8611,1648,7106,1422,7345,1510,6712,1177,10406,1516,8816,1449,5394,1276,6878,1319,48430,3107,49577,2928,43702,2682,138741,4405,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2211642,11388,80684,4206,47731,3391,53959,3500,59124,3298,62759,3619,69018,3974,29088,2852,46230,3567,275037,7785,272966,8218,251860,6732,963186,10915,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,501421,8215,35674,2439,22495,2454,25878,2238,24804,2779,26616,2540,25106,2622,10563,1936,15121,2091,82921,4317,61904,3311,51522,3647,118817,4667,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4587857,19910,227580,6064,158499,6180,174669,5602,170520,6232,178665,6491,173261,6711,62827,3837,108301,5353,661905,11828,592054,10873,488499,10424,1591077,17210,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2472230,16171,136496,5872,89992,4609,105354,5448,111315,5121,116792,5403,121526,5593,47012,3927,70363,4507,416180,9332,350987,8887,260063,7417,646150,11236,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,175380,3955,5320,947,3846,894,3176,627,5076,1042,4217,854,6324,1070,2055,639,4060,944,27889,2227,30562,2377,24241,1720,58614,2630,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2913312,14675,154575,5732,95120,4470,99386,5139,107001,4767,112690,4991,118524,4946,46190,2755,76225,4290,500862,10610,464309,8188,339265,8453,799165,13475,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957067,7641,51150,2981,33602,2191,40296,2406,42463,2370,46515,2161,47166,2278,17524,1535,26834,2217,173189,5410,140583,4533,107074,4491,230671,4885,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,964892,8222,48016,3720,33309,3369,35877,2880,36438,3109,39383,2713,43314,3159,16931,2375,25217,2259,161249,6229,142332,5561,107673,3999,275153,6635,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3202089,14021,124084,5405,83988,4867,96587,5569,101330,4604,120593,4869,126455,5536,51094,2487,78140,4042,529502,11538,490991,8654,391959,7892,1007366,12396,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,257419,5346,10944,1667,6005,1133,6761,1183,8217,1519,8106,1506,9462,1388,4332,1287,5644,999,38562,2885,34978,2693,29038,2589,95370,3910,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1204041,11533,72145,4478,46370,3748,51251,3454,55031,3708,60889,4259,65212,3669,20822,2326,37758,2782,208134,6524,167404,5543,135226,6041,283799,7042,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,206668,3783,8180,1190,4226,1026,5371,1029,7120,1073,8194,1139,9389,1323,3759,703,7451,992,36849,2495,33807,2079,26605,1950,55717,2473,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1641665,13839,89933,4832,61116,3495,73673,4741,68907,4801,78455,4702,83833,4358,31417,2897,50657,3269,298145,9213,238199,7772,176736,6237,390594,8116,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6239195,24705,337452,8321,245329,9540,292604,8905,297660,8034,308709,8840,292432,9551,107449,6177,169584,6592,1000367,14434,806277,13528,617443,13117,1763889,17094,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,666661,6750,24510,2430,17273,2429,22276,2523,27125,2492,28397,2391,30716,2668,12569,1548,21261,2316,127828,4720,108521,4003,77362,4146,168823,4776,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,160878,3335,4893,956,3294,589,3670,861,4496,900,5365,914,6698,1045,2702,561,4087,697,27088,1777,25847,1631,20833,1482,51905,2316,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2044422,13958,70230,3932,47640,3139,57160,4377,64078,3911,66336,3397,76041,4889,28987,2386,45329,3525,296975,9321,272301,8055,224882,6027,794463,10538,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1687786,13965,66432,3867,41227,3578,48752,3559,51495,3308,62016,3909,58914,3542,24165,2345,42423,3376,253345,7032,242548,6841,200382,6323,596087,9036,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,471536,7578,26823,2601,18143,1895,15958,1611,21855,2254,23546,2326,23592,1928,9488,1430,13680,1666,91135,4383,75000,3434,52721,2814,99595,4148,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
