GEO_ID,C18130_001E,C18130_001M,C18130_002E,C18130_002M,C18130_003E,C18130_003M,C18130_004E,C18130_004M,C18130_005E,C18130_005M,C18130_006E,C18130_006M,C18130_007E,C18130_007M,C18130_008E,C18130_008M,C18130_009E,C18130_009M,C18130_010E,C18130_010M,C18130_011E,C18130_011M,C18130_012E,C18130_012M,C18130_013E,C18130_013M,C18130_014E,C18130_014M,C18130_015E,C18130_015M,C18130_016E,C18130_016M,C18130_017E,C18130_017M,C18130_018E,C18130_018M,C18130_019E,C18130_019M,C18130_020E,C18130_020M,C18130_021E,C18130_021M,C18130_022E,C18130_022M,NAME,C18130_001MA,C18130_001EA,C18130_002EA,C18130_002MA,C18130_003EA,C18130_003MA,C18130_004EA,C18130_004MA,C18130_005MA,C18130_005EA,C18130_006MA,C18130_006EA,C18130_007EA,C18130_007MA,C18130_008EA,C18130_008MA,C18130_009EA,C18130_009MA,C18130_010EA,C18130_010MA,C18130_011MA,C18130_011EA,C18130_012MA,C18130_012EA,C18130_013EA,C18130_013MA,C18130_014EA,C18130_014MA,C18130_015EA,C18130_015MA,C18130_016MA,C18130_016EA,C18130_017MA,C18130_017EA,C18130_018EA,C18130_018MA,C18130_019EA,C18130_019MA,C18130_020EA,C18130_020MA,C18130_021EA,C18130_021MA,C18130_022MA,C18130_022EA,state
0400000US06,37219610,9501,9104190,7852,274879,8015,88620,6169,186259,6496,8829311,10142,2078752,32880,6750559,31747,23613067,7099,1884269,21964,523557,13615,1360712,20450,21728798,21993,3164513,37869,18564285,43305,4502353,3400,1647862,13291,229649,7200,1418213,12808,2854491,13571,238246,7947,2616245,14369,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5047369,3540,1212834,3048,42147,2943,10674,1701,31473,2593,1170687,4264,213296,11458,957391,11939,3238940,3285,274723,8966,72891,4509,201832,7926,2964217,9055,350778,10103,2613439,13707,595595,1720,193116,4668,21726,1815,171390,4711,402479,4529,24872,2503,377607,4867,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3479573,1863,784780,1523,30846,2888,7987,1573,22859,2644,753934,3076,108549,6782,645385,7224,2185158,2464,181542,6732,46063,3619,135479,6032,2003616,6791,174805,9173,1828811,10562,509635,1466,161584,4084,15845,1932,145739,4069,348051,4279,19141,1903,328910,4536,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,888425,1535,200844,1356,7583,1512,1639,956,5944,1336,193261,1910,33236,4035,160025,4072,550377,1019,56083,3457,11443,1639,44640,3126,494294,3546,50900,4391,443394,5693,137204,760,43934,2006,4441,808,39493,2106,93270,2168,5648,1076,87622,2159,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,596222,982,107877,705,5653,1313,3300,1034,2353,740,102224,1487,25323,3256,76901,3464,418537,898,40075,2766,15384,1898,24691,2395,378462,2786,56410,4699,322052,5536,69808,467,23430,2035,4085,962,19345,1976,46378,1991,4216,938,42162,1897,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18875285,6505,3941640,6752,156104,7180,55430,4766,100674,6122,3785536,8788,945306,24359,2840230,24072,11492331,5937,1152298,20289,328847,10856,823451,17402,10340033,20394,1556142,23361,8783891,33832,3441314,4139,1147240,16010,149465,7201,997775,14556,2294074,15716,202570,8201,2091504,16949,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9616298,5009,2467462,4479,96776,6722,37483,4216,59293,5139,2370686,6884,634557,21034,1736129,20548,6038863,6354,643795,13932,194072,7696,449723,12239,5395068,14289,857869,17830,4537199,22288,1109973,3903,424546,6711,65761,3438,358785,6692,685427,7112,58359,3982,627068,7422,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1330687,2566,299366,1243,8605,1434,2258,796,6347,1131,290761,1931,48975,5134,241786,5083,825788,2625,67167,4224,15092,2264,52075,4049,758621,5158,76025,4814,682596,6227,205533,814,70723,2940,6585,1177,64138,2769,134810,2983,7534,1130,127276,2985,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1563253,1841,418917,2282,18885,2599,6574,1523,12311,2253,400032,3652,79958,7142,320074,7824,937539,1822,103290,5997,27363,3060,75927,4686,834249,6171,114517,6561,719732,8234,206797,1353,72518,3290,9631,1508,62887,3116,134279,2949,10423,2229,123856,3720,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12566464,4333,3019933,5079,105918,4993,33768,3005,72150,4264,2914015,6700,590504,17275,2323511,19332,7913720,3776,672673,13080,186365,6658,486308,10411,7241047,13422,895854,15776,6345193,20044,1632811,3327,572041,7318,71032,3067,501009,7022,1060770,7563,73039,4040,987731,7943,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6338934,3430,1562496,4283,73857,4778,27784,3054,46073,3798,1488639,5661,321740,11382,1166899,12100,3922989,3682,440773,9171,127002,5288,313771,7671,3482216,9904,452614,9653,3029602,15221,853449,2291,308357,6303,32708,2703,275649,5815,545092,6373,28477,2404,516615,6826,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2972496,2113,710171,3297,27582,2401,7581,1388,20001,2009,682589,3838,104992,7090,577597,7805,1816646,2588,169848,5845,46100,3002,123748,4904,1646798,5869,183883,7360,1462915,8232,445679,1853,142955,3628,16673,1554,126282,3363,302724,3733,18234,1702,284490,3706,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2787112,2864,709367,2595,27331,2370,9929,1662,17402,1795,682036,3555,125077,6773,556959,7752,1702082,2832,176298,5707,48583,2982,127715,5290,1525784,6201,182834,6428,1342950,8318,375663,1604,131671,3786,13505,1596,118166,3652,243992,3820,11607,1442,232385,3598,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4236038,3438,995294,3608,58169,4217,23375,2853,34794,3290,937125,5368,240444,10825,696681,11379,2649787,3450,413189,9586,144025,6579,269164,7205,2236598,10272,342140,10672,1894458,15698,590957,2104,251650,4780,41801,2176,209849,4399,339307,5001,30641,2407,308666,4936,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4459300,3222,1101862,3840,62918,4943,22643,2780,40275,3980,1038944,6532,287410,12160,751534,14130,2780812,3208,373708,9565,117755,6558,255953,7993,2407104,10243,391149,12375,2015955,14972,576626,2669,246397,5470,38493,2861,207904,5770,330229,5490,34387,3009,295842,5616,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1292494,1341,259100,1912,18131,2658,5963,1353,12168,2331,240969,3025,48102,4442,192867,4582,813953,1544,111386,4875,36423,3264,74963,3441,702567,4742,81190,4847,621377,6234,219441,883,77738,2751,9183,932,68555,2635,141703,2824,8909,1536,132794,3027,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5723762,3451,1324739,3004,48188,3597,11935,1793,36253,3445,1276551,4986,171109,9061,1105442,9924,3660191,2951,306070,9204,70453,5162,235617,8860,3354121,9448,280981,10854,3073140,13025,738832,1877,241924,5981,27526,2111,214398,5737,496908,5887,28522,2240,468386,6084,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6411047,2596,1383457,3039,63366,4442,20816,2729,42550,3383,1320091,5220,192390,8900,1127701,9571,4105646,2802,372275,10681,107704,6622,264571,8259,3733371,10541,355498,11162,3377873,15254,921944,2148,310718,7384,41261,2952,269457,7134,611226,7281,44871,2706,566355,7233,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9660591,4013,2228071,4585,112457,4624,45513,3721,66944,3789,2115614,6300,508640,14612,1606974,14568,6028390,3116,732984,12104,234257,7406,498727,10181,5295406,11999,779680,16240,4515726,20699,1404130,2134,505535,7153,62623,2979,442912,6728,898595,7500,54053,2525,844542,8249,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5254437,1964,1261005,2539,47213,3720,15231,2314,31982,2852,1213792,4204,168532,8040,1045260,8746,3293242,2461,272866,7253,75344,3847,197522,6299,3020376,7905,283886,9761,2736490,11312,700190,1746,221958,4583,28829,2147,193129,4356,478232,4752,26549,1860,451683,4927,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2883981,2214,737398,2331,37335,3661,16378,2352,20957,2392,700063,4381,239461,11730,460602,12269,1757625,2713,269315,8787,95062,5733,174253,7607,1488310,9182,288325,9073,1199985,11970,388958,1880,172919,4726,33844,2479,139075,4275,216039,4562,24966,2360,191073,4395,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5828445,4223,1372076,4688,67483,4384,23431,3204,44052,3554,1304593,6690,286798,10833,1017795,11160,3608731,3936,452228,11585,140799,6345,311429,9287,3156503,12107,420063,11885,2736440,15953,847638,2876,321672,6698,40585,2626,281087,6423,525966,6654,36004,2819,489962,6400,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,977860,1617,215471,1817,7853,1344,2071,826,5782,1031,207618,2283,41662,3969,165956,4123,608560,1600,63277,3366,19435,2183,43842,2912,545283,3565,75820,4512,469463,5392,153829,1055,55506,2434,6320,949,49186,2385,98323,2615,6891,985,91432,2674,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1796119,1898,452729,2228,15820,1901,3977,841,11843,1582,436909,2725,76862,5558,360047,5578,1098873,1798,93627,4104,23135,2693,70492,3469,1005246,4397,111801,5661,893445,7276,244517,1080,82596,2285,9319,1199,73277,2180,161921,2281,8795,1154,153126,2300,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2710585,3306,653420,3499,25448,2732,9182,1734,16266,2092,627972,4433,147341,9274,480631,10752,1702410,2151,177386,6992,45570,4098,131816,5527,1525024,6784,215945,10008,1309079,11906,354755,1386,127076,4521,11671,1490,115405,4491,227679,4613,17073,2419,210606,4527,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1278902,1469,270216,1919,14580,1921,4168,1272,10412,1665,255636,2340,37901,4989,217735,5601,821800,1677,80135,4438,18244,2742,61891,3795,741665,4357,55864,4622,685801,6220,186886,1273,58613,2680,6506,1253,52107,2653,128273,2867,5783,1043,122490,2817,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8685726,3160,2008358,3364,72961,4274,16253,2390,56708,3988,1935397,5387,293973,11780,1641424,12973,5465605,2539,423964,9974,95073,4658,328891,8990,5041641,10150,433440,12017,4608201,13607,1211763,1727,396273,6552,45174,3113,351099,6476,815490,6706,50877,3327,764613,7367,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2038126,2411,509439,2342,21753,2356,8764,1472,12989,1973,487686,3141,140640,7233,347046,7730,1239107,2263,160550,5809,52377,4329,108173,4800,1078557,5821,189519,7378,889038,8039,289580,1281,119783,3864,17057,1930,102726,3893,169797,3884,17458,1934,152339,3948,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19046227,4495,4199069,4636,152441,6420,55569,4113,96872,5059,4046628,7676,903041,17824,3143587,18273,12185828,4566,1034056,16710,308030,9291,726026,13087,11151772,17333,1453349,22599,9698423,27476,2661330,2929,900473,11218,152088,5842,748385,11991,1760857,11193,152263,7220,1608594,9909,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9436515,4582,2254240,4414,97206,5761,39598,4088,57608,3725,2157034,7193,546506,14259,1610528,15369,5877700,4861,665833,15107,200323,8024,465510,11634,5211867,15225,794631,18376,4417236,24531,1304575,3023,477919,8027,69515,3792,408404,7733,826656,7975,61349,3625,765307,8369,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,671048,1233,150855,1223,4987,970,984,447,4003,878,145868,1586,18857,1739,127011,2009,425163,1427,35104,2580,8699,1519,26405,2277,390059,2820,37117,2632,352942,3911,95030,701,30995,1523,4720,817,26275,1566,64035,1668,5326,912,58709,1569,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11220287,4774,2612510,5046,126757,5967,49968,4134,76789,4532,2485753,7718,570953,15202,1914800,15319,6969273,4655,832310,13477,270011,8095,562299,11478,6136963,13938,801357,14755,5335606,16388,1638504,3332,577718,8814,65498,3309,512220,8304,1060786,8435,66380,3322,994406,8956,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3687404,2526,918995,2146,45054,3413,17335,2230,27719,2354,873941,4069,204288,6670,669653,7228,2251212,2721,311678,7241,89715,3795,221963,5605,1939534,7344,274868,7460,1664666,10373,517197,1980,211206,4372,26979,2305,184227,4037,305991,4902,24134,1942,281857,4828,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3824019,2870,847022,3056,37796,3852,14347,2349,23449,2892,809226,4778,180746,9698,628480,10735,2404553,2500,282330,7793,89659,4984,192671,6583,2122223,8131,330631,12708,1791592,15869,572444,1872,214393,4847,22961,2101,191432,4488,358051,4647,19726,2144,338325,5022,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12347747,3427,2695837,3616,135176,5828,46107,4030,89069,5183,2560661,6714,486059,14574,2074602,14739,7691496,3564,854942,14169,242405,8715,612537,10999,6836554,14670,755279,14832,6081275,21869,1960414,2769,678256,7831,79495,3769,598761,7885,1282158,7667,83940,4249,1198218,8062,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1008481,1082,214020,1086,7895,1609,2333,893,5562,1261,206125,1827,39302,4209,166823,4483,642941,1143,69288,4656,21597,2237,47691,3973,573653,4641,60965,4544,512688,6804,151520,740,50677,2319,6704,1306,43973,2190,100843,2325,8006,1238,92837,2224,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4567928,2912,1068623,2806,42809,3322,16210,2116,26599,2806,1025814,4442,271454,11991,754360,11798,2822689,3234,352866,10340,100153,5734,252713,8432,2469823,10712,381402,11772,2088421,15452,676616,1909,251180,5831,36531,2444,214649,6048,425436,5469,31850,2856,393586,5844,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,802740,1163,199503,1427,7097,1331,1586,551,5511,1174,192406,2047,33315,2828,159091,3130,488909,1463,50148,3126,12962,1686,37186,2662,438761,3226,48539,3398,390222,4034,114328,761,39870,1803,5554,775,34316,1854,74458,1917,5890,1136,68568,1960,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
