GEO_ID,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,NAME,B25070_001EA,B25070_001MA,B25070_002MA,B25070_002EA,B25070_003EA,B25070_003MA,B25070_004MA,B25070_004EA,B25070_005MA,B25070_005EA,B25070_006EA,B25070_006MA,B25070_007EA,B25070_007MA,B25070_008EA,B25070_008MA,B25070_009MA,B25070_009EA,B25070_010MA,B25070_010EA,B25070_011MA,B25070_011EA,state
0400000US27,603133,9212,20264,2183,50374,3289,76748,3670,79780,3599,66153,3638,48203,3041,39162,3418,53091,3548,132924,5100,36434,2554,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,346910,8433,10833,1794,24131,2851,32935,3492,34171,3088,30239,2992,26063,2876,21904,2514,27860,3083,81071,4891,57703,3953,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,767449,11382,26251,2618,62571,3825,86983,5352,86052,4628,81968,4656,64287,4065,50082,3550,60195,3922,181592,5582,67468,3260,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,134742,4135,7327,1346,11914,1587,16671,1692,13939,1682,14185,2163,10841,1543,6724,1388,11507,1851,27973,2306,13661,1451,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,246928,5425,9112,1355,27488,2335,34214,2810,31537,2488,27851,2531,19952,1924,13577,1626,17500,2274,46314,3292,19383,1820,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,454281,8114,10962,1664,31329,2636,54810,4028,60112,3494,52944,3441,35795,3150,26916,2605,45407,3897,112452,5316,23554,2591,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,151274,5422,3650,833,10263,1728,18257,2408,19956,2310,20649,2485,13669,1771,8366,1549,12270,1875,35428,3350,8766,1516,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1117318,13291,35168,2731,80916,4923,125908,5180,126689,5711,115633,5725,94057,4962,70894,3938,104336,4802,304358,8356,59359,3735,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,246890,7139,10216,1757,21702,2317,26666,3166,23459,2590,25381,2520,18058,2137,14183,1757,21494,2516,59767,4276,25964,2433,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3355029,20123,138478,7005,257557,8994,354842,8411,364000,11505,357285,9536,279889,9034,195018,7289,282328,8424,933084,12075,192548,7395,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1289699,14128,42702,3739,105218,6027,156586,6090,151532,7111,130290,6248,102238,5351,68989,4023,113918,4825,293270,8298,124956,5842,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,101751,4117,9200,1466,12829,1387,13037,1947,13158,1803,10944,1409,5515,985,4640,1192,5605,1178,16496,1823,10327,1438,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1535290,11791,55201,3246,132814,5507,188616,7628,181511,5796,158518,5473,121042,6030,91203,4723,117671,5438,367621,7870,121093,4788,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,486298,5609,22059,1883,45820,2719,58112,3051,53963,3048,45503,2867,36273,2860,29729,2389,38471,2403,101570,3874,54798,2547,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,583182,9343,14902,1986,43566,3816,61281,4094,68165,4584,63451,4153,46777,3241,34798,2402,51118,4251,158818,6207,40306,2820,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1541750,11953,62939,4172,127213,5671,172054,6677,179149,5902,168968,5768,126734,5401,86328,4393,123690,6043,371586,10315,123089,4645,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,165293,4531,6720,1455,12421,1612,20973,2511,16725,1926,20351,2058,16774,2192,10789,1663,12677,1819,38747,3114,9116,1432,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,569648,9235,17549,2039,42364,3081,61605,4036,58065,3997,57639,4272,45097,3132,32830,2905,48019,3439,137534,5369,68946,4207,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,106565,4369,6310,1003,12011,1507,14724,1976,12577,1754,11137,1543,9627,1620,5911,1191,7953,1438,15615,1897,10700,1383,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,826089,12336,25721,2244,64952,4644,95645,6224,87473,4659,85004,4588,64352,3946,53053,4431,69726,4320,187042,6673,93121,4940,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3384103,21621,119617,6032,292151,10587,429716,10799,411516,11282,362719,10038,271907,9538,212460,7903,278339,7947,742795,13108,262883,8641,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,272102,6236,9504,1413,23735,2387,33200,2462,30050,2332,31769,2706,24929,2155,18104,2088,21306,2192,61822,4038,17683,2544,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,74957,2865,1709,495,5024,1093,8621,1370,9853,1341,9046,1246,6859,1132,4475,1014,5493,1099,18363,1684,5514,855,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1028525,13454,29091,2145,75054,4283,120304,5189,130271,6052,117837,5741,89511,5624,68351,4167,89312,5169,230082,6290,78712,3879,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,993180,12832,29552,3613,77902,4173,115904,5236,121736,5620,116067,5841,89723,4755,64231,4079,91472,4875,228367,7266,58226,3704,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,207786,4871,11548,1523,18306,2153,21141,2246,19222,2270,16923,1787,16266,1711,10050,1497,11679,1464,42858,3065,39793,2944,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,748584,9486,23837,2280,65663,4178,97856,4531,90825,4152,84493,4416,61331,3932,43816,3270,63663,3350,174909,6255,42191,3255,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,69184,3701,4269,1136,5289,1026,8069,1557,9513,1728,7746,1343,5974,1259,4042,995,5055,1051,11780,1830,7447,1347,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,385817,7079,7960,1402,12521,1770,25239,2311,23120,2270,22195,2277,19277,2331,13881,2049,19824,2173,66118,3581,175682,5131,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US01,576604,10418,22243,2571,48074,3892,61606,4237,61314,4840,54152,3715,39024,3435,31614,2911,43557,3660,131449,6346,83571,5019,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,92224,3507,3977,821,6914,1355,12137,1806,10904,1495,11372,1711,9063,1559,5763,1125,8224,1481,17817,2343,6053,709,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,895518,13536,27226,2953,71617,4781,105141,5641,107841,5842,92258,4853,73293,4588,57332,4220,81253,5655,215682,6819,63875,4109,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,386137,6919,16653,1961,34429,3078,44015,2937,43580,3192,33200,2831,29629,2718,20144,2191,29843,2868,84685,5059,49959,3036,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
